Z daughter, A daughter, element daughter, Z parent, A parent, element parent, daughter level idx, independent thermal fy, unc, independent fast fy, unc, independent 14MeV fy, unc,Extraction_date
38,96,Sr,90,232,Th,0,,,0.03622,0.0056504,0.026195,0.0046858,2025-04-14
38,97,Sr,90,232,Th,0,,,0.021672,0.0039944,0.011357,0.0030124,2025-04-14
38,98,Sr,90,232,Th,0,,,0.011893,0.0040052,0.0058168,0.0020835,2025-04-14
38,99,Sr,90,232,Th,0,,,0.0037507,0.0012895,0.001453,0.00051573,2025-04-14
38,100,Sr,90,232,Th,0,,,0.00070822,0.00027056,0.00032887,0.00012409,2025-04-14
38,101,Sr,90,232,Th,0,,,0.000052463,0.000020207,0.0000013402,0.000000532,2025-04-14
38,102,Sr,90,232,Th,0,,,0.00000036759,0.00000015119,0.0000011724,0.00000048006,2025-04-14
38,103,Sr,90,232,Th,0,,,0.0000001363,0.000000053108,0.00000077763,0.00000031054,2025-04-14
38,104,Sr,90,232,Th,0,,,0.000000089868,0.000000037323,0.0000019082,0.00000075077,2025-04-14
38,105,Sr,90,232,Th,0,,,0.00000012666,0.000000045974,0.000000049041,0.000000017916,2025-04-14
39,89,Y,90,232,Th,0,,,0.0000000000089014,0.0000000000030349,0.00000000001349,0.0000000000046757,2025-04-14
39,89,Y,90,232,Th,1,,,0.00000000004421,0.000000000015073,0.00000000010739,0.000000000037221,2025-04-14
39,90,Y,90,232,Th,0,,,0.0000000011058,0.00000000041476,0.0000000017269,0.00000000060959,2025-04-14
39,90,Y,90,232,Th,-2,,,0.0000000018494,0.00000000069364,0.0000000049356,0.0000000017422,2025-04-14
39,91,Y,90,232,Th,0,,,0.000000023689,0.000000008057,0.000000034317,0.000000012245,2025-04-14
39,91,Y,90,232,Th,1,,,0.00000011765,0.000000040016,0.00000027318,0.000000097475,2025-04-14
39,92,Y,90,232,Th,0,,,0.0000032847,0.0000011365,0.0000063111,0.0000022198,2025-04-14
39,93,Y,90,232,Th,0,,,0.0000058515,0.0000021561,0.0000082798,0.0000030458,2025-04-14
39,93,Y,90,232,Th,2,,,0.000043949,0.000016194,0.00009939,0.000036561,2025-04-14
39,94,Y,90,232,Th,0,,,0.00037928,0.00013305,0.00082728,0.00028149,2025-04-14
39,95,Y,90,232,Th,0,,,0.0025376,0.00084323,0.0042754,0.001312,2025-04-14
39,96,Y,90,232,Th,0,,,0.0024652,0.00078282,0.0023124,0.00059743,2025-04-14
39,96,Y,90,232,Th,5,,,0.0051718,0.0016423,0.0080896,0.0020901,2025-04-14
39,97,Y,90,232,Th,0,,,0.0032756,0.00063641,0.0019446,0.00033268,2025-04-14
39,97,Y,90,232,Th,1,,,0.012108,0.0023524,0.0090052,0.0015406,2025-04-14
39,97,Y,90,232,Th,29,,,0.0041609,0.00080842,0.0064751,0.0011077,2025-04-14
39,98,Y,90,232,Th,0,,,0.0038077,0.00072952,0.0017718,0.00032554,2025-04-14
39,98,Y,90,232,Th,2,,,0.018459,0.0035367,0.013894,0.0025528,2025-04-14
39,99,Y,90,232,Th,0,,,0.017552,0.0023779,0.010272,0.0018118,2025-04-14
39,100,Y,90,232,Th,0,,,0.0033791,0.00099805,0.0025594,0.00085245,2025-04-14
39,100,Y,90,232,Th,4,,,0.0033791,0.00099805,0.0025594,0.00085245,2025-04-14
39,101,Y,90,232,Th,0,,,0.0020337,0.00070746,0.0015314,0.00060849,2025-04-14
39,102,Y,90,232,Th,0,,,0.00017542,0.00006937,0.00053685,0.00021807,2025-04-14
39,102,Y,90,232,Th,-2,,,0.00017542,0.00006937,0.00053685,0.00021807,2025-04-14
39,103,Y,90,232,Th,0,,,0.00016396,0.000060059,0.00089658,0.00034767,2025-04-14
39,104,Y,90,232,Th,0,,,0.000085124,0.000033616,0.00035841,0.00014001,2025-04-14
39,105,Y,90,232,Th,0,,,0.000030734,0.000010839,0.00005191,0.000018946,2025-04-14
39,106,Y,90,232,Th,0,,,0.0000022355,0.00000082299,0.0000022023,0.00000080472,2025-04-14
39,107,Y,90,232,Th,0,,,0.00000012616,0.000000049248,0.000000042569,0.00000001692,2025-04-14
39,108,Y,90,232,Th,0,,,0.0000000022858,0.00000000090005,0.000000000195,0.000000000075286,2025-04-14
40,90,Zr,90,232,Th,0,,,0,0,0,0,2025-04-14
40,91,Zr,90,232,Th,0,,,0.0000000000035342,0.0000000000012021,0.000000000011119,0.0000000000039674,2025-04-14
40,92,Zr,90,232,Th,0,,,0.0000000003423,0.00000000011845,0.00000000099824,0.00000000035126,2025-04-14
40,93,Zr,90,232,Th,0,,,0.000000017064,0.0000000063024,0.000000058929,0.000000021817,2025-04-14
40,94,Zr,90,232,Th,0,,,0.00000050539,0.00000018008,0.0000017685,0.00000062254,2025-04-14
40,95,Zr,90,232,Th,0,,,0.0000099187,0.0000036005,0.000026338,0.0000095828,2025-04-14
40,96,Zr,90,232,Th,0,,,0.00010405,0.000040606,0.00022464,0.000080289,2025-04-14
40,97,Zr,90,232,Th,0,,,0.00071906,0.0002442,0.0010602,0.00035353,2025-04-14
40,98,Zr,90,232,Th,0,,,0.0031676,0.0010271,0.003855,0.0011283,2025-04-14
40,99,Zr,90,232,Th,0,,,0.0080245,0.0018035,0.0077439,0.0016413,2025-04-14
40,100,Zr,90,232,Th,0,,,0.0093401,0.0018798,0.011471,0.0020185,2025-04-14
40,101,Zr,90,232,Th,0,,,0.0055292,0.0010623,0.012828,0.0016337,2025-04-14
40,102,Zr,90,232,Th,0,,,0.0029622,0.00049144,0.0096758,0.0014935,2025-04-14
40,103,Zr,90,232,Th,0,,,0.0012163,0.00012101,0.0070656,0.0007306,2025-04-14
40,104,Zr,90,232,Th,0,,,0.00070247,0.00011794,0.0048181,0.0011578,2025-04-14
40,105,Zr,90,232,Th,0,,,0.00036137,0.000072294,0.0023338,0.00070826,2025-04-14
40,106,Zr,90,232,Th,0,,,0.00011971,0.00003727,0.00053325,0.0001897,2025-04-14
40,107,Zr,90,232,Th,0,,,0.000026518,0.000010058,0.000047522,0.000018865,2025-04-14
40,108,Zr,90,232,Th,0,,,0.0000026742,0.0000010501,0.0000014765,0.00000057005,2025-04-14
40,109,Zr,90,232,Th,0,,,0.00000014589,0.000000053906,0.000000025823,0.0000000097193,2025-04-14
40,110,Zr,90,232,Th,0,,,0.0000000032734,0.0000000012891,0.00000000012367,0.000000000046539,2025-04-14
41,94,Nb,90,232,Th,0,,,0.000000000014418,0.0000000000051378,0.000000000098926,0.000000000034828,2025-04-14
41,94,Nb,90,232,Th,1,,,0.0000000000086216,0.0000000000030722,0.000000000034614,0.000000000012186,2025-04-14
41,95,Nb,90,232,Th,0,,,0.0000000013603,0.00000000049415,0.0000000065654,0.0000000023942,2025-04-14
41,95,Nb,90,232,Th,1,,,0.00000000027389,0.000000000099494,0.00000000082475,0.00000000030076,2025-04-14
41,96,Nb,90,232,Th,0,,,0.000000059612,0.000000023421,0.00000021988,0.000000079824,2025-04-14
41,97,Nb,90,232,Th,0,,,0.0000011355,0.0000004027,0.0000029967,0.0000010798,2025-04-14
41,97,Nb,90,232,Th,1,,,0.00000022862,0.000000081081,0.00000037644,0.00000013564,2025-04-14
41,98,Nb,90,232,Th,0,,,0.0000040932,0.0000015816,0.0000056013,0.0000020546,2025-04-14
41,98,Nb,90,232,Th,1,,,0.000014262,0.0000055106,0.000031691,0.000011624,2025-04-14
41,99,Nb,90,232,Th,0,,,0.00011681,0.000040247,0.00020109,0.000069981,2025-04-14
41,99,Nb,90,232,Th,1,,,0.000023519,0.0000081036,0.000025261,0.000008791,2025-04-14
41,100,Nb,90,232,Th,0,,,0.000089821,0.000032157,0.0001181,0.000042038,2025-04-14
41,100,Nb,90,232,Th,4,,,0.00043545,0.00015589,0.0009261,0.00032965,2025-04-14
41,101,Nb,90,232,Th,0,,,0.0010053,0.00032166,0.001643,0.00060539,2025-04-14
41,102,Nb,90,232,Th,0,,,0.00020148,0.000076065,0.00062405,0.00023928,2025-04-14
41,102,Nb,90,232,Th,1,,,0.00020148,0.000076065,0.00062405,0.00023928,2025-04-14
41,103,Nb,90,232,Th,0,,,0.00016296,0.000058954,0.00090899,0.00033766,2025-04-14
41,104,Nb,90,232,Th,0,,,0.000046656,0.000018201,0.0019798,0.00054115,2025-04-14
41,104,Nb,90,232,Th,4,,,0.000046656,0.000018201,0.0019798,0.00054115,2025-04-14
41,105,Nb,90,232,Th,0,,,0.00030222,0.000070678,0.0063483,0.00093263,2025-04-14
41,106,Nb,90,232,Th,0,,,0.00034821,0.000050365,0.0055132,0.0011796,2025-04-14
41,107,Nb,90,232,Th,0,,,0.00028478,0.0000679,0.0022034,0.00080272,2025-04-14
41,108,Nb,90,232,Th,0,,,0.000123,0.000041539,0.00038927,0.00014919,2025-04-14
41,109,Nb,90,232,Th,0,,,0.000028872,0.000010289,0.000034366,0.000012931,2025-04-14
41,110,Nb,90,232,Th,0,,,0.0000032444,0.0000012737,0.0000010233,0.00000038507,2025-04-14
41,111,Nb,90,232,Th,0,,,0.0000001924,0.000000071676,0.000000015998,0.0000000058477,2025-04-14
41,112,Nb,90,232,Th,0,,,0.0000000061528,0.0000000023417,0.00000000014876,0.00000000005374,2025-04-14
41,113,Nb,90,232,Th,0,,,0.00000000010742,0.000000000042159,,,2025-04-14
42,95,Mo,90,232,Th,0,,,0,0,0,0,2025-04-14
42,96,Mo,90,232,Th,0,,,0.0000000000012665,0.0000000000004976,0.0000000000081622,0.0000000000029632,2025-04-14
42,97,Mo,90,232,Th,0,,,0.00000000010226,0.000000000036272,0.00000000044358,0.00000000015988,2025-04-14
42,98,Mo,90,232,Th,0,,,0.0000000047983,0.000000001857,0.000000017137,0.0000000063008,2025-04-14
42,99,Mo,90,232,Th,0,,,0.00000012534,0.00000004374,0.00000035572,0.0000001256,2025-04-14
42,100,Mo,90,232,Th,0,,,0.0000015526,0.00000059236,0.0000054494,0.0000020427,2025-04-14
42,101,Mo,90,232,Th,0,,,0.0000096034,0.0000036967,0.0000013701,0.0000005438,2025-04-14
42,102,Mo,90,232,Th,0,,,0.00000033416,0.00000013744,0.0000010342,0.00000042345,2025-04-14
42,103,Mo,90,232,Th,0,,,0.000000135,0.000000052598,0.00000074709,0.00000029832,2025-04-14
42,104,Mo,90,232,Th,0,,,0.000000076811,0.0000000319,0.00021744,0.000083857,2025-04-14
42,105,Mo,90,232,Th,0,,,0.000016618,0.0000059326,0.0013371,0.00043257,2025-04-14
42,106,Mo,90,232,Th,0,,,0.000073353,0.000024512,0.0048657,0.0011282,2025-04-14
42,107,Mo,90,232,Th,0,,,0.00021461,0.000060765,0.006983,0.0013724,2025-04-14
42,108,Mo,90,232,Th,0,,,0.00034185,0.000068719,0.0048928,0.0012996,2025-04-14
42,109,Mo,90,232,Th,0,,,0.00029094,0.000057401,0.0018783,0.00064848,2025-04-14
42,110,Mo,90,232,Th,0,,,0.0001413,0.000047344,0.00032625,0.00012217,2025-04-14
42,111,Mo,90,232,Th,0,,,0.000036563,0.000013122,0.000026655,0.0000097421,2025-04-14
42,112,Mo,90,232,Th,0,,,0.000005087,0.0000019273,0.0000011874,0.00000042894,2025-04-14
42,113,Mo,90,232,Th,0,,,0.00000037739,0.00000014806,0.00000003212,0.000000011751,2025-04-14
42,114,Mo,90,232,Th,0,,,0.000000016924,0.0000000066371,0.0000000011649,0.00000000042102,2025-04-14
42,115,Mo,90,232,Th,0,,,0.00000000080901,0.00000000031192,0.000000000034895,0.00000000001291,2025-04-14
43,99,Tc,90,232,Th,0,,,0.0000000000035078,0.0000000000012241,0.000000000019008,0.000000000006712,2025-04-14
43,99,Tc,90,232,Th,2,,,0.00000000000070628,0.00000000000024647,0.0000000000023878,0.00000000000084316,2025-04-14
43,100,Tc,90,232,Th,0,,,0.00000000018355,0.000000000070044,0.0000000011562,0.00000000043359,2025-04-14
43,101,Tc,90,232,Th,0,,,0.0000000039437,0.0000000015204,0.000000000003192,0.000000000001267,2025-04-14
43,102,Tc,90,232,Th,0,,,0,0,0.0000000000011936,0.00000000000048874,2025-04-14
43,103,Tc,90,232,Th,0,,,0,0,0.0000000000017082,0.00000000000068215,2025-04-14
43,104,Tc,90,232,Th,0,,,0,0,0.00000056542,0.00000022245,2025-04-14
43,105,Tc,90,232,Th,0,,,0.000000043821,0.000000015907,0.000014509,0.0000052917,2025-04-14
43,106,Tc,90,232,Th,0,,,0.00000086616,0.00000031935,0.00023555,0.000084074,2025-04-14
43,107,Tc,90,232,Th,0,,,0.000010654,0.0000041095,0.0015384,0.0005369,2025-04-14
43,108,Tc,90,232,Th,0,,,0.000069114,0.000025076,0.0050657,0.0012519,2025-04-14
43,109,Tc,90,232,Th,0,,,0.00020687,0.000053564,0.0067028,0.0010933,2025-04-14
43,110,Tc,90,232,Th,0,,,0.00037439,0.000075673,0.0048213,0.0013161,2025-04-14
43,111,Tc,90,232,Th,0,,,0.00035534,0.000071014,0.0017931,0.00061312,2025-04-14
43,112,Tc,90,232,Th,0,,,0.00018734,0.000058117,0.00036497,0.000131,2025-04-14
43,113,Tc,90,232,Th,0,,,0.000053805,0.000020136,0.000041618,0.000015222,2025-04-14
43,114,Tc,90,232,Th,0,,,0.0000092974,0.0000036172,0.000004863,0.0000017577,2025-04-14
43,115,Tc,90,232,Th,0,,,0.0000013977,0.00000053823,0.00000043069,0.00000015934,2025-04-14
43,116,Tc,90,232,Th,0,,,0.00000016819,0.000000065155,0.000000037765,0.000000014139,2025-04-14
43,117,Tc,90,232,Th,0,,,0.0000000036244,0.0000000014166,0.00000000032579,0.00000000011918,2025-04-14
43,118,Tc,90,232,Th,0,,,0.000000000098599,0.000000000038386,0.000000000006972,0.0000000000025943,2025-04-14
44,99,Ru,90,232,Th,0,,,0,0,0,0,2025-04-14
44,100,Ru,90,232,Th,0,,,0,0,0,0,2025-04-14
44,101,Ru,90,232,Th,0,,,0,0,0,0,2025-04-14
44,102,Ru,90,232,Th,0,,,0,0,0,0,2025-04-14
44,103,Ru,90,232,Th,0,,,0,0,0,0,2025-04-14
44,104,Ru,90,232,Th,0,,,0,0,0.000000000057309,0.000000000022548,2025-04-14
44,105,Ru,90,232,Th,0,,,0.0000000000044806,0.0000000000016266,0.0000000067598,0.0000000024695,2025-04-14
44,106,Ru,90,232,Th,0,,,0.0000000004292,0.00000000015841,0.00000056464,0.00000020631,2025-04-14
44,107,Ru,90,232,Th,0,,,0.000000024995,0.0000000097576,0.000017783,0.0000070545,2025-04-14
44,108,Ru,90,232,Th,0,,,0.00000077801,0.00000030608,0.0002952,0.00011078,2025-04-14
44,109,Ru,90,232,Th,0,,,0.0000096259,0.0000035144,0.0017132,0.00055215,2025-04-14
44,110,Ru,90,232,Th,0,,,0.000072047,0.00002626,0.0058377,0.0013368,2025-04-14
44,111,Ru,90,232,Th,0,,,0.00024445,0.000064972,0.0076052,0.0010594,2025-04-14
44,112,Ru,90,232,Th,0,,,0.00042845,0.000077906,0.0051951,0.0012352,2025-04-14
44,113,Ru,90,232,Th,0,,,0.00020255,0.000043971,0.0010998,0.00036728,2025-04-14
44,113,Ru,90,232,Th,-2,,,0.00020255,0.000043971,0.0010998,0.00036728,2025-04-14
44,114,Ru,90,232,Th,0,,,0.00023531,0.000070952,0.00079737,0.00028396,2025-04-14
44,115,Ru,90,232,Th,0,,,0.0001021,0.000035519,0.00020257,0.000074766,2025-04-14
44,116,Ru,90,232,Th,0,,,0.000034604,0.000012998,0.000045593,0.000017066,2025-04-14
44,117,Ru,90,232,Th,0,,,0.0000036326,0.0000014155,0.0000019923,0.00000072879,2025-04-14
44,118,Ru,90,232,Th,0,,,0.0000003539,0.00000013774,0.00000013431,0.000000049978,2025-04-14
44,119,Ru,90,232,Th,0,,,0.000000020833,0.000000008101,0.0000000061556,0.0000000022796,2025-04-14
44,120,Ru,90,232,Th,0,,,0.00000000088464,0.00000000034714,0.00000000027366,0.0000000001011,2025-04-14
45,103,Rh,90,232,Th,0,,,0,0,0,0,2025-04-14
45,103,Rh,90,232,Th,1,,,0,0,0,0,2025-04-14
45,105,Rh,90,232,Th,0,,,0,0,0,0,2025-04-14
45,105,Rh,90,232,Th,1,,,0,0,0,0,2025-04-14
45,106,Rh,90,232,Th,0,,,0,0,0.0000000000095663,0.0000000000034955,2025-04-14
45,107,Rh,90,232,Th,0,,,0.0000000000022623,0.00000000000088321,0.0000000089826,0.0000000035703,2025-04-14
45,108,Rh,90,232,Th,0,,,0.000000000081676,0.000000000032161,0.0000001299,0.000000050147,2025-04-14
45,108,Rh,90,232,Th,-2,,,0.00000000028458,0.00000000011206,0.00000073497,0.00000028372,2025-04-14
45,109,Rh,90,232,Th,0,,,0.000000021026,0.0000000077701,0.000023153,0.0000086915,2025-04-14
45,110,Rh,90,232,Th,0,,,0.000000017642,0.0000000069423,0.0000059885,0.0000021732,2025-04-14
45,111,Rh,90,232,Th,0,,,0.000010953,0.0000040352,0.0023965,0.00071534,2025-04-14
45,112,Rh,90,232,Th,0,,,0.000035373,0.000012563,0.003109,0.00061885,2025-04-14
45,112,Rh,90,232,Th,-2,,,0.000035373,0.000012563,0.003109,0.00061885,2025-04-14
45,113,Rh,90,232,Th,0,,,0.00021923,0.000067862,0.0077736,0.0010519,2025-04-14
45,114,Rh,90,232,Th,0,,,0.00019306,0.000043193,0.0033789,0.00073005,2025-04-14
45,114,Rh,90,232,Th,5,,,0.00019306,0.000043193,0.0033789,0.00073005,2025-04-14
45,115,Rh,90,232,Th,0,,,0.00042627,0.000076352,0.0042093,0.0012353,2025-04-14
45,116,Rh,90,232,Th,0,,,0.000096887,0.000022685,0.00041108,0.00014143,2025-04-14
45,116,Rh,90,232,Th,1,,,0.00026409,0.000061835,0.0018563,0.00063864,2025-04-14
45,117,Rh,90,232,Th,0,,,0.00015983,0.0000532,0.00047392,0.00017168,2025-04-14
45,118,Rh,90,232,Th,0,,,0.00005149,0.000019131,0.000097479,0.00003623,2025-04-14
45,119,Rh,90,232,Th,0,,,0.000010442,0.0000040231,0.000013817,0.0000051163,2025-04-14
45,120,Rh,90,232,Th,0,,,0.0000014719,0.00000057686,0.000001701,0.00000062842,2025-04-14
45,121,Rh,90,232,Th,0,,,0.00000011333,0.000000044048,0.0000001045,0.000000038461,2025-04-14
45,122,Rh,90,232,Th,0,,,0.000000006167,0.000000002416,0.0000000070014,0.0000000026179,2025-04-14
46,105,Pd,90,232,Th,0,,,0,0,0,0,2025-04-14
46,106,Pd,90,232,Th,0,,,0,0,0,0,2025-04-14
46,107,Pd,90,232,Th,0,,,0,0,0,0,2025-04-14
46,108,Pd,90,232,Th,0,,,0,0,0.00000000009982,0.000000000038539,2025-04-14
46,109,Pd,90,232,Th,0,,,0.00000000000055254,0.00000000000020419,0.0000000029505,0.0000000011105,2025-04-14
46,109,Pd,90,232,Th,2,,,0.0000000000012145,0.0000000000004488,0.000000010876,0.0000000040935,2025-04-14
46,110,Pd,90,232,Th,0,,,0.00000000034028,0.000000000134,0.000001426,0.00000053653,2025-04-14
46,111,Pd,90,232,Th,0,,,0.0000000071793,0.0000000026749,0.0000084242,0.0000030661,2025-04-14
46,111,Pd,90,232,Th,2,,,0.00000001578,0.0000000058794,0.000031052,0.000011302,2025-04-14
46,112,Pd,90,232,Th,0,,,0.00000063352,0.00000024097,0.00041492,0.00014412,2025-04-14
46,113,Pd,90,232,Th,0,,,0.0000019759,0.00000077031,0.00034903,0.00010812,2025-04-14
46,113,Pd,90,232,Th,2,,,0.0000055283,0.0000021553,0.001602,0.00049626,2025-04-14
46,114,Pd,90,232,Th,0,,,0.000044875,0.000016883,0.0047155,0.0012045,2025-04-14
46,115,Pd,90,232,Th,0,,,0.000040673,0.000013659,0.00148,0.00030469,2025-04-14
46,115,Pd,90,232,Th,1,,,0.000089397,0.000030023,0.0054555,0.0011231,2025-04-14
46,116,Pd,90,232,Th,0,,,0.00026527,0.000075056,0.0075479,0.0013883,2025-04-14
46,117,Pd,90,232,Th,0,,,0.00013367,0.000026743,0.0011669,0.00028331,2025-04-14
46,117,Pd,90,232,Th,-2,,,0.00029379,0.000058779,0.004301,0.0010443,2025-04-14
46,118,Pd,90,232,Th,0,,,0.00039471,0.000085343,0.0030218,0.000965,2025-04-14
46,119,Pd,90,232,Th,0,,,0.00024309,0.000071249,0.001249,0.00044326,2025-04-14
46,120,Pd,90,232,Th,0,,,0.0001038,0.000036806,0.00041171,0.00015045,2025-04-14
46,121,Pd,90,232,Th,0,,,0.000027136,0.000010281,0.00007839,0.000028795,2025-04-14
46,122,Pd,90,232,Th,0,,,0.000004873,0.0000019004,0.00001464,0.0000054733,2025-04-14
46,123,Pd,90,232,Th,0,,,0.00000056993,0.00000022344,0.0000019542,0.00000072725,2025-04-14
46,124,Pd,90,232,Th,0,,,0.000000037371,0.00000001456,0.00000014495,0.000000055192,2025-04-14
47,109,Ag,90,232,Th,0,,,0,0,0,0,2025-04-14
47,109,Ag,90,232,Th,1,,,0,0,0,0,2025-04-14
47,111,Ag,90,232,Th,0,,,0.00000000000021721,0.000000000000080932,0.0000000022669,0.0000000008286,2025-04-14
47,111,Ag,90,232,Th,1,,,0.0000000000016314,0.00000000000060785,0.000000027211,0.0000000099464,2025-04-14
47,112,Ag,90,232,Th,0,,,0.0000000002339,0.000000000089017,0.0000014111,0.00000050966,2025-04-14
47,113,Ag,90,232,Th,0,,,0.0000000013765,0.00000000054019,0.000001966,0.00000071722,2025-04-14
47,113,Ag,90,232,Th,1,,,0.000000010339,0.0000000040572,0.0000236,0.0000086095,2025-04-14
47,114,Ag,90,232,Th,0,,,0.000000046312,0.000000018159,0.000020084,0.0000071467,2025-04-14
47,114,Ag,90,232,Th,-2,,,0.00000022452,0.000000088032,0.0001575,0.000056042,2025-04-14
47,115,Ag,90,232,Th,0,,,0.00000027395,0.00000010539,0.00005278,0.000018464,2025-04-14
47,115,Ag,90,232,Th,1,,,0.0000020575,0.00000079157,0.00063357,0.00022164,2025-04-14
47,116,Ag,90,232,Th,0,,,0.0000034334,0.000001315,0.00032074,0.00010482,2025-04-14
47,116,Ag,90,232,Th,1,,,0.0000093586,0.0000035845,0.0014484,0.00047331,2025-04-14
47,117,Ag,90,232,Th,0,,,0.0000097578,0.0000035274,0.00039786,0.000095856,2025-04-14
47,117,Ag,90,232,Th,1,,,0.000073287,0.000026493,0.0047758,0.0011506,2025-04-14
47,118,Ag,90,232,Th,0,,,0.000037151,0.000011376,0.0007746,0.00014885,2025-04-14
47,118,Ag,90,232,Th,4,,,0.00018011,0.000055151,0.0060742,0.0011673,2025-04-14
47,119,Ag,90,232,Th,0,,,0.00032673,0.000074253,0.006066,0.0011664,2025-04-14
47,120,Ag,90,232,Th,0,,,0.00015724,0.000030948,0.0012536,0.00030806,2025-04-14
47,120,Ag,90,232,Th,2,,,0.00026295,0.000051757,0.0035829,0.00088044,2025-04-14
47,121,Ag,90,232,Th,0,,,0.00032415,0.000079316,0.0025166,0.00077187,2025-04-14
47,122,Ag,90,232,Th,0,,,0.000082843,0.000026668,0.00042494,0.00015139,2025-04-14
47,122,Ag,90,232,Th,1,,,0.000089317,0.000028751,0.00081396,0.00028997,2025-04-14
47,123,Ag,90,232,Th,0,,,0.000062158,0.000022864,0.0004423,0.0001626,2025-04-14
47,124,Ag,90,232,Th,0,,,0.0000066555,0.0000025563,0.000033904,0.000012887,2025-04-14
47,124,Ag,90,232,Th,1,,,0.0000071755,0.000002756,0.000064941,0.000024685,2025-04-14
47,125,Ag,90,232,Th,0,,,0.0000018306,0.00000071937,0.000013513,0.0000051828,2025-04-14
47,126,Ag,90,232,Th,0,,,0.00000015274,0.000000059589,0.0000011537,0.00000043896,2025-04-14
47,127,Ag,90,232,Th,0,,,0.0000000082625,0.0000000030808,0.000000048958,0.000000017577,2025-04-14
47,130,Ag,90,232,Th,0,,,0.0000000000018011,0.00000000000074493,0.0000000065499,0.0000000026384,2025-04-14
48,111,Cd,90,232,Th,0,,,0,0,0,0,2025-04-14
48,112,Cd,90,232,Th,0,,,0,0,0.0000000001911,0.000000000069031,2025-04-14
48,113,Cd,90,232,Th,0,,,0,0,0.0000000020708,0.00000000075757,2025-04-14
48,113,Cd,90,232,Th,1,,,0,0,0.000000012795,0.0000000046808,2025-04-14
48,114,Cd,90,232,Th,0,,,0.000000000065885,0.000000000025839,0.00000032596,0.0000001178,2025-04-14
48,115,Cd,90,232,Th,0,,,0.00000000037729,0.00000000014547,0.00000048932,0.00000018097,2025-04-14
48,115,Cd,90,232,Th,1,,,0.0000000014288,0.00000000055091,0.0000030234,0.0000011181,2025-04-14
48,116,Cd,90,232,Th,0,,,0.000000029071,0.000000011263,0.000021837,0.0000081575,2025-04-14
48,117,Cd,90,232,Th,0,,,0.00000018663,0.000000072892,0.000038273,0.000013664,2025-04-14
48,117,Cd,90,232,Th,2,,,0.00000070678,0.00000027604,0.00023648,0.000084428,2025-04-14
48,118,Cd,90,232,Th,0,,,0.0000075811,0.0000029314,0.0010095,0.00034532,2025-04-14
48,119,Cd,90,232,Th,0,,,0.000010459,0.0000039192,0.00047569,0.00014213,2025-04-14
48,119,Cd,90,232,Th,2,,,0.000029264,0.000010966,0.0021833,0.00065236,2025-04-14
48,120,Cd,90,232,Th,0,,,0.00012432,0.000043008,0.0045787,0.0011183,2025-04-14
48,121,Cd,90,232,Th,0,,,0.000071073,0.000019476,0.001038,0.00016563,2025-04-14
48,121,Cd,90,232,Th,2,,,0.00019886,0.000054491,0.0047643,0.00076017,2025-04-14
48,122,Cd,90,232,Th,0,,,0.00037941,0.000078909,0.0061735,0.0011867,2025-04-14
48,123,Cd,90,232,Th,0,,,0.000097223,0.000020045,0.00088031,0.00021345,2025-04-14
48,123,Cd,90,232,Th,2,,,0.00027203,0.000056084,0.0040404,0.00097965,2025-04-14
48,124,Cd,90,232,Th,0,,,0.00024448,0.000067041,0.0029182,0.00093665,2025-04-14
48,125,Cd,90,232,Th,0,,,0.000027912,0.0000097192,0.00021955,0.000080235,2025-04-14
48,125,Cd,90,232,Th,1,,,0.000078098,0.000027194,0.0010076,0.00036826,2025-04-14
48,126,Cd,90,232,Th,0,,,0.000030989,0.000011721,0.00034336,0.0001293,2025-04-14
48,127,Cd,90,232,Th,0,,,0.0000064439,0.0000023907,0.000053693,0.000019248,2025-04-14
48,128,Cd,90,232,Th,0,,,0.00000014913,0.00000006149,0.0000012361,0.00000050424,2025-04-14
48,129,Cd,90,232,Th,0,,,0.000000099922,0.000000043255,0.00000027729,0.00000011442,2025-04-14
48,129,Cd,90,232,Th,1,,,0.00000027958,0.00000012102,0.0000012727,0.00000052516,2025-04-14
48,130,Cd,90,232,Th,0,,,0.00000077038,0.00000031861,0.000017863,0.0000071967,2025-04-14
48,131,Cd,90,232,Th,0,,,0.0000056821,0.0000020417,0.0000011015,0.00000041033,2025-04-14
48,132,Cd,90,232,Th,0,,,0.00000049999,0.00000018513,0.0000000415,0.000000015398,2025-04-14
49,113,In,90,232,Th,0,,,0,0,0,0,2025-04-14
49,115,In,90,232,Th,0,,,0,0,0.00000000065226,0.00000000024132,2025-04-14
49,115,In,90,232,Th,1,,,0,0,0.000000000081937,0.000000000030314,2025-04-14
49,116,In,90,232,Th,1,,,0.00000000000091671,0.00000000000035518,0.0000000032958,0.000000001234,2025-04-14
49,116,In,90,232,Th,4,,,0.0000000000010613,0.0000000000004112,0.0000000067573,0.0000000025299,2025-04-14
49,117,In,90,232,Th,0,,,0.00000000033367,0.00000000013042,0.00000064648,0.00000023646,2025-04-14
49,117,In,90,232,Th,1,,,0.000000000067183,0.00000000002626,0.00000008121,0.000000029705,2025-04-14
49,118,In,90,232,Th,0,,,0.000000002695,0.0000000010491,0.0000011708,0.0000004353,2025-04-14
49,118,In,90,232,Th,1,,,0.0000000043518,0.0000000016941,0.0000021716,0.00000080741,2025-04-14
