Incident energy ; MT=16 : (z,2n) ; MT=17 : (z,3n) ; MT=18 : (z,fission) ; MT=102 : (z,γ)
0.01625 ;  ;  ; 0.006239064 ; 2.247458
0.0175 ;  ;  ; 0.006012185 ; 2.165505
0.01875 ;  ;  ; 0.005808414 ; 2.091906
0.02 ;  ;  ; 0.005624091 ; 2.025338
0.021325 ;  ;  ; 0.005446715 ; 1.961283
0.02265 ;  ;  ; 0.005285188 ; 1.902955
0.023975 ;  ;  ; 0.005137347 ; 1.849567
0.0253 ;  ;  ; 0.005001458 ; 1.80049
0.02684375 ;  ;  ; 0.00485628 ; 1.748053
0.0283875 ;  ;  ; 0.004723304 ; 1.700019
0.031475 ;  ;  ; 0.004487013 ; 1.614667
0.0345625 ;  ;  ; 0.004282437 ; 1.540782
0.03765 ;  ;  ; 0.004103417 ; 1.476136
0.0407375 ;  ;  ; 0.003945173 ; 1.419002
0.043825 ;  ;  ; 0.003803982 ; 1.368032
0.0469125 ;  ;  ; 0.003676984 ; 1.322192
0.05 ;  ;  ; 0.00356195 ; 1.280676
0.053125 ;  ;  ; 0.003455893 ; 1.242404
0.05625 ;  ;  ; 0.003358841 ; 1.207385
0.059375 ;  ;  ; 0.00326972 ; 1.175231
0.0625 ;  ;  ; 0.0031876 ; 1.145606
0.06875 ;  ;  ; 0.003040175 ; 1.092429
0.075 ;  ;  ; 0.002911019 ; 1.04585
0.08125 ;  ;  ; 0.002797042 ; 1.004751
0.0875 ;  ;  ; 0.002695522 ; 0.9681493
0.09375 ;  ;  ; 0.00260434 ; 0.9352792
0.1 ;  ;  ; 0.002521852 ; 0.9055467
0.10625 ;  ;  ; 0.002446756 ; 0.8784822
0.1125 ;  ;  ; 0.002378014 ; 0.8537103
0.11875 ;  ;  ; 0.00231485 ; 0.8309508
0.125 ;  ;  ; 0.002256798 ; 0.8100352
0.1375 ;  ;  ; 0.002152451 ; 0.7724455
0.15 ;  ;  ; 0.00206098 ; 0.7394996
0.1625 ;  ;  ; 0.001980289 ; 0.7104408
0.175 ;  ;  ; 0.001908415 ; 0.684561
0.1875 ;  ;  ; 0.001843867 ; 0.6613221
0.2 ;  ;  ; 0.001785685 ; 0.6403778
0.21875 ;  ;  ; 0.001707839 ; 0.612359
0.2375 ;  ;  ; 0.001639179 ; 0.5876503
0.25625 ;  ;  ; 0.001578207 ; 0.5657115
0.275 ;  ;  ; 0.001523587 ; 0.5460609
0.29375 ;  ;  ; 0.001474286 ; 0.5283264
0.3125 ;  ;  ; 0.001429493 ; 0.5122153
0.33125 ;  ;  ; 0.001388564 ; 0.4974953
0.35 ;  ;  ; 0.0013512 ; 0.4840595
0.3875 ;  ;  ; 0.001284551 ; 0.4600961
0.425 ;  ;  ; 0.00122669 ; 0.4392959
0.5 ;  ;  ; 0.001131327 ; 0.4050223
0.625 ;  ;  ; 0.001012286 ; 0.3622544
0.75 ;  ;  ; 9.242879E-4 ; 0.3306512
0.875 ;  ;  ; 8.56026E-4 ; 0.3061437
1.0 ;  ;  ; 8.010006E-4 ; 0.2863937
1.25 ;  ;  ; 7.166244E-4 ; 0.2561188
1.5 ;  ;  ; 6.543467E-4 ; 0.2337815
1.75 ;  ;  ; 6.060056E-4 ; 0.2164484
2.0 ;  ;  ; 5.670131E-4 ; 0.202471
2.375 ;  ;  ; 5.204769E-4 ; 0.1857942
2.75 ;  ;  ; 4.838425E-4 ; 0.1726698
3.125 ;  ;  ; 4.53962E-4 ; 0.1619677
3.5 ;  ;  ; 4.290228E-4 ; 0.1530373
4.25 ;  ;  ; 3.894454E-4 ; 0.1388694
5.0 ;  ;  ; 3.591583E-4 ; 0.1280308
6.25 ;  ;  ; 3.213678E-4 ; 0.1145119
7.5 ;  ;  ; 2.934525E-4 ; 0.1045294
8.75 ;  ;  ; 2.717653E-4 ; 0.09677656
10.0 ;  ;  ; 2.542811E-4 ; 0.09052789
12.5 ;  ;  ; 2.275169E-4 ; 0.08096578
15.0 ;  ;  ; 2.077563E-4 ; 0.07390851
17.5 ;  ;  ; 1.924012E-4 ; 0.06842636
18.75 ;  ;  ; 1.861899E-4 ; 0.06620937
19.375 ;  ;  ; 1.830945E-4 ; 0.06510453
19.6875 ;  ;  ; 1.815466E-4 ; 0.0645768
19.72657 ;  ;  ; 1.813503E-4 ; 0.0648788
19.7461 ;  ;  ; 1.812461E-4 ; 0.06584171
19.75587 ;  ;  ; 1.811892E-4 ; 0.06696407
19.76563 ;  ;  ; 1.811261E-4 ; 0.06891976
19.7754 ;  ;  ; 1.810527E-4 ; 0.07224997
19.78516 ;  ;  ; 1.809628E-4 ; 0.07777607
19.79005 ;  ;  ; 1.809089E-4 ; 0.08174094
19.79493 ;  ;  ; 1.808471E-4 ; 0.08675578
19.79981 ;  ;  ; 1.807755E-4 ; 0.09307434
19.80469 ;  ;  ; 1.80692E-4 ; 0.1009909
19.80958 ;  ;  ; 1.805937E-4 ; 0.1108768
19.81446 ;  ;  ; 1.80478E-4 ; 0.1231025
19.81934 ;  ;  ; 1.80341E-4 ; 0.1381656
19.82422 ;  ;  ; 1.801786E-4 ; 0.1566215
19.82911 ;  ;  ; 1.799855E-4 ; 0.1791599
19.83399 ;  ;  ; 1.797572E-4 ; 0.2064193
19.83887 ;  ;  ; 1.794871E-4 ; 0.2392671
19.84375 ;  ;  ; 1.791681E-4 ; 0.2786304
19.84864 ;  ;  ; 1.787918E-4 ; 0.3256461
19.85352 ;  ;  ; 1.783512E-4 ; 0.3812629
19.8584 ;  ;  ; 1.778362E-4 ; 0.4468145
19.86328 ;  ;  ; 1.772367E-4 ; 0.5236501
19.86817 ;  ;  ; 1.765403E-4 ; 0.6134141
19.87305 ;  ;  ; 1.757384E-4 ; 0.7172769
19.87793 ;  ;  ; 1.748177E-4 ; 0.8370189
19.88281 ;  ;  ; 1.737655E-4 ; 0.974309
19.8877 ;  ;  ; 1.725665E-4 ; 1.131195
19.89258 ;  ;  ; 1.712128E-4 ; 1.30876
19.89746 ;  ;  ; 1.696892E-4 ; 1.509007
19.90234 ;  ;  ; 1.679834E-4 ; 1.733597
19.90723 ;  ;  ; 1.660794E-4 ; 1.984645
19.91211 ;  ;  ; 1.63974E-4 ; 2.262587
19.91699 ;  ;  ; 1.616539E-4 ; 2.569211
19.92187 ;  ;  ; 1.591106E-4 ; 2.905622
19.93164 ;  ;  ; 1.533245E-4 ; 3.671868
19.9414 ;  ;  ; 1.466011E-4 ; 4.563275
19.95117 ;  ;  ; 1.3894E-4 ; 5.57986
19.96093 ;  ;  ; 1.304154E-4 ; 6.711732
19.9707 ;  ;  ; 1.211148E-4 ; 7.947167
19.98046 ;  ;  ; 1.112063E-4 ; 9.263724
19.99999 ;  ;  ; 9.029961E-5 ; 12.04208
20.00001 ;  ;  ; 9.027791E-5 ; 12.04496
20.00978 ;  ;  ; 7.972105E-5 ; 13.44781
20.01955 ;  ;  ; 6.940227E-5 ; 14.81873
20.03908 ;  ;  ; 5.030768E-5 ; 17.35416
20.05861 ;  ;  ; 3.428146E-5 ; 19.47932
20.07814 ;  ;  ; 2.194427E-5 ; 21.11136
20.09767 ;  ;  ; 1.32324E-5 ; 22.25887
20.1172 ;  ;  ; 7.588664E-6 ; 22.99635
20.15626 ;  ;  ; 2.404333E-6 ; 23.65577
20.31251 ;  ;  ; 7.825599E-7 ; 23.73915
20.62501 ;  ;  ; 7.735993E-7 ; 23.47374
21.25001 ;  ;  ; 7.561073E-7 ; 22.94286
22.50001 ;  ;  ; 7.212654E-7 ; 21.8854
25.00001 ;  ;  ; 6.639081E-7 ; 20.14462
27.50001 ;  ;  ; 6.15964E-7 ; 18.68956
30.0 ;  ;  ; 5.752175E-7 ; 17.45296
32.5 ;  ;  ; 5.394958E-7 ; 16.36875
35.0 ;  ;  ; 5.084175E-7 ; 15.4255
40.0 ;  ;  ; 4.568547E-7 ; 13.86055
45.0 ;  ;  ; 4.157109E-7 ; 12.61187
50.0 ;  ;  ; 3.820548E-7 ; 11.59047
55.0 ;  ;  ; 3.535793E-7 ; 10.72618
60.0 ;  ;  ; 3.294378E-7 ; 9.993451
65.0 ;  ;  ; 3.086885E-7 ; 9.363711
70.0 ;  ;  ; 2.906483E-7 ; 8.816206
77.5 ;  ;  ; 2.673872E-7 ; 8.110172
85.0 ;  ;  ; 2.478863E-7 ; 7.518299
92.5 ;  ;  ; 2.312851E-7 ; 7.014463
100.0 ;  ;  ; 2.169696E-7 ; 6.580014
112.5 ;  ;  ; 1.969251E-7 ; 5.971498
125.0 ;  ;  ; 1.80565E-7 ; 5.474876
137.5 ;  ;  ; 1.669396E-7 ; 5.061313
150.0 ;  ;  ; 1.554007E-7 ; 4.711104
175.0 ;  ;  ; 1.368844E-7 ; 4.149191
200.0 ;  ;  ; 1.22639E-7 ; 3.716944
225.0 ;  ;  ; 1.114291E-7 ; 3.376628
250.0 ;  ;  ; 1.022731E-7 ; 3.098712
275.0 ;  ;  ; 9.464052E-8 ; 2.867069
300.0 ;  ;  ; 8.817181E-8 ; 2.670773
325.0 ;  ;  ; 8.279323E-8 ; 2.507426
350.0 ;  ;  ; 7.810823E-8 ; 2.365166
400.0 ;  ;  ; 7.032495E-8 ; 2.128878
450.0 ;  ;  ; 6.4105E-8 ; 1.940102
500.0 ;  ;  ; 5.900942E-8 ; 1.785485
550.0 ;  ;  ; 5.499111E-8 ; 1.663401
600.0 ;  ;  ; 5.156278E-8 ; 1.55927
650.0 ;  ;  ; 4.85981E-8 ; 1.469247
700.0 ;  ;  ; 4.600615E-8 ; 1.39056
775.0 ;  ;  ; 4.29157E-8 ; 1.296543
850.0 ;  ;  ; 4.029134E-8 ; 1.216741
925.0 ;  ;  ; 3.802999E-8 ; 1.148006
1000.0 ;  ;  ; 3.605848E-8 ; 1.088101
1125.0 ;  ;  ; 3.370021E-8 ; 1.015875
1250.0 ;  ;  ; 3.172217E-8 ; 0.955354
1500.0 ;  ;  ; 2.856963E-8 ; 0.8590189
1750.0 ;  ;  ; 2.615002E-8 ; 0.7851917
2000.0 ;  ;  ; 2.422067E-8 ; 0.7263976
2250.0 ;  ;  ; 2.292819E-8 ; 0.6862177
2500.0 ;  ;  ; 2.183091E-8 ; 0.6521716
2750.0 ;  ;  ; 2.088361E-8 ; 0.6228308
3000.0 ;  ;  ; 2.005483E-8 ; 0.5972011
3250.0 ;  ;  ; 1.9401E-8 ; 0.576307
3500.0 ;  ;  ; 1.881482E-8 ; 0.5576179
4000.0 ;  ;  ; 1.780292E-8 ; 0.5254588
4500.0 ;  ;  ; 1.69556E-8 ; 0.4986343
5000.0 ;  ;  ; 1.623189E-8 ; 0.4758013
5500.0 ;  ;  ; 1.562203E-8 ; 0.4557608
6000.0 ;  ;  ; 1.508531E-8 ; 0.4382029
6500.0 ;  ;  ; 1.460789E-8 ; 0.4226492
7000.0 ;  ;  ; 1.417934E-8 ; 0.4087409
7750.0 ;  ;  ; 1.360252E-8 ; 0.3892333
8500.0 ;  ;  ; 1.309934E-8 ; 0.3723351
9250.0 ;  ;  ; 1.265508E-8 ; 0.3575107
10000.0 ;  ;  ; 1.225884E-8 ; 0.3443655
11250.0 ;  ;  ; 1.16935E-8 ; 0.3236138
12500.0 ;  ;  ; 1.12099E-8 ; 0.3061115
15000.0 ;  ;  ; 1.041984E-8 ; 0.2780313
17500.0 ;  ;  ; 9.795463E-9 ; 0.2563095
20000.0 ;  ;  ; 9.284957E-9 ; 0.23887
22500.0 ;  ;  ; 8.946938E-9 ; 0.2243335
25000.0 ;  ;  ; 8.655042E-9 ; 0.2120813
27500.0 ;  ;  ; 8.399203E-9 ; 0.2015754
30000.0 ;  ;  ; 8.172304E-9 ; 0.1924399
34940.88 ;  ;  ; 8.039633E-9 ; 0.1795945
39881.75 ;  ;  ; 7.926336E-9 ; 0.169148
49763.5 ;  ;  ; 7.740272E-9 ; 0.1530051
49763.56 ;  ;  ; 7.740271E-9 ; 0.1530051
49763.6 ;  ;  ; 7.74027E-9 ; 0.153005
50000.0 ;  ;  ; 7.28895E-9 ; 0.143593
54580.4 ;  ;  ; 6.815175E-9 ; 0.1280861
59160.8 ;  ;  ; 6.406821E-9 ; 0.1153116
64580.4 ;  ;  ; 5.990384E-9 ; 0.1028589
70000.0 ;  ;  ; 5.63145E-9 ; 0.0926003
77500.0 ;  ;  ; 5.57647E-9 ; 0.08493086
85000.0 ;  ;  ; 5.527038E-9 ; 0.0785217
92500.0 ;  ;  ; 5.482173E-9 ; 0.07307976
100000.0 ;  ;  ; 5.44113E-9 ; 0.0683971
110950.0 ;  ;  ; 5.541042E-9 ; 0.06288674
110950.2 ;  ;  ; 5.541044E-9 ; 0.06288665
120000.0 ;  ;  ; 5.61765E-9 ; 0.0590244
130000.0 ;  ;  ; 5.881563E-9 ; 0.05630237
140000.0 ;  ;  ; 6.13695E-9 ; 0.0538942
151851.0 ;  ;  ; 6.651586E-9 ; 0.05229895
163702.0 ;  ;  ; 7.16586E-9 ; 0.0508657
163702.6 ;  ;  ; 7.16589E-9 ; 0.05086564
170000.0 ;  ;  ; 7.48698E-9 ; 0.0502017
185000.0 ;  ;  ; 8.475941E-9 ; 0.04935875
200000.0 ;  ;  ; 9.50312E-9 ; 0.0485941
225000.0 ;  ;  ; 1.15164E-8 ; 0.04636391
250000.0 ;  ;  ; 1.36762E-8 ; 0.0444558
275000.0 ;  ;  ; 1.727346E-8 ; 0.04428503
300000.0 ;  ;  ; 2.13778E-8 ; 0.0441297
318975.0 ;  ;  ; 2.50972E-8 ; 0.04333996
337950.0 ;  ;  ; 2.91918E-8 ; 0.0426088
337950.3 ;  ;  ; 2.919189E-8 ; 0.0426088
353462.5 ;  ;  ; 3.397442E-8 ; 0.04263532
368975.0 ;  ;  ; 3.928373E-8 ; 0.04266072
384487.5 ;  ;  ; 4.515189E-8 ; 0.04268508
400000.0 ;  ;  ; 5.16116E-8 ; 0.0427085
412500.0 ;  ;  ; 5.938327E-8 ; 0.04327367
425000.0 ;  ;  ; 6.803967E-8 ; 0.04382912
437500.0 ;  ;  ; 7.765099E-8 ; 0.04437528
450000.0 ;  ;  ; 8.829074E-8 ; 0.04491258
462500.0 ;  ;  ; 1.000358E-7 ; 0.04544139
475000.0 ;  ;  ; 1.129663E-7 ; 0.04596208
487500.0 ;  ;  ; 1.271659E-7 ; 0.04647498
500000.0 ;  ;  ; 1.42722E-7 ; 0.0469804
516808.5 ;  ;  ; 1.699559E-7 ; 0.04744775
533617.0 ;  ;  ; 2.012583E-7 ; 0.04790457
550425.5 ;  ;  ; 2.370797E-7 ; 0.04835142
567234.0 ;  ;  ; 2.77904E-7 ; 0.0487888
567234.2 ;  ;  ; 2.779046E-7 ; 0.04878881
583617.0 ;  ;  ; 3.297986E-7 ; 0.04968656
600000.0 ;  ;  ; 3.89533E-7 ; 0.0505753
612500.0 ;  ;  ; 4.472587E-7 ; 0.05121526
625000.0 ;  ;  ; 5.121072E-7 ; 0.05185015
637500.0 ;  ;  ; 5.847881E-7 ; 0.0524801
650000.0 ;  ;  ; 6.660654E-7 ; 0.05310525
662500.0 ;  ;  ; 7.567607E-7 ; 0.05372572
675000.0 ;  ;  ; 8.577564E-7 ; 0.05434164
687500.0 ;  ;  ; 9.699985E-7 ; 0.05495313
700000.0 ;  ;  ; 1.0945E-6 ; 0.0555603
712500.0 ;  ;  ; 1.24759E-6 ; 0.05585252
725000.0 ;  ;  ; 1.41886E-6 ; 0.05614115
737500.0 ;  ;  ; 1.610096E-6 ; 0.0564263
750000.0 ;  ;  ; 1.823229E-6 ; 0.05670807
762500.0 ;  ;  ; 2.060337E-6 ; 0.05698656
775000.0 ;  ;  ; 2.323657E-6 ; 0.05726185
787500.0 ;  ;  ; 2.615591E-6 ; 0.05753404
800000.0 ;  ;  ; 2.93872E-6 ; 0.0578032
812500.0 ;  ;  ; 3.345289E-6 ; 0.05801726
825000.0 ;  ;  ; 3.80058E-6 ; 0.05822883
837500.0 ;  ;  ; 4.309558E-6 ; 0.05843797
850000.0 ;  ;  ; 4.877609E-6 ; 0.05864475
862500.0 ;  ;  ; 5.510565E-6 ; 0.05884922
875000.0 ;  ;  ; 6.214738E-6 ; 0.05905145
887500.0 ;  ;  ; 6.996948E-6 ; 0.05925149
900000.0 ;  ;  ; 7.86456E-6 ; 0.0594494
912500.0 ;  ;  ; 8.939387E-6 ; 0.0595639
925000.0 ;  ;  ; 1.014341E-5 ; 0.05967705
937500.0 ;  ;  ; 1.14901E-5 ; 0.0597889
950000.0 ;  ;  ; 1.299411E-5 ; 0.05989947
962500.0 ;  ;  ; 1.467137E-5 ; 0.0600088
975000.0 ;  ;  ; 1.65392E-5 ; 0.06011691
987500.0 ;  ;  ; 1.861639E-5 ; 0.06022383
1000000.0 ;  ;  ; 2.09233E-5 ; 0.0603296
1012500.0 ;  ;  ; 2.371567E-5 ; 0.06025217
1025000.0 ;  ;  ; 2.683942E-5 ; 0.0601758
1037500.0 ;  ;  ; 3.03291E-5 ; 0.06010044
1050000.0 ;  ;  ; 3.422237E-5 ; 0.06002608
1062500.0 ;  ;  ; 3.856025E-5 ; 0.05995269
1075000.0 ;  ;  ; 4.338739E-5 ; 0.05988024
1087500.0 ;  ;  ; 4.875228E-5 ; 0.05980872
1100000.0 ;  ;  ; 5.47076E-5 ; 0.0597381
1112500.0 ;  ;  ; 6.193394E-5 ; 0.05956938
1125000.0 ;  ;  ; 7.001768E-5 ; 0.05940301
1137500.0 ;  ;  ; 7.904929E-5 ; 0.05923894
1150000.0 ;  ;  ; 8.912764E-5 ; 0.0590771
1162500.0 ;  ;  ; 1.003606E-4 ; 0.05891746
1175000.0 ;  ;  ; 1.12866E-4 ; 0.05875994
1187500.0 ;  ;  ; 1.267719E-4 ; 0.0586045
1200000.0 ;  ;  ; 1.42218E-4 ; 0.0584511
1212500.0 ;  ;  ; 1.608411E-4 ; 0.05821485
1225000.0 ;  ;  ; 1.816733E-4 ; 0.05798196
1237500.0 ;  ;  ; 2.049502E-4 ; 0.05775236
1250000.0 ;  ;  ; 2.309295E-4 ; 0.05752596
1262500.0 ;  ;  ; 2.598931E-4 ; 0.05730268
1275000.0 ;  ;  ; 2.92149E-4 ; 0.05708246
1287500.0 ;  ;  ; 3.280337E-4 ; 0.05686522
1300000.0 ;  ;  ; 3.67914E-4 ; 0.0566509
1312500.0 ;  ;  ; 4.153683E-4 ; 0.05633795
1325000.0 ;  ;  ; 4.684044E-4 ; 0.05602967
1337500.0 ;  ;  ; 5.276167E-4 ; 0.05572594
1350000.0 ;  ;  ; 5.936564E-4 ; 0.05542667
1362500.0 ;  ;  ; 6.672365E-4 ; 0.05513174
1375000.0 ;  ;  ; 7.491365E-4 ; 0.05484105
1387500.0 ;  ;  ; 8.402085E-4 ; 0.0545545
1400000.0 ;  ;  ; 9.41383E-4 ; 0.054272
1412500.0 ;  ;  ; 0.001060275 ; 0.05392547
1425000.0 ;  ;  ; 0.001192931 ; 0.05358417
1437500.0 ;  ;  ; 0.001340804 ; 0.05324799
1450000.0 ;  ;  ; 0.001505482 ; 0.0529168
1462500.0 ;  ;  ; 0.001688707 ; 0.05259049
1475000.0 ;  ;  ; 0.00189238 ; 0.05226894
1487500.0 ;  ;  ; 0.002118581 ; 0.05195205
1500000.0 ;  ;  ; 0.00236958 ; 0.0516397
1512500.0 ;  ;  ; 0.002651894 ; 0.05124729
1525000.0 ;  ;  ; 0.002965096 ; 0.05086105
1537500.0 ;  ;  ; 0.003312267 ; 0.05048084
1550000.0 ;  ;  ; 0.003696772 ; 0.05010652
1562500.0 ;  ;  ; 0.004122275 ; 0.04973794
1575000.0 ;  ;  ; 0.004592764 ; 0.04937498
1587500.0 ;  ;  ; 0.005112582 ; 0.04901751
1600000.0 ;  ;  ; 0.00568645 ; 0.0486654
1624620.0 ;  ;  ; 0.006907301 ; 0.04785515
1649240.0 ;  ;  ; 0.008365753 ; 0.04707028
1674620.0 ;  ;  ; 0.01016202 ; 0.04628651
1700000.0 ;  ;  ; 0.0123079 ; 0.0455273
1724645.0 ;  ;  ; 0.01430989 ; 0.04468449
1749290.0 ;  ;  ; 0.01660197 ; 0.04386891
1774645.0 ;  ;  ; 0.0193019 ; 0.04305694
1800000.0 ;  ;  ; 0.022393 ; 0.0422712
1850000.0 ;  ;  ; 0.02746791 ; 0.04058131
1900000.0 ;  ;  ; 0.0335099 ; 0.0390014
1950000.0 ;  ;  ; 0.03819994 ; 0.03735358
2000000.0 ;  ;  ; 0.0434022 ; 0.0358145
2144760.0 ;  ;  ; 0.0519546 ; 0.03110383
2300000.0 ;  ;  ; 0.0621924 ; 0.0270127
2400000.0 ;  ;  ; 0.06519196 ; 0.02431995
2500000.0 ;  ;  ; 0.0682049 ; 0.0219897
2600000.0 ;  ;  ; 0.0697647 ; 0.01968922
2700000.0 ;  ;  ; 0.0712993 ; 0.0177031
2775000.0 ;  ;  ; 0.07170309 ; 0.01619285
2850000.0 ;  ;  ; 0.07209831 ; 0.0148467
3000000.0 ;  ;  ; 0.0728646 ; 0.0125641
3125000.0 ;  ;  ; 0.07266221 ; 0.01069094
3250000.0 ;  ;  ; 0.0724683 ; 0.009154832
3375000.0 ;  ;  ; 0.07228219 ; 0.007885473
3500000.0 ;  ;  ; 0.0721033 ; 0.00682909
3625000.0 ;  ;  ; 0.0715057 ; 0.005766195
3750000.0 ;  ;  ; 0.07093307 ; 0.004896738
3875000.0 ;  ;  ; 0.07038359 ; 0.004180731
4000000.0 ;  ;  ; 0.0698556 ; 0.00358738
4125000.0 ;  ;  ; 0.06948766 ; 0.003025669
