Incident energy ; MT=16 : (z,2n) ; MT=17 : (z,3n) ; MT=18 : (z,fission) ; MT=28 : (z,n+p) ; MT=41 : (z,2n+p) ; MT=102 : (z,γ) ; MT=103 : (z,p)
Incident energy ;  ;  ;  ;  ;  ;  ; 
Incident energy ; σ(E) ; σ(E) ; σ(E) ; σ(E) ; σ(E) ; σ(E) ; σ(E)
46.33445 ;  ;  ;  ;  ;  ; 166.3196 ; 
46.35076 ;  ;  ;  ;  ;  ; 195.1523 ; 
46.36707 ;  ;  ;  ;  ;  ; 227.1429 ; 
46.39111 ;  ;  ;  ;  ;  ; 277.7708 ; 
46.41515 ;  ;  ;  ;  ;  ; 328.4041 ; 
46.4392 ;  ;  ;  ;  ;  ; 373.5622 ; 
46.46324 ;  ;  ;  ;  ;  ; 407.5951 ; 
46.48162 ;  ;  ;  ;  ;  ; 423.1786 ; 
46.5 ;  ;  ;  ;  ;  ; 428.1971 ; 
46.51122 ;  ;  ;  ;  ;  ; 425.8336 ; 
46.53382 ;  ;  ;  ;  ;  ; 408.9545 ; 
46.55642 ;  ;  ;  ;  ;  ; 377.7866 ; 
46.57252 ;  ;  ;  ;  ;  ; 348.8337 ; 
46.58861 ;  ;  ;  ;  ;  ; 316.1046 ; 
46.6208 ;  ;  ;  ;  ;  ; 245.9336 ; 
46.64732 ;  ;  ;  ;  ;  ; 190.3048 ; 
46.66058 ;  ;  ;  ;  ;  ; 164.9323 ; 
46.67383 ;  ;  ;  ;  ;  ; 141.7267 ; 
46.68709 ;  ;  ;  ;  ;  ; 120.861 ; 
46.70034 ;  ;  ;  ;  ;  ; 102.4448 ; 
46.7136 ;  ;  ;  ;  ;  ; 86.41967 ; 
46.72685 ;  ;  ;  ;  ;  ; 72.69417 ; 
46.74106 ;  ;  ;  ;  ;  ; 60.31445 ; 
46.75526 ;  ;  ;  ;  ;  ; 50.10464 ; 
46.76947 ;  ;  ;  ;  ;  ; 41.76479 ; 
46.78367 ;  ;  ;  ;  ;  ; 35.02151 ; 
46.79788 ;  ;  ;  ;  ;  ; 29.59598 ; 
46.81208 ;  ;  ;  ;  ;  ; 25.25298 ; 
46.82628 ;  ;  ;  ;  ;  ; 21.77693 ; 
46.84048 ;  ;  ;  ;  ;  ; 18.98935 ; 
46.85469 ;  ;  ;  ;  ;  ; 16.74187 ; 
46.86889 ;  ;  ;  ;  ;  ; 14.91926 ; 
46.88309 ;  ;  ;  ;  ;  ; 13.42618 ; 
46.89729 ;  ;  ;  ;  ;  ; 12.18971 ; 
46.9115 ;  ;  ;  ;  ;  ; 11.15302 ; 
46.9257 ;  ;  ;  ;  ;  ; 10.27467 ; 
46.9399 ;  ;  ;  ;  ;  ; 9.521235 ; 
46.9541 ;  ;  ;  ;  ;  ; 8.867926 ; 
46.9844 ;  ;  ;  ;  ;  ; 7.727387 ; 
47.0147 ;  ;  ;  ;  ;  ; 6.837182 ; 
47.045 ;  ;  ;  ;  ;  ; 6.123073 ; 
47.0753 ;  ;  ;  ;  ;  ; 5.538553 ; 
47.1056 ;  ;  ;  ;  ;  ; 5.052736 ; 
47.1359 ;  ;  ;  ;  ;  ; 4.644051 ; 
47.1662 ;  ;  ;  ;  ;  ; 4.296855 ; 
47.1965 ;  ;  ;  ;  ;  ; 3.999503 ; 
47.2571 ;  ;  ;  ;  ;  ; 3.521027 ; 
47.3177 ;  ;  ;  ;  ;  ; 3.159391 ; 
47.3783 ;  ;  ;  ;  ;  ; 2.884267 ; 
47.4389 ;  ;  ;  ;  ;  ; 2.676165 ; 
47.4995 ;  ;  ;  ;  ;  ; 2.522311 ; 
47.5601 ;  ;  ;  ;  ;  ; 2.414579 ; 
47.6207 ;  ;  ;  ;  ;  ; 2.348433 ; 
47.6813 ;  ;  ;  ;  ;  ; 2.322474 ; 
47.7419 ;  ;  ;  ;  ;  ; 2.338529 ; 
47.8025 ;  ;  ;  ;  ;  ; 2.402375 ; 
47.8631 ;  ;  ;  ;  ;  ; 2.52561 ; 
47.9237 ;  ;  ;  ;  ;  ; 2.73007 ; 
47.954 ;  ;  ;  ;  ;  ; 2.874779 ; 
47.9843 ;  ;  ;  ;  ;  ; 3.058713 ; 
48.0146 ;  ;  ;  ;  ;  ; 3.295474 ; 
48.0449 ;  ;  ;  ;  ;  ; 3.607001 ; 
48.0752 ;  ;  ;  ;  ;  ; 4.030528 ; 
48.09035 ;  ;  ;  ;  ;  ; 4.303106 ; 
48.1055 ;  ;  ;  ;  ;  ; 4.63147 ; 
48.12065 ;  ;  ;  ;  ;  ; 5.031817 ; 
48.1358 ;  ;  ;  ;  ;  ; 5.525491 ; 
48.15095 ;  ;  ;  ;  ;  ; 6.140289 ; 
48.1661 ;  ;  ;  ;  ;  ; 6.911839 ; 
48.17699 ;  ;  ;  ;  ;  ; 7.587948 ; 
48.18788 ;  ;  ;  ;  ;  ; 8.38782 ; 
48.19877 ;  ;  ;  ;  ;  ; 9.334141 ; 
48.20966 ;  ;  ;  ;  ;  ; 10.45243 ; 
48.22055 ;  ;  ;  ;  ;  ; 11.77086 ; 
48.23144 ;  ;  ;  ;  ;  ; 13.31992 ; 
48.24233 ;  ;  ;  ;  ;  ; 15.13179 ; 
48.25322 ;  ;  ;  ;  ;  ; 17.23946 ; 
48.26411 ;  ;  ;  ;  ;  ; 19.67559 ; 
48.275 ;  ;  ;  ;  ;  ; 22.47098 ; 
48.28589 ;  ;  ;  ;  ;  ; 25.65285 ; 
48.29678 ;  ;  ;  ;  ;  ; 29.24283 ; 
48.30767 ;  ;  ;  ;  ;  ; 33.25472 ; 
48.31856 ;  ;  ;  ;  ;  ; 37.69233 ; 
48.34033 ;  ;  ;  ;  ;  ; 47.79159 ; 
48.36116 ;  ;  ;  ;  ;  ; 58.77698 ; 
48.38199 ;  ;  ;  ;  ;  ; 70.60841 ; 
48.42365 ;  ;  ;  ;  ;  ; 93.98466 ; 
48.44638 ;  ;  ;  ;  ;  ; 104.5564 ; 
48.4674 ;  ;  ;  ;  ;  ; 111.6806 ; 
48.48842 ;  ;  ;  ;  ;  ; 115.5316 ; 
48.5 ;  ;  ;  ;  ;  ; 116.0977 ; 
48.51545 ;  ;  ;  ;  ;  ; 115.0866 ; 
48.53726 ;  ;  ;  ;  ;  ; 110.3634 ; 
48.55906 ;  ;  ;  ;  ;  ; 102.29 ; 
48.57666 ;  ;  ;  ;  ;  ; 93.9027 ; 
48.59426 ;  ;  ;  ;  ;  ; 84.42421 ; 
48.62946 ;  ;  ;  ;  ;  ; 64.38324 ; 
48.6453 ;  ;  ;  ;  ;  ; 55.71122 ; 
48.66114 ;  ;  ;  ;  ;  ; 47.63332 ; 
48.67698 ;  ;  ;  ;  ;  ; 40.32208 ; 
48.69282 ;  ;  ;  ;  ;  ; 33.87623 ; 
48.70866 ;  ;  ;  ;  ;  ; 28.32888 ; 
48.7245 ;  ;  ;  ;  ;  ; 23.65993 ; 
48.74034 ;  ;  ;  ;  ;  ; 19.81018 ; 
48.75618 ;  ;  ;  ;  ;  ; 16.69544 ; 
48.76498 ;  ;  ;  ;  ;  ; 15.24723 ; 
48.77378 ;  ;  ;  ;  ;  ; 13.97892 ; 
48.78258 ;  ;  ;  ;  ;  ; 12.8736 ; 
48.79138 ;  ;  ;  ;  ;  ; 11.91491 ; 
48.80018 ;  ;  ;  ;  ;  ; 11.08732 ; 
48.80898 ;  ;  ;  ;  ;  ; 10.3763 ; 
48.82658 ;  ;  ;  ;  ;  ; 9.251618 ; 
48.84418 ;  ;  ;  ;  ;  ; 8.448279 ; 
48.86178 ;  ;  ;  ;  ;  ; 7.892856 ; 
48.87938 ;  ;  ;  ;  ;  ; 7.529549 ; 
48.89698 ;  ;  ;  ;  ;  ; 7.317772 ; 
48.9137 ;  ;  ;  ;  ;  ; 7.231391 ; 
48.93042 ;  ;  ;  ;  ;  ; 7.241281 ; 
48.94714 ;  ;  ;  ;  ;  ; 7.339382 ; 
48.96386 ;  ;  ;  ;  ;  ; 7.524078 ; 
48.98058 ;  ;  ;  ;  ;  ; 7.8002 ; 
48.9973 ;  ;  ;  ;  ;  ; 8.179892 ; 
49.01402 ;  ;  ;  ;  ;  ; 8.684532 ; 
49.03074 ;  ;  ;  ;  ;  ; 9.347985 ; 
49.04746 ;  ;  ;  ;  ;  ; 10.22153 ; 
49.06418 ;  ;  ;  ;  ;  ; 11.38078 ; 
49.0809 ;  ;  ;  ;  ;  ; 12.93488 ; 
49.08926 ;  ;  ;  ;  ;  ; 13.90604 ; 
49.09762 ;  ;  ;  ;  ;  ; 15.03793 ; 
49.10598 ;  ;  ;  ;  ;  ; 16.35904 ; 
49.11434 ;  ;  ;  ;  ;  ; 17.90237 ; 
49.1227 ;  ;  ;  ;  ;  ; 19.70588 ; 
49.13106 ;  ;  ;  ;  ;  ; 21.81287 ; 
49.13942 ;  ;  ;  ;  ;  ; 24.27229 ; 
49.14778 ;  ;  ;  ;  ;  ; 27.13896 ; 
49.15614 ;  ;  ;  ;  ;  ; 30.47363 ; 
49.16449 ;  ;  ;  ;  ;  ; 34.33794 ; 
49.17285 ;  ;  ;  ;  ;  ; 38.81319 ; 
49.18121 ;  ;  ;  ;  ;  ; 43.97218 ; 
49.18957 ;  ;  ;  ;  ;  ; 49.89609 ; 
49.19793 ;  ;  ;  ;  ;  ; 56.66898 ; 
49.20629 ;  ;  ;  ;  ;  ; 64.37629 ; 
49.21465 ;  ;  ;  ;  ;  ; 73.10284 ; 
49.22301 ;  ;  ;  ;  ;  ; 82.93059 ; 
49.23137 ;  ;  ;  ;  ;  ; 93.936 ; 
49.23973 ;  ;  ;  ;  ;  ; 106.187 ; 
49.24809 ;  ;  ;  ;  ;  ; 119.7398 ; 
49.25645 ;  ;  ;  ;  ;  ; 134.6354 ; 
49.26481 ;  ;  ;  ;  ;  ; 150.8962 ; 
49.28153 ;  ;  ;  ;  ;  ; 187.4886 ; 
49.29825 ;  ;  ;  ;  ;  ; 229.1957 ; 
49.31937 ;  ;  ;  ;  ;  ; 287.8741 ; 
49.34049 ;  ;  ;  ;  ;  ; 350.5302 ; 
49.36513 ;  ;  ;  ;  ;  ; 423.1242 ; 
49.38977 ;  ;  ;  ;  ;  ; 487.541 ; 
49.41441 ;  ;  ;  ;  ;  ; 535.5805 ; 
49.43425 ;  ;  ;  ;  ;  ; 557.7073 ; 
49.45 ;  ;  ;  ;  ;  ; 563.1132 ; 
49.45225 ;  ;  ;  ;  ;  ; 562.9728 ; 
49.45879 ;  ;  ;  ;  ;  ; 561.2671 ; 
49.46533 ;  ;  ;  ;  ;  ; 557.6477 ; 
49.4784 ;  ;  ;  ;  ;  ; 544.8569 ; 
49.49399 ;  ;  ;  ;  ;  ; 520.6087 ; 
49.50957 ;  ;  ;  ;  ;  ; 487.9655 ; 
49.53451 ;  ;  ;  ;  ;  ; 422.8713 ; 
49.55944 ;  ;  ;  ;  ;  ; 349.5042 ; 
49.5823 ;  ;  ;  ;  ;  ; 281.9707 ; 
49.60516 ;  ;  ;  ;  ;  ; 219.4567 ; 
49.61659 ;  ;  ;  ;  ;  ; 191.1994 ; 
49.62802 ;  ;  ;  ;  ;  ; 165.3063 ; 
49.63945 ;  ;  ;  ;  ;  ; 141.9137 ; 
49.65088 ;  ;  ;  ;  ;  ; 121.0617 ; 
49.66231 ;  ;  ;  ;  ;  ; 102.7087 ; 
49.67374 ;  ;  ;  ;  ;  ; 86.74736 ; 
49.68517 ;  ;  ;  ;  ;  ; 73.02155 ; 
49.6966 ;  ;  ;  ;  ;  ; 61.34163 ; 
49.70803 ;  ;  ;  ;  ;  ; 51.49885 ; 
49.71946 ;  ;  ;  ;  ;  ; 43.27742 ; 
49.73089 ;  ;  ;  ;  ;  ; 36.46437 ; 
49.74232 ;  ;  ;  ;  ;  ; 30.85695 ; 
49.75375 ;  ;  ;  ;  ;  ; 26.26784 ; 
49.76518 ;  ;  ;  ;  ;  ; 22.52832 ; 
49.77661 ;  ;  ;  ;  ;  ; 19.48983 ; 
49.78804 ;  ;  ;  ;  ;  ; 17.02406 ; 
49.79947 ;  ;  ;  ;  ;  ; 15.02219 ; 
49.8109 ;  ;  ;  ;  ;  ; 13.39341 ; 
49.82233 ;  ;  ;  ;  ;  ; 12.06298 ; 
49.83375 ;  ;  ;  ;  ;  ; 10.97109 ; 
49.84415 ;  ;  ;  ;  ;  ; 10.14191 ; 
49.85454 ;  ;  ;  ;  ;  ; 9.440227 ; 
49.87532 ;  ;  ;  ;  ;  ; 8.32678 ; 
49.8961 ;  ;  ;  ;  ;  ; 7.491862 ; 
49.91688 ;  ;  ;  ;  ;  ; 6.847944 ; 
49.93766 ;  ;  ;  ;  ;  ; 6.33974 ; 
49.95844 ;  ;  ;  ;  ;  ; 5.932057 ; 
49.97922 ;  ;  ;  ;  ;  ; 5.602086 ; 
50.0 ;  ;  ;  ;  ;  ; 5.334688 ; 
50.03132 ;  ;  ;  ;  ;  ; 5.028111 ; 
50.06264 ;  ;  ;  ;  ;  ; 4.818592 ; 
50.09396 ;  ;  ;  ;  ;  ; 4.693878 ; 
50.12528 ;  ;  ;  ;  ;  ; 4.648964 ; 
50.16443 ;  ;  ;  ;  ;  ; 4.708048 ; 
50.20358 ;  ;  ;  ;  ;  ; 4.914966 ; 
50.22316 ;  ;  ;  ;  ;  ; 5.087889 ; 
50.24273 ;  ;  ;  ;  ;  ; 5.320192 ; 
50.2623 ;  ;  ;  ;  ;  ; 5.627711 ; 
50.28187 ;  ;  ;  ;  ;  ; 6.033468 ; 
50.30145 ;  ;  ;  ;  ;  ; 6.571221 ; 
50.32102 ;  ;  ;  ;  ;  ; 7.288526 ; 
50.34059 ;  ;  ;  ;  ;  ; 8.253615 ; 
50.35038 ;  ;  ;  ;  ;  ; 8.857577 ; 
50.36016 ;  ;  ;  ;  ;  ; 9.560395 ; 
50.36995 ;  ;  ;  ;  ;  ; 10.38029 ; 
50.37974 ;  ;  ;  ;  ;  ; 11.33568 ; 
50.38953 ;  ;  ;  ;  ;  ; 12.44804 ; 
50.39931 ;  ;  ;  ;  ;  ; 13.7398 ; 
50.4091 ;  ;  ;  ;  ;  ; 15.23969 ; 
50.41888 ;  ;  ;  ;  ;  ; 16.97274 ; 
50.42867 ;  ;  ;  ;  ;  ; 18.97231 ; 
50.43845 ;  ;  ;  ;  ;  ; 21.26523 ; 
50.45411 ;  ;  ;  ;  ;  ; 25.62968 ; 
50.46977 ;  ;  ;  ;  ;  ; 30.95528 ; 
50.48543 ;  ;  ;  ;  ;  ; 37.35031 ; 
50.50109 ;  ;  ;  ;  ;  ; 44.89225 ; 
50.51675 ;  ;  ;  ;  ;  ; 53.61101 ; 
50.53241 ;  ;  ;  ;  ;  ; 63.47191 ; 
50.54807 ;  ;  ;  ;  ;  ; 74.36067 ; 
50.56372 ;  ;  ;  ;  ;  ; 86.06522 ; 
50.59765 ;  ;  ;  ;  ;  ; 112.7249 ; 
50.63157 ;  ;  ;  ;  ;  ; 137.4385 ; 
50.65781 ;  ;  ;  ;  ;  ; 151.9896 ; 
50.67093 ;  ;  ;  ;  ;  ; 157.0114 ; 
50.68405 ;  ;  ;  ;  ;  ; 160.2586 ; 
50.7 ;  ;  ;  ;  ;  ; 161.64 ; 
50.71595 ;  ;  ;  ;  ;  ; 160.1372 ; 
50.73194 ;  ;  ;  ;  ;  ; 155.8234 ; 
50.74793 ;  ;  ;  ;  ;  ; 148.9462 ; 
50.76392 ;  ;  ;  ;  ;  ; 139.8886 ; 
50.7799 ;  ;  ;  ;  ;  ; 129.1396 ; 
50.8159 ;  ;  ;  ;  ;  ; 101.508 ; 
50.8519 ;  ;  ;  ;  ;  ; 73.86866 ; 
50.8699 ;  ;  ;  ;  ;  ; 61.45315 ; 
50.8879 ;  ;  ;  ;  ;  ; 50.41976 ; 
50.9059 ;  ;  ;  ;  ;  ; 40.90966 ; 
50.9149 ;  ;  ;  ;  ;  ; 36.7337 ; 
50.9239 ;  ;  ;  ;  ;  ; 32.93448 ; 
50.9329 ;  ;  ;  ;  ;  ; 29.49843 ; 
50.9419 ;  ;  ;  ;  ;  ; 26.40798 ; 
50.9509 ;  ;  ;  ;  ;  ; 23.64263 ; 
50.9599 ;  ;  ;  ;  ;  ; 21.1798 ; 
50.9689 ;  ;  ;  ;  ;  ; 18.99575 ; 
50.9779 ;  ;  ;  ;  ;  ; 17.0663 ; 
50.9869 ;  ;  ;  ;  ;  ; 15.36741 ; 
50.99589 ;  ;  ;  ;  ;  ; 13.87724 ; 
51.00564 ;  ;  ;  ;  ;  ; 12.46893 ; 
51.01539 ;  ;  ;  ;  ;  ; 11.251 ; 
51.02514 ;  ;  ;  ;  ;  ; 10.19896 ; 
51.03489 ;  ;  ;  ;  ;  ; 9.290568 ; 
51.04464 ;  ;  ;  ;  ;  ; 8.50591 ; 
51.05439 ;  ;  ;  ;  ;  ; 7.827343 ; 
51.06414 ;  ;  ;  ;  ;  ; 7.239401 ; 
51.07389 ;  ;  ;  ;  ;  ; 6.728652 ; 
51.09339 ;  ;  ;  ;  ;  ; 5.894124 ; 
51.11289 ;  ;  ;  ;  ;  ; 5.250174 ; 
51.13239 ;  ;  ;  ;  ;  ; 4.744112 ; 
51.15188 ;  ;  ;  ;  ;  ; 4.339003 ; 
51.17138 ;  ;  ;  ;  ;  ; 4.008491 ; 
51.19088 ;  ;  ;  ;  ;  ; 3.734667 ; 
51.22988 ;  ;  ;  ;  ;  ; 3.309645 ; 
51.26888 ;  ;  ;  ;  ;  ; 2.99899 ; 
51.30787 ;  ;  ;  ;  ;  ; 2.767316 ; 
51.33787 ;  ;  ;  ;  ;  ; 2.629352 ; 
51.36787 ;  ;  ;  ;  ;  ; 2.519461 ; 
51.42786 ;  ;  ;  ;  ;  ; 2.367783 ; 
51.48786 ;  ;  ;  ;  ;  ; 2.290784 ; 
51.54785 ;  ;  ;  ;  ;  ; 2.279503 ; 
51.59885 ;  ;  ;  ;  ;  ; 2.321568 ; 
51.64985 ;  ;  ;  ;  ;  ; 2.4168 ; 
51.70085 ;  ;  ;  ;  ;  ; 2.577562 ; 
51.75184 ;  ;  ;  ;  ;  ; 2.82746 ; 
51.77734 ;  ;  ;  ;  ;  ; 2.9989 ; 
51.80284 ;  ;  ;  ;  ;  ; 3.213113 ; 
51.82834 ;  ;  ;  ;  ;  ; 3.484578 ; 
51.85384 ;  ;  ;  ;  ;  ; 3.835772 ; 
51.87934 ;  ;  ;  ;  ;  ; 4.30229 ; 
51.89209 ;  ;  ;  ;  ;  ; 4.595391 ; 
51.90484 ;  ;  ;  ;  ;  ; 4.940797 ; 
51.91759 ;  ;  ;  ;  ;  ; 5.350766 ; 
51.93034 ;  ;  ;  ;  ;  ; 5.840501 ; 
51.94309 ;  ;  ;  ;  ;  ; 6.428667 ; 
51.95583 ;  ;  ;  ;  ;  ; 7.137301 ; 
51.96633 ;  ;  ;  ;  ;  ; 7.831188 ; 
51.97683 ;  ;  ;  ;  ;  ; 8.643014 ; 
51.98733 ;  ;  ;  ;  ;  ; 9.592609 ; 
51.99783 ;  ;  ;  ;  ;  ; 10.70206 ; 
52.00833 ;  ;  ;  ;  ;  ; 11.99558 ; 
52.01883 ;  ;  ;  ;  ;  ; 13.49924 ; 
52.02933 ;  ;  ;  ;  ;  ; 15.24056 ; 
52.03983 ;  ;  ;  ;  ;  ; 17.24784 ; 
52.05033 ;  ;  ;  ;  ;  ; 19.54941 ; 
52.06083 ;  ;  ;  ;  ;  ; 22.17255 ; 
52.07133 ;  ;  ;  ;  ;  ; 25.14227 ; 
52.08183 ;  ;  ;  ;  ;  ; 28.47992 ; 
52.09233 ;  ;  ;  ;  ;  ; 32.2016 ; 
52.10283 ;  ;  ;  ;  ;  ; 36.31652 ; 
52.12382 ;  ;  ;  ;  ;  ; 45.71361 ; 
52.14482 ;  ;  ;  ;  ;  ; 56.55497 ; 
52.16582 ;  ;  ;  ;  ;  ; 68.51021 ; 
52.20781 ;  ;  ;  ;  ;  ; 93.39151 ; 
52.23181 ;  ;  ;  ;  ;  ; 106.1942 ; 
52.25581 ;  ;  ;  ;  ;  ; 116.2977 ; 
52.27791 ;  ;  ;  ;  ;  ; 122.2048 ; 
52.3 ;  ;  ;  ;  ;  ; 124.2193 ; 
52.32415 ;  ;  ;  ;  ;  ; 121.7347 ; 
52.33705 ;  ;  ;  ;  ;  ; 118.4899 ; 
52.34994 ;  ;  ;  ;  ;  ; 114.0525 ; 
52.37572 ;  ;  ;  ;  ;  ; 102.2465 ; 
52.41681 ;  ;  ;  ;  ;  ; 78.75745 ; 
52.45789 ;  ;  ;  ;  ;  ; 55.11595 ; 
52.47844 ;  ;  ;  ;  ;  ; 44.73894 ; 
52.49898 ;  ;  ;  ;  ;  ; 35.76572 ; 
52.50926 ;  ;  ;  ;  ;  ; 31.83606 ; 
52.51953 ;  ;  ;  ;  ;  ; 28.28405 ; 
52.5298 ;  ;  ;  ;  ;  ; 25.09591 ; 
52.54007 ;  ;  ;  ;  ;  ; 22.2559 ; 
52.55035 ;  ;  ;  ;  ;  ; 19.74143 ; 
52.56062 ;  ;  ;  ;  ;  ; 17.53391 ; 
52.57089 ;  ;  ;  ;  ;  ; 15.60535 ; 
52.58116 ;  ;  ;  ;  ;  ; 13.92949 ; 
52.59144 ;  ;  ;  ;  ;  ; 12.47879 ; 
52.60171 ;  ;  ;  ;  ;  ; 11.2306 ; 
52.61198 ;  ;  ;  ;  ;  ; 10.15919 ; 
52.62225 ;  ;  ;  ;  ;  ; 9.242071 ; 
52.63555 ;  ;  ;  ;  ;  ; 8.25026 ; 
52.64884 ;  ;  ;  ;  ;  ; 7.443722 ; 
52.66214 ;  ;  ;  ;  ;  ; 6.787342 ; 
52.67543 ;  ;  ;  ;  ;  ; 6.253696 ; 
52.68873 ;  ;  ;  ;  ;  ; 5.818529 ; 
52.70202 ;  ;  ;  ;  ;  ; 5.463451 ; 
52.71531 ;  ;  ;  ;  ;  ; 5.172828 ; 
52.7286 ;  ;  ;  ;  ;  ; 4.934524 ; 
52.75519 ;  ;  ;  ;  ;  ; 4.578617 ; 
52.78177 ;  ;  ;  ;  ;  ; 4.342005 ; 
52.80836 ;  ;  ;  ;  ;  ; 4.191916 ; 
52.83494 ;  ;  ;  ;  ;  ; 4.109033 ; 
52.88087 ;  ;  ;  ;  ;  ; 4.093552 ; 
52.92679 ;  ;  ;  ;  ;  ; 4.22051 ; 
52.97272 ;  ;  ;  ;  ;  ; 4.490677 ; 
53.01864 ;  ;  ;  ;  ;  ; 4.927485 ; 
53.04161 ;  ;  ;  ;  ;  ; 5.223668 ; 
53.06457 ;  ;  ;  ;  ;  ; 5.584968 ; 
53.08753 ;  ;  ;  ;  ;  ; 6.027088 ; 
53.11049 ;  ;  ;  ;  ;  ; 6.572713 ; 
53.13345 ;  ;  ;  ;  ;  ; 7.255572 ; 
53.15641 ;  ;  ;  ;  ;  ; 8.126715 ; 
53.17937 ;  ;  ;  ;  ;  ; 9.26419 ; 
53.19085 ;  ;  ;  ;  ;  ; 9.967955 ; 
53.20233 ;  ;  ;  ;  ;  ; 10.78721 ; 
53.21442 ;  ;  ;  ;  ;  ; 11.80191 ; 
53.2265 ;  ;  ;  ;  ;  ; 13.00585 ; 
53.23859 ;  ;  ;  ;  ;  ; 14.44354 ; 
53.25067 ;  ;  ;  ;  ;  ; 16.16369 ; 
53.26276 ;  ;  ;  ;  ;  ; 18.22994 ; 
53.27484 ;  ;  ;  ;  ;  ; 20.70994 ; 
53.28693 ;  ;  ;  ;  ;  ; 23.68983 ; 
53.29901 ;  ;  ;  ;  ;  ; 27.2573 ; 
53.3111 ;  ;  ;  ;  ;  ; 31.52099 ; 
53.32318 ;  ;  ;  ;  ;  ; 36.58473 ; 
53.33527 ;  ;  ;  ;  ;  ; 42.57349 ; 
53.34735 ;  ;  ;  ;  ;  ; 49.59548 ; 
53.35944 ;  ;  ;  ;  ;  ; 57.77696 ; 
53.37152 ;  ;  ;  ;  ;  ; 67.20887 ; 
53.38361 ;  ;  ;  ;  ;  ; 77.99374 ; 
53.39569 ;  ;  ;  ;  ;  ; 90.17433 ; 
53.41503 ;  ;  ;  ;  ;  ; 112.646 ; 
53.43436 ;  ;  ;  ;  ;  ; 138.6089 ; 
53.4537 ;  ;  ;  ;  ;  ; 167.5779 ; 
53.47303 ;  ;  ;  ;  ;  ; 198.5964 ; 
53.50445 ;  ;  ;  ;  ;  ; 249.8279 ; 
53.53587 ;  ;  ;  ;  ;  ; 295.4129 ; 
53.55658 ;  ;  ;  ;  ;  ; 318.4321 ; 
53.57728 ;  ;  ;  ;  ;  ; 333.4843 ; 
53.6 ;  ;  ;  ;  ;  ; 339.2603 ; 
53.60758 ;  ;  ;  ;  ;  ; 338.5475 ; 
53.62054 ;  ;  ;  ;  ;  ; 334.2859 ; 
53.6335 ;  ;  ;  ;  ;  ; 326.332 ; 
53.65942 ;  ;  ;  ;  ;  ; 300.6109 ; 
53.68854 ;  ;  ;  ;  ;  ; 260.0036 ; 
53.71765 ;  ;  ;  ;  ;  ; 213.1405 ; 
53.74434 ;  ;  ;  ;  ;  ; 169.9741 ; 
53.77102 ;  ;  ;  ;  ;  ; 130.5115 ; 
53.78437 ;  ;  ;  ;  ;  ; 112.9268 ; 
53.79771 ;  ;  ;  ;  ;  ; 97.02176 ; 
53.81105 ;  ;  ;  ;  ;  ; 82.84617 ; 
53.82439 ;  ;  ;  ;  ;  ; 70.39219 ; 
53.83774 ;  ;  ;  ;  ;  ; 59.58731 ; 
53.85108 ;  ;  ;  ;  ;  ; 50.34011 ; 
53.86442 ;  ;  ;  ;  ;  ; 42.50578 ; 
53.87776 ;  ;  ;  ;  ;  ; 35.9323 ; 
53.89111 ;  ;  ;  ;  ;  ; 30.45853 ; 
53.90445 ;  ;  ;  ;  ;  ; 25.93811 ; 
53.91779 ;  ;  ;  ;  ;  ; 22.22107 ; 
53.93113 ;  ;  ;  ;  ;  ; 19.17492 ; 
53.94448 ;  ;  ;  ;  ;  ; 16.6806 ; 
53.95782 ;  ;  ;  ;  ;  ; 14.6403 ; 
53.97116 ;  ;  ;  ;  ;  ; 12.966 ; 
53.9845 ;  ;  ;  ;  ;  ; 11.5862 ; 
53.99785 ;  ;  ;  ;  ;  ; 10.44159 ; 
54.01119 ;  ;  ;  ;  ;  ; 9.486553 ; 
54.02453 ;  ;  ;  ;  ;  ; 8.682364 ; 
54.03787 ;  ;  ;  ;  ;  ; 7.999102 ; 
54.06335 ;  ;  ;  ;  ;  ; 6.949057 ; 
54.08882 ;  ;  ;  ;  ;  ; 6.14145 ; 
54.1143 ;  ;  ;  ;  ;  ; 5.502149 ; 
54.13977 ;  ;  ;  ;  ;  ; 4.985027 ; 
54.16525 ;  ;  ;  ;  ;  ; 4.559314 ; 
54.19072 ;  ;  ;  ;  ;  ; 4.204964 ; 
54.21619 ;  ;  ;  ;  ;  ; 3.90766 ; 
54.24166 ;  ;  ;  ;  ;  ; 3.657348 ; 
54.26714 ;  ;  ;  ;  ;  ; 3.446686 ; 
54.29261 ;  ;  ;  ;  ;  ; 3.270598 ; 
54.34355 ;  ;  ;  ;  ;  ; 3.008631 ; 
54.3945 ;  ;  ;  ;  ;  ; 2.858626 ; 
54.41997 ;  ;  ;  ;  ;  ; 2.828631 ; 
54.44544 ;  ;  ;  ;  ;  ; 2.835241 ; 
54.46485 ;  ;  ;  ;  ;  ; 2.871118 ; 
54.48425 ;  ;  ;  ;  ;  ; 2.941614 ; 
54.49881 ;  ;  ;  ;  ;  ; 3.023705 ; 
54.51337 ;  ;  ;  ;  ;  ; 3.137723 ; 
54.52793 ;  ;  ;  ;  ;  ; 3.291887 ; 
54.54248 ;  ;  ;  ;  ;  ; 3.496509 ; 
54.55704 ;  ;  ;  ;  ;  ; 3.764957 ; 
