Incident energy ; MT=16 : (z,2n) ; MT=17 : (z,3n) ; MT=18 : (z,fission) ; MT=28 : (z,n+p) ; MT=41 : (z,2n+p) ; MT=102 : (z,γ) ; MT=103 : (z,p)
Incident energy ;  ;  ;  ;  ;  ;  ; 
Incident energy ; σ(E) ; σ(E) ; σ(E) ; σ(E) ; σ(E) ; σ(E) ; σ(E)
14.97619 ;  ;  ;  ;  ;  ; 6.397635 ; 
14.99034 ;  ;  ;  ;  ;  ; 6.034418 ; 
15.01864 ;  ;  ;  ;  ;  ; 5.507127 ; 
15.04693 ;  ;  ;  ;  ;  ; 5.151246 ; 
15.07523 ;  ;  ;  ;  ;  ; 4.906306 ; 
15.10353 ;  ;  ;  ;  ;  ; 4.741514 ; 
15.13183 ;  ;  ;  ;  ;  ; 4.639561 ; 
15.16012 ;  ;  ;  ;  ;  ; 4.590249 ; 
15.20801 ;  ;  ;  ;  ;  ; 4.611331 ; 
15.2559 ;  ;  ;  ;  ;  ; 4.755707 ; 
15.30379 ;  ;  ;  ;  ;  ; 5.028616 ; 
15.35168 ;  ;  ;  ;  ;  ; 5.450982 ; 
15.39957 ;  ;  ;  ;  ;  ; 6.063118 ; 
15.42352 ;  ;  ;  ;  ;  ; 6.460463 ; 
15.44746 ;  ;  ;  ;  ;  ; 6.934048 ; 
15.47141 ;  ;  ;  ;  ;  ; 7.500619 ; 
15.49535 ;  ;  ;  ;  ;  ; 8.181623 ; 
15.51929 ;  ;  ;  ;  ;  ; 9.007332 ; 
15.54323 ;  ;  ;  ;  ;  ; 10.01985 ; 
15.56609 ;  ;  ;  ;  ;  ; 11.21612 ; 
15.58895 ;  ;  ;  ;  ;  ; 12.71361 ; 
15.61181 ;  ;  ;  ;  ;  ; 14.62662 ; 
15.62324 ;  ;  ;  ;  ;  ; 15.79158 ; 
15.63466 ;  ;  ;  ;  ;  ; 17.13472 ; 
15.64609 ;  ;  ;  ;  ;  ; 18.70072 ; 
15.65752 ;  ;  ;  ;  ;  ; 20.54518 ; 
15.66895 ;  ;  ;  ;  ;  ; 22.74495 ; 
15.68037 ;  ;  ;  ;  ;  ; 25.40258 ; 
15.6918 ;  ;  ;  ;  ;  ; 28.66691 ; 
15.70323 ;  ;  ;  ;  ;  ; 32.73316 ; 
15.71466 ;  ;  ;  ;  ;  ; 37.86832 ; 
15.72608 ;  ;  ;  ;  ;  ; 44.42039 ; 
15.73207 ;  ;  ;  ;  ;  ; 48.57438 ; 
15.73806 ;  ;  ;  ;  ;  ; 53.32124 ; 
15.74405 ;  ;  ;  ;  ;  ; 58.74777 ; 
15.75003 ;  ;  ;  ;  ;  ; 64.93794 ; 
15.75602 ;  ;  ;  ;  ;  ; 72.01465 ; 
15.762 ;  ;  ;  ;  ;  ; 80.06206 ; 
15.76799 ;  ;  ;  ;  ;  ; 89.2188 ; 
15.77397 ;  ;  ;  ;  ;  ; 99.56649 ; 
15.77996 ;  ;  ;  ;  ;  ; 111.2492 ; 
15.78594 ;  ;  ;  ;  ;  ; 124.3296 ; 
15.79193 ;  ;  ;  ;  ;  ; 138.9404 ; 
15.79791 ;  ;  ;  ;  ;  ; 155.1028 ; 
15.80988 ;  ;  ;  ;  ;  ; 192.3318 ; 
15.82185 ;  ;  ;  ;  ;  ; 235.9503 ; 
15.83274 ;  ;  ;  ;  ;  ; 280.5459 ; 
15.84362 ;  ;  ;  ;  ;  ; 328.5589 ; 
15.85451 ;  ;  ;  ;  ;  ; 378.2785 ; 
15.86539 ;  ;  ;  ;  ;  ; 427.2741 ; 
15.87548 ;  ;  ;  ;  ;  ; 469.7357 ; 
15.88557 ;  ;  ;  ;  ;  ; 506.9902 ; 
15.89566 ;  ;  ;  ;  ;  ; 536.8591 ; 
15.90575 ;  ;  ;  ;  ;  ; 557.49 ; 
15.92 ;  ;  ;  ;  ;  ; 568.4556 ; 
15.93425 ;  ;  ;  ;  ;  ; 557.0847 ; 
15.94388 ;  ;  ;  ;  ;  ; 537.4336 ; 
15.95351 ;  ;  ;  ;  ;  ; 509.438 ; 
15.96314 ;  ;  ;  ;  ;  ; 474.7214 ; 
15.97276 ;  ;  ;  ;  ;  ; 435.2227 ; 
15.98748 ;  ;  ;  ;  ;  ; 369.9795 ; 
16.0022 ;  ;  ;  ;  ;  ; 304.7731 ; 
16.01692 ;  ;  ;  ;  ;  ; 244.9084 ; 
16.02428 ;  ;  ;  ;  ;  ; 218.1255 ; 
16.03164 ;  ;  ;  ;  ;  ; 193.8092 ; 
16.04117 ;  ;  ;  ;  ;  ; 166.198 ; 
16.0507 ;  ;  ;  ;  ;  ; 143.0049 ; 
16.06023 ;  ;  ;  ;  ;  ; 124.088 ; 
16.06975 ;  ;  ;  ;  ;  ; 109.1746 ; 
16.07928 ;  ;  ;  ;  ;  ; 97.85633 ; 
16.08881 ;  ;  ;  ;  ;  ; 89.72555 ; 
16.09834 ;  ;  ;  ;  ;  ; 84.33823 ; 
16.10786 ;  ;  ;  ;  ;  ; 81.25166 ; 
16.11522 ;  ;  ;  ;  ;  ; 80.16101 ; 
16.12258 ;  ;  ;  ;  ;  ; 79.98338 ; 
16.1373 ;  ;  ;  ;  ;  ; 81.59868 ; 
16.16674 ;  ;  ;  ;  ;  ; 87.63962 ; 
16.1702 ;  ;  ;  ;  ;  ; 88.22213 ; 
16.17765 ;  ;  ;  ;  ;  ; 89.1948 ; 
16.1851 ;  ;  ;  ;  ;  ; 89.69212 ; 
16.2 ;  ;  ;  ;  ;  ; 88.93832 ; 
16.21118 ;  ;  ;  ;  ;  ; 86.68293 ; 
16.22235 ;  ;  ;  ;  ;  ; 82.99881 ; 
16.23359 ;  ;  ;  ;  ;  ; 78.01275 ; 
16.24483 ;  ;  ;  ;  ;  ; 72.01717 ; 
16.26731 ;  ;  ;  ;  ;  ; 58.38111 ; 
16.29127 ;  ;  ;  ;  ;  ; 43.99443 ; 
16.30325 ;  ;  ;  ;  ;  ; 37.62809 ; 
16.31522 ;  ;  ;  ;  ;  ; 32.04945 ; 
16.3272 ;  ;  ;  ;  ;  ; 27.30388 ; 
16.33918 ;  ;  ;  ;  ;  ; 23.37647 ; 
16.35116 ;  ;  ;  ;  ;  ; 20.1963 ; 
16.36313 ;  ;  ;  ;  ;  ; 17.66624 ; 
16.37251 ;  ;  ;  ;  ;  ; 16.06588 ; 
16.38188 ;  ;  ;  ;  ;  ; 14.74738 ; 
16.39126 ;  ;  ;  ;  ;  ; 13.66173 ; 
16.40063 ;  ;  ;  ;  ;  ; 12.7707 ; 
16.41001 ;  ;  ;  ;  ;  ; 12.03788 ; 
16.41938 ;  ;  ;  ;  ;  ; 11.43639 ; 
16.43813 ;  ;  ;  ;  ;  ; 10.53749 ; 
16.45688 ;  ;  ;  ;  ;  ; 9.943721 ; 
16.47563 ;  ;  ;  ;  ;  ; 9.579546 ; 
16.49438 ;  ;  ;  ;  ;  ; 9.406465 ; 
16.51312 ;  ;  ;  ;  ;  ; 9.412182 ; 
16.53292 ;  ;  ;  ;  ;  ; 9.623654 ; 
16.55271 ;  ;  ;  ;  ;  ; 10.08666 ; 
16.5725 ;  ;  ;  ;  ;  ; 10.88263 ; 
16.5824 ;  ;  ;  ;  ;  ; 11.44654 ; 
16.59229 ;  ;  ;  ;  ;  ; 12.15117 ; 
16.60219 ;  ;  ;  ;  ;  ; 13.02815 ; 
16.61208 ;  ;  ;  ;  ;  ; 14.112 ; 
16.62198 ;  ;  ;  ;  ;  ; 15.44735 ; 
16.63187 ;  ;  ;  ;  ;  ; 17.07927 ; 
16.64177 ;  ;  ;  ;  ;  ; 19.06256 ; 
16.65166 ;  ;  ;  ;  ;  ; 21.44538 ; 
16.66156 ;  ;  ;  ;  ;  ; 24.28116 ; 
16.67145 ;  ;  ;  ;  ;  ; 27.60338 ; 
16.68083 ;  ;  ;  ;  ;  ; 31.22728 ; 
16.6902 ;  ;  ;  ;  ;  ; 35.30741 ; 
16.70895 ;  ;  ;  ;  ;  ; 44.72486 ; 
16.74644 ;  ;  ;  ;  ;  ; 65.94738 ; 
16.7631 ;  ;  ;  ;  ;  ; 74.37942 ; 
16.78155 ;  ;  ;  ;  ;  ; 81.36185 ; 
16.79078 ;  ;  ;  ;  ;  ; 83.63546 ; 
16.8 ;  ;  ;  ;  ;  ; 85.02315 ; 
16.81615 ;  ;  ;  ;  ;  ; 85.42733 ; 
16.83229 ;  ;  ;  ;  ;  ; 83.82143 ; 
16.85952 ;  ;  ;  ;  ;  ; 79.98484 ; 
16.87314 ;  ;  ;  ;  ;  ; 79.55722 ; 
16.88675 ;  ;  ;  ;  ;  ; 81.44081 ; 
16.89672 ;  ;  ;  ;  ;  ; 84.75575 ; 
16.9042 ;  ;  ;  ;  ;  ; 88.46801 ; 
16.91168 ;  ;  ;  ;  ;  ; 93.28102 ; 
16.91916 ;  ;  ;  ;  ;  ; 99.19164 ; 
16.92663 ;  ;  ;  ;  ;  ; 106.1372 ; 
16.94158 ;  ;  ;  ;  ;  ; 122.6951 ; 
16.95653 ;  ;  ;  ;  ;  ; 141.4993 ; 
16.98146 ;  ;  ;  ;  ;  ; 171.7944 ; 
16.99631 ;  ;  ;  ;  ;  ; 185.1002 ; 
17.01115 ;  ;  ;  ;  ;  ; 192.1742 ; 
17.02 ;  ;  ;  ;  ;  ; 192.8597 ; 
17.02885 ;  ;  ;  ;  ;  ; 190.7688 ; 
17.0377 ;  ;  ;  ;  ;  ; 185.9641 ; 
17.05237 ;  ;  ;  ;  ;  ; 172.6257 ; 
17.06704 ;  ;  ;  ;  ;  ; 154.0557 ; 
17.09438 ;  ;  ;  ;  ;  ; 112.9168 ; 
17.10805 ;  ;  ;  ;  ;  ; 92.61991 ; 
17.12172 ;  ;  ;  ;  ;  ; 74.21279 ; 
17.13409 ;  ;  ;  ;  ;  ; 59.7778 ; 
17.14028 ;  ;  ;  ;  ;  ; 53.42479 ; 
17.14646 ;  ;  ;  ;  ;  ; 47.66657 ; 
17.15265 ;  ;  ;  ;  ;  ; 42.47182 ; 
17.15883 ;  ;  ;  ;  ;  ; 37.83434 ; 
17.16501 ;  ;  ;  ;  ;  ; 33.71446 ; 
17.17119 ;  ;  ;  ;  ;  ; 30.07583 ; 
17.17738 ;  ;  ;  ;  ;  ; 26.87387 ; 
17.18356 ;  ;  ;  ;  ;  ; 24.07752 ; 
17.18975 ;  ;  ;  ;  ;  ; 21.63619 ; 
17.19593 ;  ;  ;  ;  ;  ; 19.51743 ; 
17.20212 ;  ;  ;  ;  ;  ; 17.67602 ; 
17.2083 ;  ;  ;  ;  ;  ; 16.08231 ; 
17.21448 ;  ;  ;  ;  ;  ; 14.7006 ; 
17.22066 ;  ;  ;  ;  ;  ; 13.50166 ; 
17.22815 ;  ;  ;  ;  ;  ; 12.25651 ; 
17.23564 ;  ;  ;  ;  ;  ; 11.20182 ; 
17.24313 ;  ;  ;  ;  ;  ; 10.30393 ; 
17.25061 ;  ;  ;  ;  ;  ; 9.535831 ; 
17.26558 ;  ;  ;  ;  ;  ; 8.297069 ; 
17.28055 ;  ;  ;  ;  ;  ; 7.348831 ; 
17.29552 ;  ;  ;  ;  ;  ; 6.601825 ; 
17.31049 ;  ;  ;  ;  ;  ; 5.998023 ; 
17.32546 ;  ;  ;  ;  ;  ; 5.499331 ; 
17.34043 ;  ;  ;  ;  ;  ; 5.080174 ; 
17.35541 ;  ;  ;  ;  ;  ; 4.72264 ; 
17.37038 ;  ;  ;  ;  ;  ; 4.414557 ; 
17.40032 ;  ;  ;  ;  ;  ; 3.910924 ; 
17.43026 ;  ;  ;  ;  ;  ; 3.517676 ; 
17.4602 ;  ;  ;  ;  ;  ; 3.203075 ; 
17.49405 ;  ;  ;  ;  ;  ; 2.916428 ; 
17.5279 ;  ;  ;  ;  ;  ; 2.684367 ; 
17.56175 ;  ;  ;  ;  ;  ; 2.493822 ; 
17.5956 ;  ;  ;  ;  ;  ; 2.335732 ; 
17.6633 ;  ;  ;  ;  ;  ; 2.092674 ; 
17.73099 ;  ;  ;  ;  ;  ; 1.920545 ; 
17.79869 ;  ;  ;  ;  ;  ; 1.798224 ; 
17.86638 ;  ;  ;  ;  ;  ; 1.714949 ; 
17.93408 ;  ;  ;  ;  ;  ; 1.667169 ; 
18.00177 ;  ;  ;  ;  ;  ; 1.658669 ; 
18.03562 ;  ;  ;  ;  ;  ; 1.67395 ; 
18.06947 ;  ;  ;  ;  ;  ; 1.707885 ; 
18.10332 ;  ;  ;  ;  ;  ; 1.769594 ; 
18.13717 ;  ;  ;  ;  ;  ; 1.879563 ; 
18.1541 ;  ;  ;  ;  ;  ; 1.9666 ; 
18.17102 ;  ;  ;  ;  ;  ; 2.089748 ; 
18.18795 ;  ;  ;  ;  ;  ; 2.268776 ; 
18.19641 ;  ;  ;  ;  ;  ; 2.388046 ; 
18.20487 ;  ;  ;  ;  ;  ; 2.533489 ; 
18.21334 ;  ;  ;  ;  ;  ; 2.711163 ; 
18.2218 ;  ;  ;  ;  ;  ; 2.927365 ; 
18.23026 ;  ;  ;  ;  ;  ; 3.189804 ; 
18.23872 ;  ;  ;  ;  ;  ; 3.506617 ; 
18.24718 ;  ;  ;  ;  ;  ; 3.886257 ; 
18.25564 ;  ;  ;  ;  ;  ; 4.337032 ; 
18.2641 ;  ;  ;  ;  ;  ; 4.866508 ; 
18.27256 ;  ;  ;  ;  ;  ; 5.48077 ; 
18.28168 ;  ;  ;  ;  ;  ; 6.242164 ; 
18.29079 ;  ;  ;  ;  ;  ; 7.105856 ; 
18.29991 ;  ;  ;  ;  ;  ; 8.068598 ; 
18.30902 ;  ;  ;  ;  ;  ; 9.116487 ; 
18.34547 ;  ;  ;  ;  ;  ; 13.68138 ; 
18.35588 ;  ;  ;  ;  ;  ; 14.87967 ; 
18.36629 ;  ;  ;  ;  ;  ; 15.91612 ; 
18.37472 ;  ;  ;  ;  ;  ; 16.59526 ; 
18.38315 ;  ;  ;  ;  ;  ; 17.1014 ; 
18.39158 ;  ;  ;  ;  ;  ; 17.41372 ; 
18.4 ;  ;  ;  ;  ;  ; 17.51926 ; 
18.41382 ;  ;  ;  ;  ;  ; 17.23837 ; 
18.42763 ;  ;  ;  ;  ;  ; 16.42901 ; 
18.43953 ;  ;  ;  ;  ;  ; 15.37667 ; 
18.45143 ;  ;  ;  ;  ;  ; 14.08301 ; 
18.47523 ;  ;  ;  ;  ;  ; 11.1506 ; 
18.48821 ;  ;  ;  ;  ;  ; 9.561931 ; 
18.50119 ;  ;  ;  ;  ;  ; 8.096343 ; 
18.51417 ;  ;  ;  ;  ;  ; 6.809567 ; 
18.52715 ;  ;  ;  ;  ;  ; 5.728302 ; 
18.54013 ;  ;  ;  ;  ;  ; 4.854904 ; 
18.54662 ;  ;  ;  ;  ;  ; 4.49192 ; 
18.55311 ;  ;  ;  ;  ;  ; 4.174289 ; 
18.56609 ;  ;  ;  ;  ;  ; 3.661191 ; 
18.57906 ;  ;  ;  ;  ;  ; 3.286686 ; 
18.59204 ;  ;  ;  ;  ;  ; 3.021732 ; 
18.60502 ;  ;  ;  ;  ;  ; 2.841654 ; 
18.618 ;  ;  ;  ;  ;  ; 2.726163 ; 
18.63098 ;  ;  ;  ;  ;  ; 2.659866 ; 
18.64396 ;  ;  ;  ;  ;  ; 2.631804 ; 
18.65694 ;  ;  ;  ;  ;  ; 2.634753 ; 
18.6829 ;  ;  ;  ;  ;  ; 2.719433 ; 
18.69588 ;  ;  ;  ;  ;  ; 2.799994 ; 
18.70886 ;  ;  ;  ;  ;  ; 2.908934 ; 
18.72184 ;  ;  ;  ;  ;  ; 3.051526 ; 
18.73482 ;  ;  ;  ;  ;  ; 3.236351 ; 
18.7478 ;  ;  ;  ;  ;  ; 3.476556 ; 
18.76078 ;  ;  ;  ;  ;  ; 3.791704 ; 
18.77376 ;  ;  ;  ;  ;  ; 4.21025 ; 
18.78674 ;  ;  ;  ;  ;  ; 4.772541 ; 
18.79323 ;  ;  ;  ;  ;  ; 5.124235 ; 
18.79972 ;  ;  ;  ;  ;  ; 5.533974 ; 
18.80621 ;  ;  ;  ;  ;  ; 6.011458 ; 
18.8127 ;  ;  ;  ;  ;  ; 6.567568 ; 
18.81919 ;  ;  ;  ;  ;  ; 7.214321 ; 
18.82568 ;  ;  ;  ;  ;  ; 7.964759 ; 
18.83217 ;  ;  ;  ;  ;  ; 8.832766 ; 
18.83865 ;  ;  ;  ;  ;  ; 9.83113 ; 
18.84893 ;  ;  ;  ;  ;  ; 11.72049 ; 
18.85921 ;  ;  ;  ;  ;  ; 14.03293 ; 
18.86949 ;  ;  ;  ;  ;  ; 16.81516 ; 
18.87976 ;  ;  ;  ;  ;  ; 20.09393 ; 
18.89004 ;  ;  ;  ;  ;  ; 23.88061 ; 
18.90032 ;  ;  ;  ;  ;  ; 28.14352 ; 
18.92087 ;  ;  ;  ;  ;  ; 37.77035 ; 
18.94466 ;  ;  ;  ;  ;  ; 49.42978 ; 
18.95656 ;  ;  ;  ;  ;  ; 54.70821 ; 
18.96845 ;  ;  ;  ;  ;  ; 59.13058 ; 
18.97278 ;  ;  ;  ;  ;  ; 60.46278 ; 
18.98639 ;  ;  ;  ;  ;  ; 63.47803 ; 
19.0 ;  ;  ;  ;  ;  ; 64.49377 ; 
19.01002 ;  ;  ;  ;  ;  ; 63.89204 ; 
19.02004 ;  ;  ;  ;  ;  ; 62.17996 ; 
19.0303 ;  ;  ;  ;  ;  ; 59.382 ; 
19.04056 ;  ;  ;  ;  ;  ; 55.69259 ; 
19.06108 ;  ;  ;  ;  ;  ; 46.49825 ; 
19.09162 ;  ;  ;  ;  ;  ; 31.66477 ; 
19.10689 ;  ;  ;  ;  ;  ; 25.05285 ; 
19.11452 ;  ;  ;  ;  ;  ; 22.11467 ; 
19.12215 ;  ;  ;  ;  ;  ; 19.44766 ; 
19.13027 ;  ;  ;  ;  ;  ; 16.914 ; 
19.13838 ;  ;  ;  ;  ;  ; 14.69256 ; 
19.14649 ;  ;  ;  ;  ;  ; 12.76616 ; 
19.1546 ;  ;  ;  ;  ;  ; 11.11398 ; 
19.16271 ;  ;  ;  ;  ;  ; 9.710802 ; 
19.17082 ;  ;  ;  ;  ;  ; 8.529089 ; 
19.17893 ;  ;  ;  ;  ;  ; 7.540807 ; 
19.18704 ;  ;  ;  ;  ;  ; 6.718776 ; 
19.19515 ;  ;  ;  ;  ;  ; 6.037633 ; 
19.20326 ;  ;  ;  ;  ;  ; 5.474435 ; 
19.21137 ;  ;  ;  ;  ;  ; 5.008959 ; 
19.21948 ;  ;  ;  ;  ;  ; 4.623777 ; 
19.22759 ;  ;  ;  ;  ;  ; 4.304145 ; 
19.2357 ;  ;  ;  ;  ;  ; 4.037797 ; 
19.25192 ;  ;  ;  ;  ;  ; 3.626581 ; 
19.26433 ;  ;  ;  ;  ;  ; 3.392057 ; 
19.27673 ;  ;  ;  ;  ;  ; 3.206843 ; 
19.30154 ;  ;  ;  ;  ;  ; 2.937201 ; 
19.32635 ;  ;  ;  ;  ;  ; 2.755392 ; 
19.35116 ;  ;  ;  ;  ;  ; 2.629431 ; 
19.37597 ;  ;  ;  ;  ;  ; 2.541675 ; 
19.40078 ;  ;  ;  ;  ;  ; 2.481559 ; 
19.45039 ;  ;  ;  ;  ;  ; 2.419418 ; 
19.5191 ;  ;  ;  ;  ;  ; 2.419029 ; 
19.5878 ;  ;  ;  ;  ;  ; 2.487705 ; 
19.6565 ;  ;  ;  ;  ;  ; 2.611813 ; 
19.7252 ;  ;  ;  ;  ;  ; 2.788116 ; 
19.7939 ;  ;  ;  ;  ;  ; 3.020239 ; 
19.8626 ;  ;  ;  ;  ;  ; 3.317763 ; 
19.9313 ;  ;  ;  ;  ;  ; 3.696731 ; 
20.0 ;  ;  ;  ;  ;  ; 4.182851 ; 
20.045 ;  ;  ;  ;  ;  ; 4.57947 ; 
20.09 ;  ;  ;  ;  ;  ; 5.059285 ; 
20.135 ;  ;  ;  ;  ;  ; 5.649075 ; 
20.18 ;  ;  ;  ;  ;  ; 6.389349 ; 
20.225 ;  ;  ;  ;  ;  ; 7.346239 ; 
20.2475 ;  ;  ;  ;  ;  ; 7.939921 ; 
20.27 ;  ;  ;  ;  ;  ; 8.640702 ; 
20.2925 ;  ;  ;  ;  ;  ; 9.4868 ; 
20.315 ;  ;  ;  ;  ;  ; 10.54152 ; 
20.3375 ;  ;  ;  ;  ;  ; 11.9159 ; 
20.34875 ;  ;  ;  ;  ;  ; 12.78043 ; 
20.36 ;  ;  ;  ;  ;  ; 13.81034 ; 
20.369 ;  ;  ;  ;  ;  ; 14.78651 ; 
20.378 ;  ;  ;  ;  ;  ; 15.93283 ; 
20.387 ;  ;  ;  ;  ;  ; 17.28903 ; 
20.396 ;  ;  ;  ;  ;  ; 18.90275 ; 
20.405 ;  ;  ;  ;  ;  ; 20.82999 ; 
20.414 ;  ;  ;  ;  ;  ; 23.13491 ; 
20.423 ;  ;  ;  ;  ;  ; 25.88894 ; 
20.432 ;  ;  ;  ;  ;  ; 29.16883 ; 
20.441 ;  ;  ;  ;  ;  ; 33.05348 ; 
20.45 ;  ;  ;  ;  ;  ; 37.61937 ; 
20.459 ;  ;  ;  ;  ;  ; 42.93465 ; 
20.468 ;  ;  ;  ;  ;  ; 49.05198 ; 
20.477 ;  ;  ;  ;  ;  ; 56.00049 ; 
20.486 ;  ;  ;  ;  ;  ; 63.77748 ; 
20.504 ;  ;  ;  ;  ;  ; 81.60127 ; 
20.531 ;  ;  ;  ;  ;  ; 111.9334 ; 
20.5445 ;  ;  ;  ;  ;  ; 127.0568 ; 
20.558 ;  ;  ;  ;  ;  ; 140.8275 ; 
20.5715 ;  ;  ;  ;  ;  ; 152.2157 ; 
20.58575 ;  ;  ;  ;  ;  ; 160.6791 ; 
20.6 ;  ;  ;  ;  ;  ; 164.8192 ; 
20.609 ;  ;  ;  ;  ;  ; 165.0961 ; 
20.618 ;  ;  ;  ;  ;  ; 163.6236 ; 
20.62989 ;  ;  ;  ;  ;  ; 159.2596 ; 
20.64178 ;  ;  ;  ;  ;  ; 152.6535 ; 
20.66556 ;  ;  ;  ;  ;  ; 135.6972 ; 
20.68634 ;  ;  ;  ;  ;  ; 121.1779 ; 
20.69673 ;  ;  ;  ;  ;  ; 115.4959 ; 
20.70712 ;  ;  ;  ;  ;  ; 111.5443 ; 
20.71751 ;  ;  ;  ;  ;  ; 109.7902 ; 
20.7279 ;  ;  ;  ;  ;  ; 110.6812 ; 
20.73829 ;  ;  ;  ;  ;  ; 114.6651 ; 
20.74867 ;  ;  ;  ;  ;  ; 122.2007 ; 
20.75906 ;  ;  ;  ;  ;  ; 133.8064 ; 
20.76945 ;  ;  ;  ;  ;  ; 150.0231 ; 
20.77984 ;  ;  ;  ;  ;  ; 171.4312 ; 
20.79022 ;  ;  ;  ;  ;  ; 198.5882 ; 
20.80004 ;  ;  ;  ;  ;  ; 230.0807 ; 
20.80985 ;  ;  ;  ;  ;  ; 267.5512 ; 
20.81966 ;  ;  ;  ;  ;  ; 311.2464 ; 
20.82947 ;  ;  ;  ;  ;  ; 361.1605 ; 
20.83929 ;  ;  ;  ;  ;  ; 417.0521 ; 
20.8491 ;  ;  ;  ;  ;  ; 478.1474 ; 
20.85891 ;  ;  ;  ;  ;  ; 543.438 ; 
20.86872 ;  ;  ;  ;  ;  ; 611.4436 ; 
20.89411 ;  ;  ;  ;  ;  ; 785.8203 ; 
20.90681 ;  ;  ;  ;  ;  ; 862.4123 ; 
20.9195 ;  ;  ;  ;  ;  ; 924.7102 ; 
20.93475 ;  ;  ;  ;  ;  ; 974.2047 ; 
20.95 ;  ;  ;  ;  ;  ; 990.789 ; 
20.95382 ;  ;  ;  ;  ;  ; 989.4699 ; 
20.96433 ;  ;  ;  ;  ;  ; 974.5884 ; 
20.97483 ;  ;  ;  ;  ;  ; 944.0111 ; 
20.98533 ;  ;  ;  ;  ;  ; 899.41 ; 
20.99583 ;  ;  ;  ;  ;  ; 843.1477 ; 
21.01039 ;  ;  ;  ;  ;  ; 751.167 ; 
21.02495 ;  ;  ;  ;  ;  ; 650.3422 ; 
21.05406 ;  ;  ;  ;  ;  ; 451.7866 ; 
21.06632 ;  ;  ;  ;  ;  ; 377.843 ; 
21.07858 ;  ;  ;  ;  ;  ; 312.4602 ; 
21.09084 ;  ;  ;  ;  ;  ; 256.2989 ; 
21.1031 ;  ;  ;  ;  ;  ; 209.2646 ; 
21.10923 ;  ;  ;  ;  ;  ; 188.9859 ; 
21.11536 ;  ;  ;  ;  ;  ; 170.7188 ; 
21.12149 ;  ;  ;  ;  ;  ; 154.3332 ; 
21.12762 ;  ;  ;  ;  ;  ; 139.6898 ; 
21.13375 ;  ;  ;  ;  ;  ; 126.6454 ; 
21.13988 ;  ;  ;  ;  ;  ; 115.0564 ; 
21.14601 ;  ;  ;  ;  ;  ; 104.7822 ; 
21.15214 ;  ;  ;  ;  ;  ; 95.68796 ; 
21.15827 ;  ;  ;  ;  ;  ; 87.64629 ; 
21.1644 ;  ;  ;  ;  ;  ; 80.53859 ; 
21.17666 ;  ;  ;  ;  ;  ; 68.69872 ; 
21.18892 ;  ;  ;  ;  ;  ; 59.41417 ; 
21.20118 ;  ;  ;  ;  ;  ; 52.08257 ; 
21.21344 ;  ;  ;  ;  ;  ; 46.23665 ; 
21.2257 ;  ;  ;  ;  ;  ; 41.52189 ; 
21.23796 ;  ;  ;  ;  ;  ; 37.67346 ; 
21.25022 ;  ;  ;  ;  ;  ; 34.49535 ; 
21.26248 ;  ;  ;  ;  ;  ; 31.84298 ; 
21.27474 ;  ;  ;  ;  ;  ; 29.60952 ; 
21.287 ;  ;  ;  ;  ;  ; 27.71556 ; 
21.29926 ;  ;  ;  ;  ;  ; 26.10157 ; 
21.32378 ;  ;  ;  ;  ;  ; 23.54372 ; 
21.34829 ;  ;  ;  ;  ;  ; 21.68784 ; 
21.37281 ;  ;  ;  ;  ;  ; 20.38467 ; 
21.39733 ;  ;  ;  ;  ;  ; 19.55 ; 
21.42185 ;  ;  ;  ;  ;  ; 19.1435 ; 
21.44636 ;  ;  ;  ;  ;  ; 19.16337 ; 
21.47088 ;  ;  ;  ;  ;  ; 19.64962 ; 
21.4954 ;  ;  ;  ;  ;  ; 20.69788 ; 
21.50766 ;  ;  ;  ;  ;  ; 21.48461 ; 
21.51992 ;  ;  ;  ;  ;  ; 22.48868 ; 
21.53218 ;  ;  ;  ;  ;  ; 23.75463 ; 
21.54444 ;  ;  ;  ;  ;  ; 25.3406 ; 
21.5567 ;  ;  ;  ;  ;  ; 27.32162 ; 
21.56896 ;  ;  ;  ;  ;  ; 29.79309 ; 
21.58122 ;  ;  ;  ;  ;  ; 32.87404 ; 
21.59348 ;  ;  ;  ;  ;  ; 36.70936 ; 
21.60574 ;  ;  ;  ;  ;  ; 41.4699 ; 
21.618 ;  ;  ;  ;  ;  ; 47.34914 ; 
21.63026 ;  ;  ;  ;  ;  ; 54.55493 ; 
21.64251 ;  ;  ;  ;  ;  ; 63.28696 ; 
21.65401 ;  ;  ;  ;  ;  ; 73.04353 ; 
21.6655 ;  ;  ;  ;  ;  ; 84.41545 ; 
21.677 ;  ;  ;  ;  ;  ; 97.47093 ; 
21.68849 ;  ;  ;  ;  ;  ; 112.145 ; 
21.71148 ;  ;  ;  ;  ;  ; 145.6323 ; 
21.73446 ;  ;  ;  ;  ;  ; 181.9525 ; 
21.75285 ;  ;  ;  ;  ;  ; 209.7775 ; 
21.76714 ;  ;  ;  ;  ;  ; 228.4781 ; 
21.78143 ;  ;  ;  ;  ;  ; 243.0272 ; 
21.79572 ;  ;  ;  ;  ;  ; 252.206 ; 
21.81 ;  ;  ;  ;  ;  ; 255.2077 ; 
21.82684 ;  ;  ;  ;  ;  ; 250.4864 ; 
