Incident energy ; MT=16 : (z,2n) ; MT=17 : (z,3n) ; MT=102 : (z,γ) ; MT=103 : (z,p) ; MT=107 : (z,α)
Incident energy ;  ;  ;  ;  ; 
Incident energy ; σ(E) ; σ(E) ; σ(E) ; σ(E) ; σ(E)
406.25 ;  ;  ; 0.002371583 ;  ; 6.47049E-11
425.0 ;  ;  ; 0.002049482 ;  ; 6.76913E-11
443.75 ;  ;  ; 0.001787389 ;  ; 7.06776E-11
462.5 ;  ;  ; 0.001571698 ;  ; 7.3664E-11
481.25 ;  ;  ; 0.001392414 ;  ; 7.66504E-11
500.0 ;  ;  ; 0.001242057 ;  ; 7.96368E-11
515.625 ;  ;  ; 0.001134741 ;  ; 8.21254E-11
531.25 ;  ;  ; 0.001041026 ;  ; 8.46141E-11
546.875 ;  ;  ; 9.588204E-4 ;  ; 8.71027E-11
562.5 ;  ;  ; 8.864769E-4 ;  ; 8.95913E-11
593.75 ;  ;  ; 7.658989E-4 ;  ; 9.45686E-11
625.0 ;  ;  ; 6.70809E-4 ;  ; 9.95459E-11
656.25 ;  ;  ; 5.954445E-4 ;  ; 1.04523E-10
687.5 ;  ;  ; 5.357846E-4 ;  ; 1.09501E-10
718.75 ;  ;  ; 4.891156E-4 ;  ; 1.14478E-10
750.0 ;  ;  ; 4.537667E-4 ;  ; 1.19455E-10
773.4375 ;  ;  ; 4.351424E-4 ;  ; 1.23188E-10
796.875 ;  ;  ; 4.220923E-4 ;  ; 1.26921E-10
820.3125 ;  ;  ; 4.15046E-4 ;  ; 1.30654E-10
843.75 ;  ;  ; 4.145919E-4 ;  ; 1.34387E-10
859.375 ;  ;  ; 4.204442E-4 ;  ; 1.36876E-10
875.0 ;  ;  ; 4.317653E-4 ;  ; 1.39364E-10
888.6719 ;  ;  ; 4.476865E-4 ;  ; 1.41542E-10
902.3438 ;  ;  ; 4.707844E-4 ;  ; 1.43719E-10
916.0157 ;  ;  ; 5.033449E-4 ;  ; 1.45897E-10
922.8516 ;  ;  ; 5.221399E-4 ;  ; 1.46986E-10
929.6875 ;  ;  ; 5.461832E-4 ;  ; 1.48075E-10
943.3594 ;  ;  ; 6.097648E-4 ;  ; 1.50252E-10
950.1954 ;  ;  ; 6.51311E-4 ;  ; 1.51341E-10
957.0313 ;  ;  ; 7.01387E-4 ;  ; 1.5243E-10
963.8673 ;  ;  ; 7.621822E-4 ;  ; 1.53518E-10
970.7032 ;  ;  ; 8.366105E-4 ;  ; 1.54607E-10
977.5391 ;  ;  ; 9.286455E-4 ;  ; 1.55696E-10
984.375 ;  ;  ; 0.001044391 ;  ; 1.56785E-10
988.2813 ;  ;  ; 0.001125172 ;  ; 1.57407E-10
992.1875 ;  ;  ; 0.001219315 ;  ; 1.58029E-10
996.0938 ;  ;  ; 0.001329463 ;  ; 1.58651E-10
1000.0 ;  ;  ; 0.001459459 ;  ; 1.59273E-10
1003.974 ;  ;  ; 0.001617204 ;  ; 1.59906E-10
1007.947 ;  ;  ; 0.001807776 ;  ; 1.60539E-10
1011.921 ;  ;  ; 0.002041058 ;  ; 1.61172E-10
1015.894 ;  ;  ; 0.002330416 ;  ; 1.61805E-10
1017.881 ;  ;  ; 0.002495859 ;  ; 1.62121E-10
1019.868 ;  ;  ; 0.002687477 ;  ; 1.62438E-10
1021.855 ;  ;  ; 0.002904519 ;  ; 1.62754E-10
1023.841 ;  ;  ; 0.003151445 ;  ; 1.63071E-10
1025.828 ;  ;  ; 0.003434315 ;  ; 1.63387E-10
1027.815 ;  ;  ; 0.003760308 ;  ; 1.63704E-10
1029.802 ;  ;  ; 0.004138693 ;  ; 1.6402E-10
1031.788 ;  ;  ; 0.004581128 ;  ; 1.64336E-10
1033.908 ;  ;  ; 0.00514183 ;  ; 1.64674E-10
1036.027 ;  ;  ; 0.005817929 ;  ; 1.65012E-10
1038.146 ;  ;  ; 0.006643869 ;  ; 1.65349E-10
1040.265 ;  ;  ; 0.007667525 ;  ; 1.65687E-10
1042.385 ;  ;  ; 0.008947 ;  ; 1.66024E-10
1043.445 ;  ;  ; 0.009711072 ;  ; 1.66193E-10
1044.504 ;  ;  ; 0.01058894 ;  ; 1.66362E-10
1045.564 ;  ;  ; 0.01159626 ;  ; 1.66531E-10
1046.623 ;  ;  ; 0.012757 ;  ; 1.66699E-10
1047.683 ;  ;  ; 0.01410671 ;  ; 1.66868E-10
1048.742 ;  ;  ; 0.01568572 ;  ; 1.67037E-10
1049.868 ;  ;  ; 0.01768023 ;  ; 1.67216E-10
1050.994 ;  ;  ; 0.02008837 ;  ; 1.67395E-10
1052.12 ;  ;  ; 0.02303328 ;  ; 1.67575E-10
1053.246 ;  ;  ; 0.02668769 ;  ; 1.67754E-10
1054.372 ;  ;  ; 0.03128967 ;  ; 1.67933E-10
1054.935 ;  ;  ; 0.03403401 ;  ; 1.68023E-10
1055.498 ;  ;  ; 0.03715609 ;  ; 1.68113E-10
1056.061 ;  ;  ; 0.04075395 ;  ; 1.68202E-10
1056.624 ;  ;  ; 0.04492286 ;  ; 1.68292E-10
1057.187 ;  ;  ; 0.04977731 ;  ; 1.68382E-10
1057.749 ;  ;  ; 0.0554619 ;  ; 1.68471E-10
1058.345 ;  ;  ; 0.06263634 ;  ; 1.68566E-10
1058.941 ;  ;  ; 0.07131546 ;  ; 1.68661E-10
1059.537 ;  ;  ; 0.08195468 ;  ; 1.68756E-10
1060.133 ;  ;  ; 0.09519223 ;  ; 1.68851E-10
1060.729 ;  ;  ; 0.1119295 ;  ; 1.68946E-10
1061.027 ;  ;  ; 0.1220015 ;  ; 1.68993E-10
1061.325 ;  ;  ; 0.1335026 ;  ; 1.69041E-10
1061.623 ;  ;  ; 0.1467356 ;  ; 1.69088E-10
1061.921 ;  ;  ; 0.1620886 ;  ; 1.69136E-10
1062.219 ;  ;  ; 0.1800549 ;  ; 1.69183E-10
1062.517 ;  ;  ; 0.201269 ;  ; 1.69231E-10
1062.832 ;  ;  ; 0.2281554 ;  ; 1.69281E-10
1063.147 ;  ;  ; 0.2609593 ;  ; 1.69331E-10
1063.462 ;  ;  ; 0.3015869 ;  ; 1.69381E-10
1063.776 ;  ;  ; 0.3526251 ;  ; 1.69431E-10
1063.934 ;  ;  ; 0.3835179 ;  ; 1.69456E-10
1064.091 ;  ;  ; 0.4185768 ;  ; 1.69481E-10
1064.248 ;  ;  ; 0.4588977 ;  ; 1.69506E-10
1064.405 ;  ;  ; 0.5056738 ;  ; 1.69531E-10
1064.563 ;  ;  ; 0.5608782 ;  ; 1.69557E-10
1064.72 ;  ;  ; 0.62603 ;  ; 1.69582E-10
1064.877 ;  ;  ; 0.7046465 ;  ; 1.69607E-10
1064.956 ;  ;  ; 0.7507397 ;  ; 1.69619E-10
1065.034 ;  ;  ; 0.8016018 ;  ; 1.69632E-10
1065.119 ;  ;  ; 0.8643467 ;  ; 1.69645E-10
1065.204 ;  ;  ; 0.936501 ;  ; 1.69659E-10
1065.247 ;  ;  ; 0.9773334 ;  ; 1.69666E-10
1065.289 ;  ;  ; 1.020508 ;  ; 1.69672E-10
1065.331 ;  ;  ; 1.067368 ;  ; 1.69679E-10
1065.373 ;  ;  ; 1.118409 ;  ; 1.69686E-10
1065.416 ;  ;  ; 1.175604 ;  ; 1.69692E-10
1065.458 ;  ;  ; 1.236981 ;  ; 1.69699E-10
1065.501 ;  ;  ; 1.30629 ;  ; 1.69706E-10
1065.543 ;  ;  ; 1.381242 ;  ; 1.69713E-10
1065.586 ;  ;  ; 1.466523 ;  ; 1.6972E-10
1065.628 ;  ;  ; 1.55942 ;  ; 1.69726E-10
1065.67 ;  ;  ; 1.663233 ;  ; 1.69733E-10
1065.712 ;  ;  ; 1.779595 ;  ; 1.6974E-10
1065.743 ;  ;  ; 1.874614 ;  ; 1.69745E-10
1065.773 ;  ;  ; 1.974834 ;  ; 1.69749E-10
1065.803 ;  ;  ; 2.084031 ;  ; 1.69754E-10
1065.833 ;  ;  ; 2.20312 ;  ; 1.69759E-10
1065.874 ;  ;  ; 2.383706 ;  ; 1.69765E-10
1065.884 ;  ;  ; 2.431153 ;  ; 1.69767E-10
1065.915 ;  ;  ; 2.587473 ;  ; 1.69772E-10
1065.951 ;  ;  ; 2.787991 ;  ; 1.69778E-10
1065.986 ;  ;  ; 3.004635 ;  ; 1.69783E-10
1066.026 ;  ;  ; 3.28149 ;  ; 1.6979E-10
1066.065 ;  ;  ; 3.585001 ;  ; 1.69796E-10
1066.104 ;  ;  ; 3.925581 ;  ; 1.69802E-10
1066.143 ;  ;  ; 4.307436 ;  ; 1.69808E-10
1066.183 ;  ;  ; 4.746692 ;  ; 1.69815E-10
1066.222 ;  ;  ; 5.226317 ;  ; 1.69821E-10
1066.261 ;  ;  ; 5.761798 ;  ; 1.69827E-10
1066.3 ;  ;  ; 6.358507 ;  ; 1.69833E-10
1066.34 ;  ;  ; 7.039982 ;  ; 1.6984E-10
1066.379 ;  ;  ; 7.778042 ;  ; 1.69846E-10
1066.418 ;  ;  ; 8.594726 ;  ; 1.69852E-10
1066.457 ;  ;  ; 9.495959 ;  ; 1.69858E-10
1066.503 ;  ;  ; 10.67564 ;  ; 1.69866E-10
1066.549 ;  ;  ; 11.99053 ;  ; 1.69873E-10
1066.595 ;  ;  ; 13.44951 ;  ; 1.6988E-10
1066.64 ;  ;  ; 15.02401 ;  ; 1.69887E-10
1066.686 ;  ;  ; 16.7909 ;  ; 1.69895E-10
1066.731 ;  ;  ; 18.67876 ;  ; 1.69902E-10
1066.777 ;  ;  ; 20.77538 ;  ; 1.69909E-10
1066.822 ;  ;  ; 22.99142 ;  ; 1.69916E-10
1066.913 ;  ;  ; 27.96719 ;  ; 1.69931E-10
1067.004 ;  ;  ; 33.57034 ;  ; 1.69945E-10
1067.095 ;  ;  ; 39.71649 ;  ; 1.6996E-10
1067.186 ;  ;  ; 46.26813 ;  ; 1.69974E-10
1067.352 ;  ;  ; 58.60692 ;  ; 1.70001E-10
1067.517 ;  ;  ; 70.05321 ;  ; 1.70027E-10
1067.608 ;  ;  ; 75.39386 ;  ; 1.70042E-10
1067.699 ;  ;  ; 79.69207 ;  ; 1.70056E-10
1067.793 ;  ;  ; 82.79301 ;  ; 1.70071E-10
1067.887 ;  ;  ; 84.35192 ;  ; 1.70086E-10
1067.93 ;  ;  ; 84.52163 ;  ; 1.70093E-10
1068.017 ;  ;  ; 83.80932 ;  ; 1.70107E-10
1068.103 ;  ;  ; 81.75432 ;  ; 1.7012E-10
1068.189 ;  ;  ; 78.46027 ;  ; 1.70134E-10
1068.274 ;  ;  ; 74.14566 ;  ; 1.70148E-10
1068.431 ;  ;  ; 64.10401 ;  ; 1.70173E-10
1068.588 ;  ;  ; 52.61495 ;  ; 1.70198E-10
1068.738 ;  ;  ; 41.58832 ;  ; 1.70222E-10
1068.887 ;  ;  ; 31.56967 ;  ; 1.70245E-10
1068.962 ;  ;  ; 27.08264 ;  ; 1.70257E-10
1069.036 ;  ;  ; 23.07951 ;  ; 1.70269E-10
1069.111 ;  ;  ; 19.46968 ;  ; 1.70281E-10
1069.185 ;  ;  ; 16.34845 ;  ; 1.70293E-10
1069.257 ;  ;  ; 13.71669 ;  ; 1.70304E-10
1069.328 ;  ;  ; 11.48885 ;  ; 1.70316E-10
1069.399 ;  ;  ; 9.595789 ;  ; 1.70327E-10
1069.47 ;  ;  ; 8.003743 ;  ; 1.70338E-10
1069.541 ;  ;  ; 6.677315 ;  ; 1.70349E-10
1069.612 ;  ;  ; 5.58129 ;  ; 1.70361E-10
1069.683 ;  ;  ; 4.682006 ;  ; 1.70372E-10
1069.754 ;  ;  ; 3.948327 ;  ; 1.70383E-10
1069.825 ;  ;  ; 3.352238 ;  ; 1.70395E-10
1069.896 ;  ;  ; 2.869127 ;  ; 1.70406E-10
1069.967 ;  ;  ; 2.477826 ;  ; 1.70417E-10
1070.038 ;  ;  ; 2.16047 ;  ; 1.70429E-10
1070.109 ;  ;  ; 1.902232 ;  ; 1.7044E-10
1070.18 ;  ;  ; 1.690993 ;  ; 1.70451E-10
1070.251 ;  ;  ; 1.516979 ;  ; 1.70463E-10
1070.322 ;  ;  ; 1.372395 ;  ; 1.70474E-10
1070.386 ;  ;  ; 1.262161 ;  ; 1.70484E-10
1070.45 ;  ;  ; 1.167259 ;  ; 1.70494E-10
1070.578 ;  ;  ; 1.012645 ;  ; 1.70515E-10
1070.706 ;  ;  ; 0.8920943 ;  ; 1.70535E-10
1070.834 ;  ;  ; 0.7952131 ;  ; 1.70555E-10
1070.962 ;  ;  ; 0.7153781 ;  ; 1.70576E-10
1071.09 ;  ;  ; 0.6482713 ;  ; 1.70596E-10
1071.218 ;  ;  ; 0.590985 ;  ; 1.70617E-10
1071.346 ;  ;  ; 0.5414864 ;  ; 1.70637E-10
1071.474 ;  ;  ; 0.4982994 ;  ; 1.70657E-10
1071.602 ;  ;  ; 0.4603197 ;  ; 1.70678E-10
1071.858 ;  ;  ; 0.3967501 ;  ; 1.70719E-10
1072.114 ;  ;  ; 0.3458482 ;  ; 1.70759E-10
1072.37 ;  ;  ; 0.3043748 ;  ; 1.708E-10
1072.612 ;  ;  ; 0.2718135 ;  ; 1.70839E-10
1072.854 ;  ;  ; 0.2443201 ;  ; 1.70877E-10
1073.096 ;  ;  ; 0.2208834 ;  ; 1.70916E-10
1073.337 ;  ;  ; 0.2008098 ;  ; 1.70954E-10
1073.579 ;  ;  ; 0.1833355 ;  ; 1.70993E-10
1073.821 ;  ;  ; 0.1680784 ;  ; 1.71031E-10
1074.304 ;  ;  ; 0.1428487 ;  ; 1.71108E-10
1074.788 ;  ;  ; 0.1228741 ;  ; 1.71185E-10
1075.271 ;  ;  ; 0.106855 ;  ; 1.71262E-10
1075.755 ;  ;  ; 0.09376789 ;  ; 1.71339E-10
1076.238 ;  ;  ; 0.0829804 ;  ; 1.71416E-10
1076.694 ;  ;  ; 0.07442764 ;  ; 1.71489E-10
1077.149 ;  ;  ; 0.06715431 ;  ; 1.71561E-10
1077.604 ;  ;  ; 0.06090381 ;  ; 1.71634E-10
1078.059 ;  ;  ; 0.05549588 ;  ; 1.71706E-10
1078.514 ;  ;  ; 0.05079272 ;  ; 1.71779E-10
1078.969 ;  ;  ; 0.04668045 ;  ; 1.71851E-10
1079.879 ;  ;  ; 0.03982546 ;  ; 1.71996E-10
1080.789 ;  ;  ; 0.03435146 ;  ; 1.72141E-10
1081.699 ;  ;  ; 0.02993281 ;  ; 1.72286E-10
1082.609 ;  ;  ; 0.026319 ;  ; 1.72431E-10
1083.519 ;  ;  ; 0.02332553 ;  ; 1.72576E-10
1084.373 ;  ;  ; 0.0209602 ;  ; 1.72712E-10
1085.226 ;  ;  ; 0.01894159 ;  ; 1.72848E-10
1086.079 ;  ;  ; 0.01720302 ;  ; 1.72984E-10
1086.932 ;  ;  ; 0.01569493 ;  ; 1.73119E-10
1087.786 ;  ;  ; 0.01437685 ;  ; 1.73255E-10
1088.639 ;  ;  ; 0.01322102 ;  ; 1.73391E-10
1089.492 ;  ;  ; 0.01220506 ;  ; 1.73527E-10
1090.345 ;  ;  ; 0.01131501 ;  ; 1.73663E-10
1092.052 ;  ;  ; 0.009782397 ;  ; 1.73935E-10
1093.758 ;  ;  ; 0.008541486 ;  ; 1.74207E-10
1095.464 ;  ;  ; 0.007525651 ;  ; 1.74478E-10
1097.17 ;  ;  ; 0.006683537 ;  ; 1.7475E-10
1098.763 ;  ;  ; 0.006020952 ;  ; 1.75004E-10
1100.356 ;  ;  ; 0.005454157 ;  ; 1.75257E-10
1101.949 ;  ;  ; 0.004965368 ;  ; 1.75511E-10
1103.541 ;  ;  ; 0.004541043 ;  ; 1.75765E-10
1105.134 ;  ;  ; 0.004169888 ;  ; 1.76019E-10
1106.727 ;  ;  ; 0.003843643 ;  ; 1.76272E-10
1109.912 ;  ;  ; 0.003299798 ;  ; 1.7678E-10
1113.098 ;  ;  ; 0.002875842 ;  ; 1.77287E-10
1116.283 ;  ;  ; 0.002522699 ;  ; 1.77794E-10
1119.469 ;  ;  ; 0.002233711 ;  ; 1.78302E-10
1122.654 ;  ;  ; 0.001994958 ;  ; 1.78809E-10
1126.067 ;  ;  ; 0.001782036 ;  ; 1.79353E-10
1129.48 ;  ;  ; 0.001603716 ;  ; 1.79896E-10
1132.893 ;  ;  ; 0.001452815 ;  ; 1.8044E-10
1136.306 ;  ;  ; 0.001323936 ;  ; 1.80983E-10
1139.719 ;  ;  ; 0.001212955 ;  ; 1.81527E-10
1143.132 ;  ;  ; 0.001116686 ;  ; 1.82071E-10
1146.545 ;  ;  ; 0.001032629 ;  ; 1.82614E-10
1149.958 ;  ;  ; 9.610413E-4 ;  ; 1.83158E-10
1156.784 ;  ;  ; 8.369364E-4 ;  ; 1.84245E-10
1163.61 ;  ;  ; 7.385568E-4 ;  ; 1.85332E-10
1170.436 ;  ;  ; 6.592781E-4 ;  ; 1.86419E-10
1177.261 ;  ;  ; 5.944866E-4 ;  ; 1.87506E-10
1184.997 ;  ;  ; 5.342963E-4 ;  ; 1.88739E-10
1192.733 ;  ;  ; 4.848854E-4 ;  ; 1.89971E-10
1200.469 ;  ;  ; 4.437449E-4 ;  ; 1.91203E-10
1208.205 ;  ;  ; 4.090782E-4 ;  ; 1.92435E-10
1215.941 ;  ;  ; 3.800751E-4 ;  ; 1.93667E-10
1223.677 ;  ;  ; 3.552374E-4 ;  ; 1.94899E-10
1231.413 ;  ;  ; 3.327791E-4 ;  ; 1.96131E-10
1239.148 ;  ;  ; 3.137207E-4 ;  ; 1.97363E-10
1254.62 ;  ;  ; 2.818402E-4 ;  ; 1.99828E-10
1270.092 ;  ;  ; 2.567688E-4 ;  ; 2.02292E-10
1285.564 ;  ;  ; 2.366581E-4 ;  ; 2.04756E-10
1301.035 ;  ;  ; 2.202994E-4 ;  ; 2.0722E-10
1326.519 ;  ;  ; 1.995497E-4 ;  ; 2.11279E-10
1352.002 ;  ;  ; 1.836407E-4 ;  ; 2.15338E-10
1377.485 ;  ;  ; 1.711917E-4 ;  ; 2.19397E-10
1402.968 ;  ;  ; 1.613052E-4 ;  ; 2.23456E-10
1453.934 ;  ;  ; 1.469339E-4 ;  ; 2.31573E-10
1504.9 ;  ;  ; 1.379889E-4 ;  ; 2.39691E-10
1555.867 ;  ;  ; 1.317561E-4 ;  ; 2.47808E-10
1606.833 ;  ;  ; 1.279709E-4 ;  ; 2.55926E-10
1657.799 ;  ;  ; 1.261221E-4 ;  ; 2.64043E-10
1708.765 ;  ;  ; 1.259287E-4 ;  ; 2.72161E-10
1781.574 ;  ;  ; 1.285856E-4 ;  ; 2.83757E-10
1854.383 ;  ;  ; 1.342099E-4 ;  ; 2.95354E-10
1927.192 ;  ;  ; 1.430643E-4 ;  ; 3.0695E-10
2000.0 ;  ;  ; 1.557307E-4 ;  ; 3.18547E-10
2054.074 ;  ;  ; 1.685873E-4 ;  ; 3.27159E-10
2108.148 ;  ;  ; 1.84976E-4 ;  ; 3.35772E-10
2162.222 ;  ;  ; 2.058737E-4 ;  ; 3.44384E-10
2216.296 ;  ;  ; 2.327224E-4 ;  ; 3.52997E-10
2243.333 ;  ;  ; 2.488014E-4 ;  ; 3.57303E-10
2270.37 ;  ;  ; 2.676598E-4 ;  ; 3.6161E-10
2297.407 ;  ;  ; 2.884639E-4 ;  ; 3.65916E-10
2324.444 ;  ;  ; 3.125596E-4 ;  ; 3.70222E-10
2351.481 ;  ;  ; 3.410353E-4 ;  ; 3.74528E-10
2378.518 ;  ;  ; 3.743564E-4 ;  ; 3.78835E-10
2405.555 ;  ;  ; 4.136546E-4 ;  ; 3.83141E-10
2432.592 ;  ;  ; 4.6052E-4 ;  ; 3.87447E-10
2458.039 ;  ;  ; 5.134161E-4 ;  ; 3.915E-10
2483.486 ;  ;  ; 5.770679E-4 ;  ; 3.95553E-10
2508.933 ;  ;  ; 6.545817E-4 ;  ; 3.99606E-10
2534.379 ;  ;  ; 7.502744E-4 ;  ; 4.03659E-10
2559.826 ;  ;  ; 8.701615E-4 ;  ; 4.07712E-10
2572.549 ;  ;  ; 9.418134E-4 ;  ; 4.09739E-10
2585.272 ;  ;  ; 0.001023328 ;  ; 4.11765E-10
2597.996 ;  ;  ; 0.001116462 ;  ; 4.13792E-10
2610.719 ;  ;  ; 0.001223519 ;  ; 4.15818E-10
2623.442 ;  ;  ; 0.001347435 ;  ; 4.17845E-10
2636.165 ;  ;  ; 0.001491952 ;  ; 4.19871E-10
2649.684 ;  ;  ; 0.001673836 ;  ; 4.22024E-10
2663.202 ;  ;  ; 0.001892744 ;  ; 4.24177E-10
2676.721 ;  ;  ; 0.00215921 ;  ; 4.2633E-10
2690.239 ;  ;  ; 0.002487818 ;  ; 4.28483E-10
2696.999 ;  ;  ; 0.002679608 ;  ; 4.2956E-10
2703.758 ;  ;  ; 0.002899524 ;  ; 4.30637E-10
2710.517 ;  ;  ; 0.0031392 ;  ; 4.31713E-10
2717.276 ;  ;  ; 0.00341151 ;  ; 4.3279E-10
2724.036 ;  ;  ; 0.003726788 ;  ; 4.33866E-10
2730.795 ;  ;  ; 0.004088607 ;  ; 4.34943E-10
2737.554 ;  ;  ; 0.004506825 ;  ; 4.36019E-10
2744.313 ;  ;  ; 0.004994007 ;  ; 4.37096E-10
2751.868 ;  ;  ; 0.005642223 ;  ; 4.38299E-10
2759.422 ;  ;  ; 0.006428126 ;  ; 4.39502E-10
2766.977 ;  ;  ; 0.007388619 ;  ; 4.40706E-10
2774.531 ;  ;  ; 0.008577553 ;  ; 4.41909E-10
2782.086 ;  ;  ; 0.0100803 ;  ; 4.43112E-10
2789.64 ;  ;  ; 0.01203602 ;  ; 4.44315E-10
2793.417 ;  ;  ; 0.01324395 ;  ; 4.44917E-10
2797.194 ;  ;  ; 0.01459167 ;  ; 4.45519E-10
2800.971 ;  ;  ; 0.01620141 ;  ; 4.4612E-10
2804.748 ;  ;  ; 0.0180959 ;  ; 4.46722E-10
2808.674 ;  ;  ; 0.02044553 ;  ; 4.47347E-10
2810.637 ;  ;  ; 0.02178709 ;  ; 4.4766E-10
2812.599 ;  ;  ; 0.02325829 ;  ; 4.47972E-10
2813.581 ;  ;  ; 0.02405896 ;  ; 4.48129E-10
2814.562 ;  ;  ; 0.02490171 ;  ; 4.48285E-10
2815.544 ;  ;  ; 0.02578847 ;  ; 4.48441E-10
2816.525 ;  ;  ; 0.02672053 ;  ; 4.48597E-10
2817.507 ;  ;  ; 0.02770688 ;  ; 4.48754E-10
2818.488 ;  ;  ; 0.02874958 ;  ; 4.4891E-10
2819.469 ;  ;  ; 0.0298523 ;  ; 4.49066E-10
2820.45 ;  ;  ; 0.03101974 ;  ; 4.49223E-10
2821.717 ;  ;  ; 0.03263272 ;  ; 4.49424E-10
2822.35 ;  ;  ; 0.03348649 ;  ; 4.49525E-10
2822.983 ;  ;  ; 0.0343744 ;  ; 4.49626E-10
2823.396 ;  ;  ; 0.03497299 ;  ; 4.49692E-10
2823.809 ;  ;  ; 0.03558741 ;  ; 4.49758E-10
2824.044 ;  ;  ; 0.0359443 ;  ; 4.49795E-10
2824.113 ;  ;  ; 0.03605012 ;  ; 4.49806E-10
2824.146 ;  ;  ; 0.03610089 ;  ; 4.49811E-10
2824.16 ;  ;  ; 0.03612246 ;  ; 4.49814E-10
2824.166 ;  ;  ; 0.03613171 ;  ; 4.49814E-10
2824.172 ;  ;  ; 0.03614097 ;  ; 4.49815E-10
2824.186 ;  ;  ; 0.03616258 ;  ; 4.49818E-10
2824.216 ;  ;  ; 0.03620895 ;  ; 4.49822E-10
2824.244 ;  ;  ; 0.0362523 ;  ; 4.49827E-10
2824.25 ;  ;  ; 0.03626161 ;  ; 4.49828E-10
2824.257 ;  ;  ; 0.03627246 ;  ; 4.49829E-10
2824.264 ;  ;  ; 0.03628332 ;  ; 4.4983E-10
2824.29 ;  ;  ; 0.03632371 ;  ; 4.49834E-10
2824.316 ;  ;  ; 0.03636416 ;  ; 4.49838E-10
2824.367 ;  ;  ; 0.0364437 ;  ; 4.49846E-10
2824.47 ;  ;  ; 0.03660515 ;  ; 4.49863E-10
2824.8 ;  ;  ; 0.03712973 ;  ; 4.49915E-10
2825.09 ;  ;  ; 0.03760012 ;  ; 4.49962E-10
2825.379 ;  ;  ; 0.03807787 ;  ; 4.50008E-10
2825.669 ;  ;  ; 0.0385665 ;  ; 4.50054E-10
2825.958 ;  ;  ; 0.03906289 ;  ; 4.501E-10
2826.316 ;  ;  ; 0.03969124 ;  ; 4.50157E-10
2826.674 ;  ;  ; 0.04033492 ;  ; 4.50214E-10
2827.032 ;  ;  ; 0.04099445 ;  ; 4.50271E-10
2827.389 ;  ;  ; 0.04166844 ;  ; 4.50328E-10
2827.747 ;  ;  ; 0.0423612 ;  ; 4.50385E-10
2828.105 ;  ;  ; 0.04307141 ;  ; 4.50442E-10
2828.463 ;  ;  ; 0.04379963 ;  ; 4.50499E-10
2828.82 ;  ;  ; 0.04454436 ;  ; 4.50556E-10
2829.123 ;  ;  ; 0.04519141 ;  ; 4.50604E-10
2829.425 ;  ;  ; 0.04585044 ;  ; 4.50652E-10
2830.03 ;  ;  ; 0.04721477 ;  ; 4.50748E-10
2830.635 ;  ;  ; 0.04864093 ;  ; 4.50845E-10
2831.24 ;  ;  ; 0.05013281 ;  ; 4.50941E-10
2831.845 ;  ;  ; 0.0516947 ;  ; 4.51038E-10
2832.45 ;  ;  ; 0.05333141 ;  ; 4.51134E-10
2833.055 ;  ;  ; 0.05504814 ;  ; 4.5123E-10
2833.66 ;  ;  ; 0.05685004 ;  ; 4.51327E-10
2834.33 ;  ;  ; 0.058951 ;  ; 4.51433E-10
2834.999 ;  ;  ; 0.06116661 ;  ; 4.5154E-10
2835.668 ;  ;  ; 0.06350863 ;  ; 4.51646E-10
2836.337 ;  ;  ; 0.06598688 ;  ; 4.51753E-10
2837.007 ;  ;  ; 0.06861628 ;  ; 4.5186E-10
2837.676 ;  ;  ; 0.07140123 ;  ; 4.51966E-10
2838.345 ;  ;  ; 0.07435898 ;  ; 4.52073E-10
2839.014 ;  ;  ; 0.07750425 ;  ; 4.52179E-10
2839.684 ;  ;  ; 0.08085841 ;  ; 4.52286E-10
2840.353 ;  ;  ; 0.08442939 ;  ; 4.52393E-10
2841.022 ;  ;  ; 0.08824201 ;  ; 4.52499E-10
2841.691 ;  ;  ; 0.0923185 ;  ; 4.52606E-10
2842.36 ;  ;  ; 0.09668369 ;  ; 4.52712E-10
2843.029 ;  ;  ; 0.1013654 ;  ; 4.52819E-10
2843.698 ;  ;  ; 0.1063949 ;  ; 4.52925E-10
2844.367 ;  ;  ; 0.1118074 ;  ; 4.53032E-10
2845.051 ;  ;  ; 0.1177787 ;  ; 4.53141E-10
2845.734 ;  ;  ; 0.1242301 ;  ; 4.5325E-10
2846.418 ;  ;  ; 0.1312354 ;  ; 4.53359E-10
2847.101 ;  ;  ; 0.1388366 ;  ; 4.53467E-10
2847.785 ;  ;  ; 0.1471279 ;  ; 4.53576E-10
2848.468 ;  ;  ; 0.1561676 ;  ; 4.53685E-10
2849.152 ;  ;  ; 0.1660779 ;  ; 4.53794E-10
2849.835 ;  ;  ; 0.1769404 ;  ; 4.53903E-10
2850.519 ;  ;  ; 0.1889166 ;  ; 4.54012E-10
2851.202 ;  ;  ; 0.2021227 ;  ; 4.54121E-10
2851.886 ;  ;  ; 0.2167756 ;  ; 4.54229E-10
2852.569 ;  ;  ; 0.2330421 ;  ; 4.54338E-10
2853.253 ;  ;  ; 0.2512149 ;  ; 4.54447E-10
2853.936 ;  ;  ; 0.271523 ;  ; 4.54556E-10
2854.619 ;  ;  ; 0.2943246 ;  ; 4.54665E-10
2855.302 ;  ;  ; 0.3200495 ;  ; 4.54774E-10
