Incident energy ; MT=16 : (z,2n) ; MT=17 : (z,3n) ; MT=22 : (z,n+α) ; MT=28 : (z,n+p) ; MT=102 : (z,γ) ; MT=103 : (z,p) ; MT=107 : (z,α)
0.01125 ;  ;  ;  ;  ; 1.500104 ;  ; 
0.011875 ;  ;  ;  ;  ; 1.460122 ;  ; 
0.0125 ;  ;  ;  ;  ; 1.423182 ;  ; 
0.01375 ;  ;  ;  ;  ; 1.356992 ;  ; 
0.015 ;  ;  ;  ;  ; 1.299221 ;  ; 
0.01625 ;  ;  ;  ;  ; 1.24822 ;  ; 
0.0175 ;  ;  ;  ;  ; 1.202773 ;  ; 
0.01875 ;  ;  ;  ;  ; 1.16195 ;  ; 
0.02 ;  ;  ;  ;  ; 1.125022 ;  ; 
0.021325 ;  ;  ;  ;  ; 1.089489 ;  ; 
0.02265 ;  ;  ;  ;  ; 1.057133 ;  ; 
0.023975 ;  ;  ;  ;  ; 1.027517 ;  ; 
0.0253 ;  ;  ;  ;  ; 1.000282 ;  ; 
0.02684375 ;  ;  ;  ;  ; 0.9711553 ;  ; 
0.0283875 ;  ;  ;  ;  ; 0.9444502 ;  ; 
0.031475 ;  ;  ;  ;  ; 0.8970151 ;  ; 
0.0345625 ;  ;  ;  ;  ; 0.8559937 ;  ; 
0.03765 ;  ;  ;  ;  ; 0.8200912 ;  ; 
0.0407375 ;  ;  ;  ;  ; 0.7883531 ;  ; 
0.043825 ;  ;  ;  ;  ; 0.7600382 ;  ; 
0.0469125 ;  ;  ;  ;  ; 0.7345729 ;  ; 
0.05 ;  ;  ;  ;  ; 0.7115096 ;  ; 
0.053125 ;  ;  ;  ;  ; 0.6902517 ;  ; 
0.05625 ;  ;  ;  ;  ; 0.6708075 ;  ; 
0.059375 ;  ;  ;  ;  ; 0.6529492 ;  ; 
0.0625 ;  ;  ;  ;  ; 0.6364725 ;  ; 
0.06875 ;  ;  ;  ;  ; 0.6069185 ;  ; 
0.075 ;  ;  ;  ;  ; 0.5810556 ;  ; 
0.08125 ;  ;  ;  ;  ; 0.5582249 ;  ; 
0.0875 ;  ;  ;  ;  ; 0.5378911 ;  ; 
0.09375 ;  ;  ;  ;  ; 0.5196305 ;  ; 
0.1 ;  ;  ;  ;  ; 0.5031129 ;  ; 
0.10625 ;  ;  ;  ;  ; 0.4880776 ;  ; 
0.1125 ;  ;  ;  ;  ; 0.4743189 ;  ; 
0.11875 ;  ;  ;  ;  ; 0.4616851 ;  ; 
0.125 ;  ;  ;  ;  ; 0.4500539 ;  ; 
0.1375 ;  ;  ;  ;  ; 0.4291679 ;  ; 
0.15 ;  ;  ;  ;  ; 0.4108677 ;  ; 
0.1625 ;  ;  ;  ;  ; 0.3947233 ;  ; 
0.175 ;  ;  ;  ;  ; 0.3803454 ;  ; 
0.1875 ;  ;  ;  ;  ; 0.3674379 ;  ; 
0.2 ;  ;  ;  ;  ; 0.3558024 ;  ; 
0.21875 ;  ;  ;  ;  ; 0.340237 ;  ; 
0.2375 ;  ;  ;  ;  ; 0.3265088 ;  ; 
0.25625 ;  ;  ;  ;  ; 0.3143193 ;  ; 
0.275 ;  ;  ;  ;  ; 0.3034013 ;  ; 
0.29375 ;  ;  ;  ;  ; 0.2935481 ;  ; 
0.3125 ;  ;  ;  ;  ; 0.284597 ;  ; 
0.33125 ;  ;  ;  ;  ; 0.2764211 ;  ; 
0.35 ;  ;  ;  ;  ; 0.2689632 ;  ; 
0.3875 ;  ;  ;  ;  ; 0.2556551 ;  ; 
0.425 ;  ;  ;  ;  ; 0.2440953 ;  ; 
0.5 ;  ;  ;  ;  ; 0.2250577 ;  ; 
0.625 ;  ;  ;  ;  ; 0.201296 ;  ; 
0.75 ;  ;  ;  ;  ; 0.183732 ;  ; 
0.875 ;  ;  ;  ;  ; 0.1701198 ;  ; 
1.0 ;  ;  ;  ;  ; 0.1591501 ;  ; 
1.25 ;  ;  ;  ;  ; 0.1423229 ;  ; 
1.5 ;  ;  ;  ;  ; 0.1299089 ;  ; 
1.75 ;  ;  ;  ;  ; 0.1202798 ;  ; 
2.0 ;  ;  ;  ;  ; 0.112514 ;  ; 
2.375 ;  ;  ;  ;  ; 0.1032471 ;  ; 
2.75 ;  ;  ;  ;  ; 0.09595579 ;  ; 
3.125 ;  ;  ;  ;  ; 0.09000755 ;  ; 
3.5 ;  ;  ;  ;  ; 0.08504432 ;  ; 
4.25 ;  ;  ;  ;  ; 0.07717056 ;  ; 
5.0 ;  ;  ;  ;  ; 0.07114817 ;  ; 
6.25 ;  ;  ;  ;  ; 0.06363606 ;  ; 
7.5 ;  ;  ;  ;  ; 0.05808851 ;  ; 
8.75 ;  ;  ;  ;  ; 0.05378083 ;  ; 
10.0 ;  ;  ;  ;  ; 0.05030897 ;  ; 
12.5 ;  ;  ;  ;  ; 0.0449949 ;  ; 
15.0 ;  ;  ;  ;  ; 0.04107301 ;  ; 
17.5 ;  ;  ;  ;  ; 0.03802684 ;  ; 
20.0 ;  ;  ;  ;  ; 0.03557105 ;  ; 
23.75 ;  ;  ;  ;  ; 0.03264184 ;  ; 
27.5 ;  ;  ;  ;  ; 0.03033531 ;  ; 
31.25 ;  ;  ;  ;  ; 0.0284563 ;  ; 
35.0 ;  ;  ;  ;  ; 0.02688816 ;  ; 
42.5 ;  ;  ;  ;  ; 0.02439997 ;  ; 
46.25 ;  ;  ;  ;  ; 0.02338966 ;  ; 
48.125 ;  ;  ;  ;  ; 0.02294101 ;  ; 
49.0625 ;  ;  ;  ;  ; 0.02271747 ;  ; 
49.29688 ;  ;  ;  ;  ; 0.02266169 ;  ; 
49.41407 ;  ;  ;  ;  ; 0.02264272 ;  ; 
49.47266 ;  ;  ;  ;  ; 0.02268346 ;  ; 
49.53125 ;  ;  ;  ;  ; 0.02297725 ;  ; 
49.56055 ;  ;  ;  ;  ; 0.02343519 ;  ; 
49.58985 ;  ;  ;  ;  ; 0.02439012 ;  ; 
49.6045 ;  ;  ;  ;  ; 0.0251803 ;  ; 
49.61915 ;  ;  ;  ;  ; 0.02627846 ;  ; 
49.6338 ;  ;  ;  ;  ; 0.02778551 ;  ; 
49.64844 ;  ;  ;  ;  ; 0.02982646 ;  ; 
49.66309 ;  ;  ;  ;  ; 0.03256014 ;  ; 
49.67774 ;  ;  ;  ;  ; 0.03617467 ;  ; 
49.69239 ;  ;  ;  ;  ; 0.04089546 ;  ; 
49.70703 ;  ;  ;  ;  ; 0.04698123 ;  ; 
49.72168 ;  ;  ;  ;  ; 0.05474185 ;  ; 
49.73633 ;  ;  ;  ;  ; 0.06451211 ;  ; 
49.75098 ;  ;  ;  ;  ; 0.07666307 ;  ; 
49.76562 ;  ;  ;  ;  ; 0.09158032 ;  ; 
49.78027 ;  ;  ;  ;  ; 0.1096966 ;  ; 
49.79492 ;  ;  ;  ;  ; 0.1314179 ;  ; 
49.80957 ;  ;  ;  ;  ; 0.1571466 ;  ; 
49.82422 ;  ;  ;  ;  ; 0.1872532 ;  ; 
49.83887 ;  ;  ;  ;  ; 0.2220564 ;  ; 
49.85352 ;  ;  ;  ;  ; 0.2618028 ;  ; 
49.86817 ;  ;  ;  ;  ; 0.3066458 ;  ; 
49.88281 ;  ;  ;  ;  ; 0.3565922 ;  ; 
49.89746 ;  ;  ;  ;  ; 0.4116266 ;  ; 
49.91211 ;  ;  ;  ;  ; 0.4714966 ;  ; 
49.9414 ;  ;  ;  ;  ; 0.6041132 ;  ; 
49.99999 ;  ;  ;  ;  ; 0.9029421 ;  ; 
50.00001 ;  ;  ;  ;  ; 1.782938 ;  ; 
55.00001 ;  ;  ;  ;  ; 1.6324 ;  ; 
60.0 ;  ;  ;  ;  ; 1.506096 ;  ; 
66.0 ;  ;  ;  ;  ; 1.378889 ;  ; 
72.0 ;  ;  ;  ;  ; 1.272164 ;  ; 
78.5 ;  ;  ;  ;  ; 1.174392 ;  ; 
85.0 ;  ;  ;  ;  ; 1.091058 ;  ; 
92.5 ;  ;  ;  ;  ; 1.009097 ;  ; 
100.0 ;  ;  ;  ;  ; 0.9389948 ;  ; 
112.5 ;  ;  ;  ;  ; 0.8431472 ;  ; 
125.0 ;  ;  ;  ;  ; 0.7657295 ;  ; 
137.5 ;  ;  ;  ;  ; 0.7023359 ;  ; 
150.0 ;  ;  ;  ;  ; 0.649056 ;  ; 
170.0 ;  ;  ;  ;  ; 0.5799891 ;  ; 
185.0 ;  ;  ;  ;  ; 0.5379663 ;  ; 
200.0 ;  ;  ;  ;  ; 0.5019244 ;  ; 
225.0 ;  ;  ;  ;  ; 0.4533172 ;  ; 
250.0 ;  ;  ;  ;  ; 0.4138392 ;  ; 
275.0 ;  ;  ;  ;  ; 0.381943 ;  ; 
300.0 ;  ;  ;  ;  ; 0.3549756 ;  ; 
350.0 ;  ;  ;  ;  ; 0.3136316 ;  ; 
400.0 ;  ;  ;  ;  ; 0.2826682 ;  ; 
450.0 ;  ;  ;  ;  ; 0.2582854 ;  ; 
500.0 ;  ;  ;  ;  ; 0.238262 ;  ; 
550.0 ;  ;  ;  ;  ; 0.2223659 ;  ; 
600.0 ;  ;  ;  ;  ; 0.2087817 ;  ; 
720.0 ;  ;  ;  ;  ; 0.1842156 ;  ; 
800.0 ;  ;  ;  ;  ; 0.1719006 ;  ; 
900.0 ;  ;  ;  ;  ; 0.1598417 ;  ; 
1000.0 ;  ;  ;  ;  ; 0.1497733 ;  ; 
1125.0 ;  ;  ;  ;  ; 0.1402667 ;  ; 
1250.0 ;  ;  ;  ;  ; 0.1322753 ;  ; 
1500.0 ;  ;  ;  ;  ; 0.1201438 ;  ; 
1700.0 ;  ;  ;  ;  ; 0.1126845 ;  ; 
2000.0 ;  ;  ;  ;  ; 0.10383 ;  ; 
2500.0 ;  ;  ;  ;  ; 0.0928537 ;  ; 
3000.0 ;  ;  ;  ;  ; 0.08465496 ;  ; 
3500.0 ;  ;  ;  ;  ; 0.07814898 ;  ; 
4000.0 ;  ;  ;  ;  ; 0.07278565 ;  ; 
4500.0 ;  ;  ;  ;  ; 0.0681975 ;  ; 
5000.0 ;  ;  ;  ;  ; 0.06433889 ;  ; 
6000.0 ;  ;  ;  ;  ; 0.05790345 ;  ; 
7000.0 ;  ;  ;  ;  ; 0.05279653 ;  ; 
8000.0 ;  ;  ;  ;  ; 0.04863066 ;  ; 
9000.0 ;  ;  ;  ;  ; 0.04514081 ;  ; 
10000.0 ;  ;  ;  ;  ; 0.0422318 ;  ; 
11250.0 ;  ;  ;  ;  ; 0.03914441 ;  ; 
12500.0 ;  ;  ;  ;  ; 0.0365744 ;  ; 
15000.0 ;  ;  ;  ;  ; 0.03252375 ;  ; 
17000.0 ;  ;  ;  ;  ; 0.03018645 ;  ; 
20000.0 ;  ;  ;  ;  ; 0.02750898 ;  ; 
25000.0 ;  ;  ;  ;  ; 0.02446472 ;  ; 
30000.0 ;  ;  ;  ;  ; 0.02237507 ;  ; 
35000.0 ;  ;  ;  ;  ; 0.02099185 ;  ; 
40000.0 ;  ;  ;  ;  ; 0.01998265 ;  ; 
50000.0 ;  ;  ;  ;  ; 0.0183963 ;  ; 
60000.0 ;  ;  ;  ;  ; 0.01730394 ;  ; 
70000.0 ;  ;  ;  ;  ; 0.01642319 ;  ; 
80000.0 ;  ;  ;  ;  ; 0.01589812 ;  ; 
99999.9 ;  ;  ; 0.0 ;  ; 0.01476335 ;  ; 0.0
100000.1 ;  ;  ; 3.77938E-25 ;  ; 0.0147665 ;  ; 2.13923E-17
102190.0 ;  ;  ; 8.27683E-21 ;  ; 0.01466424 ;  ; 4.68491E-13
104428.0 ;  ;  ; 1.67351E-20 ;  ; 0.01456269 ;  ; 9.4725E-13
109052.0 ;  ;  ; 3.42109E-20 ;  ; 0.0143617 ;  ; 1.93643E-12
118924.0 ;  ;  ; 7.15209E-20 ;  ; 0.01396797 ;  ; 4.04827E-12
129689.0 ;  ;  ; 1.12206E-19 ;  ; 0.01358506 ;  ; 6.35115E-12
141429.0 ;  ;  ; 1.56576E-19 ;  ; 0.01321263 ;  ; 8.86261E-12
150000.0 ;  ;  ; 1.88969E-19 ;  ; 0.0129656 ;  ; 1.06961E-11
154232.0 ;  ;  ; 2.04963E-19 ;  ; 0.01287386 ;  ; 1.16015E-11
168193.0 ;  ;  ; 2.57727E-19 ;  ; 0.01259229 ;  ; 1.4588E-11
200000.0 ;  ;  ; 3.77938E-19 ;  ; 0.0120478 ;  ; 2.13923E-11
200021.0 ;  ;  ; 3.78017E-19 ;  ; 0.01204771 ;  ; 2.13968E-11
237873.0 ;  ;  ; 5.21074E-19 ;  ; 0.01190573 ;  ; 2.94942E-11
250000.0 ;  ;  ; 5.66906E-19 ;  ; 0.0118653 ;  ; 3.20884E-11
282888.0 ;  ;  ; 6.91202E-19 ;  ; 0.01189294 ;  ; 3.91239E-11
300000.0 ;  ;  ; 7.55875E-19 ;  ; 0.0119061 ;  ; 4.27846E-11
336421.0 ;  ;  ; 8.93524E-19 ;  ; 0.01218503 ;  ; 5.05758E-11
400085.0 ;  ;  ; 1.13413E-18 ;  ; 0.0126194 ;  ; 6.4195E-11
406329.7 ;  ;  ; 1.15774E-18 ;  ; 0.01208134 ;  ; 6.55309E-11
412574.4 ;  ;  ; 1.18134E-18 ;  ; 0.01157391 ;  ; 6.68668E-11
425063.8 ;  ;  ; 1.22854E-18 ;  ; 0.01064245 ;  ; 6.95385E-11
450042.5 ;  ;  ; 1.32294E-18 ;  ; 0.009062987 ;  ; 7.48821E-11
475021.3 ;  ;  ; 1.41735E-18 ;  ; 0.007785216 ;  ; 8.02256E-11
500000.0 ;  ;  ; 1.51175E-18 ;  ; 0.0067399 ;  ; 8.55691E-11
525000.0 ;  ;  ; 1.69135E-18 ;  ; 0.006689651 ;  ; 9.33517E-11
550000.0 ;  ;  ; 1.89228E-18 ;  ; 0.006642088 ;  ; 1.01842E-10
575000.0 ;  ;  ; 2.11709E-18 ;  ; 0.006596957 ;  ; 1.11105E-10
600000.0 ;  ;  ; 2.3686E-18 ;  ; 0.006554033 ;  ; 1.2121E-10
625000.0 ;  ;  ; 2.65E-18 ;  ; 0.006513125 ;  ; 1.32234E-10
650000.0 ;  ;  ; 2.96482E-18 ;  ; 0.006474062 ;  ; 1.44261E-10
675000.0 ;  ;  ; 3.31705E-18 ;  ; 0.006436694 ;  ; 1.57382E-10
700000.0 ;  ;  ; 3.71112E-18 ;  ; 0.00640089 ;  ; 1.71696E-10
725000.0 ;  ;  ; 4.15201E-18 ;  ; 0.006456782 ;  ; 1.87312E-10
750000.0 ;  ;  ; 4.64527E-18 ;  ; 0.006511242 ;  ; 2.04349E-10
775000.0 ;  ;  ; 5.19714E-18 ;  ; 0.006564353 ;  ; 2.22934E-10
800000.0 ;  ;  ; 5.81457E-18 ;  ; 0.00661619 ;  ; 2.43211E-10
825000.0 ;  ;  ; 6.50535E-18 ;  ; 0.006698874 ;  ; 2.65331E-10
850000.0 ;  ;  ; 7.2782E-18 ;  ; 0.006780077 ;  ; 2.89463E-10
875000.0 ;  ;  ; 8.14286E-18 ;  ; 0.006859868 ;  ; 3.1579E-10
900000.0 ;  ;  ; 9.11025E-18 ;  ; 0.00693831 ;  ; 3.44512E-10
922488.5 ;  ;  ; 1.00783E-17 ;  ; 0.007025307 ;  ; 3.72573E-10
944977.0 ;  ;  ; 1.11491E-17 ;  ; 0.00711126 ;  ; 4.0292E-10
958732.8 ;  ;  ; 1.18595E-17 ;  ; 0.006766591 ;  ; 4.22689E-10
972488.5 ;  ;  ; 1.26151E-17 ;  ; 0.006443189 ;  ; 4.43428E-10
1000000.0 ;  ;  ; 1.42739E-17 ;  ; 0.00585397 ;  ; 4.88007E-10
1015625.0 ;  ;  ; 1.68095E-17 ;  ; 0.005873882 ;  ; 5.14821E-10
1031250.0 ;  ;  ; 1.97955E-17 ;  ; 0.005893556 ;  ; 5.43109E-10
1046875.0 ;  ;  ; 2.3312E-17 ;  ; 0.005912998 ;  ; 5.7295E-10
1062500.0 ;  ;  ; 2.74532E-17 ;  ; 0.005932216 ;  ; 6.04432E-10
1078125.0 ;  ;  ; 3.23299E-17 ;  ; 0.005951213 ;  ; 6.37643E-10
1093750.0 ;  ;  ; 3.8073E-17 ;  ; 0.005969997 ;  ; 6.72679E-10
1109375.0 ;  ;  ; 4.48363E-17 ;  ; 0.005988573 ;  ; 7.0964E-10
1125000.0 ;  ;  ; 5.2801E-17 ;  ; 0.006006945 ;  ; 7.48632E-10
1140625.0 ;  ;  ; 6.21805E-17 ;  ; 0.006025119 ;  ; 7.89767E-10
1156250.0 ;  ;  ; 7.32262E-17 ;  ; 0.0060431 ;  ; 8.33162E-10
1171875.0 ;  ;  ; 8.62341E-17 ;  ; 0.006060892 ;  ; 8.78941E-10
1187500.0 ;  ;  ; 1.01553E-16 ;  ; 0.006078499 ;  ; 9.27235E-10
1203125.0 ;  ;  ; 1.19593E-16 ;  ; 0.006095927 ;  ; 9.78183E-10
1218750.0 ;  ;  ; 1.40837E-16 ;  ; 0.006113178 ;  ; 1.031931E-9
1234375.0 ;  ;  ; 1.65855E-16 ;  ; 0.006130258 ;  ; 1.088631E-9
1250000.0 ;  ;  ; 1.95318E-16 ;  ; 0.00614717 ;  ; 1.148448E-9
1250910.0 ;  ;  ; 1.97186E-16 ;  ; 0.00614908 ;  ; 1.152031E-9
1266479.0 ;  ;  ; 2.32078E-16 ;  ; 0.006174145 ;  ; 1.215098E-9
1282047.0 ;  ;  ; 2.73142E-16 ;  ; 0.006199003 ;  ; 1.281613E-9
1297615.0 ;  ;  ; 3.21471E-16 ;  ; 0.006223658 ;  ; 1.351769E-9
1313183.0 ;  ;  ; 3.78351E-16 ;  ; 0.006248117 ;  ; 1.425765E-9
1328751.0 ;  ;  ; 4.45295E-16 ;  ; 0.006272381 ;  ; 1.503812E-9
1344319.0 ;  ;  ; 5.24085E-16 ;  ; 0.006296455 ;  ; 1.586131E-9
1359887.0 ;  ;  ; 6.16815E-16 ;  ; 0.006320343 ;  ; 1.672957E-9
1375455.0 ;  ;  ; 7.25953E-16 ;  ; 0.006344048 ;  ; 1.764535E-9
1391024.0 ;  ;  ; 8.5441E-16 ;  ; 0.006367575 ;  ; 1.861133E-9
1406592.0 ;  ;  ; 1.00559E-15 ;  ; 0.006390924 ;  ; 1.963012E-9
1422160.0 ;  ;  ; 1.18351E-15 ;  ; 0.006414101 ;  ; 2.070468E-9
1437728.0 ;  ;  ; 1.39292E-15 ;  ; 0.006437108 ;  ; 2.183806E-9
1453296.0 ;  ;  ; 1.63938E-15 ;  ; 0.006459949 ;  ; 2.303348E-9
1468864.0 ;  ;  ; 1.92945E-15 ;  ; 0.006482626 ;  ; 2.429435E-9
1484432.0 ;  ;  ; 2.27084E-15 ;  ; 0.006505142 ;  ; 2.562423E-9
1500000.0 ;  ;  ; 2.67263E-15 ;  ; 0.0065275 ;  ; 2.702691E-9
1515625.0 ;  ;  ; 3.1474E-15 ;  ; 0.006533857 ;  ; 2.851193E-9
1531250.0 ;  ;  ; 3.7065E-15 ;  ; 0.006540154 ;  ; 3.007856E-9
1546875.0 ;  ;  ; 4.36492E-15 ;  ; 0.006546394 ;  ; 3.173126E-9
1562500.0 ;  ;  ; 5.14031E-15 ;  ; 0.006552577 ;  ; 3.347477E-9
1578125.0 ;  ;  ; 6.05343E-15 ;  ; 0.006558704 ;  ; 3.531409E-9
1593750.0 ;  ;  ; 7.12876E-15 ;  ; 0.006564776 ;  ; 3.725446E-9
1609375.0 ;  ;  ; 8.39511E-15 ;  ; 0.006570795 ;  ; 3.930145E-9
1625000.0 ;  ;  ; 9.88641E-15 ;  ; 0.006576761 ;  ; 4.146092E-9
1640625.0 ;  ;  ; 1.16426E-14 ;  ; 0.006582675 ;  ; 4.373904E-9
1656250.0 ;  ;  ; 1.37108E-14 ;  ; 0.006588538 ;  ; 4.614234E-9
1671875.0 ;  ;  ; 1.61464E-14 ;  ; 0.006594351 ;  ; 4.867768E-9
1687500.0 ;  ;  ; 1.90147E-14 ;  ; 0.006600116 ;  ; 5.135234E-9
1703125.0 ;  ;  ; 2.23924E-14 ;  ; 0.006605832 ;  ; 5.417396E-9
1718750.0 ;  ;  ; 2.63702E-14 ;  ; 0.006611501 ;  ; 5.715061E-9
1734375.0 ;  ;  ; 3.10546E-14 ;  ; 0.006617123 ;  ; 6.029082E-9
1750000.0 ;  ;  ; 3.65711E-14 ;  ; 0.0066227 ;  ; 6.360357E-9
1765625.0 ;  ;  ; 4.30676E-14 ;  ; 0.006615096 ;  ; 6.709835E-9
1781250.0 ;  ;  ; 5.07181E-14 ;  ; 0.006607567 ;  ; 7.078515E-9
1796875.0 ;  ;  ; 5.97276E-14 ;  ; 0.006600112 ;  ; 7.467453E-9
1812500.0 ;  ;  ; 7.03376E-14 ;  ; 0.00659273 ;  ; 7.877761E-9
