Incident energy ; MT=16 : (z,2n) ; MT=17 : (z,3n) ; MT=22 : (z,n+α) ; MT=28 : (z,n+p) ; MT=102 : (z,γ) ; MT=103 : (z,p) ; MT=107 : (z,α)
0.010625 ;  ;  ;  ;  ; 0.3858954 ;  ; 
0.01125 ;  ;  ;  ;  ; 0.3750275 ;  ; 
0.011875 ;  ;  ;  ;  ; 0.3650317 ;  ; 
0.0125 ;  ;  ;  ;  ; 0.355796 ;  ; 
0.01375 ;  ;  ;  ;  ; 0.3392478 ;  ; 
0.015 ;  ;  ;  ;  ; 0.324805 ;  ; 
0.01625 ;  ;  ;  ;  ; 0.312055 ;  ; 
0.0175 ;  ;  ;  ;  ; 0.3006934 ;  ; 
0.01875 ;  ;  ;  ;  ; 0.2904878 ;  ; 
0.02 ;  ;  ;  ;  ; 0.2812559 ;  ; 
0.021325 ;  ;  ;  ;  ; 0.2723727 ;  ; 
0.02265 ;  ;  ;  ;  ; 0.2642841 ;  ; 
0.023975 ;  ;  ;  ;  ; 0.2568802 ;  ; 
0.0253 ;  ;  ;  ;  ; 0.2500713 ;  ; 
0.02684375 ;  ;  ;  ;  ; 0.2427893 ;  ; 
0.0283875 ;  ;  ;  ;  ; 0.2361124 ;  ; 
0.031475 ;  ;  ;  ;  ; 0.2242531 ;  ; 
0.0345625 ;  ;  ;  ;  ; 0.2139983 ;  ; 
0.03765 ;  ;  ;  ;  ; 0.205023 ;  ; 
0.0407375 ;  ;  ;  ;  ; 0.1970885 ;  ; 
0.043825 ;  ;  ;  ;  ; 0.1900098 ;  ; 
0.0469125 ;  ;  ;  ;  ; 0.1836435 ;  ; 
0.05 ;  ;  ;  ;  ; 0.1778778 ;  ; 
0.053125 ;  ;  ;  ;  ; 0.1725635 ;  ; 
0.05625 ;  ;  ;  ;  ; 0.1677027 ;  ; 
0.059375 ;  ;  ;  ;  ; 0.1632381 ;  ; 
0.0625 ;  ;  ;  ;  ; 0.1591184 ;  ; 
0.06875 ;  ;  ;  ;  ; 0.1517296 ;  ; 
0.075 ;  ;  ;  ;  ; 0.1452643 ;  ; 
0.08125 ;  ;  ;  ;  ; 0.1395566 ;  ; 
0.0875 ;  ;  ;  ;  ; 0.1344732 ;  ; 
0.09375 ;  ;  ;  ;  ; 0.129908 ;  ; 
0.1 ;  ;  ;  ;  ; 0.1257786 ;  ; 
0.10625 ;  ;  ;  ;  ; 0.1220198 ;  ; 
0.1125 ;  ;  ;  ;  ; 0.1185803 ;  ; 
0.11875 ;  ;  ;  ;  ; 0.1154221 ;  ; 
0.125 ;  ;  ;  ;  ; 0.1125139 ;  ; 
0.1375 ;  ;  ;  ;  ; 0.1072923 ;  ; 
0.15 ;  ;  ;  ;  ; 0.1027174 ;  ; 
0.1625 ;  ;  ;  ;  ; 0.0986813 ;  ; 
0.175 ;  ;  ;  ;  ; 0.09508682 ;  ; 
0.1875 ;  ;  ;  ;  ; 0.09186007 ;  ; 
0.2 ;  ;  ;  ;  ; 0.0889511 ;  ; 
0.21875 ;  ;  ;  ;  ; 0.08505972 ;  ; 
0.2375 ;  ;  ;  ;  ; 0.0816277 ;  ; 
0.25625 ;  ;  ;  ;  ; 0.0785803 ;  ; 
0.275 ;  ;  ;  ;  ; 0.0758508 ;  ; 
0.29375 ;  ;  ;  ;  ; 0.07338748 ;  ; 
0.3125 ;  ;  ;  ;  ; 0.07114969 ;  ; 
0.33125 ;  ;  ;  ;  ; 0.06910581 ;  ; 
0.35 ;  ;  ;  ;  ; 0.06724144 ;  ; 
0.3875 ;  ;  ;  ;  ; 0.06391452 ;  ; 
0.425 ;  ;  ;  ;  ; 0.06102448 ;  ; 
0.5 ;  ;  ;  ;  ; 0.05626519 ;  ; 
0.625 ;  ;  ;  ;  ; 0.05032477 ;  ; 
0.75 ;  ;  ;  ;  ; 0.04593362 ;  ; 
0.875 ;  ;  ;  ;  ; 0.04253066 ;  ; 
1.0 ;  ;  ;  ;  ; 0.03978833 ;  ; 
1.25 ;  ;  ;  ;  ; 0.03558132 ;  ; 
1.5 ;  ;  ;  ;  ; 0.0324777 ;  ; 
1.75 ;  ;  ;  ;  ; 0.0300705 ;  ; 
2.0 ;  ;  ;  ;  ; 0.02812903 ;  ; 
2.375 ;  ;  ;  ;  ; 0.02581226 ;  ; 
2.75 ;  ;  ;  ;  ; 0.02398945 ;  ; 
3.125 ;  ;  ;  ;  ; 0.02250232 ;  ; 
3.5 ;  ;  ;  ;  ; 0.02126147 ;  ; 
4.25 ;  ;  ;  ;  ; 0.01929297 ;  ; 
5.0 ;  ;  ;  ;  ; 0.01778736 ;  ; 
6.25 ;  ;  ;  ;  ; 0.0159093 ;  ; 
7.5 ;  ;  ;  ;  ; 0.01452238 ;  ; 
8.75 ;  ;  ;  ;  ; 0.01344546 ;  ; 
10.0 ;  ;  ;  ;  ; 0.0125775 ;  ; 
12.5 ;  ;  ;  ;  ; 0.01124893 ;  ; 
15.0 ;  ;  ;  ;  ; 0.01026844 ;  ; 
17.5 ;  ;  ;  ;  ; 0.009506894 ;  ; 
20.0 ;  ;  ;  ;  ; 0.008892939 ;  ; 
23.75 ;  ;  ;  ;  ; 0.008160623 ;  ; 
27.5 ;  ;  ;  ;  ; 0.007583985 ;  ; 
31.25 ;  ;  ;  ;  ; 0.00711422 ;  ; 
35.0 ;  ;  ;  ;  ; 0.006722177 ;  ; 
42.5 ;  ;  ;  ;  ; 0.006100116 ;  ; 
50.0 ;  ;  ;  ;  ; 0.005624035 ;  ; 
62.5 ;  ;  ;  ;  ; 0.005030265 ;  ; 
75.0 ;  ;  ;  ;  ; 0.004591903 ;  ; 
87.5 ;  ;  ;  ;  ; 0.004251307 ;  ; 
100.0 ;  ;  ;  ;  ; 0.003976774 ;  ; 
125.0 ;  ;  ;  ;  ; 0.003556861 ;  ; 
150.0 ;  ;  ;  ;  ; 0.003246915 ;  ; 
175.0 ;  ;  ;  ;  ; 0.003006074 ;  ; 
200.0 ;  ;  ;  ;  ; 0.00281193 ;  ; 
237.5 ;  ;  ;  ;  ; 0.002580394 ;  ; 
275.0 ;  ;  ;  ;  ; 0.002398027 ;  ; 
312.5 ;  ;  ;  ;  ; 0.00224953 ;  ; 
350.0 ;  ;  ;  ;  ; 0.002125593 ;  ; 
425.0 ;  ;  ;  ;  ; 0.001928927 ;  ; 
500.0 ;  ;  ;  ;  ; 0.001778384 ;  ; 
625.0 ;  ;  ;  ;  ; 0.001590632 ;  ; 
750.0 ;  ;  ;  ;  ; 0.001452033 ;  ; 
875.0 ;  ;  ;  ;  ; 0.001344325 ;  ; 
1000.0 ;  ;  ;  ;  ; 0.001257501 ;  ; 
1175.0 ;  ;  ;  ;  ; 0.001160082 ;  ; 
1350.0 ;  ;  ;  ;  ; 0.001082285 ;  ; 
1525.0 ;  ;  ;  ;  ; 0.001018291 ;  ; 
1612.5 ;  ;  ;  ;  ; 9.913569E-4 ;  ; 
1656.25 ;  ;  ;  ;  ; 9.778984E-4 ;  ; 
1678.125 ;  ;  ;  ;  ; 9.711692E-4 ;  ; 
1689.062 ;  ;  ;  ;  ; 9.678047E-4 ;  ; 
1694.531 ;  ;  ;  ;  ; 9.661223E-4 ;  ; 
1695.898 ;  ;  ;  ;  ; 9.657228E-4 ;  ; 
1696.582 ;  ;  ;  ;  ; 9.669407E-4 ;  ; 
1696.924 ;  ;  ;  ;  ; 9.746032E-4 ;  ; 
1697.095 ;  ;  ;  ;  ; 9.87091E-4 ;  ; 
1697.265 ;  ;  ;  ;  ; 0.001014213 ;  ; 
1697.436 ;  ;  ;  ;  ; 0.001071104 ;  ; 
1697.522 ;  ;  ;  ;  ; 0.001118756 ;  ; 
1697.607 ;  ;  ;  ;  ; 0.001184555 ;  ; 
1697.693 ;  ;  ;  ;  ; 0.001276505 ;  ; 
1697.778 ;  ;  ;  ;  ; 0.001400564 ;  ; 
1697.864 ;  ;  ;  ;  ; 0.001569959 ;  ; 
1697.949 ;  ;  ;  ;  ; 0.001793282 ;  ; 
1697.992 ;  ;  ;  ;  ; 0.001932126 ;  ; 
1698.035 ;  ;  ;  ;  ; 0.002091246 ;  ; 
1698.078 ;  ;  ;  ;  ; 0.002273068 ;  ; 
1698.12 ;  ;  ;  ;  ; 0.0024751 ;  ; 
1698.163 ;  ;  ;  ;  ; 0.002709746 ;  ; 
1698.206 ;  ;  ;  ;  ; 0.002975548 ;  ; 
1698.249 ;  ;  ;  ;  ; 0.003275764 ;  ; 
1698.291 ;  ;  ;  ;  ; 0.003605541 ;  ; 
1698.334 ;  ;  ;  ;  ; 0.003984179 ;  ; 
1698.377 ;  ;  ;  ;  ; 0.004408136 ;  ; 
1698.42 ;  ;  ;  ;  ; 0.004881453 ;  ; 
1698.462 ;  ;  ;  ;  ; 0.005395441 ;  ; 
1698.505 ;  ;  ;  ;  ; 0.005978841 ;  ; 
1698.547 ;  ;  ;  ;  ; 0.006608768 ;  ; 
1698.632 ;  ;  ;  ;  ; 0.00808295 ;  ; 
1698.718 ;  ;  ;  ;  ; 0.009876499 ;  ; 
1698.803 ;  ;  ;  ;  ; 0.01198361 ;  ; 
1698.889 ;  ;  ;  ;  ; 0.01448871 ;  ; 
1698.974 ;  ;  ;  ;  ; 0.01736467 ;  ; 
1699.06 ;  ;  ;  ;  ; 0.02070583 ;  ; 
1699.145 ;  ;  ;  ;  ; 0.02445416 ;  ; 
1699.231 ;  ;  ;  ;  ; 0.02870948 ;  ; 
1699.316 ;  ;  ;  ;  ; 0.03337454 ;  ; 
1699.402 ;  ;  ;  ;  ; 0.03854981 ;  ; 
1699.487 ;  ;  ;  ;  ; 0.04409406 ;  ; 
1699.658 ;  ;  ;  ;  ; 0.05639657 ;  ; 
1699.999 ;  ;  ;  ;  ; 0.08391427 ;  ; 
1700.001 ;  ;  ;  ;  ; 0.1670046 ;  ; 
2000.0 ;  ;  ;  ;  ; 0.149806 ;  ; 
2250.0 ;  ;  ;  ;  ; 0.138331 ;  ; 
2500.0 ;  ;  ;  ;  ; 0.1288131 ;  ; 
3000.0 ;  ;  ;  ;  ; 0.1135717 ;  ; 
3500.0 ;  ;  ;  ;  ; 0.1018877 ;  ; 
4000.0 ;  ;  ;  ;  ; 0.0925605 ;  ; 
4500.0 ;  ;  ;  ;  ; 0.08486254 ;  ; 
5000.0 ;  ;  ;  ;  ; 0.07852059 ;  ; 
5500.0 ;  ;  ;  ;  ; 0.07337361 ;  ; 
6000.0 ;  ;  ;  ;  ; 0.06896996 ;  ; 
7000.0 ;  ;  ;  ;  ; 0.06140662 ;  ; 
8000.0 ;  ;  ;  ;  ; 0.05548256 ;  ; 
9000.0 ;  ;  ;  ;  ; 0.05072116 ;  ; 
10000.0 ;  ;  ;  ;  ; 0.04680925 ;  ; 
11250.0 ;  ;  ;  ;  ; 0.04281679 ;  ; 
12500.0 ;  ;  ;  ;  ; 0.03953485 ;  ; 
13750.0 ;  ;  ;  ;  ; 0.03684941 ;  ; 
15000.0 ;  ;  ;  ;  ; 0.03455739 ;  ; 
17000.0 ;  ;  ;  ;  ; 0.03156545 ;  ; 
20000.0 ;  ;  ;  ;  ; 0.02815435 ;  ; 
22500.0 ;  ;  ;  ;  ; 0.02598215 ;  ; 
25000.0 ;  ;  ;  ;  ; 0.02418146 ;  ; 
30000.0 ;  ;  ;  ;  ; 0.02143599 ;  ; 
35000.0 ;  ;  ;  ;  ; 0.01941572 ;  ; 
40000.0 ;  ;  ;  ;  ; 0.01777931 ;  ; 
45000.0 ;  ;  ;  ;  ; 0.01646374 ;  ; 
50000.0 ;  ;  ;  ;  ; 0.01536963 ;  ; 
60000.0 ;  ;  ;  ;  ; 0.01362142 ;  ; 
70000.0 ;  ;  ;  ;  ; 0.01228123 ;  ; 
80000.0 ;  ;  ;  ;  ; 0.01121687 ;  ; 
89999.95 ;  ;  ;  ;  ; 0.01043878 ;  ; 
99999.9 ;  ;  ;  ;  ; 0.009788608 ;  ; 0.0
100000.1 ;  ;  ;  ;  ; 0.009749994 ;  ; 5.53908E-22
112500.1 ;  ;  ;  ;  ; 0.009085823 ;  ; 6.9239E-17
125000.1 ;  ;  ;  ;  ; 0.008530133 ;  ; 1.38477E-16
150000.0 ;  ;  ;  ;  ; 0.00764763 ;  ; 2.76954E-16
175000.0 ;  ;  ;  ;  ; 0.007073056 ;  ; 4.15431E-16
200000.0 ;  ;  ;  ;  ; 0.00661035 ;  ; 5.53908E-16
250000.0 ;  ;  ;  ;  ; 0.00601577 ;  ; 8.30861E-16
300000.0 ;  ;  ;  ;  ; 0.00577669 ;  ; 1.10782E-15
459360.0 ;  ;  ;  ;  ; 0.00548999 ;  ; 1.99052E-15
464440.0 ;  ;  ;  ;  ; 0.005446268 ;  ; 2.01866E-15
469520.0 ;  ;  ;  ;  ; 0.005403365 ;  ; 2.0468E-15
479680.0 ;  ;  ;  ;  ; 0.005319918 ;  ; 2.10308E-15
500000.0 ;  ;  ;  ;  ; 0.00516185 ;  ; 2.21563E-15
550000.0 ;  ;  ;  ;  ; 0.005140319 ;  ; 2.60733E-15
600000.0 ;  ;  ;  ;  ; 0.005120741 ;  ; 3.06828E-15
650000.0 ;  ;  ;  ;  ; 0.005102797 ;  ; 3.61071E-15
700000.0 ;  ;  ;  ;  ; 0.00508624 ;  ; 4.24904E-15
750000.0 ;  ;  ;  ;  ; 0.005134977 ;  ; 5.00023E-15
800000.0 ;  ;  ;  ;  ; 0.00518099 ;  ; 5.88421E-15
855255.0 ;  ;  ;  ;  ; 0.0052523 ;  ; 7.04397E-15
866441.3 ;  ;  ;  ;  ; 0.005256817 ;  ; 7.30524E-15
877627.5 ;  ;  ;  ;  ; 0.005261281 ;  ; 7.5762E-15
900000.0 ;  ;  ;  ;  ; 0.00527005 ;  ; 8.14864E-15
943610.0 ;  ;  ;  ;  ; 0.005327308 ;  ; 9.39179E-15
987220.0 ;  ;  ;  ;  ; 0.00538256 ;  ; 1.08246E-14
1000000.0 ;  ;  ;  ;  ; 0.00537652 ;  ; 1.12845E-14
1031250.0 ;  ;  ;  ;  ; 0.005435929 ;  ; 1.24891E-14
1062500.0 ;  ;  ;  ;  ; 0.005494191 ;  ; 1.38224E-14
1093750.0 ;  ;  ;  ;  ; 0.005551362 ;  ; 1.52979E-14
1125000.0 ;  ;  ;  ;  ; 0.005607493 ;  ; 1.6931E-14
1156250.0 ;  ;  ;  ;  ; 0.005662629 ;  ; 1.87384E-14
1187500.0 ;  ;  ;  ;  ; 0.005716816 ;  ; 2.07388E-14
1218750.0 ;  ;  ;  ;  ; 0.005770094 ;  ; 2.29527E-14
1250000.0 ;  ;  ;  ;  ; 0.0058225 ;  ; 2.54029E-14
1281250.0 ;  ;  ;  ;  ; 0.005896685 ;  ; 2.81147E-14
1312500.0 ;  ;  ;  ;  ; 0.005969994 ;  ; 3.1116E-14
1343750.0 ;  ;  ;  ;  ; 0.006042457 ;  ; 3.44377E-14
1375000.0 ;  ;  ;  ;  ; 0.006114103 ;  ; 3.81139E-14
1406250.0 ;  ;  ;  ;  ; 0.006184961 ;  ; 4.21827E-14
1437500.0 ;  ;  ;  ;  ; 0.006255055 ;  ; 4.66857E-14
1468750.0 ;  ;  ;  ;  ; 0.00632441 ;  ; 5.16695E-14
1500000.0 ;  ;  ;  ;  ; 0.00639305 ;  ; 5.71853E-14
1500980.0 ;  ;  ;  ;  ; 0.00639539 ;  ; 5.73675E-14
1516544.0 ;  ;  ;  ;  ; 0.006438816 ;  ; 6.03399E-14
1532108.0 ;  ;  ;  ;  ; 0.006482089 ;  ; 6.34664E-14
1563235.0 ;  ;  ;  ;  ; 0.006568182 ;  ; 7.02135E-14
1594363.0 ;  ;  ;  ;  ; 0.00665369 ;  ; 7.76781E-14
1625490.0 ;  ;  ;  ;  ; 0.006738623 ;  ; 8.59361E-14
1656618.0 ;  ;  ;  ;  ; 0.006823001 ;  ; 9.50722E-14
1687745.0 ;  ;  ;  ;  ; 0.006906832 ;  ; 1.05179E-13
1718873.0 ;  ;  ;  ;  ; 0.006990136 ;  ; 1.16361E-13
1750000.0 ;  ;  ;  ;  ; 0.00707292 ;  ; 1.28732E-13
1783445.0 ;  ;  ;  ;  ; 0.007178152 ;  ; 1.43493E-13
1816890.0 ;  ;  ;  ;  ; 0.007282952 ;  ; 1.59946E-13
1850335.0 ;  ;  ;  ;  ; 0.007387328 ;  ; 1.78286E-13
1883780.0 ;  ;  ;  ;  ; 0.00749129 ;  ; 1.98729E-13
1912835.0 ;  ;  ;  ;  ; 0.007363747 ;  ; 2.18383E-13
1941890.0 ;  ;  ;  ;  ; 0.00724025 ;  ; 2.3998E-13
2000000.0 ;  ;  ;  ;  ; 0.00700466 ;  ; 2.89792E-13
2042625.0 ;  ;  ;  ;  ; 0.006989887 ;  ; 3.33774E-13
2085250.0 ;  ;  ;  ;  ; 0.00697545 ;  ; 3.8443E-13
2085252.0 ;  ;  ;  ;  ; 0.006975452 ;  ; 3.84433E-13
2125546.0 ;  ;  ;  ;  ; 0.007014868 ;  ; 4.3937E-13
2165840.0 ;  ;  ;  ;  ; 0.00705376 ;  ; 5.02158E-13
2165841.0 ;  ;  ;  ;  ; 0.007053762 ;  ; 5.02159E-13
2203618.0 ;  ;  ;  ;  ; 0.007125932 ;  ; 5.69151E-13
2241395.0 ;  ;  ;  ;  ; 0.007197595 ;  ; 6.4508E-13
2279173.0 ;  ;  ;  ;  ; 0.007268765 ;  ; 7.31141E-13
2316950.0 ;  ;  ;  ;  ; 0.00733945 ;  ; 8.28681E-13
2359641.0 ;  ;  ;  ;  ; 0.006847241 ;  ; 9.54658E-13
2402332.0 ;  ;  ;  ;  ; 0.006395997 ;  ; 1.09979E-12
2445023.0 ;  ;  ;  ;  ; 0.00598167 ;  ; 1.26698E-12
2487713.0 ;  ;  ;  ;  ; 0.00560068 ;  ; 1.45958E-12
2530404.0 ;  ;  ;  ;  ; 0.005249825 ;  ; 1.68147E-12
2573094.0 ;  ;  ;  ;  ; 0.004926285 ;  ; 1.93708E-12
2615785.0 ;  ;  ;  ;  ; 0.004627519 ;  ; 2.23156E-12
2658475.0 ;  ;  ;  ;  ; 0.004351283 ;  ; 2.5708E-12
2701166.0 ;  ;  ;  ;  ; 0.004095545 ;  ; 2.96162E-12
2743857.0 ;  ;  ;  ;  ; 0.003858501 ;  ; 3.41185E-12
2786548.0 ;  ;  ;  ;  ; 0.003638525 ;  ; 3.93052E-12
2829238.0 ;  ;  ;  ;  ; 0.003434158 ;  ; 4.52803E-12
2871929.0 ;  ;  ;  ;  ; 0.003244072 ;  ; 5.21639E-12
2914619.0 ;  ;  ;  ;  ; 0.003067088 ;  ; 6.00937E-12
2957310.0 ;  ;  ;  ;  ; 0.002902123 ;  ; 6.92292E-12
3000000.0 ;  ;  ;  ;  ; 0.00274821 ;  ; 7.97533E-12
3051295.0 ;  ;  ;  ;  ; 0.002580663 ;  ; 9.54441E-12
3102590.0 ;  ;  ;  ;  ; 0.002425872 ;  ; 1.14222E-11
3102592.0 ;  ;  ; 0.0 ;  ; 0.002425867 ;  ; 1.14223E-11
3132979.0 ;  ;  ; 2.74916E-21 ;  ; 0.002339709 ;  ; 1.26379E-11
3163366.0 ;  ;  ; 5.49832E-21 ;  ; 0.0022574 ;  ; 1.39829E-11
3193753.0 ;  ;  ; 8.24748E-21 ;  ; 0.002178732 ;  ; 1.5471E-11
3224139.0 ;  ;  ; 1.09966E-20 ;  ; 0.002103514 ;  ; 1.71174E-11
3254526.0 ;  ;  ; 1.37457E-20 ;  ; 0.00203156 ;  ; 1.89391E-11
3284912.0 ;  ;  ; 1.64948E-20 ;  ; 0.001962705 ;  ; 2.09546E-11
3315299.0 ;  ;  ; 1.92439E-20 ;  ; 0.001896783 ;  ; 2.31846E-11
3345685.0 ;  ;  ; 2.1993E-20 ;  ; 0.001833649 ;  ; 2.5652E-11
3376072.0 ;  ;  ; 2.47422E-20 ;  ; 0.001773157 ;  ; 2.83819E-11
3406459.0 ;  ;  ; 2.74913E-20 ;  ; 0.001715176 ;  ; 3.14024E-11
3436846.0 ;  ;  ; 3.02405E-20 ;  ; 0.001659581 ;  ; 3.47444E-11
3467233.0 ;  ;  ; 3.29897E-20 ;  ; 0.001606254 ;  ; 3.8442E-11
3497620.0 ;  ;  ; 3.57388E-20 ;  ; 0.001555083 ;  ; 4.25332E-11
3528007.0 ;  ;  ; 3.8488E-20 ;  ; 0.001505964 ;  ; 4.70597E-11
3558394.0 ;  ;  ; 4.12371E-20 ;  ; 0.001458799 ;  ; 5.2068E-11
3588780.0 ;  ;  ; 4.39862E-20 ;  ; 0.001413494 ;  ; 5.76091E-11
3614480.0 ;  ;  ; 5.10651E-20 ;  ; 0.001376562 ;  ; 6.27578E-11
3640180.0 ;  ;  ; 5.92833E-20 ;  ; 0.001340847 ;  ; 6.83667E-11
3665880.0 ;  ;  ; 6.88241E-20 ;  ; 0.001306299 ;  ; 7.44768E-11
