Incident energy ; MT=16 : (z,2n) ; MT=102 : (z,γ) ; MT=103 : (z,p) ; MT=107 : (z,α)
0.00139 ;  ; 0.03397323 ;  ; 1.66618E-8
0.0015 ;  ; 0.03270382 ;  ; 1.603923E-8
0.001625 ;  ; 0.0314208 ;  ; 1.541E-8
0.00175 ;  ; 0.03027784 ;  ; 1.484944E-8
0.001875 ;  ; 0.02925117 ;  ; 1.434592E-8
0.002 ;  ; 0.02832233 ;  ; 1.389038E-8
0.00214 ;  ; 0.02738024 ;  ; 1.342834E-8
0.00228 ;  ; 0.02652631 ;  ; 1.300953E-8
0.00242 ;  ; 0.02574761 ;  ; 1.262762E-8
0.00256 ;  ; 0.0250337 ;  ; 1.227747E-8
0.00275 ;  ; 0.02415346 ;  ; 1.184575E-8
0.0029375 ;  ; 0.02336993 ;  ; 1.146147E-8
0.003125 ;  ; 0.02265803 ;  ; 1.111231E-8
0.0033125 ;  ; 0.02200746 ;  ; 1.079323E-8
0.0035 ;  ; 0.02140989 ;  ; 1.050015E-8
0.003875 ;  ; 0.02034762 ;  ; 9.979155E-9
0.00425 ;  ; 0.01942922 ;  ; 9.528729E-9
0.004625 ;  ; 0.01862487 ;  ; 9.134257E-9
0.005 ;  ; 0.01791275 ;  ; 8.785039E-9
0.00512 ;  ; 0.01770156 ;  ; 8.681476E-9
0.0054025 ;  ; 0.01723244 ;  ; 8.451444E-9
0.005685 ;  ; 0.01679872 ;  ; 8.238782E-9
0.00625 ;  ; 0.01602123 ;  ; 7.857573E-9
0.006875 ;  ; 0.01527548 ;  ; 7.491915E-9
0.0075 ;  ; 0.01462512 ;  ; 7.172978E-9
0.008125 ;  ; 0.01405145 ;  ; 6.891585E-9
0.00875 ;  ; 0.01354047 ;  ; 6.640899E-9
0.009375 ;  ; 0.0130815 ;  ; 6.415708E-9
0.01 ;  ; 0.01266622 ;  ; 6.211963E-9
0.010625 ;  ; 0.01228806 ;  ; 6.026468E-9
0.01125 ;  ; 0.01194178 ;  ; 5.856657E-9
0.011875 ;  ; 0.01162315 ;  ; 5.700446E-9
0.0125 ;  ; 0.0113287 ;  ; 5.556114E-9
0.01375 ;  ; 0.0108012 ;  ; 5.297573E-9
0.015 ;  ; 0.01034121 ;  ; 5.072046E-9
0.01625 ;  ; 0.009935511 ;  ; 4.873038E-9
0.0175 ;  ; 0.009574235 ;  ; 4.695738E-9
0.01875 ;  ; 0.009249814 ;  ; 4.536478E-9
0.02 ;  ; 0.008956371 ;  ; 4.392401E-9
0.021325 ;  ; 0.008673992 ;  ; 4.253749E-9
0.02265 ;  ; 0.008416787 ;  ; 4.127472E-9
0.023975 ;  ; 0.00818115 ;  ; 4.011821E-9
0.0253 ;  ; 0.007964136 ;  ; 3.905364E-9
0.02700699 ;  ; 0.007708214 ;  ; 3.779902E-9
0.02871397 ;  ; 0.007475302 ;  ; 3.665788E-9
0.03042096 ;  ; 0.00726229 ;  ; 3.561457E-9
0.03212794 ;  ; 0.007066602 ;  ; 3.46562E-9
0.03554191 ;  ; 0.006718607 ;  ; 3.29511E-9
0.03895588 ;  ; 0.006417372 ;  ; 3.147339E-9
0.04171691 ;  ; 0.006201388 ;  ; 3.041352E-9
0.04447794 ;  ; 0.006005978 ;  ; 2.94549E-9
0.04723897 ;  ; 0.00582792 ;  ; 2.858184E-9
0.05 ;  ; 0.005664666 ;  ; 2.778168E-9
0.0506 ;  ; 0.005630953 ;  ; 2.761643E-9
0.0520875 ;  ; 0.005549894 ;  ; 2.7219E-9
0.053575 ;  ; 0.005472243 ;  ; 2.683808E-9
0.05655 ;  ; 0.005326296 ;  ; 2.612154E-9
0.0625 ;  ; 0.005066403 ;  ; 2.484624E-9
0.06875 ;  ; 0.004830479 ;  ; 2.369268E-9
0.075 ;  ; 0.004624646 ;  ; 2.268386E-9
0.08125 ;  ; 0.004443224 ;  ; 2.179197E-9
0.0875 ;  ; 0.004281924 ;  ; 2.099996E-9
0.09375 ;  ; 0.00413705 ;  ; 2.028897E-9
0.1 ;  ; 0.00400558 ;  ; 1.964495E-9
0.10625 ;  ; 0.003885763 ;  ; 1.905803E-9
0.1125 ;  ; 0.003776261 ;  ; 1.852008E-9
0.11875 ;  ; 0.003675581 ;  ; 1.802502E-9
0.125 ;  ; 0.003582509 ;  ; 1.756812E-9
0.1375 ;  ; 0.003415678 ;  ; 1.675392E-9
0.15 ;  ; 0.003270097 ;  ; 1.604027E-9
0.1625 ;  ; 0.003141772 ;  ; 1.540854E-9
0.175 ;  ; 0.003027752 ;  ; 1.484931E-9
0.1875 ;  ; 0.002925444 ;  ; 1.434664E-9
0.2 ;  ; 0.002832369 ;  ; 1.389115E-9
0.21875 ;  ; 0.002707891 ;  ; 1.328194E-9
0.2375 ;  ; 0.00259877 ;  ; 1.274557E-9
0.2381028 ;  ; 0.002595481 ;  ; 1.272939E-9
0.2404089 ;  ; 0.002583012 ;  ; 1.266804E-9
0.242715 ;  ; 0.002570728 ;  ; 1.260759E-9
0.2473271 ;  ; 0.002546697 ;  ; 1.248926E-9
0.2565514 ;  ; 0.002500623 ;  ; 1.226254E-9
0.275 ;  ; 0.002415252 ;  ; 1.184723E-9
0.29375 ;  ; 0.002336881 ;  ; 1.146313E-9
0.3125 ;  ; 0.002265708 ;  ; 1.111176E-9
0.33125 ;  ; 0.00220074 ;  ; 1.079173E-9
0.35 ;  ; 0.00214099 ;  ; 1.050036E-9
0.3875 ;  ; 0.002034683 ;  ; 9.97991E-10
0.425 ;  ; 0.00194284 ;  ; 9.52952E-10
0.5 ;  ; 0.001791221 ;  ; 8.78379E-10
0.625 ;  ; 0.001602091 ;  ; 7.85739E-10
0.75 ;  ; 0.001462414 ;  ; 7.17295E-10
0.875 ;  ; 0.001353943 ;  ; 6.64071E-10
1.0 ;  ; 0.001266579 ;  ; 6.21115E-10
1.25 ;  ; 0.001132862 ;  ; 5.5563E-10
1.5 ;  ; 0.001034109 ;  ; 5.07176E-10
1.75 ;  ; 9.574255E-4 ;  ; 4.69541E-10
2.0 ;  ; 8.956393E-4 ;  ; 4.392E-10
2.375 ;  ; 8.218974E-4 ;  ; 4.03052E-10
2.75 ;  ; 7.638272E-4 ;  ; 3.74547E-10
3.125 ;  ; 7.166027E-4 ;  ; 3.51478E-10
3.5 ;  ; 6.771676E-4 ;  ; 3.32003E-10
4.25 ;  ; 6.145576E-4 ;  ; 3.01268E-10
5.0 ;  ; 5.666835E-4 ;  ; 2.77835E-10
6.25 ;  ; 5.070039E-4 ;  ; 2.48536E-10
7.5 ;  ; 4.629829E-4 ;  ; 2.26818E-10
8.125 ;  ; 4.448902E-4 ;  ; 2.17869E-10
8.141865 ;  ; 4.444293E-4 ;  ; 2.17642E-10
8.179874 ;  ; 4.433963E-4 ;  ; 2.17138E-10
8.217882 ;  ; 4.423742E-4 ;  ; 2.16644E-10
8.293899 ;  ; 4.403557E-4 ;  ; 2.15668E-10
8.445933 ;  ; 4.36413E-4 ;  ; 2.13721E-10
8.75 ;  ; 4.288055E-4 ;  ; 2.10007E-10
9.375 ;  ; 4.144066E-4 ;  ; 2.02919E-10
10.0 ;  ; 4.013064E-4 ;  ; 1.96464E-10
12.5 ;  ; 3.593486E-4 ;  ; 1.75743E-10
15.0 ;  ; 3.284913E-4 ;  ; 1.60383E-10
16.25 ;  ; 3.158447E-4 ;  ; 1.54049E-10
16.28373 ;  ; 3.155228E-4 ;  ; 1.53889E-10
16.35975 ;  ; 3.148016E-4 ;  ; 1.53534E-10
16.43577 ;  ; 3.140884E-4 ;  ; 1.53187E-10
16.5878 ;  ; 3.126799E-4 ;  ; 1.525E-10
16.89187 ;  ; 3.099289E-4 ;  ; 1.51125E-10
17.5 ;  ; 3.046193E-4 ;  ; 1.48499E-10
18.75 ;  ; 2.945982E-4 ;  ; 1.43486E-10
20.0 ;  ; 2.854893E-4 ;  ; 1.3892E-10
23.75 ;  ; 2.628493E-4 ;  ; 1.27426E-10
23.77929 ;  ; 2.626929E-4 ;  ; 1.27347E-10
23.89557 ;  ; 2.620793E-4 ;  ; 1.27044E-10
24.01184 ;  ; 2.614737E-4 ;  ; 1.2675E-10
24.24438 ;  ; 2.602775E-4 ;  ; 1.26167E-10
24.70947 ;  ; 2.579408E-4 ;  ; 1.25E-10
25.63965 ;  ; 2.534812E-4 ;  ; 1.22665E-10
27.5 ;  ; 2.452298E-4 ;  ; 1.18482E-10
31.25 ;  ; 2.310732E-4 ;  ; 1.11117E-10
35.0 ;  ; 2.194466E-4 ;  ; 1.05004E-10
42.5 ;  ; 2.015169E-4 ;  ; 9.54516E-11
50.0 ;  ; 1.884347E-4 ;  ; 8.80535E-11
62.5 ;  ; 1.734665E-4 ;  ; 8.10532E-11
75.0 ;  ; 1.640522E-4 ;  ; 7.49576E-11
87.5 ;  ; 1.58418E-4 ;  ; 6.88621E-11
100.0 ;  ; 1.556301E-4 ;  ; 6.27665E-11
103.6288 ;  ; 1.552749E-4 ;  ; 6.1022E-11
114.3144 ;  ; 1.554402E-4 ;  ; 5.91549E-11
125.0 ;  ; 1.569037E-4 ;  ; 5.73127E-11
137.5 ;  ; 1.606546E-4 ;  ; 5.51577E-11
150.0 ;  ; 1.665301E-4 ;  ; 5.30027E-11
162.5 ;  ; 1.747285E-4 ;  ; 5.08477E-11
175.0 ;  ; 1.855902E-4 ;  ; 4.86927E-11
187.5 ;  ; 1.996301E-4 ;  ; 4.65377E-11
200.0 ;  ; 2.175878E-4 ;  ; 4.43827E-11
207.2576 ;  ; 2.302387E-4 ;  ; 4.3144E-11
221.8064 ;  ; 2.618525E-4 ;  ; 4.22448E-11
232.7096 ;  ; 2.926344E-4 ;  ; 4.15802E-11
243.6128 ;  ; 3.317395E-4 ;  ; 4.09157E-11
254.516 ;  ; 3.821428E-4 ;  ; 4.02511E-11
261.3305 ;  ; 4.217057E-4 ;  ; 3.98357E-11
268.145 ;  ; 4.69001E-4 ;  ; 3.94204E-11
274.9595 ;  ; 5.258674E-4 ;  ; 3.9005E-11
281.774 ;  ; 5.95203E-4 ;  ; 3.85897E-11
287.2256 ;  ; 6.631773E-4 ;  ; 3.82574E-11
292.6772 ;  ; 7.450415E-4 ;  ; 3.79251E-11
298.1288 ;  ; 8.448549E-4 ;  ; 3.75929E-11
303.5804 ;  ; 9.68288E-4 ;  ; 3.72606E-11
309.032 ;  ; 0.001123136 ;  ; 3.69283E-11
311.7578 ;  ; 0.001215815 ;  ; 3.67622E-11
314.4836 ;  ; 0.001321525 ;  ; 3.6596E-11
317.2094 ;  ; 0.00144251 ;  ; 3.64299E-11
319.9352 ;  ; 0.001581881 ;  ; 3.62638E-11
322.661 ;  ; 0.001743577 ;  ; 3.60976E-11
325.3868 ;  ; 0.001932664 ;  ; 3.59315E-11
328.283 ;  ; 0.00217123 ;  ; 3.5755E-11
331.1792 ;  ; 0.002459231 ;  ; 3.55784E-11
334.0754 ;  ; 0.002811305 ;  ; 3.54019E-11
336.9715 ;  ; 0.003247867 ;  ; 3.52254E-11
338.4196 ;  ; 0.003503912 ;  ; 3.51371E-11
339.8677 ;  ; 0.003798261 ;  ; 3.50489E-11
341.3158 ;  ; 0.004120885 ;  ; 3.49606E-11
342.7638 ;  ; 0.004488179 ;  ; 3.48723E-11
344.2119 ;  ; 0.004915792 ;  ; 3.47841E-11
345.66 ;  ; 0.005409048 ;  ; 3.46958E-11
347.1081 ;  ; 0.005982222 ;  ; 3.46076E-11
348.5561 ;  ; 0.006653648 ;  ; 3.45193E-11
350.0894 ;  ; 0.007498979 ;  ; 3.44258E-11
351.6227 ;  ; 0.008520239 ;  ; 3.43324E-11
353.156 ;  ; 0.009769047 ;  ; 3.42389E-11
354.6892 ;  ; 0.0113171 ;  ; 3.41455E-11
355.4559 ;  ; 0.01222691 ;  ; 3.40987E-11
356.2225 ;  ; 0.01326795 ;  ; 3.4052E-11
356.9891 ;  ; 0.01443788 ;  ; 3.40053E-11
357.7557 ;  ; 0.01577043 ;  ; 3.39586E-11
358.5224 ;  ; 0.0172693 ;  ; 3.39118E-11
359.289 ;  ; 0.01903144 ;  ; 3.38651E-11
360.0556 ;  ; 0.02108387 ;  ; 3.38184E-11
360.8222 ;  ; 0.02349073 ;  ; 3.37717E-11
361.5037 ;  ; 0.02599763 ;  ; 3.37301E-11
362.1851 ;  ; 0.02893186 ;  ; 3.36886E-11
362.8666 ;  ; 0.0323978 ;  ; 3.36471E-11
363.548 ;  ; 0.03653133 ;  ; 3.36055E-11
364.2295 ;  ; 0.04151787 ;  ; 3.3564E-11
364.9109 ;  ; 0.04760843 ;  ; 3.35225E-11
365.5924 ;  ; 0.0551538 ;  ; 3.34809E-11
366.2738 ;  ; 0.06457635 ;  ; 3.34394E-11
366.7423 ;  ; 0.07253647 ;  ; 3.34108E-11
367.2108 ;  ; 0.08214618 ;  ; 3.33823E-11
367.6793 ;  ; 0.09383326 ;  ; 3.33537E-11
368.1478 ;  ; 0.1082277 ;  ; 3.33252E-11
368.6163 ;  ; 0.1262398 ;  ; 3.32966E-11
368.8506 ;  ; 0.1369987 ;  ; 3.32823E-11
369.0848 ;  ; 0.1492013 ;  ; 3.32681E-11
369.3191 ;  ; 0.1631312 ;  ; 3.32538E-11
369.5533 ;  ; 0.1791135 ;  ; 3.32395E-11
369.7876 ;  ; 0.1975765 ;  ; 3.32252E-11
370.0218 ;  ; 0.2190242 ;  ; 3.3211E-11
370.2774 ;  ; 0.2466647 ;  ; 3.31954E-11
370.5329 ;  ; 0.2799451 ;  ; 3.31798E-11
370.7885 ;  ; 0.3206535 ;  ; 3.31642E-11
371.044 ;  ; 0.3711768 ;  ; 3.31487E-11
371.2996 ;  ; 0.4349987 ;  ; 3.31331E-11
371.4274 ;  ; 0.4734043 ;  ; 3.31253E-11
371.5551 ;  ; 0.517207 ;  ; 3.31175E-11
371.6829 ;  ; 0.5675674 ;  ; 3.31097E-11
371.8107 ;  ; 0.625843 ;  ; 3.31019E-11
371.9385 ;  ; 0.6938307 ;  ; 3.30941E-11
372.0662 ;  ; 0.7738329 ;  ; 3.30863E-11
372.2366 ;  ; 0.9050619 ;  ; 3.3076E-11
372.3218 ;  ; 0.9842074 ;  ; 3.30708E-11
372.4069 ;  ; 1.074746 ;  ; 3.30656E-11
372.4921 ;  ; 1.179452 ;  ; 3.30604E-11
372.5773 ;  ; 1.30166 ;  ; 3.30552E-11
372.6625 ;  ; 1.446133 ;  ; 3.305E-11
372.7476 ;  ; 1.619538 ;  ; 3.30448E-11
372.8009 ;  ; 1.74738 ;  ; 3.30416E-11
372.8541 ;  ; 1.893913 ;  ; 3.30383E-11
372.9074 ;  ; 2.06455 ;  ; 3.30351E-11
372.9606 ;  ; 2.265242 ;  ; 3.30318E-11
373.0139 ;  ; 2.505775 ;  ; 3.30286E-11
373.0671 ;  ; 2.797564 ;  ; 3.30253E-11
373.1203 ;  ; 3.15778 ;  ; 3.30221E-11
373.1735 ;  ; 3.609072 ;  ; 3.30189E-11
373.2002 ;  ; 3.879048 ;  ; 3.30172E-11
373.2268 ;  ; 4.182901 ;  ; 3.30156E-11
373.2534 ;  ; 4.526872 ;  ; 3.3014E-11
373.28 ;  ; 4.916974 ;  ; 3.30124E-11
373.3067 ;  ; 5.361783 ;  ; 3.30107E-11
373.3333 ;  ; 5.865642 ;  ; 3.30091E-11
373.3599 ;  ; 6.438666 ;  ; 3.30075E-11
373.3865 ;  ; 7.090351 ;  ; 3.30059E-11
373.4132 ;  ; 7.834135 ;  ; 3.30042E-11
373.4398 ;  ; 8.675944 ;  ; 3.30026E-11
373.4664 ;  ; 9.630833 ;  ; 3.3001E-11
373.493 ;  ; 10.71219 ;  ; 3.29994E-11
373.5196 ;  ; 11.93428 ;  ; 3.29978E-11
373.5462 ;  ; 13.31217 ;  ; 3.29961E-11
373.5728 ;  ; 14.86154 ;  ; 3.29945E-11
373.5994 ;  ; 16.59856 ;  ; 3.29929E-11
373.6247 ;  ; 18.43976 ;  ; 3.29914E-11
373.65 ;  ; 20.47965 ;  ; 3.29898E-11
373.6753 ;  ; 22.73202 ;  ; 3.29883E-11
373.7006 ;  ; 25.21013 ;  ; 3.29867E-11
373.7259 ;  ; 27.92635 ;  ; 3.29852E-11
373.7512 ;  ; 30.89183 ;  ; 3.29836E-11
373.8017 ;  ; 37.59254 ;  ; 3.29806E-11
373.8523 ;  ; 45.38912 ;  ; 3.29775E-11
373.9029 ;  ; 54.27542 ;  ; 3.29744E-11
373.9535 ;  ; 64.20111 ;  ; 3.29713E-11
374.004 ;  ; 75.02721 ;  ; 3.29682E-11
374.1211 ;  ; 102.4907 ;  ; 3.29611E-11
374.2382 ;  ; 129.9694 ;  ; 3.2954E-11
374.3021 ;  ; 143.1548 ;  ; 3.29501E-11
374.366 ;  ; 153.9547 ;  ; 3.29462E-11
374.4271 ;  ; 161.3497 ;  ; 3.29424E-11
374.4882 ;  ; 165.3714 ;  ; 3.29387E-11
374.5253 ;  ; 166.0395 ;  ; 3.29365E-11
374.5778 ;  ; 164.6503 ;  ; 3.29333E-11
374.6302 ;  ; 160.61 ;  ; 3.29301E-11
374.6991 ;  ; 151.6244 ;  ; 3.29259E-11
374.768 ;  ; 139.1855 ;  ; 3.29217E-11
374.8828 ;  ; 113.5461 ;  ; 3.29147E-11
374.9976 ;  ; 86.09126 ;  ; 3.29077E-11
375.0971 ;  ; 64.1009 ;  ; 3.29016E-11
375.1469 ;  ; 54.34561 ;  ; 3.28986E-11
375.1966 ;  ; 45.61113 ;  ; 3.28955E-11
375.2464 ;  ; 37.91066 ;  ; 3.28925E-11
375.2961 ;  ; 31.27073 ;  ; 3.28895E-11
375.3459 ;  ; 25.61849 ;  ; 3.28864E-11
375.3956 ;  ; 20.90055 ;  ; 3.28834E-11
375.4377 ;  ; 17.55513 ;  ; 3.28809E-11
375.4798 ;  ; 14.73993 ;  ; 3.28783E-11
375.5219 ;  ; 12.39037 ;  ; 3.28757E-11
375.564 ;  ; 10.44344 ;  ; 3.28732E-11
375.6061 ;  ; 8.839695 ;  ; 3.28706E-11
375.6482 ;  ; 7.524706 ;  ; 3.2868E-11
375.6903 ;  ; 6.449822 ;  ; 3.28655E-11
375.7324 ;  ; 5.572497 ;  ; 3.28629E-11
375.7745 ;  ; 4.856237 ;  ; 3.28603E-11
375.8166 ;  ; 4.270264 ;  ; 3.28578E-11
375.8587 ;  ; 3.789026 ;  ; 3.28552E-11
375.9008 ;  ; 3.391591 ;  ; 3.28526E-11
375.9429 ;  ; 3.061025 ;  ; 3.28501E-11
375.985 ;  ; 2.783763 ;  ; 3.28475E-11
376.0271 ;  ; 2.549043 ;  ; 3.28449E-11
376.0691 ;  ; 2.348819 ;  ; 3.28424E-11
376.1112 ;  ; 2.175495 ;  ; 3.28398E-11
376.1533 ;  ; 2.02438 ;  ; 3.28372E-11
376.2375 ;  ; 1.773398 ;  ; 3.28321E-11
376.3217 ;  ; 1.572814 ;  ; 3.2827E-11
376.4059 ;  ; 1.408274 ;  ; 3.28218E-11
376.4901 ;  ; 1.270562 ;  ; 3.28167E-11
376.5743 ;  ; 1.153514 ;  ; 3.28116E-11
376.6585 ;  ; 1.052827 ;  ; 3.28064E-11
376.7427 ;  ; 0.9653789 ;  ; 3.28013E-11
376.8269 ;  ; 0.8888203 ;  ; 3.27962E-11
376.9111 ;  ; 0.8213357 ;  ; 3.2791E-11
377.0795 ;  ; 0.7081584 ;  ; 3.27808E-11
377.2479 ;  ; 0.6174251 ;  ; 3.27705E-11
377.4162 ;  ; 0.5435042 ;  ; 3.27603E-11
377.577 ;  ; 0.484863 ;  ; 3.27505E-11
377.7377 ;  ; 0.4354032 ;  ; 3.27407E-11
377.8985 ;  ; 0.3931982 ;  ; 3.27309E-11
378.0592 ;  ; 0.3569024 ;  ; 3.27211E-11
378.22 ;  ; 0.3254093 ;  ; 3.27113E-11
378.3807 ;  ; 0.297938 ;  ; 3.27015E-11
378.5414 ;  ; 0.2738195 ;  ; 3.26917E-11
378.7021 ;  ; 0.2525314 ;  ; 3.26819E-11
379.0236 ;  ; 0.2168073 ;  ; 3.26623E-11
379.345 ;  ; 0.1882038 ;  ; 3.26427E-11
379.6665 ;  ; 0.1649273 ;  ; 3.26231E-11
379.9879 ;  ; 0.1457531 ;  ; 3.26035E-11
380.2941 ;  ; 0.1304846 ;  ; 3.25849E-11
380.6003 ;  ; 0.1175373 ;  ; 3.25662E-11
380.9065 ;  ; 0.106418 ;  ; 3.25475E-11
381.2126 ;  ; 0.09677429 ;  ; 3.25289E-11
381.5188 ;  ; 0.08836314 ;  ; 3.25102E-11
381.8249 ;  ; 0.08100098 ;  ; 3.24916E-11
382.1311 ;  ; 0.07451984 ;  ; 3.24729E-11
382.4372 ;  ; 0.0687884 ;  ; 3.24542E-11
383.0495 ;  ; 0.05914271 ;  ; 3.24169E-11
383.6618 ;  ; 0.05139095 ;  ; 3.23796E-11
384.2741 ;  ; 0.04506739 ;  ; 3.23423E-11
384.8864 ;  ; 0.03984132 ;  ; 3.23049E-11
385.6212 ;  ; 0.03468601 ;  ; 3.22602E-11
386.3559 ;  ; 0.03049905 ;  ; 3.22154E-11
387.0295 ;  ; 0.02730265 ;  ; 3.21743E-11
387.703 ;  ; 0.02454987 ;  ; 3.21333E-11
388.3766 ;  ; 0.02218866 ;  ; 3.20922E-11
389.0501 ;  ; 0.0201555 ;  ; 3.20512E-11
389.7237 ;  ; 0.01838715 ;  ; 3.20101E-11
390.3972 ;  ; 0.01683918 ;  ; 3.19691E-11
391.0707 ;  ; 0.01548004 ;  ; 3.1928E-11
