Incident energy ; MT=16 : (z,2n) ; MT=17 : (z,3n) ; MT=22 : (z,n+α) ; MT=28 : (z,n+p) ; MT=102 : (z,γ) ; MT=103 : (z,p) ; MT=107 : (z,α)
Incident energy ;  ;  ;  ;  ;  ;  ; 
Incident energy ; σ(E) ; σ(E) ; σ(E) ; σ(E) ; σ(E) ; σ(E) ; σ(E)
5602.284 ;  ;  ;  ;  ; 0.06227815 ;  ; 
5602.46 ;  ;  ;  ;  ; 0.07463769 ;  ; 
5602.548 ;  ;  ;  ;  ; 0.0819058 ;  ; 
5602.636 ;  ;  ;  ;  ; 0.09000078 ;  ; 
5602.725 ;  ;  ;  ;  ; 0.09911366 ;  ; 
5602.813 ;  ;  ;  ;  ; 0.1091295 ;  ; 
5602.989 ;  ;  ;  ;  ; 0.1325458 ;  ; 
5603.165 ;  ;  ;  ;  ; 0.1611731 ;  ; 
5603.341 ;  ;  ;  ;  ; 0.1959225 ;  ; 
5603.518 ;  ;  ;  ;  ; 0.2380382 ;  ; 
5603.694 ;  ;  ;  ;  ; 0.2880869 ;  ; 
5603.87 ;  ;  ;  ;  ; 0.3473493 ;  ; 
5604.046 ;  ;  ;  ;  ; 0.4168798 ;  ; 
5604.223 ;  ;  ;  ;  ; 0.4981721 ;  ; 
5604.399 ;  ;  ;  ;  ; 0.5912063 ;  ; 
5604.575 ;  ;  ;  ;  ; 0.6971386 ;  ; 
5604.751 ;  ;  ;  ;  ; 0.816471 ;  ; 
5604.946 ;  ;  ;  ;  ; 0.9645766 ;  ; 
5605.141 ;  ;  ;  ;  ; 1.129152 ;  ; 
5605.336 ;  ;  ;  ;  ; 1.30934 ;  ; 
5605.53 ;  ;  ;  ;  ; 1.502547 ;  ; 
5606.309 ;  ;  ;  ;  ; 2.361287 ;  ; 
5606.717 ;  ;  ;  ;  ; 2.800509 ;  ; 
5607.125 ;  ;  ;  ;  ; 3.170778 ;  ; 
5607.329 ;  ;  ;  ;  ; 3.315222 ;  ; 
5607.533 ;  ;  ;  ;  ; 3.425788 ;  ; 
5607.774 ;  ;  ;  ;  ; 3.50759 ;  ; 
5607.984 ;  ;  ;  ;  ; 3.532791 ;  ; 
5608.0 ;  ;  ;  ;  ; 3.53291 ;  ; 
5608.051 ;  ;  ;  ;  ; 3.531578 ;  ; 
5608.101 ;  ;  ;  ;  ; 3.527749 ;  ; 
5608.201 ;  ;  ;  ;  ; 3.512638 ;  ; 
5608.402 ;  ;  ;  ;  ; 3.452772 ;  ; 
5608.737 ;  ;  ;  ;  ; 3.271185 ;  ; 
5608.804 ;  ;  ;  ;  ; 3.223759 ;  ; 
5608.938 ;  ;  ;  ;  ; 3.119118 ;  ; 
5609.34 ;  ;  ;  ;  ; 2.741067 ;  ; 
5609.742 ;  ;  ;  ;  ; 2.302937 ;  ; 
5610.111 ;  ;  ;  ;  ; 1.887596 ;  ; 
5610.479 ;  ;  ;  ;  ; 1.492621 ;  ; 
5610.848 ;  ;  ;  ;  ; 1.138473 ;  ; 
5611.032 ;  ;  ;  ;  ; 0.9820073 ;  ; 
5611.216 ;  ;  ;  ;  ; 0.8401443 ;  ; 
5611.392 ;  ;  ;  ;  ; 0.7183565 ;  ; 
5611.568 ;  ;  ;  ;  ; 0.6100195 ;  ; 
5611.744 ;  ;  ;  ;  ; 0.5146804 ;  ; 
5611.92 ;  ;  ;  ;  ; 0.4316474 ;  ; 
5612.096 ;  ;  ;  ;  ; 0.3600532 ;  ; 
5612.272 ;  ;  ;  ;  ; 0.2989146 ;  ; 
5612.448 ;  ;  ;  ;  ; 0.2471853 ;  ; 
5612.624 ;  ;  ;  ;  ; 0.2038019 ;  ; 
5612.8 ;  ;  ;  ;  ; 0.1677207 ;  ; 
5612.976 ;  ;  ;  ;  ; 0.1379469 ;  ; 
5613.152 ;  ;  ;  ;  ; 0.113555 ;  ; 
5613.24 ;  ;  ;  ;  ; 0.1031105 ;  ; 
5613.328 ;  ;  ;  ;  ; 0.09370252 ;  ; 
5613.416 ;  ;  ;  ;  ; 0.08523991 ;  ; 
5613.504 ;  ;  ;  ;  ; 0.07763726 ;  ; 
5613.68 ;  ;  ;  ;  ; 0.064699 ;  ; 
5613.856 ;  ;  ;  ;  ; 0.05431765 ;  ; 
5614.031 ;  ;  ;  ;  ; 0.04605036 ;  ; 
5614.199 ;  ;  ;  ;  ; 0.03966866 ;  ; 
5614.367 ;  ;  ;  ;  ; 0.03451077 ;  ; 
5614.535 ;  ;  ;  ;  ; 0.03033322 ;  ; 
5614.702 ;  ;  ;  ;  ; 0.02695521 ;  ; 
5614.87 ;  ;  ;  ;  ; 0.02417578 ;  ; 
5615.037 ;  ;  ;  ;  ; 0.02190015 ;  ; 
5615.205 ;  ;  ;  ;  ; 0.01999839 ;  ; 
5615.372 ;  ;  ;  ;  ; 0.01841259 ;  ; 
5615.54 ;  ;  ;  ;  ; 0.01705994 ;  ; 
5615.707 ;  ;  ;  ;  ; 0.01590705 ;  ; 
5616.042 ;  ;  ;  ;  ; 0.01402471 ;  ; 
5616.377 ;  ;  ;  ;  ; 0.0125488 ;  ; 
5616.712 ;  ;  ;  ;  ; 0.01134869 ;  ; 
5617.047 ;  ;  ;  ;  ; 0.01034472 ;  ; 
5617.382 ;  ;  ;  ;  ; 0.009486955 ;  ; 
