Incident energy ; MT=16 : (z,2n) ; MT=17 : (z,3n) ; MT=18 : (z,fission) ; MT=102 : (z,γ)
0.021325 ;  ;  ; 84.07689 ; 83.07685
0.02265 ;  ;  ; 81.33914 ; 80.29546
0.023975 ;  ;  ; 78.82683 ; 77.74158
0.0253 ;  ;  ; 76.51035 ; 75.38537
0.02684375 ;  ;  ; 74.02623 ; 72.85709
0.0283875 ;  ;  ; 71.74402 ; 70.53279
0.02993125 ;  ;  ; 69.63856 ; 68.38713
0.031475 ;  ;  ; 67.68756 ; 66.39766
0.0345625 ;  ;  ; 64.17127 ; 62.80894
0.03765 ;  ;  ; 61.07689 ; 59.64737
0.0407375 ;  ;  ; 58.32933 ; 56.83724
0.043825 ;  ;  ; 55.86951 ; 54.31891
0.0469125 ;  ;  ; 53.65012 ; 52.04461
0.05 ;  ;  ; 51.63398 ; 49.97679
0.053125 ;  ;  ; 49.77007 ; 48.06352
0.05625 ;  ;  ; 48.05935 ; 46.30614
0.059375 ;  ;  ; 46.48186 ; 44.68444
0.0625 ;  ;  ; 45.02166 ; 43.1823
0.065625 ;  ;  ; 43.66654 ; 41.78735
0.06875 ;  ;  ; 42.40531 ; 40.48827
0.075 ;  ;  ; 40.11401 ; 38.12635
0.08125 ;  ;  ; 38.0791 ; 36.02679
0.0875 ;  ;  ; 36.2615 ; 34.14995
0.09375 ;  ;  ; 34.62601 ; 32.46
0.1 ;  ;  ; 33.14444 ; 30.92824
0.10625 ;  ;  ; 31.79443 ; 29.53186
0.1125 ;  ;  ; 30.55793 ; 28.25246
0.11875 ;  ;  ; 29.42025 ; 27.075
0.125 ;  ;  ; 28.36924 ; 25.98705
0.13125 ;  ;  ; 27.39475 ; 24.97824
0.1375 ;  ;  ; 26.48826 ; 24.03981
0.14375 ;  ;  ; 25.6425 ; 23.16432
0.15 ;  ;  ; 24.85139 ; 22.3455
0.15625 ;  ;  ; 24.11042 ; 21.57873
0.1625 ;  ;  ; 23.41646 ; 20.86081
0.175 ;  ;  ; 22.14306 ; 19.54405
0.1875 ;  ;  ; 21.00051 ; 18.36354
0.2 ;  ;  ; 19.97119 ; 17.30105
0.209375 ;  ;  ; 19.26428 ; 16.57209
0.21875 ;  ;  ; 18.60802 ; 15.89602
0.228125 ;  ;  ; 17.99616 ; 15.26634
0.2375 ;  ;  ; 17.42416 ; 14.67832
0.246875 ;  ;  ; 16.88822 ; 14.12802
0.25625 ;  ;  ; 16.38509 ; 13.61204
0.265625 ;  ;  ; 15.91229 ; 13.1278
0.275 ;  ;  ; 15.46871 ; 12.67413
0.29375 ;  ;  ; 14.65226 ; 11.84081
0.3125 ;  ;  ; 13.91791 ; 11.09343
0.33125 ;  ;  ; 13.25644 ; 10.42231
0.35 ;  ;  ; 12.65782 ; 9.81693
0.36875 ;  ;  ; 12.11375 ; 9.268585
0.3875 ;  ;  ; 11.61736 ; 8.770044
0.40625 ;  ;  ; 11.16288 ; 8.315239
0.425 ;  ;  ; 10.74543 ; 7.899037
0.44375 ;  ;  ; 10.36095 ; 7.517151
0.4625 ;  ;  ; 10.00808 ; 7.168122
0.5 ;  ;  ; 9.378446 ; 6.54902
0.5625 ;  ;  ; 8.504449 ; 5.69849
0.625 ;  ;  ; 7.800561 ; 5.022866
0.6875 ;  ;  ; 7.226047 ; 4.479332
0.75 ;  ;  ; 6.750203 ; 4.035741
0.8125 ;  ;  ; 6.351161 ; 3.669282
0.875 ;  ;  ; 6.01295 ; 3.363371
0.9375 ;  ;  ; 5.723661 ; 3.105698
1.0 ;  ;  ; 5.475572 ; 2.888232
1.125 ;  ;  ; 5.070969 ; 2.541574
1.25 ;  ;  ; 4.758015 ; 2.281803
1.375 ;  ;  ; 4.512967 ; 2.085144
1.5 ;  ;  ; 4.318818 ; 1.934854
1.625 ;  ;  ; 4.163897 ; 1.819636
1.75 ;  ;  ; 4.03998 ; 1.731676
1.875 ;  ;  ; 3.94115 ; 1.665472
2.0 ;  ;  ; 3.863347 ; 1.617331
2.1875 ;  ;  ; 3.77866 ; 1.572529
2.375 ;  ;  ; 3.725874 ; 1.555248
2.5625 ;  ;  ; 3.700594 ; 1.562304
2.75 ;  ;  ; 3.700083 ; 1.592269
2.9375 ;  ;  ; 3.72316 ; 1.645407
3.125 ;  ;  ; 3.770022 ; 1.72361
3.3125 ;  ;  ; 3.842271 ; 1.830598
3.5 ;  ;  ; 3.94316 ; 1.972403
3.6875 ;  ;  ; 4.078113 ; 2.158281
3.875 ;  ;  ; 4.255695 ; 2.402297
4.0625 ;  ;  ; 4.48788 ; 2.723964
4.15625 ;  ;  ; 4.630449 ; 2.923556
4.25 ;  ;  ; 4.796825 ; 3.158623
4.34375 ;  ;  ; 4.990865 ; 3.435473
4.4375 ;  ;  ; 5.218958 ; 3.764304
4.53125 ;  ;  ; 5.489628 ; 4.158726
4.625 ;  ;  ; 5.814456 ; 4.637226
4.71875 ;  ;  ; 6.209487 ; 5.225428
4.8125 ;  ;  ; 6.697462 ; 5.959668
4.90625 ;  ;  ; 7.305643 ; 6.88358
4.953125 ;  ;  ; 7.669152 ; 7.439589
5.0 ;  ;  ; 8.088844 ; 8.0847
5.059175 ;  ;  ; 8.709498 ; 9.043385
5.11835 ;  ;  ; 9.456348 ; 10.20283
5.177525 ;  ;  ; 10.36932 ; 11.62687
5.2367 ;  ;  ; 11.50257 ; 13.40216
5.295875 ;  ;  ; 12.92378 ; 15.63694
5.325463 ;  ;  ; 13.77845 ; 16.98438
5.35505 ;  ;  ; 14.76051 ; 18.5353
5.384638 ;  ;  ; 15.89407 ; 20.3283
5.414225 ;  ;  ; 17.20958 ; 22.41208
5.443813 ;  ;  ; 18.74829 ; 24.85264
5.4734 ;  ;  ; 20.56448 ; 27.73684
5.502988 ;  ;  ; 22.73051 ; 31.18045
5.532575 ;  ;  ; 25.34348 ; 35.33881
5.562163 ;  ;  ; 28.53519 ; 40.42281
5.59175 ;  ;  ; 32.48616 ; 46.72126
5.621338 ;  ;  ; 37.46282 ; 54.66047
5.636132 ;  ;  ; 40.45788 ; 59.44071
5.650925 ;  ;  ; 43.88033 ; 64.90468
5.665719 ;  ;  ; 47.81802 ; 71.19293
5.680513 ;  ;  ; 52.37993 ; 78.47985
5.695307 ;  ;  ; 57.70512 ; 86.98793
5.7101 ;  ;  ; 63.97372 ; 97.00537
5.72212 ;  ;  ; 69.92476 ; 106.5169
5.73414 ;  ;  ; 76.82281 ; 117.5437
5.74616 ;  ;  ; 84.8855 ; 130.4338
5.75818 ;  ;  ; 94.4001 ; 145.6469
5.76419 ;  ;  ; 99.81748 ; 154.3095
5.7702 ;  ;  ; 105.7522 ; 163.7999
5.77621 ;  ;  ; 112.2748 ; 174.2309
5.78222 ;  ;  ; 119.4686 ; 185.7358
5.78823 ;  ;  ; 127.4323 ; 198.4724
5.79424 ;  ;  ; 136.2834 ; 212.6289
5.797245 ;  ;  ; 141.0848 ; 220.3085
5.80025 ;  ;  ; 146.163 ; 228.4311
5.803255 ;  ;  ; 151.5403 ; 237.032
5.80626 ;  ;  ; 157.2409 ; 246.1505
5.809959 ;  ;  ; 164.7421 ; 258.1491
5.812502 ;  ;  ; 170.2357 ; 266.9367
5.815045 ;  ;  ; 176.0265 ; 276.1997
5.817588 ;  ;  ; 182.1363 ; 285.9731
5.82013 ;  ;  ; 188.5861 ; 296.2905
5.822673 ;  ;  ; 195.4067 ; 307.2012
5.825215 ;  ;  ; 202.6205 ; 318.7411
5.827758 ;  ;  ; 210.2636 ; 330.9677
5.8303 ;  ;  ; 218.3626 ; 343.9239
5.832843 ;  ;  ; 226.9597 ; 357.6769
5.835386 ;  ;  ; 236.0901 ; 372.2833
5.837929 ;  ;  ; 245.7955 ; 387.8097
5.840471 ;  ;  ; 256.1166 ; 404.3212
5.843014 ;  ;  ; 267.1098 ; 421.9081
5.845556 ;  ;  ; 278.8184 ; 440.6396
5.848099 ;  ;  ; 291.3072 ; 460.6194
5.850641 ;  ;  ; 304.6257 ; 481.9267
5.853184 ;  ;  ; 318.8476 ; 504.6794
5.855727 ;  ;  ; 334.0349 ; 528.9768
5.85827 ;  ;  ; 350.2583 ; 554.932
5.860812 ;  ;  ; 367.5852 ; 582.6527
5.863355 ;  ;  ; 386.1068 ; 612.285
5.865898 ;  ;  ; 405.8974 ; 643.9477
5.868441 ;  ;  ; 427.0402 ; 677.7738
5.870983 ;  ;  ; 449.6112 ; 713.8851
5.876069 ;  ;  ; 499.4292 ; 793.5893
5.881154 ;  ;  ; 556.0224 ; 884.1337
5.886239 ;  ;  ; 620.0606 ; 986.5901
5.891324 ;  ;  ; 692.1291 ; 1101.895
5.89641 ;  ;  ; 772.6997 ; 1230.803
5.901495 ;  ;  ; 862.0015 ; 1373.682
5.906581 ;  ;  ; 960.0675 ; 1530.583
5.911666 ;  ;  ; 1066.526 ; 1700.911
5.916752 ;  ;  ; 1180.689 ; 1883.567
5.921837 ;  ;  ; 1301.336 ; 2076.599
5.932007 ;  ;  ; 1555.072 ; 2482.566
5.942968 ;  ;  ; 1828.109 ; 2919.415
5.953929 ;  ;  ; 2070.541 ; 3307.295
5.96489 ;  ;  ; 2249.497 ; 3593.616
5.97037 ;  ;  ; 2306.232 ; 3684.386
5.97585 ;  ;  ; 2337.782 ; 3734.86
5.98 ;  ;  ; 2344.08 ; 3744.933
5.9875 ;  ;  ; 2316.65 ; 3701.039
5.99 ;  ;  ; 2296.682 ; 3669.087
6.0 ;  ;  ; 2167.585 ; 3462.522
6.007759 ;  ;  ; 2021.736 ; 3229.156
6.015518 ;  ;  ; 1847.72 ; 2950.723
6.031035 ;  ;  ; 1461.899 ; 2333.393
6.046552 ;  ;  ; 1092.453 ; 1742.264
6.054311 ;  ;  ; 930.8143 ; 1483.636
6.062069 ;  ;  ; 788.7739 ; 1256.363
6.066811 ;  ;  ; 711.897 ; 1133.355
6.071552 ;  ;  ; 642.4206 ; 1022.188
6.076294 ;  ;  ; 579.9972 ; 922.3061
6.081035 ;  ;  ; 524.2231 ; 833.0627
6.085777 ;  ;  ; 474.5728 ; 753.6175
6.090518 ;  ;  ; 430.5278 ; 683.1407
6.095259 ;  ;  ; 391.5273 ; 620.7351
6.1 ;  ;  ; 357.0325 ; 565.5385
6.10625 ;  ;  ; 317.5817 ; 502.4108
6.1125 ;  ;  ; 283.9978 ; 448.6701
6.11875 ;  ;  ; 255.333 ; 402.8
6.125 ;  ;  ; 230.7727 ; 363.4971
6.13125 ;  ;  ; 209.6296 ; 329.6618
6.1375 ;  ;  ; 191.3317 ; 300.3786
6.14375 ;  ;  ; 175.4072 ; 274.8928
6.15 ;  ;  ; 161.4693 ; 252.5857
6.1625 ;  ;  ; 138.3471 ; 215.5771
6.175 ;  ;  ; 120.0662 ; 186.3144
6.1875 ;  ;  ; 105.3451 ; 162.7473
6.2 ;  ;  ; 93.30248 ; 143.4658
6.2125 ;  ;  ; 83.31773 ; 127.4767
6.225 ;  ;  ; 74.94281 ; 114.0632
6.2375 ;  ;  ; 67.84696 ; 102.6963
6.25 ;  ;  ; 61.78088 ; 92.97679
6.2625 ;  ;  ; 56.55309 ; 84.59851
6.275 ;  ;  ; 52.01415 ; 77.32229
6.2875 ;  ;  ; 48.04598 ; 70.95922
6.3 ;  ;  ; 44.55456 ; 65.35886
6.325 ;  ;  ; 38.7162 ; 55.98904
6.35 ;  ;  ; 34.05705 ; 48.50558
6.375 ;  ;  ; 30.2819 ; 42.43616
6.4 ;  ;  ; 27.18318 ; 37.44864
6.425 ;  ;  ; 24.60985 ; 33.30136
6.45 ;  ;  ; 22.45063 ; 29.81629
6.475 ;  ;  ; 20.62298 ; 26.86132
6.5 ;  ;  ; 19.06434 ; 24.33635
6.53125 ;  ;  ; 17.41906 ; 21.66441
6.5625 ;  ;  ; 16.03912 ; 19.41638
6.59375 ;  ;  ; 14.86958 ; 17.50433
6.625 ;  ;  ; 13.87189 ; 15.86658
6.65625 ;  ;  ; 13.01577 ; 14.45466
6.6875 ;  ;  ; 12.27715 ; 13.23004
6.71875 ;  ;  ; 11.6378 ; 12.16354
6.75 ;  ;  ; 11.08262 ; 11.23096
6.8125 ;  ;  ; 10.16703 ; 9.675219
6.875 ;  ;  ; 9.449274 ; 8.433037
6.9375 ;  ;  ; 8.883762 ; 7.431281
7.0 ;  ;  ; 8.433181 ; 6.610198
7.0625 ;  ;  ; 8.075535 ; 5.934284
7.125 ;  ;  ; 7.792407 ; 5.3739
7.1875 ;  ;  ; 7.565426 ; 4.89969
7.25 ;  ;  ; 7.385508 ; 4.496881
7.3125 ;  ;  ; 7.244886 ; 4.152835
7.375 ;  ;  ; 7.13925 ; 3.860076
7.5 ;  ;  ; 7.004747 ; 3.384245
7.625 ;  ;  ; 6.951273 ; 3.01904
7.75 ;  ;  ; 6.964071 ; 2.738479
7.875 ;  ;  ; 7.031294 ; 2.521461
8.0 ;  ;  ; 7.143837 ; 2.352094
8.00665 ;  ;  ; 7.150886 ; 2.344105
8.022068 ;  ;  ; 7.167782 ; 2.326087
8.037485 ;  ;  ; 7.185475 ; 2.308792
8.068319 ;  ;  ; 7.223212 ; 2.276269
8.129988 ;  ;  ; 7.307307 ; 2.218393
8.253325 ;  ;  ; 7.502702 ; 2.123329
8.376663 ;  ;  ; 7.734263 ; 2.052307
8.5 ;  ;  ; 8.006236 ; 2.003754
8.75 ;  ;  ; 8.675991 ; 1.958922
9.0 ;  ;  ; 9.51893 ; 1.9747
9.018743 ;  ;  ; 9.588529 ; 1.977736
9.076558 ;  ;  ; 9.815877 ; 1.990503
9.134372 ;  ;  ; 10.05974 ; 2.007436
9.25 ;  ;  ; 10.59157 ; 2.051338
9.5 ;  ;  ; 11.94766 ; 2.189285
9.75 ;  ;  ; 13.65954 ; 2.394029
9.875 ;  ;  ; 14.68883 ; 2.526539
10.0 ;  ;  ; 15.87349 ; 2.68499
10.125 ;  ;  ; 17.23431 ; 2.872058
10.25 ;  ;  ; 18.80721 ; 3.092952
10.375 ;  ;  ; 20.63797 ; 3.354417
10.5 ;  ;  ; 22.78573 ; 3.665239
10.625 ;  ;  ; 25.3278 ; 4.03699
10.75 ;  ;  ; 28.36689 ; 4.485105
10.875 ;  ;  ; 32.04173 ; 5.03049
11.0 ;  ;  ; 36.54338 ; 5.701996
11.125 ;  ;  ; 42.14022 ; 6.540203
11.25 ;  ;  ; 49.14106 ; 7.591807
11.3125 ;  ;  ; 53.34066 ; 8.223776
11.375 ;  ;  ; 58.18015 ; 8.952861
11.4375 ;  ;  ; 63.74772 ; 9.792405
11.5 ;  ;  ; 70.19312 ; 10.76509
11.5625 ;  ;  ; 77.70472 ; 11.89944
11.625 ;  ;  ; 86.52633 ; 13.2324
11.6875 ;  ;  ; 96.98611 ; 14.81368
11.75 ;  ;  ; 109.5172 ; 16.7089
11.8125 ;  ;  ; 124.703 ; 19.00646
11.875 ;  ;  ; 143.3427 ; 21.82744
11.9375 ;  ;  ; 166.5104 ; 25.33458
12.0 ;  ;  ; 195.6784 ; 29.75093
12.04297 ;  ;  ; 220.4371 ; 33.50022
12.08594 ;  ;  ; 250.2917 ; 38.02165
12.10743 ;  ;  ; 267.5596 ; 40.63701
12.12891 ;  ;  ; 286.663 ; 43.5305
12.1504 ;  ;  ; 307.8881 ; 46.74545
12.17188 ;  ;  ; 331.5328 ; 50.32703
12.18263 ;  ;  ; 344.3928 ; 52.27504
12.19337 ;  ;  ; 357.9937 ; 54.33531
12.20411 ;  ;  ; 372.4046 ; 56.5183
12.21485 ;  ;  ; 387.6881 ; 58.83352
12.2256 ;  ;  ; 403.9283 ; 61.2937
12.23634 ;  ;  ; 421.1702 ; 63.90564
12.24708 ;  ;  ; 439.5107 ; 66.68404
12.25782 ;  ;  ; 459.0403 ; 69.64261
12.26857 ;  ;  ; 479.8782 ; 72.79941
12.27931 ;  ;  ; 502.095 ; 76.16514
12.29005 ;  ;  ; 525.8295 ; 79.76082
12.30079 ;  ;  ; 551.2137 ; 83.60646
12.31153 ;  ;  ; 578.3926 ; 87.72403
12.32227 ;  ;  ; 607.5258 ; 92.1377
12.33301 ;  ;  ; 638.7884 ; 96.87402
12.34375 ;  ;  ; 672.3727 ; 101.9621
12.35352 ;  ;  ; 705.1175 ; 106.923
12.36329 ;  ;  ; 740.13 ; 112.2276
12.37306 ;  ;  ; 777.5971 ; 117.904
12.38282 ;  ;  ; 817.6775 ; 123.9764
12.39259 ;  ;  ; 860.6696 ; 130.49
12.40235 ;  ;  ; 906.7159 ; 137.4663
12.41212 ;  ;  ; 956.1563 ; 144.9569
12.42188 ;  ;  ; 1009.148 ; 152.9855
12.43165 ;  ;  ; 1066.07 ; 161.6097
12.44141 ;  ;  ; 1127.084 ; 170.8538
12.45118 ;  ;  ; 1192.597 ; 180.7797
12.46094 ;  ;  ; 1262.755 ; 191.4093
12.47071 ;  ;  ; 1337.97 ; 202.8052
12.48047 ;  ;  ; 1418.337 ; 214.9815
12.49024 ;  ;  ; 1504.231 ; 227.9955
12.5 ;  ;  ; 1595.637 ; 241.8445
12.51008 ;  ;  ; 1696.008 ; 257.0517
12.52016 ;  ;  ; 1802.431 ; 273.1761
12.54032 ;  ;  ; 2032.684 ; 308.0622
12.56048 ;  ;  ; 2283.038 ; 345.9938
12.58063 ;  ;  ; 2546.423 ; 385.8998
12.60079 ;  ;  ; 2812.023 ; 426.1415
12.62094 ;  ;  ; 3064.504 ; 464.3954
12.6411 ;  ;  ; 3286.175 ; 497.9812
12.66125 ;  ;  ; 3458.262 ; 524.0542
12.68063 ;  ;  ; 3561.987 ; 539.7696
12.7 ;  ;  ; 3595.233 ; 544.8062
12.7195 ;  ;  ; 3554.33 ; 538.6079
12.739 ;  ;  ; 3442.795 ; 521.7081
12.75678 ;  ;  ; 3288.31 ; 498.3006
12.77456 ;  ;  ; 3095.039 ; 469.0165
12.79234 ;  ;  ; 2875.71 ; 435.7842
12.81011 ;  ;  ; 2643.011 ; 400.5263
12.84567 ;  ;  ; 2178.932 ; 330.21
12.88122 ;  ;  ; 1763.318 ; 267.2369
12.899 ;  ;  ; 1582.142 ; 239.7854
12.91678 ;  ;  ; 1419.725 ; 215.1762
12.93456 ;  ;  ; 1275.392 ; 193.307
12.95233 ;  ;  ; 1147.931 ; 173.9941
12.97011 ;  ;  ; 1035.617 ; 156.9762
12.98789 ;  ;  ; 936.8542 ; 142.0116
13.00567 ;  ;  ; 850.0105 ; 128.8529
13.02344 ;  ;  ; 773.6073 ; 117.2761
13.04263 ;  ;  ; 701.1941 ; 106.3038
13.06182 ;  ;  ; 637.7948 ; 96.69721
13.08101 ;  ;  ; 582.11 ; 88.25951
13.10019 ;  ;  ; 533.0569 ; 80.82662
13.13856 ;  ;  ; 451.1352 ; 68.41304
13.17693 ;  ;  ; 386.148 ; 58.56531
13.2153 ;  ;  ; 333.8922 ; 50.64659
13.25367 ;  ;  ; 291.3459 ; 44.19903
13.29204 ;  ;  ; 256.3208 ; 38.89106
13.33041 ;  ;  ; 227.2073 ; 34.47879
13.36704 ;  ;  ; 203.7903 ; 30.92969
13.40367 ;  ;  ; 183.7742 ; 27.89588
13.4403 ;  ;  ; 166.5034 ; 25.27804
13.47692 ;  ;  ; 151.5076 ; 23.0049
13.51355 ;  ;  ; 138.4178 ; 21.02057
13.55018 ;  ;  ; 126.9411 ; 19.28065
13.62343 ;  ;  ; 107.8773 ; 16.39017
13.69669 ;  ;  ; 92.80041 ; 14.10378
13.76994 ;  ;  ; 80.68298 ; 12.26584
13.84319 ;  ;  ; 70.80272 ; 10.76688
13.91644 ;  ;  ; 62.64529 ; 9.528975
13.98272 ;  ;  ; 56.43585 ; 8.586425
14.049 ;  ;  ; 51.13864 ; 7.782106
14.11528 ;  ;  ; 46.59915 ; 7.092604
14.18155 ;  ;  ; 42.6312 ; 6.489709
14.24783 ;  ;  ; 39.14249 ; 5.959433
14.31411 ;  ;  ; 36.07534 ; 5.493036
14.44666 ;  ;  ; 30.9706 ; 4.716247
14.57922 ;  ;  ; 26.92509 ; 4.099951
14.71177 ;  ;  ; 23.66999 ; 3.6034
14.84433 ;  ;  ; 21.01614 ; 3.197917
14.97688 ;  ;  ; 18.82873 ; 2.863057
15.10944 ;  ;  ; 17.00833 ; 2.583738
15.24199 ;  ;  ; 15.48314 ; 2.34906
15.37455 ;  ;  ; 14.22232 ; 2.154308
15.5071 ;  ;  ; 13.12143 ; 1.983678
15.77221 ;  ;  ; 11.37885 ; 1.711476
16.03732 ;  ;  ; 10.10572 ; 1.509499
16.30243 ;  ;  ; 9.175445 ; 1.358251
16.56754 ;  ;  ; 8.508792 ; 1.245325
16.83265 ;  ;  ; 8.05864 ; 1.163026
17.09775 ;  ;  ; 7.798946 ; 1.106607
17.321 ;  ;  ; 7.718595 ; 1.076961
17.54425 ;  ;  ; 7.764579 ; 1.062686
17.7675 ;  ;  ; 7.945976 ; 1.063904
17.99075 ;  ;  ; 8.281795 ; 1.081713
18.214 ;  ;  ; 8.804564 ; 1.118448
18.43725 ;  ;  ; 9.566816 ; 1.178176
18.6605 ;  ;  ; 10.63858 ; 1.266386
18.77213 ;  ;  ; 11.32851 ; 1.324236
18.88375 ;  ;  ; 12.16429 ; 1.394855
18.99538 ;  ;  ; 13.16948 ; 1.48008
19.107 ;  ;  ; 14.38588 ; 1.583296
19.21863 ;  ;  ; 15.87096 ; 1.709158
19.33025 ;  ;  ; 17.7032 ; 1.864014
19.41397 ;  ;  ; 19.37025 ; 2.004437
19.49769 ;  ;  ; 21.35693 ; 2.171203
