Incident energy ; MT=16 : (z,2n) ; MT=17 : (z,3n) ; MT=18 : (z,fission) ; MT=41 : (z,2n+p) ; MT=28 : (z,n+p) ; MT=102 : (z,γ) ; MT=103 : (z,p)
Incident energy ;  ;  ;  ;  ;  ;  ; 
Incident energy ; σ(E) ; σ(E) ; σ(E) ; σ(E) ; σ(E) ; σ(E) ; σ(E)
55.72596 ;  ;  ; 0.001598396 ;  ;  ; 21.34731 ; 
55.73691 ;  ;  ; 0.001664848 ;  ;  ; 22.72603 ; 
55.74787 ;  ;  ; 0.001782301 ;  ;  ; 24.47664 ; 
55.75882 ;  ;  ; 0.001956034 ;  ;  ; 26.64618 ; 
55.76978 ;  ;  ; 0.002192607 ;  ;  ; 29.29349 ; 
55.78073 ;  ;  ; 0.002498396 ;  ;  ; 32.47177 ; 
55.79169 ;  ;  ; 0.002881115 ;  ;  ; 36.24652 ; 
55.80264 ;  ;  ; 0.003347276 ;  ;  ; 40.66984 ; 
55.81125 ;  ;  ; 0.003777179 ;  ;  ; 44.64211 ; 
55.81986 ;  ;  ; 0.004266263 ;  ;  ; 49.07638 ; 
55.82847 ;  ;  ; 0.004817253 ;  ;  ; 53.99371 ; 
55.83707 ;  ;  ; 0.005431589 ;  ;  ; 59.40405 ; 
55.84568 ;  ;  ; 0.006112238 ;  ;  ; 65.33088 ; 
55.85429 ;  ;  ; 0.006859238 ;  ;  ; 71.77229 ; 
55.8715 ;  ;  ; 0.008549227 ;  ;  ; 86.16593 ; 
55.88872 ;  ;  ; 0.0104879 ;  ;  ; 102.4592 ; 
55.90593 ;  ;  ; 0.0126367 ;  ;  ; 120.3236 ; 
55.94036 ;  ;  ; 0.01731264 ;  ;  ; 158.681 ; 
55.97479 ;  ;  ; 0.02186896 ;  ;  ; 195.475 ; 
55.99201 ;  ;  ; 0.02382693 ;  ;  ; 211.0785 ; 
56.00922 ;  ;  ; 0.02542556 ;  ;  ; 223.6631 ; 
56.02411 ;  ;  ; 0.02645145 ;  ;  ; 231.5859 ; 
56.039 ;  ;  ; 0.02710344 ;  ;  ; 236.4251 ; 
56.05 ;  ;  ; 0.02733271 ;  ;  ; 237.923 ; 
56.0555 ;  ;  ; 0.02736642 ;  ;  ; 238.0057 ; 
56.07095 ;  ;  ; 0.02718045 ;  ;  ; 235.9202 ; 
56.0864 ;  ;  ; 0.02661051 ;  ;  ; 230.6369 ; 
56.10799 ;  ;  ; 0.02528902 ;  ;  ; 218.7642 ; 
56.12957 ;  ;  ; 0.0235738 ;  ;  ; 203.2391 ; 
56.15596 ;  ;  ; 0.02136602 ;  ;  ; 182.2987 ; 
56.18234 ;  ;  ; 0.01956115 ;  ;  ; 162.818 ; 
56.19553 ;  ;  ; 0.0189666 ;  ;  ; 154.6683 ; 
56.20872 ;  ;  ; 0.01864308 ;  ;  ; 148.0007 ; 
56.22191 ;  ;  ; 0.01862399 ;  ;  ; 143.0203 ; 
56.2351 ;  ;  ; 0.01892771 ;  ;  ; 139.8335 ; 
56.2483 ;  ;  ; 0.01955702 ;  ;  ; 138.4447 ; 
56.26149 ;  ;  ; 0.02049657 ;  ;  ; 138.7629 ; 
56.27468 ;  ;  ; 0.02171614 ;  ;  ; 140.6023 ; 
56.28787 ;  ;  ; 0.02317015 ;  ;  ; 143.7003 ; 
56.31425 ;  ;  ; 0.02653678 ;  ;  ; 152.3241 ; 
56.34063 ;  ;  ; 0.03002367 ;  ;  ; 161.6155 ; 
56.35263 ;  ;  ; 0.03147942 ;  ;  ; 165.2174 ; 
56.379 ;  ;  ; 0.03404228 ;  ;  ; 170.1406 ; 
56.4 ;  ;  ; 0.03520766 ;  ;  ; 170.0639 ; 
56.40263 ;  ;  ; 0.0352893 ;  ;  ; 169.7687 ; 
56.4105 ;  ;  ; 0.03544331 ;  ;  ; 168.4922 ; 
56.42544 ;  ;  ; 0.03535663 ;  ;  ; 164.4495 ; 
56.44038 ;  ;  ; 0.03477625 ;  ;  ; 158.3611 ; 
56.4639 ;  ;  ; 0.03293415 ;  ;  ; 145.1307 ; 
56.48741 ;  ;  ; 0.03015447 ;  ;  ; 128.5416 ; 
56.50955 ;  ;  ; 0.02694929 ;  ;  ; 111.1959 ; 
56.53168 ;  ;  ; 0.0234604 ;  ;  ; 93.50247 ; 
56.55382 ;  ;  ; 0.01994702 ;  ;  ; 76.57449 ; 
56.57595 ;  ;  ; 0.01662694 ;  ;  ; 61.27595 ; 
56.5884 ;  ;  ; 0.01490253 ;  ;  ; 53.59031 ; 
56.60085 ;  ;  ; 0.01330467 ;  ;  ; 46.63506 ; 
56.6133 ;  ;  ; 0.01184403 ;  ;  ; 40.42837 ; 
56.62575 ;  ;  ; 0.01052542 ;  ;  ; 34.96364 ; 
56.6382 ;  ;  ; 0.009348705 ;  ;  ; 30.21423 ; 
56.65065 ;  ;  ; 0.008309691 ;  ;  ; 26.13844 ; 
56.6631 ;  ;  ; 0.007401176 ;  ;  ; 22.68432 ; 
56.67555 ;  ;  ; 0.006613885 ;  ;  ; 19.79416 ; 
56.688 ;  ;  ; 0.005937344 ;  ;  ; 17.4084 ; 
56.70045 ;  ;  ; 0.005360651 ;  ;  ; 15.46885 ; 
56.7129 ;  ;  ; 0.004873109 ;  ;  ; 13.92137 ; 
56.72535 ;  ;  ; 0.004464739 ;  ;  ; 12.71781 ; 
56.7378 ;  ;  ; 0.004126674 ;  ;  ; 11.81749 ; 
56.75025 ;  ;  ; 0.003851445 ;  ;  ; 11.18818 ; 
56.7627 ;  ;  ; 0.00363318 ;  ;  ; 10.80673 ; 
56.77515 ;  ;  ; 0.003467745 ;  ;  ; 10.6595 ; 
56.78622 ;  ;  ; 0.003363101 ;  ;  ; 10.72187 ; 
56.79729 ;  ;  ; 0.003297969 ;  ;  ; 10.96979 ; 
56.80836 ;  ;  ; 0.003273124 ;  ;  ; 11.413 ; 
56.81943 ;  ;  ; 0.003290499 ;  ;  ; 12.06717 ; 
56.8305 ;  ;  ; 0.003353159 ;  ;  ; 12.95372 ; 
56.84156 ;  ;  ; 0.003465122 ;  ;  ; 14.09832 ; 
56.85263 ;  ;  ; 0.003631725 ;  ;  ; 15.53481 ; 
56.8637 ;  ;  ; 0.003858912 ;  ;  ; 17.29832 ; 
56.87477 ;  ;  ; 0.00415342 ;  ;  ; 19.42821 ; 
56.88583 ;  ;  ; 0.004522125 ;  ;  ; 21.96342 ; 
56.89483 ;  ;  ; 0.004882245 ;  ;  ; 24.35584 ; 
56.90382 ;  ;  ; 0.005300085 ;  ;  ; 27.06437 ; 
56.91281 ;  ;  ; 0.005779816 ;  ;  ; 30.1121 ; 
56.9218 ;  ;  ; 0.006324915 ;  ;  ; 33.51742 ; 
56.9308 ;  ;  ; 0.006939089 ;  ;  ; 37.30005 ; 
56.93979 ;  ;  ; 0.007623297 ;  ;  ; 41.46279 ; 
56.95777 ;  ;  ; 0.009208629 ;  ;  ; 50.95916 ; 
56.97576 ;  ;  ; 0.01108117 ;  ;  ; 61.98817 ; 
56.99374 ;  ;  ; 0.01321578 ;  ;  ; 74.38443 ; 
57.02971 ;  ;  ; 0.01805505 ;  ;  ; 101.9692 ; 
57.06015 ;  ;  ; 0.02229448 ;  ;  ; 125.6018 ; 
57.09058 ;  ;  ; 0.0260389 ;  ;  ; 145.9414 ; 
57.10717 ;  ;  ; 0.02764681 ;  ;  ; 154.3974 ; 
57.12212 ;  ;  ; 0.02873723 ;  ;  ; 159.9054 ; 
57.13707 ;  ;  ; 0.02943589 ;  ;  ; 163.1419 ; 
57.15 ;  ;  ; 0.029699 ;  ;  ; 163.9871 ; 
57.16035 ;  ;  ; 0.02967465 ;  ;  ; 163.331 ; 
57.17564 ;  ;  ; 0.02925913 ;  ;  ; 160.23 ; 
57.19093 ;  ;  ; 0.02841202 ;  ;  ; 154.731 ; 
57.21261 ;  ;  ; 0.02655754 ;  ;  ; 143.3607 ; 
57.23428 ;  ;  ; 0.02410106 ;  ;  ; 128.7767 ; 
57.27185 ;  ;  ; 0.01905608 ;  ;  ; 99.57394 ; 
57.30941 ;  ;  ; 0.0139647 ;  ;  ; 70.74919 ; 
57.32964 ;  ;  ; 0.01150416 ;  ;  ; 57.02685 ; 
57.34987 ;  ;  ; 0.009342536 ;  ;  ; 45.0975 ; 
57.35999 ;  ;  ; 0.008384524 ;  ;  ; 39.85471 ; 
57.3701 ;  ;  ; 0.007511166 ;  ;  ; 35.10319 ; 
57.38021 ;  ;  ; 0.006720387 ;  ;  ; 30.8276 ; 
57.39032 ;  ;  ; 0.006009628 ;  ;  ; 27.01009 ; 
57.40044 ;  ;  ; 0.00537457 ;  ;  ; 23.62346 ; 
57.41055 ;  ;  ; 0.004811854 ;  ;  ; 20.64578 ; 
57.42067 ;  ;  ; 0.00431514 ;  ;  ; 18.03944 ; 
57.43078 ;  ;  ; 0.003879823 ;  ;  ; 15.77629 ; 
57.4409 ;  ;  ; 0.003499294 ;  ;  ; 13.81799 ; 
57.45101 ;  ;  ; 0.003168595 ;  ;  ; 12.1351 ; 
57.46112 ;  ;  ; 0.002881785 ;  ;  ; 10.69351 ; 
57.47123 ;  ;  ; 0.002633604 ;  ;  ; 9.463029 ; 
57.48352 ;  ;  ; 0.002376884 ;  ;  ; 8.211349 ; 
57.4958 ;  ;  ; 0.002162192 ;  ;  ; 7.185944 ; 
57.50808 ;  ;  ; 0.00198227 ;  ;  ; 6.346159 ; 
57.52036 ;  ;  ; 0.001831033 ;  ;  ; 5.658027 ; 
57.53264 ;  ;  ; 0.001703306 ;  ;  ; 5.092844 ; 
57.54492 ;  ;  ; 0.001594747 ;  ;  ; 4.62672 ; 
57.5572 ;  ;  ; 0.001501766 ;  ;  ; 4.240032 ; 
57.56948 ;  ;  ; 0.001421424 ;  ;  ; 3.916856 ; 
57.58177 ;  ;  ; 0.001351289 ;  ;  ; 3.644199 ; 
57.59405 ;  ;  ; 0.001289561 ;  ;  ; 3.412318 ; 
57.61861 ;  ;  ; 0.001185358 ;  ;  ; 3.039705 ; 
57.64317 ;  ;  ; 0.001099945 ;  ;  ; 2.753033 ; 
57.66773 ;  ;  ; 0.001027782 ;  ;  ; 2.524254 ; 
57.6923 ;  ;  ; 9.653249E-4 ;  ;  ; 2.336018 ; 
57.71686 ;  ;  ; 9.103348E-4 ;  ;  ; 2.177593 ; 
57.76598 ;  ;  ; 8.169463E-4 ;  ;  ; 1.923823 ; 
57.8151 ;  ;  ; 7.397738E-4 ;  ;  ; 1.728467 ; 
57.86422 ;  ;  ; 6.743789E-4 ;  ;  ; 1.573162 ; 
57.92491 ;  ;  ; 6.056945E-4 ;  ;  ; 1.420311 ; 
57.98559 ;  ;  ; 5.471319E-4 ;  ;  ; 1.298417 ; 
58.04627 ;  ;  ; 4.962967E-4 ;  ;  ; 1.198983 ; 
58.10695 ;  ;  ; 4.51567E-4 ;  ;  ; 1.116496 ; 
58.16764 ;  ;  ; 4.117961E-4 ;  ;  ; 1.047241 ; 
58.22832 ;  ;  ; 3.761515E-4 ;  ;  ; 0.9886198 ; 
58.34968 ;  ;  ; 3.147272E-4 ;  ;  ; 0.8959656 ; 
58.47105 ;  ;  ; 2.63465E-4 ;  ;  ; 0.8279922 ; 
58.59241 ;  ;  ; 2.198829E-4 ;  ;  ; 0.7786146 ; 
58.71378 ;  ;  ; 1.822912E-4 ;  ;  ; 0.7443541 ; 
58.83514 ;  ;  ; 1.49531E-4 ;  ;  ; 0.7235002 ; 
58.92761 ;  ;  ; 1.273041E-4 ;  ;  ; 0.7163818 ; 
59.00852 ;  ;  ; 1.095781E-4 ;  ;  ; 0.7167202 ; 
59.08943 ;  ;  ; 9.335036E-5 ;  ;  ; 0.7238886 ; 
59.17034 ;  ;  ; 7.857862E-5 ;  ;  ; 0.7390476 ; 
59.25125 ;  ;  ; 6.530467E-5 ;  ;  ; 0.764127 ; 
59.33216 ;  ;  ; 5.37106E-5 ;  ;  ; 0.8024202 ; 
59.37262 ;  ;  ; 4.866048E-5 ;  ;  ; 0.8281608 ; 
59.41307 ;  ;  ; 4.42159E-5 ;  ;  ; 0.8595968 ; 
59.45353 ;  ;  ; 4.04986E-5 ;  ;  ; 0.8981669 ; 
59.49398 ;  ;  ; 3.769397E-5 ;  ;  ; 0.9458547 ; 
59.53444 ;  ;  ; 3.608376E-5 ;  ;  ; 1.005631 ; 
59.55467 ;  ;  ; 3.586061E-5 ;  ;  ; 1.041388 ; 
59.57489 ;  ;  ; 3.613174E-5 ;  ;  ; 1.082069 ; 
59.59801 ;  ;  ; 3.719875E-5 ;  ;  ; 1.136065 ; 
59.62258 ;  ;  ; 3.94948E-5 ;  ;  ; 1.204734 ; 
59.63486 ;  ;  ; 4.122735E-5 ;  ;  ; 1.244634 ; 
59.64714 ;  ;  ; 4.345469E-5 ;  ;  ; 1.289179 ; 
59.65942 ;  ;  ; 4.628345E-5 ;  ;  ; 1.339293 ; 
59.6717 ;  ;  ; 4.985078E-5 ;  ;  ; 1.396157 ; 
59.68398 ;  ;  ; 5.433336E-5 ;  ;  ; 1.461276 ; 
59.69626 ;  ;  ; 5.995862E-5 ;  ;  ; 1.53657 ; 
59.70855 ;  ;  ; 6.702501E-5 ;  ;  ; 1.624566 ; 
59.72083 ;  ;  ; 7.589454E-5 ;  ;  ; 1.728229 ; 
59.73311 ;  ;  ; 8.704648E-5 ;  ;  ; 1.851548 ; 
59.74539 ;  ;  ; 1.010784E-4 ;  ;  ; 1.999439 ; 
59.75767 ;  ;  ; 1.187366E-4 ;  ;  ; 2.178012 ; 
59.76995 ;  ;  ; 1.409431E-4 ;  ;  ; 2.394778 ; 
59.77609 ;  ;  ; 1.540949E-4 ;  ;  ; 2.520267 ; 
59.78223 ;  ;  ; 1.688234E-4 ;  ;  ; 2.658867 ; 
59.78837 ;  ;  ; 1.853055E-4 ;  ;  ; 2.812004 ; 
59.79451 ;  ;  ; 2.037339E-4 ;  ;  ; 2.981232 ; 
59.80246 ;  ;  ; 2.308302E-4 ;  ;  ; 3.227015 ; 
59.81041 ;  ;  ; 2.620393E-4 ;  ;  ; 3.506594 ; 
59.81836 ;  ;  ; 2.979073E-4 ;  ;  ; 3.824337 ; 
59.8263 ;  ;  ; 3.389737E-4 ;  ;  ; 4.184506 ; 
59.83425 ;  ;  ; 3.859845E-4 ;  ;  ; 4.593118 ; 
59.8422 ;  ;  ; 4.395799E-4 ;  ;  ; 5.055212 ; 
59.85015 ;  ;  ; 5.004905E-4 ;  ;  ; 5.576566 ; 
59.85809 ;  ;  ; 5.693909E-4 ;  ;  ; 6.162443 ; 
59.86604 ;  ;  ; 6.472493E-4 ;  ;  ; 6.820561 ; 
59.87399 ;  ;  ; 7.347984E-4 ;  ;  ; 7.556598 ; 
59.88194 ;  ;  ; 8.328595E-4 ;  ;  ; 8.376953 ; 
59.88988 ;  ;  ; 9.421022E-4 ;  ;  ; 9.286732 ; 
59.89783 ;  ;  ; 0.001063592 ;  ;  ; 10.29431 ; 
59.90577 ;  ;  ; 0.00119777 ;  ;  ; 11.40287 ; 
59.91372 ;  ;  ; 0.00134566 ;  ;  ; 12.62037 ; 
59.92166 ;  ;  ; 0.001507492 ;  ;  ; 13.94823 ; 
59.93395 ;  ;  ; 0.001786933 ;  ;  ; 16.23205 ; 
59.94623 ;  ;  ; 0.002102247 ;  ;  ; 18.79769 ; 
59.95851 ;  ;  ; 0.002453849 ;  ;  ; 21.64687 ; 
59.97079 ;  ;  ; 0.002840768 ;  ;  ; 24.77006 ; 
59.99535 ;  ;  ; 0.003709785 ;  ;  ; 31.74527 ; 
60.01991 ;  ;  ; 0.004672547 ;  ;  ; 39.41611 ; 
60.05169 ;  ;  ; 0.005955668 ;  ;  ; 49.5448 ; 
60.08347 ;  ;  ; 0.007114249 ;  ;  ; 58.56563 ; 
60.09937 ;  ;  ; 0.007585957 ;  ;  ; 62.17836 ; 
60.11526 ;  ;  ; 0.007955466 ;  ;  ; 64.9547 ; 
60.12104 ;  ;  ; 0.008060977 ;  ;  ; 65.72985 ; 
60.13552 ;  ;  ; 0.008251321 ;  ;  ; 67.07448 ; 
60.15 ;  ;  ; 0.008330285 ;  ;  ; 67.52464 ; 
60.16523 ;  ;  ; 0.008289916 ;  ;  ; 67.01314 ; 
60.17839 ;  ;  ; 0.00815479 ;  ;  ; 65.77602 ; 
60.19154 ;  ;  ; 0.007932061 ;  ;  ; 63.84851 ; 
60.21396 ;  ;  ; 0.007373932 ;  ;  ; 59.16812 ; 
60.23638 ;  ;  ; 0.006639314 ;  ;  ; 53.12758 ; 
60.27885 ;  ;  ; 0.005000162 ;  ;  ; 39.86335 ; 
60.30009 ;  ;  ; 0.004170895 ;  ;  ; 33.22758 ; 
60.32132 ;  ;  ; 0.003395612 ;  ;  ; 27.06409 ; 
60.3402 ;  ;  ; 0.002775321 ;  ;  ; 22.16279 ; 
60.35908 ;  ;  ; 0.002232785 ;  ;  ; 17.90153 ; 
60.36852 ;  ;  ; 0.001992284 ;  ;  ; 16.02177 ; 
60.37796 ;  ;  ; 0.001772321 ;  ;  ; 14.30851 ; 
60.3874 ;  ;  ; 0.00157249 ;  ;  ; 12.75783 ; 
60.39683 ;  ;  ; 0.001392287 ;  ;  ; 11.36506 ; 
60.40627 ;  ;  ; 0.001230425 ;  ;  ; 10.11951 ; 
60.41571 ;  ;  ; 0.001086034 ;  ;  ; 9.013703 ; 
60.42515 ;  ;  ; 9.579228E-4 ;  ;  ; 8.037755 ; 
60.43458 ;  ;  ; 8.449417E-4 ;  ;  ; 7.182113 ; 
60.44402 ;  ;  ; 7.455578E-4 ;  ;  ; 6.434379 ; 
60.45346 ;  ;  ; 6.586058E-4 ;  ;  ; 5.784999 ; 
60.4629 ;  ;  ; 5.828229E-4 ;  ;  ; 5.223742 ; 
60.47233 ;  ;  ; 5.170629E-4 ;  ;  ; 4.741312 ; 
60.48177 ;  ;  ; 4.600448E-4 ;  ;  ; 4.327511 ; 
60.49121 ;  ;  ; 4.107811E-4 ;  ;  ; 3.974379 ; 
60.50065 ;  ;  ; 3.682968E-4 ;  ;  ; 3.674134 ; 
60.51009 ;  ;  ; 3.317076E-4 ;  ;  ; 3.419737 ; 
60.51953 ;  ;  ; 3.002203E-4 ;  ;  ; 3.204895 ; 
60.52897 ;  ;  ; 2.731301E-4 ;  ;  ; 3.024035 ; 
60.53841 ;  ;  ; 2.498172E-4 ;  ;  ; 2.87227 ; 
60.54784 ;  ;  ; 2.297603E-4 ;  ;  ; 2.745473 ; 
60.55728 ;  ;  ; 2.124491E-4 ;  ;  ; 2.639712 ; 
60.56672 ;  ;  ; 1.975045E-4 ;  ;  ; 2.551998 ; 
60.58559 ;  ;  ; 1.734058E-4 ;  ;  ; 2.420521 ; 
60.60447 ;  ;  ; 1.552842E-4 ;  ;  ; 2.334266 ; 
60.62334 ;  ;  ; 1.416445E-4 ;  ;  ; 2.281756 ; 
60.64694 ;  ;  ; 1.293225E-4 ;  ;  ; 2.251783 ; 
60.67054 ;  ;  ; 1.210665E-4 ;  ;  ; 2.252659 ; 
60.69414 ;  ;  ; 1.160992E-4 ;  ;  ; 2.278868 ; 
60.71773 ;  ;  ; 1.139993E-4 ;  ;  ; 2.327625 ; 
60.74369 ;  ;  ; 1.147901E-4 ;  ;  ; 2.406336 ; 
60.76964 ;  ;  ; 1.188462E-4 ;  ;  ; 2.512068 ; 
60.7956 ;  ;  ; 1.264187E-4 ;  ;  ; 2.647574 ; 
60.82155 ;  ;  ; 1.380133E-4 ;  ;  ; 2.817558 ; 
60.84751 ;  ;  ; 1.545083E-4 ;  ;  ; 3.029885 ; 
60.86049 ;  ;  ; 1.650064E-4 ;  ;  ; 3.155491 ; 
60.87346 ;  ;  ; 1.773118E-4 ;  ;  ; 3.296641 ; 
60.88644 ;  ;  ; 1.917668E-4 ;  ;  ; 3.456269 ; 
60.89942 ;  ;  ; 2.087802E-4 ;  ;  ; 3.637757 ; 
60.9124 ;  ;  ; 2.288927E-4 ;  ;  ; 3.845583 ; 
60.92537 ;  ;  ; 2.52785E-4 ;  ;  ; 4.085317 ; 
60.93835 ;  ;  ; 2.81401E-4 ;  ;  ; 4.364756 ; 
60.95133 ;  ;  ; 3.158967E-4 ;  ;  ; 4.693289 ; 
60.96431 ;  ;  ; 3.577815E-4 ;  ;  ; 5.083168 ; 
60.97729 ;  ;  ; 4.089854E-4 ;  ;  ; 5.550008 ; 
60.99027 ;  ;  ; 4.719575E-4 ;  ;  ; 6.113555 ; 
61.00325 ;  ;  ; 5.497755E-4 ;  ;  ; 6.798553 ; 
61.01623 ;  ;  ; 6.462638E-4 ;  ;  ; 7.635673 ; 
61.0292 ;  ;  ; 7.660124E-4 ;  ;  ; 8.661575 ; 
61.04218 ;  ;  ; 9.148778E-4 ;  ;  ; 9.923111 ; 
61.05516 ;  ;  ; 0.001099534 ;  ;  ; 11.47337 ; 
61.06814 ;  ;  ; 0.001327884 ;  ;  ; 13.37515 ; 
61.08111 ;  ;  ; 0.001608753 ;  ;  ; 15.69834 ; 
61.09409 ;  ;  ; 0.001952738 ;  ;  ; 18.52692 ; 
61.10707 ;  ;  ; 0.002370772 ;  ;  ; 21.94706 ; 
61.12005 ;  ;  ; 0.002874686 ;  ;  ; 26.05183 ; 
61.13302 ;  ;  ; 0.00347612 ;  ;  ; 30.93235 ; 
61.146 ;  ;  ; 0.00418793 ;  ;  ; 36.68927 ; 
61.15898 ;  ;  ; 0.005020765 ;  ;  ; 43.40501 ; 
61.17196 ;  ;  ; 0.00598404 ;  ;  ; 51.15188 ; 
61.18493 ;  ;  ; 0.007083737 ;  ;  ; 59.97445 ; 
61.19791 ;  ;  ; 0.00832496 ;  ;  ; 69.91017 ; 
61.21088 ;  ;  ; 0.009704803 ;  ;  ; 80.93235 ; 
61.22386 ;  ;  ; 0.01121914 ;  ;  ; 93.00469 ; 
61.23683 ;  ;  ; 0.01285343 ;  ;  ; 106.008 ; 
61.25335 ;  ;  ; 0.01508024 ;  ;  ; 123.687 ; 
61.26987 ;  ;  ; 0.01741893 ;  ;  ; 142.2077 ; 
61.3029 ;  ;  ; 0.02213741 ;  ;  ; 179.4208 ; 
61.32768 ;  ;  ; 0.02536673 ;  ;  ; 204.7363 ; 
61.35245 ;  ;  ; 0.02798069 ;  ;  ; 225.0662 ; 
61.3784 ;  ;  ; 0.02976603 ;  ;  ; 238.7256 ; 
61.4 ;  ;  ; 0.03036365 ;  ;  ; 243.0221 ; 
61.4054 ;  ;  ; 0.03038047 ;  ;  ; 243.0452 ; 
61.42072 ;  ;  ; 0.03014312 ;  ;  ; 240.8583 ; 
61.43604 ;  ;  ; 0.02950473 ;  ;  ; 235.5126 ; 
61.4577 ;  ;  ; 0.02800474 ;  ;  ; 223.2746 ; 
61.47935 ;  ;  ; 0.02597013 ;  ;  ; 206.885 ; 
61.51785 ;  ;  ; 0.0217239 ;  ;  ; 173.0106 ; 
61.5371 ;  ;  ; 0.01962926 ;  ;  ; 156.4168 ; 
61.55635 ;  ;  ; 0.01773676 ;  ;  ; 141.4906 ; 
61.58042 ;  ;  ; 0.01579745 ;  ;  ; 126.2784 ; 
61.60448 ;  ;  ; 0.01441803 ;  ;  ; 115.5412 ; 
61.62373 ;  ;  ; 0.01371567 ;  ;  ; 110.1307 ; 
61.64298 ;  ;  ; 0.01332368 ;  ;  ; 107.1588 ; 
61.66223 ;  ;  ; 0.01316941 ;  ;  ; 106.0341 ; 
61.68148 ;  ;  ; 0.01316323 ;  ;  ; 106.0354 ; 
61.71758 ;  ;  ; 0.01322344 ;  ;  ; 106.4652 ; 
61.7449 ;  ;  ; 0.01305807 ;  ;  ; 105.0073 ; 
61.75 ;  ;  ; 0.012991 ;  ;  ; 104.4401 ; 
61.76275 ;  ;  ; 0.01276495 ;  ;  ; 102.5513 ; 
61.78789 ;  ;  ; 0.0120633 ;  ;  ; 96.7791 ; 
61.81193 ;  ;  ; 0.0110895 ;  ;  ; 88.86104 ; 
61.83596 ;  ;  ; 0.009880765 ;  ;  ; 79.11076 ; 
61.87748 ;  ;  ; 0.007510485 ;  ;  ; 60.15988 ; 
61.89824 ;  ;  ; 0.006324997 ;  ;  ; 50.75779 ; 
61.919 ;  ;  ; 0.005212875 ;  ;  ; 41.98985 ; 
61.93976 ;  ;  ; 0.00421283 ;  ;  ; 34.16011 ; 
61.96052 ;  ;  ; 0.003348423 ;  ;  ; 27.45048 ; 
61.9709 ;  ;  ; 0.002970579 ;  ;  ; 24.54158 ; 
61.98128 ;  ;  ; 0.00262933 ;  ;  ; 21.93178 ; 
61.99166 ;  ;  ; 0.002324194 ;  ;  ; 19.6165 ; 
62.00204 ;  ;  ; 0.002054233 ;  ;  ; 17.58753 ; 
62.01242 ;  ;  ; 0.001818169 ;  ;  ; 15.83403 ; 
62.0228 ;  ;  ; 0.001614502 ;  ;  ; 14.34335 ; 
62.03318 ;  ;  ; 0.001441609 ;  ;  ; 13.10189 ; 
62.04356 ;  ;  ; 0.001297838 ;  ;  ; 12.09577 ; 
62.05394 ;  ;  ; 0.001181575 ;  ;  ; 11.31135 ; 
62.06432 ;  ;  ; 0.001091304 ;  ;  ; 10.7357 ; 
62.0747 ;  ;  ; 0.001025646 ;  ;  ; 10.35682 ; 
62.08507 ;  ;  ; 9.834057E-4 ;  ;  ; 10.16392 ; 
62.09381 ;  ;  ; 9.651458E-4 ;  ;  ; 10.13819 ; 
62.10255 ;  ;  ; 9.62155E-4 ;  ;  ; 10.23195 ; 
62.11129 ;  ;  ; 9.739431E-4 ;  ;  ; 10.4403 ; 
62.12003 ;  ;  ; 0.001000069 ;  ;  ; 10.7586 ; 
62.12877 ;  ;  ; 0.001040123 ;  ;  ; 11.18238 ; 
62.13751 ;  ;  ; 0.001093705 ;  ;  ; 11.70713 ; 
62.14625 ;  ;  ; 0.001160406 ;  ;  ; 12.32816 ; 
62.15499 ;  ;  ; 0.001239778 ;  ;  ; 13.04042 ; 
62.17247 ;  ;  ; 0.001434439 ;  ;  ; 14.71571 ; 
62.18995 ;  ;  ; 0.001672556 ;  ;  ; 16.67951 ; 
62.20416 ;  ;  ; 0.001893375 ;  ;  ; 18.44215 ; 
62.21836 ;  ;  ; 0.002133283 ;  ;  ; 20.30511 ; 
62.24677 ;  ;  ; 0.002646493 ;  ;  ; 24.12559 ; 
62.26972 ;  ;  ; 0.003060373 ;  ;  ; 27.03278 ; 
62.29266 ;  ;  ; 0.003436347 ;  ;  ; 29.49278 ; 
62.31669 ;  ;  ; 0.003752787 ;  ;  ; 31.32618 ; 
62.32325 ;  ;  ; 0.003820956 ;  ;  ; 31.66484 ; 
62.33663 ;  ;  ; 0.003931881 ;  ;  ; 32.11718 ; 
62.35 ;  ;  ; 0.004002196 ;  ;  ; 32.23575 ; 
62.35253 ;  ;  ; 0.004010742 ;  ;  ; 32.21997 ; 
62.36011 ;  ;  ; 0.004027099 ;  ;  ; 32.09984 ; 
62.36768 ;  ;  ; 0.004029528 ;  ;  ; 31.87184 ; 
62.38827 ;  ;  ; 0.003966697 ;  ;  ; 30.7276 ; 
62.40885 ;  ;  ; 0.003808675 ;  ;  ; 28.895 ; 
62.42431 ;  ;  ; 0.003635573 ;  ;  ; 27.14789 ; 
62.43976 ;  ;  ; 0.003424749 ;  ;  ; 25.16368 ; 
62.47067 ;  ;  ; 0.002926575 ;  ;  ; 20.78979 ; 
62.50352 ;  ;  ; 0.002356002 ;  ;  ; 16.10279 ; 
62.51994 ;  ;  ; 0.002079319 ;  ;  ; 13.92389 ; 
62.53636 ;  ;  ; 0.001818494 ;  ;  ; 11.92256 ; 
62.55279 ;  ;  ; 0.001578579 ;  ;  ; 10.1284 ; 
62.56921 ;  ;  ; 0.001363095 ;  ;  ; 8.558738 ; 
62.58563 ;  ;  ; 0.001173342 ;  ;  ; 7.214163 ; 
