Incident energy ; MT=16 : (z,2n) ; MT=17 : (z,3n) ; MT=18 : (z,fission) ; MT=41 : (z,2n+p) ; MT=28 : (z,n+p) ; MT=102 : (z,γ) ; MT=103 : (z,p)
Incident energy ;  ;  ;  ;  ;  ;  ; 
Incident energy ; σ(E) ; σ(E) ; σ(E) ; σ(E) ; σ(E) ; σ(E) ; σ(E)
14.33608 ;  ;  ; 9.365671E-4 ;  ;  ; 16.42207 ; 
14.34852 ;  ;  ; 8.831088E-4 ;  ;  ; 14.56731 ; 
14.36096 ;  ;  ; 8.460241E-4 ;  ;  ; 13.09473 ; 
14.3734 ;  ;  ; 8.210961E-4 ;  ;  ; 11.89893 ; 
14.38584 ;  ;  ; 8.054814E-4 ;  ;  ; 10.90907 ; 
14.40362 ;  ;  ; 7.955923E-4 ;  ;  ; 9.758713 ; 
14.42139 ;  ;  ; 7.970675E-4 ;  ;  ; 8.838584 ; 
14.43917 ;  ;  ; 8.075374E-4 ;  ;  ; 8.087588 ; 
14.45694 ;  ;  ; 8.254495E-4 ;  ;  ; 7.466352 ; 
14.47472 ;  ;  ; 8.49807E-4 ;  ;  ; 6.94609 ; 
14.49249 ;  ;  ; 8.79922E-4 ;  ;  ; 6.50723 ; 
14.52803 ;  ;  ; 9.560312E-4 ;  ;  ; 5.817285 ; 
14.56358 ;  ;  ; 0.001052686 ;  ;  ; 5.316435 ; 
14.59913 ;  ;  ; 0.001170999 ;  ;  ; 4.958738 ; 
14.63468 ;  ;  ; 0.001314228 ;  ;  ; 4.718194 ; 
14.67022 ;  ;  ; 0.001488183 ;  ;  ; 4.583417 ; 
14.69865 ;  ;  ; 0.001655816 ;  ;  ; 4.552573 ; 
14.72532 ;  ;  ; 0.00184335 ;  ;  ; 4.593524 ; 
14.75198 ;  ;  ; 0.002070111 ;  ;  ; 4.717528 ; 
14.77864 ;  ;  ; 0.002352144 ;  ;  ; 4.954273 ; 
14.79197 ;  ;  ; 0.002521942 ;  ;  ; 5.131677 ; 
14.8053 ;  ;  ; 0.002717742 ;  ;  ; 5.363857 ; 
14.81863 ;  ;  ; 0.00294737 ;  ;  ; 5.669796 ; 
14.83196 ;  ;  ; 0.003222169 ;  ;  ; 6.078579 ; 
14.84529 ;  ;  ; 0.003558691 ;  ;  ; 6.634968 ; 
14.85862 ;  ;  ; 0.003980932 ;  ;  ; 7.407208 ; 
14.86529 ;  ;  ; 0.004234571 ;  ;  ; 7.90482 ; 
14.87195 ;  ;  ; 0.004522922 ;  ;  ; 8.496858 ; 
14.87862 ;  ;  ; 0.004853072 ;  ;  ; 9.204753 ; 
14.88528 ;  ;  ; 0.005231106 ;  ;  ; 10.04929 ; 
14.89195 ;  ;  ; 0.005666086 ;  ;  ; 11.05936 ; 
14.89861 ;  ;  ; 0.006165371 ;  ;  ; 12.26157 ; 
14.90528 ;  ;  ; 0.006739729 ;  ;  ; 13.69225 ; 
14.91194 ;  ;  ; 0.007396999 ;  ;  ; 15.38218 ; 
14.92128 ;  ;  ; 0.00847783 ;  ;  ; 18.2619 ; 
14.93061 ;  ;  ; 0.009764357 ;  ;  ; 21.82239 ; 
14.93994 ;  ;  ; 0.01127593 ;  ;  ; 26.15537 ; 
14.94927 ;  ;  ; 0.01302119 ;  ;  ; 31.32641 ; 
14.9586 ;  ;  ; 0.01499469 ;  ;  ; 37.36251 ; 
14.96793 ;  ;  ; 0.01717275 ;  ;  ; 44.23649 ; 
14.97726 ;  ;  ; 0.01951022 ;  ;  ; 51.85314 ; 
14.98659 ;  ;  ; 0.02193903 ;  ;  ; 60.03986 ; 
15.00614 ;  ;  ; 0.02690423 ;  ;  ; 77.83873 ; 
15.01592 ;  ;  ; 0.02906533 ;  ;  ; 86.26163 ; 
15.02569 ;  ;  ; 0.03082518 ;  ;  ; 93.7382 ; 
15.03635 ;  ;  ; 0.03214406 ;  ;  ; 100.2908 ; 
15.04692 ;  ;  ; 0.03271359 ;  ;  ; 104.6498 ; 
15.05749 ;  ;  ; 0.03248083 ;  ;  ; 106.5316 ; 
15.06 ;  ;  ; 0.03230606 ;  ;  ; 106.5934 ; 
15.0688 ;  ;  ; 0.03134247 ;  ;  ; 105.6348 ; 
15.07759 ;  ;  ; 0.02987194 ;  ;  ; 102.909 ; 
15.08861 ;  ;  ; 0.02742183 ;  ;  ; 97.24291 ; 
15.09963 ;  ;  ; 0.02447177 ;  ;  ; 89.53808 ; 
15.11525 ;  ;  ; 0.01984924 ;  ;  ; 76.34855 ; 
15.13087 ;  ;  ; 0.0152386 ;  ;  ; 62.19926 ; 
15.14161 ;  ;  ; 0.01232513 ;  ;  ; 52.78697 ; 
15.15234 ;  ;  ; 0.009744125 ;  ;  ; 44.11316 ; 
15.15771 ;  ;  ; 0.00859493 ;  ;  ; 40.13246 ; 
15.16307 ;  ;  ; 0.007547316 ;  ;  ; 36.42775 ; 
15.16844 ;  ;  ; 0.00659791 ;  ;  ; 32.99702 ; 
15.1738 ;  ;  ; 0.005748788 ;  ;  ; 29.85785 ; 
15.18161 ;  ;  ; 0.004680948 ;  ;  ; 25.7897 ; 
15.18552 ;  ;  ; 0.004217888 ;  ;  ; 23.97227 ; 
15.18942 ;  ;  ; 0.003800686 ;  ;  ; 22.29941 ; 
15.19333 ;  ;  ; 0.003424793 ;  ;  ; 20.75707 ; 
15.19723 ;  ;  ; 0.003089606 ;  ;  ; 19.34698 ; 
15.20113 ;  ;  ; 0.002791518 ;  ;  ; 18.05841 ; 
15.20503 ;  ;  ; 0.002527911 ;  ;  ; 16.88439 ; 
15.21089 ;  ;  ; 0.002190948 ;  ;  ; 15.31998 ; 
15.21675 ;  ;  ; 0.001917366 ;  ;  ; 13.97359 ; 
15.22261 ;  ;  ; 0.001699018 ;  ;  ; 12.8212 ; 
15.22846 ;  ;  ; 0.001528614 ;  ;  ; 11.84144 ; 
15.23432 ;  ;  ; 0.001398726 ;  ;  ; 11.0096 ; 
15.24017 ;  ;  ; 0.001303706 ;  ;  ; 10.309 ; 
15.24603 ;  ;  ; 0.001237869 ;  ;  ; 9.719654 ; 
15.25188 ;  ;  ; 0.001196822 ;  ;  ; 9.22802 ; 
15.25774 ;  ;  ; 0.001176479 ;  ;  ; 8.818817 ; 
15.26359 ;  ;  ; 0.001173609 ;  ;  ; 8.481747 ; 
15.26945 ;  ;  ; 0.001185462 ;  ;  ; 8.205693 ; 
15.2753 ;  ;  ; 0.001209773 ;  ;  ; 7.983244 ; 
15.28701 ;  ;  ; 0.001289144 ;  ;  ; 7.670997 ; 
15.29872 ;  ;  ; 0.001401769 ;  ;  ; 7.503842 ; 
15.30848 ;  ;  ; 0.00151711 ;  ;  ; 7.456665 ; 
15.31824 ;  ;  ; 0.001650654 ;  ;  ; 7.484359 ; 
15.328 ;  ;  ; 0.001802688 ;  ;  ; 7.583891 ; 
15.33776 ;  ;  ; 0.001974853 ;  ;  ; 7.756863 ; 
15.34752 ;  ;  ; 0.002170207 ;  ;  ; 8.009633 ; 
15.35728 ;  ;  ; 0.002393474 ;  ;  ; 8.353955 ; 
15.36704 ;  ;  ; 0.002651468 ;  ;  ; 8.808213 ; 
15.3768 ;  ;  ; 0.002953708 ;  ;  ; 9.399257 ; 
15.38656 ;  ;  ; 0.003313242 ;  ;  ; 10.16488 ; 
15.39632 ;  ;  ; 0.003747645 ;  ;  ; 11.15692 ; 
15.40608 ;  ;  ; 0.00428013 ;  ;  ; 12.44465 ; 
15.41584 ;  ;  ; 0.004940662 ;  ;  ; 14.11838 ; 
15.4256 ;  ;  ; 0.005766837 ;  ;  ; 16.29222 ; 
15.43048 ;  ;  ; 0.006255979 ;  ;  ; 17.60925 ; 
15.43536 ;  ;  ; 0.006804232 ;  ;  ; 19.10547 ; 
15.44024 ;  ;  ; 0.007418445 ;  ;  ; 20.80198 ; 
15.44512 ;  ;  ; 0.008105824 ;  ;  ; 22.72103 ; 
15.45 ;  ;  ; 0.008873829 ;  ;  ; 24.88578 ; 
15.45488 ;  ;  ; 0.009730043 ;  ;  ; 27.31982 ; 
15.46416 ;  ;  ; 0.0116285 ;  ;  ; 32.77568 ; 
15.47343 ;  ;  ; 0.0139188 ;  ;  ; 39.43537 ; 
15.4827 ;  ;  ; 0.01664184 ;  ;  ; 47.4299 ; 
15.49197 ;  ;  ; 0.01982024 ;  ;  ; 56.83609 ; 
15.50125 ;  ;  ; 0.02345655 ;  ;  ; 67.67027 ; 
15.51052 ;  ;  ; 0.02750972 ;  ;  ; 79.81678 ; 
15.52906 ;  ;  ; 0.03655497 ;  ;  ; 107.1272 ; 
15.54858 ;  ;  ; 0.04639851 ;  ;  ; 137.1126 ; 
15.55834 ;  ;  ; 0.05090351 ;  ;  ; 150.9289 ; 
15.5681 ;  ;  ; 0.05480167 ;  ;  ; 162.9447 ; 
15.58153 ;  ;  ; 0.05875395 ;  ;  ; 175.2238 ; 
15.59495 ;  ;  ; 0.06065893 ;  ;  ; 181.2638 ; 
15.6 ;  ;  ; 0.06079175 ;  ;  ; 181.7432 ; 
15.60758 ;  ;  ; 0.06038169 ;  ;  ; 180.5799 ; 
15.61515 ;  ;  ; 0.05926281 ;  ;  ; 177.2155 ; 
15.62344 ;  ;  ; 0.05728378 ;  ;  ; 171.1751 ; 
15.63173 ;  ;  ; 0.05461465 ;  ;  ; 162.9591 ; 
15.64831 ;  ;  ; 0.04773868 ;  ;  ; 141.5937 ; 
15.67485 ;  ;  ; 0.03505466 ;  ;  ; 101.5577 ; 
15.68812 ;  ;  ; 0.02912394 ;  ;  ; 82.47856 ; 
15.70138 ;  ;  ; 0.02398517 ;  ;  ; 65.62812 ; 
15.71231 ;  ;  ; 0.02047438 ;  ;  ; 53.81885 ; 
15.71777 ;  ;  ; 0.01897878 ;  ;  ; 48.66394 ; 
15.72323 ;  ;  ; 0.017654 ;  ;  ; 44.00104 ; 
15.7287 ;  ;  ; 0.01649383 ;  ;  ; 39.80923 ; 
15.73416 ;  ;  ; 0.0154963 ;  ;  ; 36.08354 ; 
15.73962 ;  ;  ; 0.01465152 ;  ;  ; 32.79076 ; 
15.74508 ;  ;  ; 0.01395096 ;  ;  ; 29.9024 ; 
15.75289 ;  ;  ; 0.01318187 ;  ;  ; 26.41328 ; 
15.76069 ;  ;  ; 0.01266442 ;  ;  ; 23.60186 ; 
15.7685 ;  ;  ; 0.01237376 ;  ;  ; 21.37323 ; 
15.7763 ;  ;  ; 0.01229101 ;  ;  ; 19.65282 ; 
15.78411 ;  ;  ; 0.01240153 ;  ;  ; 18.36606 ; 
15.79191 ;  ;  ; 0.01269691 ;  ;  ; 17.45837 ; 
15.79972 ;  ;  ; 0.013177 ;  ;  ; 16.88264 ; 
15.80752 ;  ;  ; 0.01384784 ;  ;  ; 16.60934 ; 
15.81455 ;  ;  ; 0.01462973 ;  ;  ; 16.60696 ; 
15.82157 ;  ;  ; 0.01559784 ;  ;  ; 16.83242 ; 
15.8286 ;  ;  ; 0.01678169 ;  ;  ; 17.29328 ; 
15.83562 ;  ;  ; 0.01821305 ;  ;  ; 18.00494 ; 
15.84265 ;  ;  ; 0.01994058 ;  ;  ; 18.99626 ; 
15.84967 ;  ;  ; 0.02201406 ;  ;  ; 20.30165 ; 
15.85669 ;  ;  ; 0.02450125 ;  ;  ; 21.97027 ; 
15.86371 ;  ;  ; 0.02747884 ;  ;  ; 24.06086 ; 
15.87074 ;  ;  ; 0.03104019 ;  ;  ; 26.64681 ; 
15.87776 ;  ;  ; 0.0352733 ;  ;  ; 29.79994 ; 
15.88479 ;  ;  ; 0.04029701 ;  ;  ; 33.61687 ; 
15.89181 ;  ;  ; 0.04620907 ;  ;  ; 38.18002 ; 
15.89884 ;  ;  ; 0.05313979 ;  ;  ; 43.59817 ; 
15.90586 ;  ;  ; 0.06117816 ;  ;  ; 49.9491 ; 
15.91288 ;  ;  ; 0.07043026 ;  ;  ; 57.32472 ; 
15.9199 ;  ;  ; 0.08097309 ;  ;  ; 65.79463 ; 
15.92732 ;  ;  ; 0.09357212 ;  ;  ; 75.98789 ; 
15.93473 ;  ;  ; 0.1076548 ;  ;  ; 87.45589 ; 
15.94215 ;  ;  ; 0.1232069 ;  ;  ; 100.1968 ; 
15.94956 ;  ;  ; 0.1400624 ;  ;  ; 114.0845 ; 
15.96439 ;  ;  ; 0.1768712 ;  ;  ; 144.6691 ; 
15.97922 ;  ;  ; 0.2154565 ;  ;  ; 177.1077 ; 
15.99483 ;  ;  ; 0.2538321 ;  ;  ; 209.8478 ; 
16.01044 ;  ;  ; 0.2848868 ;  ;  ; 236.9558 ; 
16.01783 ;  ;  ; 0.2956252 ;  ;  ; 246.6283 ; 
16.02522 ;  ;  ; 0.3032334 ;  ;  ; 253.7638 ; 
16.03261 ;  ;  ; 0.3074139 ;  ;  ; 258.0958 ; 
16.04 ;  ;  ; 0.3079945 ;  ;  ; 259.4595 ; 
16.05263 ;  ;  ; 0.3006229 ;  ;  ; 254.8291 ; 
16.06454 ;  ;  ; 0.2846628 ;  ;  ; 242.8798 ; 
16.07645 ;  ;  ; 0.2614467 ;  ;  ; 224.7271 ; 
16.0866 ;  ;  ; 0.2374627 ;  ;  ; 205.5884 ; 
16.09675 ;  ;  ; 0.2111274 ;  ;  ; 184.3104 ; 
16.11705 ;  ;  ; 0.1569844 ;  ;  ; 139.9731 ; 
16.13126 ;  ;  ; 0.1219442 ;  ;  ; 110.9261 ; 
16.13837 ;  ;  ; 0.1061155 ;  ;  ; 97.7144 ; 
16.14547 ;  ;  ; 0.09165397 ;  ;  ; 85.59044 ; 
16.15258 ;  ;  ; 0.07859431 ;  ;  ; 74.59309 ; 
16.15968 ;  ;  ; 0.06699075 ;  ;  ; 64.77775 ; 
16.16679 ;  ;  ; 0.05678004 ;  ;  ; 56.10048 ; 
16.17389 ;  ;  ; 0.04792283 ;  ;  ; 48.53709 ; 
16.17948 ;  ;  ; 0.04182933 ;  ;  ; 43.31016 ; 
16.18506 ;  ;  ; 0.03646117 ;  ;  ; 38.68641 ; 
16.19064 ;  ;  ; 0.0317485 ;  ;  ; 34.60981 ; 
16.19622 ;  ;  ; 0.02763126 ;  ;  ; 31.03233 ; 
16.20181 ;  ;  ; 0.02404349 ;  ;  ; 27.90041 ; 
16.20739 ;  ;  ; 0.0209396 ;  ;  ; 25.17783 ; 
16.21297 ;  ;  ; 0.01825712 ;  ;  ; 22.81325 ; 
16.21855 ;  ;  ; 0.01594412 ;  ;  ; 20.76407 ; 
16.22414 ;  ;  ; 0.0139495 ;  ;  ; 18.98798 ; 
16.22972 ;  ;  ; 0.012237 ;  ;  ; 17.45544 ; 
16.2353 ;  ;  ; 0.01076397 ;  ;  ; 16.13084 ; 
16.24088 ;  ;  ; 0.009496087 ;  ;  ; 14.98559 ; 
16.24647 ;  ;  ; 0.00840144 ;  ;  ; 13.9929 ; 
16.25205 ;  ;  ; 0.007457796 ;  ;  ; 13.13442 ; 
16.25763 ;  ;  ; 0.00664057 ;  ;  ; 12.38936 ; 
16.26321 ;  ;  ; 0.005930555 ;  ;  ; 11.74157 ; 
16.2688 ;  ;  ; 0.005310398 ;  ;  ; 11.17637 ; 
16.27438 ;  ;  ; 0.004768525 ;  ;  ; 10.68415 ; 
16.27997 ;  ;  ; 0.004291369 ;  ;  ; 10.25336 ; 
16.28555 ;  ;  ; 0.003870927 ;  ;  ; 9.877398 ; 
16.29114 ;  ;  ; 0.003497565 ;  ;  ; 9.548144 ; 
16.29672 ;  ;  ; 0.003165866 ;  ;  ; 9.261196 ; 
16.3023 ;  ;  ; 0.00286951 ;  ;  ; 9.011369 ; 
16.30788 ;  ;  ; 0.002603837 ;  ;  ; 8.794971 ; 
16.31905 ;  ;  ; 0.00214935 ;  ;  ; 8.451075 ; 
16.33021 ;  ;  ; 0.001779551 ;  ;  ; 8.213928 ; 
16.34138 ;  ;  ; 0.001477707 ;  ;  ; 8.075403 ; 
16.34696 ;  ;  ; 0.00134906 ;  ;  ; 8.042923 ; 
16.35254 ;  ;  ; 0.001233909 ;  ;  ; 8.035689 ; 
16.36066 ;  ;  ; 0.001089235 ;  ;  ; 8.072893 ; 
16.36828 ;  ;  ; 9.774174E-4 ;  ;  ; 8.164081 ; 
16.37589 ;  ;  ; 8.889219E-4 ;  ;  ; 8.316789 ; 
16.3835 ;  ;  ; 8.245104E-4 ;  ;  ; 8.54082 ; 
16.39111 ;  ;  ; 7.860482E-4 ;  ;  ; 8.8489 ; 
16.39873 ;  ;  ; 7.764448E-4 ;  ;  ; 9.257831 ; 
16.40254 ;  ;  ; 7.837119E-4 ;  ;  ; 9.50613 ; 
16.40634 ;  ;  ; 7.997752E-4 ;  ;  ; 9.786671 ; 
16.41015 ;  ;  ; 8.254222E-4 ;  ;  ; 10.10413 ; 
16.41395 ;  ;  ; 8.613023E-4 ;  ;  ; 10.46031 ; 
16.41776 ;  ;  ; 9.084767E-4 ;  ;  ; 10.86086 ; 
16.42156 ;  ;  ; 9.676533E-4 ;  ;  ; 11.30774 ; 
16.42765 ;  ;  ; 0.001090382 ;  ;  ; 12.13352 ; 
16.43374 ;  ;  ; 0.001251632 ;  ;  ; 13.11125 ; 
16.43933 ;  ;  ; 0.001438019 ;  ;  ; 14.16022 ; 
16.44491 ;  ;  ; 0.001665187 ;  ;  ; 15.36934 ; 
16.45049 ;  ;  ; 0.001938015 ;  ;  ; 16.75773 ; 
16.45607 ;  ;  ; 0.002261224 ;  ;  ; 18.34285 ; 
16.46166 ;  ;  ; 0.002640271 ;  ;  ; 20.1451 ; 
16.46724 ;  ;  ; 0.003078394 ;  ;  ; 22.17395 ; 
16.47282 ;  ;  ; 0.003580478 ;  ;  ; 24.44644 ; 
16.4784 ;  ;  ; 0.004150249 ;  ;  ; 26.97393 ; 
16.48399 ;  ;  ; 0.004791886 ;  ;  ; 29.76948 ; 
16.48957 ;  ;  ; 0.005505062 ;  ;  ; 32.82642 ; 
16.49515 ;  ;  ; 0.006291582 ;  ;  ; 36.14747 ; 
16.50073 ;  ;  ; 0.007150691 ;  ;  ; 39.72441 ; 
16.5119 ;  ;  ; 0.009076809 ;  ;  ; 47.58501 ; 
16.52306 ;  ;  ; 0.01123695 ;  ;  ; 56.17995 ; 
16.54133 ;  ;  ; 0.01506968 ;  ;  ; 70.91101 ; 
16.5596 ;  ;  ; 0.01881382 ;  ;  ; 84.57635 ; 
16.56772 ;  ;  ; 0.02028609 ;  ;  ; 89.66585 ; 
16.57584 ;  ;  ; 0.02156149 ;  ;  ; 93.85492 ; 
16.58792 ;  ;  ; 0.02299052 ;  ;  ; 98.05454 ; 
16.6 ;  ;  ; 0.02375356 ;  ;  ; 99.48532 ; 
16.60252 ;  ;  ; 0.0238219 ;  ;  ; 99.41709 ; 
16.61006 ;  ;  ; 0.0238353 ;  ;  ; 98.45901 ; 
16.61759 ;  ;  ; 0.02356678 ;  ;  ; 96.4103 ; 
16.62544 ;  ;  ; 0.02300221 ;  ;  ; 93.19982 ; 
16.63329 ;  ;  ; 0.02217397 ;  ;  ; 89.02312 ; 
16.64899 ;  ;  ; 0.01988008 ;  ;  ; 78.45519 ; 
16.67499 ;  ;  ; 0.01507387 ;  ;  ; 58.0398 ; 
16.68799 ;  ;  ; 0.01263559 ;  ;  ; 48.18203 ; 
16.70098 ;  ;  ; 0.01039139 ;  ;  ; 39.35932 ; 
16.71109 ;  ;  ; 0.008841478 ;  ;  ; 33.41632 ; 
16.7212 ;  ;  ; 0.007490766 ;  ;  ; 28.35651 ; 
16.73131 ;  ;  ; 0.006346071 ;  ;  ; 24.18069 ; 
16.74142 ;  ;  ; 0.005401591 ;  ;  ; 20.84477 ; 
16.75153 ;  ;  ; 0.004643115 ;  ;  ; 18.27767 ; 
16.76164 ;  ;  ; 0.004052028 ;  ;  ; 16.39779 ; 
16.77175 ;  ;  ; 0.003608742 ;  ;  ; 15.12697 ; 
16.78185 ;  ;  ; 0.003295653 ;  ;  ; 14.40187 ; 
16.79052 ;  ;  ; 0.003119479 ;  ;  ; 14.18143 ; 
16.79918 ;  ;  ; 0.003022413 ;  ;  ; 14.32108 ; 
16.80785 ;  ;  ; 0.003001298 ;  ;  ; 14.82863 ; 
16.81651 ;  ;  ; 0.003056551 ;  ;  ; 15.72883 ; 
16.82265 ;  ;  ; 0.003143858 ;  ;  ; 16.62902 ; 
16.82879 ;  ;  ; 0.003273656 ;  ;  ; 17.77078 ; 
16.83493 ;  ;  ; 0.003449062 ;  ;  ; 19.18056 ; 
16.84107 ;  ;  ; 0.003673914 ;  ;  ; 20.88908 ; 
16.84721 ;  ;  ; 0.00395267 ;  ;  ; 22.93085 ; 
16.85335 ;  ;  ; 0.004290279 ;  ;  ; 25.34335 ; 
16.85949 ;  ;  ; 0.004692004 ;  ;  ; 28.16602 ; 
16.86562 ;  ;  ; 0.005162387 ;  ;  ; 31.43317 ; 
16.87176 ;  ;  ; 0.005708165 ;  ;  ; 35.19441 ; 
16.8779 ;  ;  ; 0.006333381 ;  ;  ; 39.48074 ; 
16.88404 ;  ;  ; 0.007041987 ;  ;  ; 44.32289 ; 
16.89017 ;  ;  ; 0.0078354 ;  ;  ; 49.73452 ; 
16.89631 ;  ;  ; 0.008717434 ;  ;  ; 55.74594 ; 
16.90245 ;  ;  ; 0.009686151 ;  ;  ; 62.3485 ; 
16.91472 ;  ;  ; 0.01186702 ;  ;  ; 77.23321 ; 
16.927 ;  ;  ; 0.01432448 ;  ;  ; 94.06421 ; 
16.93927 ;  ;  ; 0.01695006 ;  ;  ; 112.1419 ; 
16.96382 ;  ;  ; 0.0220759 ;  ;  ; 147.8728 ; 
16.97537 ;  ;  ; 0.02407625 ;  ;  ; 162.1079 ; 
16.99016 ;  ;  ; 0.02590862 ;  ;  ; 175.5674 ; 
16.99756 ;  ;  ; 0.02644101 ;  ;  ; 179.7513 ; 
17.00495 ;  ;  ; 0.02668654 ;  ;  ; 182.0129 ; 
17.01 ;  ;  ; 0.02668412 ;  ;  ; 182.4115 ; 
17.0201 ;  ;  ; 0.02626431 ;  ;  ; 180.3944 ; 
17.02763 ;  ;  ; 0.02560459 ;  ;  ; 176.5231 ; 
17.03516 ;  ;  ; 0.02467338 ;  ;  ; 170.7824 ; 
17.05022 ;  ;  ; 0.02213361 ;  ;  ; 154.5784 ; 
17.07024 ;  ;  ; 0.01786777 ;  ;  ; 126.6495 ; 
17.09025 ;  ;  ; 0.01337619 ;  ;  ; 96.74138 ; 
17.10401 ;  ;  ; 0.01052795 ;  ;  ; 77.57033 ; 
17.11089 ;  ;  ; 0.00923583 ;  ;  ; 68.82096 ; 
17.11777 ;  ;  ; 0.008046996 ;  ;  ; 60.73968 ; 
17.12465 ;  ;  ; 0.006967208 ;  ;  ; 53.37096 ; 
17.13153 ;  ;  ; 0.005998227 ;  ;  ; 46.73202 ; 
17.13841 ;  ;  ; 0.005138422 ;  ;  ; 40.81673 ; 
17.14529 ;  ;  ; 0.004383437 ;  ;  ; 35.60003 ; 
17.15186 ;  ;  ; 0.003754437 ;  ;  ; 31.23425 ; 
17.15843 ;  ;  ; 0.003208399 ;  ;  ; 27.42647 ; 
17.165 ;  ;  ; 0.002737823 ;  ;  ; 24.12828 ; 
17.17156 ;  ;  ; 0.002335459 ;  ;  ; 21.29268 ; 
17.17813 ;  ;  ; 0.001992293 ;  ;  ; 18.85977 ; 
17.1847 ;  ;  ; 0.001701457 ;  ;  ; 16.78431 ; 
17.19127 ;  ;  ; 0.00145588 ;  ;  ; 15.01918 ; 
17.19783 ;  ;  ; 0.001249358 ;  ;  ; 13.52299 ; 
17.2044 ;  ;  ; 0.001075425 ;  ;  ; 12.25193 ; 
17.21097 ;  ;  ; 9.292568E-4 ;  ;  ; 11.17355 ; 
17.21754 ;  ;  ; 8.063525E-4 ;  ;  ; 10.25731 ; 
17.2241 ;  ;  ; 7.029901E-4 ;  ;  ; 9.477971 ; 
17.23067 ;  ;  ; 6.155759E-4 ;  ;  ; 8.810729 ; 
17.23724 ;  ;  ; 5.415233E-4 ;  ;  ; 8.23793 ; 
17.24381 ;  ;  ; 4.785363E-4 ;  ;  ; 7.743743 ; 
17.25037 ;  ;  ; 4.247937E-4 ;  ;  ; 7.315639 ; 
17.25725 ;  ;  ; 3.765607E-4 ;  ;  ; 6.925032 ; 
17.26413 ;  ;  ; 3.352229E-4 ;  ;  ; 6.584204 ; 
17.27101 ;  ;  ; 2.996057E-4 ;  ;  ; 6.284907 ; 
17.27789 ;  ;  ; 2.687632E-4 ;  ;  ; 6.020464 ; 
17.28477 ;  ;  ; 2.419335E-4 ;  ;  ; 5.785466 ; 
17.29165 ;  ;  ; 2.18502E-4 ;  ;  ; 5.57553 ; 
17.29853 ;  ;  ; 1.979715E-4 ;  ;  ; 5.387085 ; 
17.30541 ;  ;  ; 1.799376E-4 ;  ;  ; 5.217214 ; 
17.31229 ;  ;  ; 1.640697E-4 ;  ;  ; 5.063517 ; 
17.31917 ;  ;  ; 1.500955E-4 ;  ;  ; 4.924007 ; 
17.32605 ;  ;  ; 1.377894E-4 ;  ;  ; 4.797029 ; 
17.33293 ;  ;  ; 1.269627E-4 ;  ;  ; 4.68119 ; 
17.33981 ;  ;  ; 1.174567E-4 ;  ;  ; 4.575314 ; 
17.34669 ;  ;  ; 1.091365E-4 ;  ;  ; 4.478398 ; 
17.36044 ;  ;  ; 9.561795E-5 ;  ;  ; 4.308228 ; 
17.37295 ;  ;  ; 8.641877E-5 ;  ;  ; 4.176875 ; 
17.38546 ;  ;  ; 7.972862E-5 ;  ;  ; 4.064514 ; 
17.39797 ;  ;  ; 7.521028E-5 ;  ;  ; 3.968576 ; 
17.41048 ;  ;  ; 7.259393E-5 ;  ;  ; 3.886994 ; 
17.42299 ;  ;  ; 7.166172E-5 ;  ;  ; 3.818093 ; 
17.4355 ;  ;  ; 7.22362E-5 ;  ;  ; 3.7605 ; 
17.44801 ;  ;  ; 7.417209E-5 ;  ;  ; 3.71309 ; 
17.46051 ;  ;  ; 7.734689E-5 ;  ;  ; 3.674958 ; 
17.47302 ;  ;  ; 8.166749E-5 ;  ;  ; 3.645276 ; 
17.48553 ;  ;  ; 8.705113E-5 ;  ;  ; 3.623448 ; 
17.49804 ;  ;  ; 9.34319E-5 ;  ;  ; 3.608955 ; 
17.51054 ;  ;  ; 1.007502E-4 ;  ;  ; 3.601381 ; 
17.53056 ;  ;  ; 1.143318E-4 ;  ;  ; 3.60283 ; 
17.55057 ;  ;  ; 1.300896E-4 ;  ;  ; 3.620152 ; 
17.57059 ;  ;  ; 1.479623E-4 ;  ;  ; 3.652768 ; 
17.5906 ;  ;  ; 1.678952E-4 ;  ;  ; 3.70038 ; 
17.61062 ;  ;  ; 1.899056E-4 ;  ;  ; 3.763054 ; 
17.63063 ;  ;  ; 2.139997E-4 ;  ;  ; 3.841015 ; 
17.67066 ;  ;  ; 2.687529E-4 ;  ;  ; 4.045465 ; 
17.71069 ;  ;  ; 3.330349E-4 ;  ;  ; 4.321913 ; 
17.75072 ;  ;  ; 4.083581E-4 ;  ;  ; 4.684484 ; 
17.79075 ;  ;  ; 4.970102E-4 ;  ;  ; 5.155014 ; 
17.83077 ;  ;  ; 6.022885E-4 ;  ;  ; 5.766072 ; 
17.8633 ;  ;  ; 7.03461E-4 ;  ;  ; 6.40028 ; 
17.89582 ;  ;  ; 8.227177E-4 ;  ;  ; 7.200943 ; 
17.92835 ;  ;  ; 9.659073E-4 ;  ;  ; 8.231097 ; 
17.94461 ;  ;  ; 0.001049014 ;  ;  ; 8.860631 ; 
17.96087 ;  ;  ; 0.00114171 ;  ;  ; 9.588302 ; 
17.97714 ;  ;  ; 0.001245991 ;  ;  ; 10.43722 ; 
17.9934 ;  ;  ; 0.001364256 ;  ;  ; 11.43656 ; 
18.00966 ;  ;  ; 0.001499991 ;  ;  ; 12.6287 ; 
