Incident energy ; MT=16 : (z,2n) ; MT=17 : (z,3n) ; MT=18 : (z,fission) ; MT=102 : (z,γ)
0.021325 ;  ;  ; 272.3829 ; 21.78675
0.02265 ;  ;  ; 264.2894 ; 21.14033
0.023975 ;  ;  ; 256.8816 ; 20.54811
0.0253 ;  ;  ; 250.0703 ; 20.0028
0.02684375 ;  ;  ; 242.7883 ; 19.41882
0.0283875 ;  ;  ; 236.1184 ; 18.88316
0.02993125 ;  ;  ; 229.9809 ; 18.3899
0.031475 ;  ;  ; 224.3064 ; 17.93375
0.0345625 ;  ;  ; 214.109 ; 17.1141
0.03765 ;  ;  ; 205.1678 ; 16.39558
0.0407375 ;  ;  ; 197.2563 ; 15.75994
0.043825 ;  ;  ; 190.1965 ; 15.19286
0.0469125 ;  ;  ; 183.8463 ; 14.68288
0.05 ;  ;  ; 178.0944 ; 14.22102
0.053125 ;  ;  ; 172.7914 ; 13.79529
0.05625 ;  ;  ; 167.9387 ; 13.40576
0.059375 ;  ;  ; 163.4826 ; 13.04813
0.0625 ;  ;  ; 159.3763 ; 12.71862
0.06875 ;  ;  ; 152.0048 ; 12.12721
0.075 ;  ;  ; 145.5469 ; 11.60922
0.08125 ;  ;  ; 139.848 ; 11.15222
0.0875 ;  ;  ; 134.7719 ; 10.74524
0.09375 ;  ;  ; 130.2127 ; 10.37978
0.1 ;  ;  ; 126.0882 ; 10.04922
0.10625 ;  ;  ; 122.3333 ; 9.748346
0.1125 ;  ;  ; 118.8962 ; 9.472971
0.11875 ;  ;  ; 115.738 ; 9.219985
0.125 ;  ;  ; 112.8382 ; 8.987962
0.128125 ;  ;  ; 111.5065 ; 8.884291
0.1296875 ;  ;  ; 110.9265 ; 8.844985
0.13125 ;  ;  ; 110.5159 ; 8.832351
0.1320313 ;  ;  ; 110.4386 ; 8.846494
0.1328125 ;  ;  ; 110.5065 ; 8.884022
0.1335938 ;  ;  ; 110.789 ; 8.956163
0.134375 ;  ;  ; 111.381 ; 9.078319
0.1347657 ;  ;  ; 111.8314 ; 9.164391
0.1351563 ;  ;  ; 112.4095 ; 9.271136
0.1355469 ;  ;  ; 113.1374 ; 9.402119
0.1359375 ;  ;  ; 114.0393 ; 9.561319
0.1363282 ;  ;  ; 115.1431 ; 9.753224
0.1367188 ;  ;  ; 116.4784 ; 9.982638
0.1371094 ;  ;  ; 118.0785 ; 10.25498
0.1375 ;  ;  ; 119.9794 ; 10.57609
0.1378907 ;  ;  ; 122.2205 ; 10.95237
0.1382813 ;  ;  ; 124.842 ; 11.39034
0.1386719 ;  ;  ; 127.8882 ; 11.8972
0.1390625 ;  ;  ; 131.405 ; 12.48036
0.1394532 ;  ;  ; 135.4407 ; 13.14771
0.1398438 ;  ;  ; 140.0418 ; 13.90677
0.1402344 ;  ;  ; 145.2581 ; 14.76564
0.140625 ;  ;  ; 151.1384 ; 15.73222
0.1410157 ;  ;  ; 157.732 ; 16.81454
0.1414063 ;  ;  ; 165.0815 ; 18.01949
0.1417969 ;  ;  ; 173.2314 ; 19.3543
0.1421875 ;  ;  ; 182.2211 ; 20.82538
0.1425782 ;  ;  ; 192.0879 ; 22.43878
0.1429688 ;  ;  ; 202.8558 ; 24.19839
0.1433594 ;  ;  ; 214.5498 ; 26.10827
0.14375 ;  ;  ; 227.185 ; 28.17086
0.1441407 ;  ;  ; 240.7719 ; 30.38789
0.1445313 ;  ;  ; 255.3016 ; 32.7579
0.1449219 ;  ;  ; 270.766 ; 35.27957
0.1453125 ;  ;  ; 287.1438 ; 37.94947
0.1457032 ;  ;  ; 304.4083 ; 40.76323
0.1460938 ;  ;  ; 322.509 ; 43.71268
0.1464844 ;  ;  ; 341.3987 ; 46.79016
0.146875 ;  ;  ; 361.0163 ; 49.98572
0.1476563 ;  ;  ; 402.1502 ; 56.68493
0.1484375 ;  ;  ; 445.2414 ; 63.70169
0.1499999 ;  ;  ; 534.2033 ; 78.18583
0.1500001 ;  ;  ; 534.2147 ; 78.18769
0.150049 ;  ;  ; 537.0041 ; 78.64182
0.1500978 ;  ;  ; 539.7857 ; 79.09469
0.1501955 ;  ;  ; 545.3477 ; 80.00023
0.1503908 ;  ;  ; 556.4326 ; 81.80497
0.1507814 ;  ;  ; 578.4242 ; 85.38548
0.1515626 ;  ;  ; 621.3481 ; 92.37444
0.1523439 ;  ;  ; 662.2537 ; 99.03569
0.1531251 ;  ;  ; 700.4946 ; 105.2643
0.1539064 ;  ;  ; 735.5782 ; 110.9803
0.1546876 ;  ;  ; 767.143 ; 116.125
0.1554689 ;  ;  ; 794.9978 ; 120.6674
0.1562501 ;  ;  ; 819.0833 ; 124.5978
0.1570314 ;  ;  ; 839.4841 ; 127.9301
0.1578126 ;  ;  ; 856.3825 ; 130.6938
0.1585939 ;  ;  ; 870.0533 ; 132.9334
0.1593751 ;  ;  ; 880.8194 ; 134.7015
0.1601564 ;  ;  ; 889.0402 ; 136.0563
0.1609376 ;  ;  ; 895.0782 ; 137.0566
0.1625001 ;  ;  ; 901.9997 ; 138.2203
0.1640626 ;  ;  ; 904.0692 ; 138.5958
0.1656251 ;  ;  ; 903.1851 ; 138.4914
0.1687501 ;  ;  ; 897.2557 ; 137.6055
0.1750001 ;  ;  ; 881.6261 ; 135.2156
0.1875001 ;  ;  ; 851.7001 ; 130.6296
0.2 ;  ;  ; 824.7199 ; 126.4948
0.21875 ;  ;  ; 788.6263 ; 120.9631
0.2375 ;  ;  ; 756.7968 ; 116.0848
0.25625 ;  ;  ; 728.5359 ; 111.7533
0.275 ;  ;  ; 703.2227 ; 107.8735
0.29375 ;  ;  ; 680.3779 ; 104.3719
0.3125 ;  ;  ; 659.6247 ; 101.1908
0.33125 ;  ;  ; 640.6636 ; 98.28435
0.35 ;  ;  ; 623.3572 ; 95.63147
0.3875 ;  ;  ; 592.4903 ; 90.89977
0.425 ;  ;  ; 565.6977 ; 86.79248
0.5 ;  ;  ; 521.5513 ; 80.02453
0.6249998 ;  ;  ; 466.4649 ; 71.57876
0.7499995 ;  ;  ; 425.7598 ; 65.33738
0.8749993 ;  ;  ; 394.1952 ; 60.4972
0.999999 ;  ;  ; 368.743 ; 56.59396
1.0 ;  ;  ; 368.7429 ; 56.59394
1.000001 ;  ;  ; 368.7427 ; 56.59391
1.000406 ;  ;  ; 368.6669 ; 56.58229
1.000811 ;  ;  ; 368.5913 ; 56.57069
1.00162 ;  ;  ; 368.4407 ; 56.54759
1.003238 ;  ;  ; 368.1412 ; 56.50164
1.006474 ;  ;  ; 367.5488 ; 56.41074
1.012946 ;  ;  ; 366.3875 ; 56.23254
1.02589 ;  ;  ; 364.1286 ; 55.88589
1.051778 ;  ;  ; 359.6869 ; 55.20418
1.103554 ;  ;  ; 350.9627 ; 53.86519
1.207106 ;  ;  ; 335.5445 ; 51.49881
1.41421 ;  ;  ; 309.979 ; 47.57502
1.707105 ;  ;  ; 282.1089 ; 43.29752
2.0 ;  ;  ; 260.6218 ; 39.9997
2.25 ;  ;  ; 245.71 ; 37.71109
2.5 ;  ;  ; 233.0775 ; 35.77229
2.75 ;  ;  ; 222.2117 ; 34.10465
3.0 ;  ;  ; 212.7358 ; 32.65031
3.25 ;  ;  ; 204.3751 ; 31.3671
3.5 ;  ;  ; 196.9421 ; 30.22631
4.0 ;  ;  ; 184.2144 ; 28.27285
4.5 ;  ;  ; 173.6583 ; 26.65272
5.0 ;  ;  ; 164.7302 ; 25.28244
5.5 ;  ;  ; 157.0487 ; 24.10349
6.0 ;  ;  ; 150.3496 ; 23.07532
6.5 ;  ;  ; 144.44 ; 22.16832
7.0 ;  ;  ; 139.1798 ; 21.36098
7.75 ;  ;  ; 132.2635 ; 20.29946
8.5 ;  ;  ; 126.2809 ; 19.38125
9.25 ;  ;  ; 121.0424 ; 18.57723
10.0 ;  ;  ; 116.4074 ; 17.86585
12.07105 ;  ;  ; 105.9285 ; 16.25757
14.1421 ;  ;  ; 97.84745 ; 15.01731
17.07105 ;  ;  ; 89.0394 ; 13.66546
20.0 ;  ;  ; 82.24749 ; 12.62305
22.5 ;  ;  ; 77.53237 ; 11.89936
25.0 ;  ;  ; 73.54224 ; 11.28695
27.5 ;  ;  ; 70.11007 ; 10.76017
30.0 ;  ;  ; 67.11688 ; 10.30077
32.5 ;  ;  ; 64.47549 ; 9.895371
35.0 ;  ;  ; 62.12415 ; 9.534491
40.0 ;  ;  ; 58.10074 ; 8.916981
45.0 ;  ;  ; 54.76729 ; 8.405368
50.0 ;  ;  ; 51.94791 ; 7.972653
55.0 ;  ;  ; 49.52206 ; 7.600322
60.0 ;  ;  ; 47.40652 ; 7.27562
65.0 ;  ;  ; 45.54035 ; 6.989193
70.0 ;  ;  ; 43.87849 ; 6.734125
77.5 ;  ;  ; 41.69409 ; 6.398851
85.0 ;  ;  ; 39.80553 ; 6.108986
92.5 ;  ;  ; 38.1519 ; 5.855178
100.0 ;  ;  ; 36.68841 ; 5.630556
120.7105 ;  ;  ; 33.38279 ; 5.123164
141.421 ;  ;  ; 30.83373 ; 4.731905
170.7105 ;  ;  ; 28.0556 ; 4.305493
200.0 ;  ;  ; 25.91338 ; 3.976689
225.0 ;  ;  ; 24.42847 ; 3.748755
250.0 ;  ;  ; 23.17225 ; 3.555926
275.0 ;  ;  ; 22.09162 ; 3.390052
300.0 ;  ;  ; 21.14916 ; 3.24539
325.0 ;  ;  ; 20.31974 ; 3.118065
350.0 ;  ;  ; 19.58101 ; 3.00466
400.0 ;  ;  ; 18.31695 ; 2.810618
450.0 ;  ;  ; 17.26974 ; 2.649868
500.0 ;  ;  ; 16.38383 ; 2.513881
550.0 ;  ;  ; 15.62484 ; 2.397352
600.0 ;  ;  ; 14.96269 ; 2.295694
650.0 ;  ;  ; 14.37838 ; 2.20599
700.0 ;  ;  ; 13.85781 ; 2.126072
775.0 ;  ;  ; 13.17734 ; 2.021584
850.0 ;  ;  ; 12.58872 ; 1.931204
925.0 ;  ;  ; 12.07298 ; 1.852018
1000.0 ;  ;  ; 11.61627 ; 1.781896
1125.0 ;  ;  ; 10.96912 ; 1.682474
1250.0 ;  ;  ; 10.42081 ; 1.598245
1500.0 ;  ;  ; 9.53595 ; 1.462333
1750.0 ;  ;  ; 8.846728 ; 1.356482
2000.0 ;  ;  ; 8.290114 ; 1.271007
2250.0 ;  ;  ; 7.841549 ; 1.202049
2500.0 ;  ;  ; 7.460916 ; 1.143541
2750.0 ;  ;  ; 7.132534 ; 1.093073
3000.0 ;  ;  ; 6.845397 ; 1.048949
3250.0 ;  ;  ; 6.602453 ; 1.011549
3500.0 ;  ;  ; 6.385242 ; 0.9781177
4000.0 ;  ;  ; 6.011732 ; 0.9206413
4500.0 ;  ;  ; 5.700437 ; 0.8727515
5000.0 ;  ;  ; 5.435672 ; 0.8320294
5500.0 ;  ;  ; 5.220914 ; 0.7989048
6000.0 ;  ;  ; 5.032285 ; 0.7698193
6500.0 ;  ;  ; 4.864788 ; 0.7439992
7000.0 ;  ;  ; 4.714697 ; 0.7208682
7750.0 ;  ;  ; 4.531109 ; 0.6924563
8500.0 ;  ;  ; 4.370695 ; 0.6676424
9250.0 ;  ;  ; 4.228838 ; 0.6457085
10000.0 ;  ;  ; 4.102148 ; 0.6261271
12500.0 ;  ;  ; 3.817969 ; 0.5815947
15000.0 ;  ;  ; 3.600465 ; 0.5475721
17500.0 ;  ;  ; 3.426267 ; 0.5203643
20000.0 ;  ;  ; 3.282209 ; 0.4978927
22500.0 ;  ;  ; 3.193842 ; 0.4835528
25000.0 ;  ;  ; 3.116825 ; 0.4710772
27500.0 ;  ;  ; 3.048756 ; 0.4600692
30000.0 ;  ;  ; 2.987917 ; 0.450245
40174.6 ;  ;  ; 2.83181 ; 0.423694
40174.64 ;  ;  ; 2.83181 ; 0.4236939
45296.9 ;  ;  ; 2.78041 ; 0.414491
45296.91 ;  ;  ; 2.78041 ; 0.414491
50000.0 ;  ;  ; 2.74403 ; 0.407874
55000.0 ;  ;  ; 2.713666 ; 0.4016623
60000.0 ;  ;  ; 2.68624 ; 0.396074
65000.0 ;  ;  ; 2.661255 ; 0.391002
70000.0 ;  ;  ; 2.63833 ; 0.386364
77500.0 ;  ;  ; 2.616031 ; 0.3805829
85000.0 ;  ;  ; 2.595956 ; 0.3754111
92500.0 ;  ;  ; 2.577715 ; 0.3707385
100000.0 ;  ;  ; 2.56101 ; 0.366482
102661.0 ;  ;  ; 2.541751 ; 0.3629631
103540.0 ;  ;  ; 2.53553 ; 0.361828
103540.2 ;  ;  ; 2.535529 ; 0.3618278
120000.0 ;  ;  ; 2.4461 ; 0.344541
130000.0 ;  ;  ; 2.416508 ; 0.3375559
140000.0 ;  ;  ; 2.38943 ; 0.331215
143715.0 ;  ;  ; 2.38408 ; 0.329488
156857.5 ;  ;  ; 2.380003 ; 0.3253663
170000.0 ;  ;  ; 2.37626 ; 0.321622
174719.0 ;  ;  ; 2.380859 ; 0.3210121
174719.6 ;  ;  ; 2.38086 ; 0.3210121
174720.0 ;  ;  ; 2.38086 ; 0.321012
200000.0 ;  ;  ; 2.42724 ; 0.320584
214894.0 ;  ;  ; 2.38498 ; 0.311176
214894.2 ;  ;  ; 2.38498 ; 0.3111759
232447.0 ;  ;  ; 2.359951 ; 0.3033931
250000.0 ;  ;  ; 2.33698 ; 0.296351
275000.0 ;  ;  ; 2.350614 ; 0.2916641
300000.0 ;  ;  ; 2.36313 ; 0.28745
325000.0 ;  ;  ; 2.32643 ; 0.2764209
350000.0 ;  ;  ; 2.292959 ; 0.2665872
400000.0 ;  ;  ; 2.23386 ; 0.249743
450000.0 ;  ;  ; 2.257203 ; 0.2412076
500000.0 ;  ;  ; 2.27829 ; 0.23382
550000.0 ;  ;  ; 2.239216 ; 0.2195271
600000.0 ;  ;  ; 2.20413 ; 0.207243
650000.0 ;  ;  ; 2.203559 ; 0.1978433
700000.0 ;  ;  ; 2.20303 ; 0.189521
800000.0 ;  ;  ; 2.16186 ; 0.169813
900000.0 ;  ;  ; 2.14814 ; 0.153851
1000000.0 ;  ;  ; 2.15334 ; 0.140361
1100000.0 ;  ;  ; 2.15266 ; 0.127484
1200000.0 ;  ;  ; 2.15887 ; 0.115913
1300000.0 ;  ;  ; 2.17047 ; 0.105479
1400000.0 ;  ;  ; 2.18298 ; 0.0958243
1500000.0 ;  ;  ; 2.19794 ; 0.0869974
1600000.0 ;  ;  ; 2.21203 ; 0.0787902
1700000.0 ;  ;  ; 2.22503 ; 0.0712001
1800000.0 ;  ;  ; 2.2365 ; 0.0641702
1900000.0 ;  ;  ; 2.24489 ; 0.0576624
2000000.0 ;  ;  ; 2.25166 ; 0.0516802
2075000.0 ;  ;  ; 2.2529 ; 0.04719266
2150000.0 ;  ;  ; 2.254096 ; 0.04323402
2300000.0 ;  ;  ; 2.25637 ; 0.0366063
2400000.0 ;  ;  ; 2.253546 ; 0.03236337
2500000.0 ;  ;  ; 2.25084 ; 0.0287565
2600000.0 ;  ;  ; 2.235963 ; 0.02522234
2700000.0 ;  ;  ; 2.22174 ; 0.0222323
2775000.0 ;  ;  ; 2.212285 ; 0.02008554
2850000.0 ;  ;  ; 2.20312 ; 0.01819528
2925000.0 ;  ;  ; 2.19423 ; 0.01652529
3000000.0 ;  ;  ; 2.1856 ; 0.0150452
3125000.0 ;  ;  ; 2.166471 ; 0.01267642
3250000.0 ;  ;  ; 2.148251 ; 0.01075261
3375000.0 ;  ;  ; 2.130863 ; 0.009177601
3500000.0 ;  ;  ; 2.11424 ; 0.00787855
3625000.0 ;  ;  ; 2.09286 ; 0.006735445
3750000.0 ;  ;  ; 2.07241 ; 0.00578888
3875000.0 ;  ;  ; 2.052821 ; 0.005000111
4000000.0 ;  ;  ; 2.03403 ; 0.00433895
4125000.0 ;  ;  ; 2.013069 ; 0.003797276
4250000.0 ;  ;  ; 1.99294 ; 0.003336481
4375000.0 ;  ;  ; 1.973588 ; 0.002942618
4500000.0 ;  ;  ; 1.954961 ; 0.00260445
4625000.0 ;  ;  ; 1.93701 ; 0.002347078
4750000.0 ;  ;  ; 1.919698 ; 0.002121017
4875000.0 ;  ;  ; 1.902984 ; 0.001921778
5000000.0 ;  ;  ; 1.886835 ; 0.00174561
5250000.0 ;  ;  ; 1.860458 ; 0.001516018
5500000.0 ;  ;  ; 1.8359 ; 0.00132529
5904320.0 ;  ;  ; 1.881648 ; 0.001174058
5904326.0 ; 0.0 ;  ; 1.881648 ; 0.001174056
6000000.0 ; 0.003650836 ;  ; 1.892938 ; 0.00114226
6500000.0 ; 0.0227304 ;  ; 2.039995 ; 0.00106455
7000000.0 ; 0.0693435 ;  ; 2.15465 ; 0.00108824
7500000.0 ; 0.107748 ;  ; 2.237344 ; 0.00114557
8000000.0 ; 0.135716 ;  ; 2.295703 ; 0.00120601
8500000.0 ; 0.154706 ;  ; 2.336966 ; 0.00125168
9000000.0 ; 0.166506 ;  ; 2.366833 ; 0.00127216
9500000.0 ; 0.174024 ;  ; 2.388019 ; 0.00126583
1.0E7 ; 0.180873 ;  ; 2.401139 ; 0.0012412
1.05E7 ; 0.189286 ;  ; 2.406987 ; 0.00120666
1.1E7 ; 0.202477 ;  ; 2.404626 ; 0.00115562
1.15E7 ; 0.217066 ;  ; 2.398808 ; 0.00109915
1.2E7 ; 0.224212 ;  ; 2.399213 ; 0.00101425
1.25E7 ; 0.221109 ;  ; 2.409268 ; 9.31476E-4
1.3E7 ; 0.209221 ;  ; 2.427838 ; 8.47052E-4
1.35E7 ; 0.192867 ;  ; 2.450756 ; 7.67195E-4
1.3605E7 ; 0.1891784 ; 0.0 ; 2.455755 ; 7.509555E-4
1.4E7 ; 0.175302 ; 2.82126E-7 ; 2.474572 ; 6.93891E-4
1.45E7 ; 0.157173 ; 6.55102E-5 ; 2.498618 ; 6.39729E-4
1.5E7 ; 0.142678 ; 4.25951E-4 ; 2.518587 ; 5.82068E-4
1.55E7 ; 0.129215 ; 0.00133249 ; 2.537057 ; 5.41795E-4
1.6E7 ; 0.119324 ; 0.00233573 ; 2.550315 ; 4.96259E-4
1.65E7 ; 0.110102 ; 0.00430617 ; 2.562341 ; 4.66256E-4
1.7E7 ; 0.102544 ; 0.00600628 ; 2.571496 ; 4.39841E-4
1.75E7 ; 0.0964374 ; 0.00876267 ; 2.578426 ; 4.16589E-4
1.8E7 ; 0.0914385 ; 0.0111396 ; 2.58341 ; 3.95649E-4
1.85E7 ; 0.0873767 ; 0.0139936 ; 2.587056 ; 3.76712E-4
1.9E7 ; 0.0840021 ; 0.0174217 ; 2.588556 ; 3.59245E-4
1.95E7 ; 0.0811426 ; 0.0215108 ; 2.588673 ; 3.43026E-4
2.0E7 ; 0.0785549 ; 0.0257339 ; 2.587841 ; 3.27761E-4
