Incident energy ; MT=16 : (z,2n) ; MT=17 : (z,3n) ; MT=18 : (z,fission) ; MT=102 : (z,γ)
0.021325 ;  ;  ; 582.2208 ; 45.90157
0.02265 ;  ;  ; 564.7525 ; 44.60145
0.023975 ;  ;  ; 548.7498 ; 43.41418
0.0253 ;  ;  ; 534.0183 ; 42.32486
0.02684375 ;  ;  ; 518.2473 ; 41.16313
0.0283875 ;  ;  ; 503.7834 ; 40.10235
0.02993125 ;  ;  ; 490.4619 ; 39.12993
0.031475 ;  ;  ; 478.1374 ; 38.23476
0.0345625 ;  ;  ; 455.9724 ; 36.63739
0.03765 ;  ;  ; 436.5172 ; 35.25144
0.0407375 ;  ;  ; 419.2825 ; 34.03978
0.043825 ;  ;  ; 403.8836 ; 32.97335
0.0469125 ;  ;  ; 390.0134 ; 32.02901
0.05 ;  ;  ; 377.4306 ; 31.18873
0.053125 ;  ;  ; 365.8105 ; 30.4297
0.05625 ;  ;  ; 355.1575 ; 29.75138
0.059375 ;  ;  ; 345.3552 ; 29.14561
0.0625 ;  ;  ; 336.3026 ; 28.60536
0.06875 ;  ;  ; 319.9948 ; 27.68795
0.075 ;  ;  ; 305.6344 ; 26.958
0.08125 ;  ;  ; 292.8862 ; 26.39681
0.0875 ;  ;  ; 281.4572 ; 25.98889
0.09375 ;  ;  ; 271.1246 ; 25.72453
0.1 ;  ;  ; 261.7262 ; 25.59897
0.1070515 ;  ;  ; 252.0738 ; 25.61602
0.114103 ;  ;  ; 243.2984 ; 25.79163
0.1211545 ;  ;  ; 235.3472 ; 26.11391
0.128206 ;  ;  ; 228.2126 ; 26.55445
0.1352575 ;  ;  ; 221.9147 ; 27.0565
0.142309 ;  ;  ; 216.4976 ; 27.53486
0.1493605 ;  ;  ; 212.0023 ; 27.87779
0.1528862 ;  ;  ; 210.1087 ; 27.95868
0.1564119 ;  ;  ; 208.4427 ; 27.96049
0.1618605 ;  ;  ; 206.2704 ; 27.78749
0.167309 ;  ;  ; 204.4967 ; 27.39343
0.1727575 ;  ;  ; 203.0004 ; 26.79755
0.178206 ;  ;  ; 201.6577 ; 26.04408
0.189103 ;  ;  ; 199.0414 ; 24.30513
0.1945515 ;  ;  ; 197.6462 ; 23.44194
0.2 ;  ;  ; 196.1537 ; 22.65082
0.20425 ;  ;  ; 194.9205 ; 22.10558
0.2085 ;  ;  ; 193.6325 ; 21.63155
0.21275 ;  ;  ; 192.2978 ; 21.2259
0.217 ;  ;  ; 190.9255 ; 20.87427
0.2290271 ;  ;  ; 186.9176 ; 19.91853
0.2350406 ;  ;  ; 184.8929 ; 19.30452
0.2410541 ;  ;  ; 182.8889 ; 18.56836
0.2530812 ;  ;  ; 179.0125 ; 16.99623
0.2590947 ;  ;  ; 177.1571 ; 16.29899
0.2651082 ;  ;  ; 175.3597 ; 15.70137
0.2715816 ;  ;  ; 173.4889 ; 15.16385
0.2780549 ;  ;  ; 171.6822 ; 14.71679
0.2845283 ;  ;  ; 169.9375 ; 14.33987
0.2910016 ;  ;  ; 168.2535 ; 14.01761
0.297475 ;  ;  ; 166.6293 ; 13.73867
0.3039483 ;  ;  ; 165.0638 ; 13.49456
0.316895 ;  ;  ; 162.1063 ; 13.08761
0.3283391 ;  ;  ; 159.667 ; 12.79373
0.3397832 ;  ;  ; 157.3741 ; 12.54394
0.3512273 ;  ;  ; 155.2218 ; 12.33049
0.3626713 ;  ;  ; 153.2005 ; 12.14691
0.3855594 ;  ;  ; 149.5112 ; 11.85089
0.4084475 ;  ;  ; 146.2427 ; 11.63159
0.4313357 ;  ;  ; 143.3072 ; 11.47078
0.4542238 ;  ;  ; 140.6685 ; 11.3663
0.5 ;  ;  ; 135.7106 ; 11.22342
0.5885925 ;  ;  ; 126.853 ; 11.15265
0.677185 ;  ;  ; 119.9551 ; 11.09056
0.7273675 ;  ;  ; 118.3947 ; 11.11229
0.7955257 ;  ;  ; 119.2883 ; 11.3398
0.8636838 ;  ;  ; 122.9963 ; 11.8382
0.9318419 ;  ;  ; 129.2719 ; 12.63917
1.0 ;  ;  ; 138.3471 ; 13.79399
1.051818 ;  ;  ; 147.5082 ; 14.96607
1.103635 ;  ;  ; 159.0791 ; 16.46032
1.155452 ;  ;  ; 173.5414 ; 18.3564
1.207269 ;  ;  ; 191.5173 ; 20.76975
1.259087 ;  ;  ; 213.6121 ; 23.84588
1.310904 ;  ;  ; 240.2643 ; 27.76926
1.362721 ;  ;  ; 271.3365 ; 32.7511
1.414538 ;  ;  ; 305.6341 ; 39.02224
1.466332 ;  ;  ; 340.9881 ; 46.83576
1.492229 ;  ;  ; 358.5448 ; 51.50451
1.518126 ;  ;  ; 376.3102 ; 56.8538
1.544023 ;  ;  ; 395.2904 ; 63.10947
1.56992 ;  ;  ; 417.423 ; 70.62321
1.595817 ;  ;  ; 445.7184 ; 79.88133
1.621713 ;  ;  ; 484.1473 ; 91.46772
1.639912 ;  ;  ; 519.5484 ; 101.2981
1.65811 ;  ;  ; 563.1813 ; 112.6072
1.676309 ;  ;  ; 615.1898 ; 125.2264
1.694507 ;  ;  ; 674.1278 ; 138.638
1.712706 ;  ;  ; 736.2504 ; 151.8682
1.730904 ;  ;  ; 794.8387 ; 163.3747
1.749102 ;  ;  ; 840.9452 ; 171.2685
1.7673 ;  ;  ; 866.2513 ; 174.0351
1.782463 ;  ;  ; 867.6797 ; 171.9369
1.793835 ;  ;  ; 856.6581 ; 167.8362
1.805207 ;  ;  ; 836.168 ; 161.8769
1.827951 ;  ;  ; 773.3748 ; 146.0673
1.850695 ;  ;  ; 694.7708 ; 128.0078
1.873438 ;  ;  ; 614.0676 ; 110.4961
1.889259 ;  ;  ; 561.2755 ; 99.52043
1.905079 ;  ;  ; 512.9961 ; 89.80788
1.920899 ;  ;  ; 469.836 ; 81.3992
1.936719 ;  ;  ; 431.8396 ; 74.23926
1.95254 ;  ;  ; 398.7356 ; 68.22805
1.96836 ;  ;  ; 370.1236 ; 63.25551
1.98418 ;  ;  ; 345.5646 ; 59.21768
2.0 ;  ;  ; 324.6391 ; 56.0267
2.016075 ;  ;  ; 306.7106 ; 53.58163
2.03215 ;  ;  ; 291.8205 ; 51.89562
2.048225 ;  ;  ; 279.7325 ; 50.95556
2.0643 ;  ;  ; 270.2968 ; 50.78315
2.088413 ;  ;  ; 261.0128 ; 52.1149
2.100469 ;  ;  ; 258.6235 ; 53.61393
2.112525 ;  ;  ; 257.8483 ; 55.78377
2.126591 ;  ;  ; 259.188 ; 59.33679
2.140657 ;  ;  ; 263.2961 ; 64.26893
2.154723 ;  ;  ; 270.7387 ; 71.01483
2.168788 ;  ;  ; 282.3874 ; 80.24063
2.175821 ;  ;  ; 290.1738 ; 86.08298
2.182854 ;  ;  ; 299.5345 ; 92.95904
2.189887 ;  ;  ; 310.7141 ; 101.0731
2.196919 ;  ;  ; 323.9931 ; 110.6695
2.203952 ;  ;  ; 339.6929 ; 122.0428
2.210985 ;  ;  ; 358.1531 ; 135.5282
2.218018 ;  ;  ; 379.7096 ; 151.4959
2.22505 ;  ;  ; 404.6372 ; 170.319
2.233088 ;  ;  ; 437.4297 ; 195.7529
2.241134 ;  ;  ; 474.6185 ; 225.6514
2.249179 ;  ;  ; 515.22 ; 259.8109
2.257224 ;  ;  ; 557.2956 ; 297.3486
2.265269 ;  ;  ; 597.7659 ; 336.4543
2.273315 ;  ;  ; 632.5515 ; 374.3497
2.28136 ;  ;  ; 657.0661 ; 407.4985
2.289405 ;  ;  ; 667.1005 ; 432.1807
2.29745 ;  ;  ; 659.8047 ; 445.237
2.3032 ;  ;  ; 643.4971 ; 446.3561
2.310372 ;  ;  ; 611.0632 ; 437.9293
2.317544 ;  ;  ; 567.4525 ; 419.4409
2.324716 ;  ;  ; 516.0385 ; 392.7392
2.331888 ;  ;  ; 460.6296 ; 360.3081
2.340659 ;  ;  ; 392.687 ; 316.7431
2.349429 ;  ;  ; 329.4082 ; 272.9584
2.358199 ;  ;  ; 273.9913 ; 232.1354
2.366969 ;  ;  ; 227.681 ; 196.0868
2.371355 ;  ;  ; 207.9108 ; 180.0838
2.37574 ;  ;  ; 190.2647 ; 165.4441
2.380125 ;  ;  ; 174.5867 ; 152.1212
2.38451 ;  ;  ; 160.7075 ; 140.0461
2.39328 ;  ;  ; 137.644 ; 119.2911
2.40205 ;  ;  ; 119.7279 ; 102.4309
2.408669 ;  ;  ; 108.8954 ; 91.83649
2.415288 ;  ;  ; 99.90769 ; 82.76019
2.421907 ;  ;  ; 92.41988 ; 74.95798
2.428525 ;  ;  ; 86.15207 ; 68.22382
2.435144 ;  ;  ; 80.87578 ; 62.3825
2.441763 ;  ;  ; 76.40988 ; 57.29127
2.448382 ;  ;  ; 72.60824 ; 52.83126
2.455 ;  ;  ; 69.3541 ; 48.90499
2.468238 ;  ;  ; 64.12831 ; 42.34246
2.481475 ;  ;  ; 60.18091 ; 37.11563
2.494713 ;  ;  ; 57.14893 ; 32.88802
2.50795 ;  ;  ; 54.7881 ; 29.42348
2.519533 ;  ;  ; 53.13752 ; 26.88129
2.531116 ;  ;  ; 51.78729 ; 24.70456
2.542699 ;  ;  ; 50.67594 ; 22.82656
2.554282 ;  ;  ; 49.75727 ; 21.19541
2.577448 ;  ;  ; 48.36522 ; 18.51839
2.600613 ;  ;  ; 47.41011 ; 16.42837
2.623779 ;  ;  ; 46.76301 ; 14.75662
2.646944 ;  ;  ; 46.34797 ; 13.39705
2.67011 ;  ;  ; 46.11899 ; 12.28002
2.693275 ;  ;  ; 46.04411 ; 11.35347
2.714786 ;  ;  ; 46.09323 ; 10.62919
2.736297 ;  ;  ; 46.2453 ; 10.0123
2.779319 ;  ;  ; 46.83976 ; 9.039125
2.822341 ;  ;  ; 47.76969 ; 8.314195
2.865363 ;  ;  ; 49.02438 ; 7.771832
2.908385 ;  ;  ; 50.62473 ; 7.380212
2.951407 ;  ;  ; 52.59465 ; 7.11338
2.994429 ;  ;  ; 54.96945 ; 6.955376
3.03745 ;  ;  ; 57.79507 ; 6.897836
3.089147 ;  ;  ; 61.86486 ; 6.95876
3.140843 ;  ;  ; 66.7708 ; 7.16827
3.192539 ;  ;  ; 72.60202 ; 7.541441
3.244235 ;  ;  ; 79.44951 ; 8.113161
3.295931 ;  ;  ; 87.34506 ; 8.942919
3.321779 ;  ;  ; 91.64622 ; 9.480469
3.347627 ;  ;  ; 96.14711 ; 10.12187
3.373475 ;  ;  ; 100.8142 ; 10.89081
3.399323 ;  ;  ; 105.6253 ; 11.82844
3.425171 ;  ;  ; 110.6021 ; 13.01249
3.451019 ;  ;  ; 115.8639 ; 14.56879
3.465367 ;  ;  ; 119.0143 ; 15.6662
3.479715 ;  ;  ; 122.4481 ; 16.9974
3.494063 ;  ;  ; 126.3209 ; 18.64121
3.50841 ;  ;  ; 130.8619 ; 20.70786
3.522758 ;  ;  ; 136.3953 ; 23.34749
3.537105 ;  ;  ; 143.3328 ; 26.74602
3.551453 ;  ;  ; 152.1117 ; 31.09526
3.5658 ;  ;  ; 163.0128 ; 36.50966
3.603325 ;  ;  ; 197.6959 ; 53.8227
3.612707 ;  ;  ; 205.1343 ; 57.64904
3.622088 ;  ;  ; 210.6081 ; 60.60513
3.631469 ;  ;  ; 213.4192 ; 62.37713
3.64085 ;  ;  ; 213.1046 ; 62.75892
3.648387 ;  ;  ; 210.4899 ; 62.01691
3.655924 ;  ;  ; 205.8772 ; 60.39021
3.663461 ;  ;  ; 199.5137 ; 57.99121
3.670997 ;  ;  ; 191.7517 ; 54.97886
3.701144 ;  ;  ; 154.798 ; 40.40732
3.716414 ;  ;  ; 137.1819 ; 33.56674
3.724049 ;  ;  ; 129.3293 ; 30.57582
3.731683 ;  ;  ; 122.1831 ; 27.89806
3.739318 ;  ;  ; 115.7321 ; 25.52578
3.746953 ;  ;  ; 109.9379 ; 23.43935
3.754588 ;  ;  ; 104.7445 ; 21.61165
3.762222 ;  ;  ; 100.0899 ; 20.01308
3.777492 ;  ;  ; 92.14591 ; 17.38627
3.792761 ;  ;  ; 85.66323 ; 15.35273
3.808031 ;  ;  ; 80.29856 ; 13.75422
3.8233 ;  ;  ; 75.80337 ; 12.47705
3.837475 ;  ;  ; 72.25036 ; 11.50763
3.85165 ;  ;  ; 69.1863 ; 10.69822
3.865825 ;  ;  ; 66.53423 ; 10.01486
3.88 ;  ;  ; 64.23683 ; 9.43266
3.90835 ;  ;  ; 60.53023 ; 8.499856
3.9367 ;  ;  ; 57.77412 ; 7.78903
3.96505 ;  ;  ; 55.77841 ; 7.233376
3.9934 ;  ;  ; 54.43234 ; 6.795134
4.02175 ;  ;  ; 53.65249 ; 6.448513
4.0501 ;  ;  ; 53.37152 ; 6.174554
4.09635 ;  ;  ; 53.85494 ; 5.849613
4.1426 ;  ;  ; 55.39777 ; 5.644757
4.18885 ;  ;  ; 57.92004 ; 5.536584
4.2351 ;  ;  ; 61.20649 ; 5.495453
4.2906 ;  ;  ; 66.16173 ; 5.525773
4.3461 ;  ;  ; 72.10803 ; 5.627767
4.4571 ;  ;  ; 86.06134 ; 5.97638
4.592825 ;  ;  ; 103.2136 ; 6.460713
4.660688 ;  ;  ; 109.4161 ; 6.617288
4.72855 ;  ;  ; 112.5475 ; 6.658733
4.796413 ;  ;  ; 112.2232 ; 6.573957
4.864275 ;  ;  ; 108.6794 ; 6.379179
4.932138 ;  ;  ; 102.7072 ; 6.112572
5.0 ;  ;  ; 95.3296 ; 5.819679
5.129625 ;  ;  ; 80.56901 ; 5.335218
5.194438 ;  ;  ; 73.90792 ; 5.179112
5.25925 ;  ;  ; 68.11132 ; 5.105749
5.320544 ;  ;  ; 63.5693 ; 5.129898
5.381838 ;  ;  ; 60.04179 ; 5.264047
5.443132 ;  ;  ; 57.70455 ; 5.540701
5.473779 ;  ;  ; 57.12029 ; 5.753444
5.504425 ;  ;  ; 57.00093 ; 6.027076
5.535897 ;  ;  ; 57.45429 ; 6.383625
5.567369 ;  ;  ; 58.61993 ; 6.832
5.598841 ;  ;  ; 60.66558 ; 7.389678
5.630313 ;  ;  ; 63.80981 ; 8.075773
5.661785 ;  ;  ; 68.29978 ; 8.905509
5.693257 ;  ;  ; 74.33083 ; 9.877444
5.724729 ;  ;  ; 81.93486 ; 10.95853
5.7562 ;  ;  ; 90.82321 ; 12.06885
5.78065 ;  ;  ; 98.15238 ; 12.86909
5.8051 ;  ;  ; 105.2671 ; 13.53264
5.82955 ;  ;  ; 111.5356 ; 13.98815
5.854 ;  ;  ; 116.3764 ; 14.1873
5.87845 ;  ;  ; 119.4045 ; 14.11944
5.9029 ;  ;  ; 120.5217 ; 13.81482
5.92735 ;  ;  ; 119.9154 ; 13.33486
5.9518 ;  ;  ; 117.9797 ; 12.75397
6.0007 ;  ;  ; 112.0209 ; 11.5531
6.0432 ;  ;  ; 106.5284 ; 10.68826
6.0857 ;  ;  ; 101.9427 ; 10.09269
6.1282 ;  ;  ; 98.744 ; 9.778282
6.1707 ;  ;  ; 97.06846 ; 9.729718
6.2132 ;  ;  ; 96.92714 ; 9.93288
6.257047 ;  ;  ; 98.39908 ; 10.40548
6.300894 ;  ;  ; 101.5814 ; 11.16416
6.344741 ;  ;  ; 106.6337 ; 12.25338
6.388588 ;  ;  ; 113.8584 ; 13.75554
6.410512 ;  ;  ; 118.4206 ; 14.69978
6.432435 ;  ;  ; 123.7054 ; 15.79984
6.454359 ;  ;  ; 129.7969 ; 17.08248
6.476282 ;  ;  ; 136.8037 ; 18.58325
6.498206 ;  ;  ; 144.8753 ; 20.35201
6.520129 ;  ;  ; 154.2094 ; 22.45647
6.542052 ;  ;  ; 165.0601 ; 24.98681
6.563975 ;  ;  ; 177.76 ; 28.06444
6.58199 ;  ;  ; 189.9006 ; 31.1213
6.600004 ;  ;  ; 203.9591 ; 34.79435
6.618018 ;  ;  ; 220.4388 ; 39.26795
6.636032 ;  ;  ; 240.0434 ; 44.79946
6.654046 ;  ;  ; 263.7481 ; 51.74653
6.67206 ;  ;  ; 292.8601 ; 60.59432
6.681067 ;  ;  ; 309.9456 ; 65.92103
6.690074 ;  ;  ; 329.0169 ; 71.96652
6.699081 ;  ;  ; 350.3012 ; 78.82359
6.708088 ;  ;  ; 374.006 ; 86.58239
6.722727 ;  ;  ; 418.0711 ; 101.309
6.737366 ;  ;  ; 469.02 ; 118.7844
6.752005 ;  ;  ; 525.7864 ; 138.8092
6.766644 ;  ;  ; 585.5893 ; 160.6082
6.781283 ;  ;  ; 643.6507 ; 182.6932
6.795922 ;  ;  ; 693.4972 ; 202.9118
6.810561 ;  ;  ; 728.027 ; 218.7623
6.8252 ;  ;  ; 741.1833 ; 227.945
6.834625 ;  ;  ; 736.6609 ; 229.5899
6.846407 ;  ;  ; 716.5348 ; 226.6937
6.858188 ;  ;  ; 681.7619 ; 218.5859
6.869969 ;  ;  ; 635.2203 ; 206.0703
6.88175 ;  ;  ; 580.6894 ; 190.3149
6.896876 ;  ;  ; 505.4019 ; 167.4527
6.912002 ;  ;  ; 431.1177 ; 144.0304
6.927128 ;  ;  ; 363.1939 ; 122.0207
6.942254 ;  ;  ; 304.4473 ; 102.5784
6.95738 ;  ;  ; 255.5732 ; 86.12926
6.972506 ;  ;  ; 215.8947 ; 72.59539
6.987632 ;  ;  ; 184.0811 ; 61.63095
7.002757 ;  ;  ; 158.6552 ; 52.80042
7.013589 ;  ;  ; 143.6092 ; 47.55008
7.024421 ;  ;  ; 130.7155 ; 43.03886
7.035253 ;  ;  ; 119.6145 ; 39.14845
7.046084 ;  ;  ; 110.0085 ; 35.77925
7.056916 ;  ;  ; 101.65 ; 32.84744
7.067747 ;  ;  ; 94.34005 ; 30.28477
7.08941 ;  ;  ; 82.23703 ; 26.04905
7.111074 ;  ;  ; 72.71268 ; 22.72711
7.132737 ;  ;  ; 65.09691 ; 20.08178
7.1544 ;  ;  ; 58.92515 ; 17.94718
7.176063 ;  ;  ; 53.87511 ; 16.20753
7.19606 ;  ;  ; 50.01486 ; 14.882
7.216057 ;  ;  ; 46.79596 ; 13.77895
7.236054 ;  ;  ; 44.12977 ; 12.86563
7.256051 ;  ;  ; 41.95457 ; 12.11852
7.276048 ;  ;  ; 40.23168 ; 11.52171
7.296045 ;  ;  ; 38.94342 ; 11.06579
7.316042 ;  ;  ; 38.0915 ; 10.74679
7.336038 ;  ;  ; 37.69419 ; 10.56461
7.3627 ;  ;  ; 37.91993 ; 10.53576
7.390825 ;  ;  ; 39.1341 ; 10.75822
7.41895 ;  ;  ; 41.2416 ; 11.17882
7.447075 ;  ;  ; 43.80139 ; 11.64852
7.4752 ;  ;  ; 45.9995 ; 11.93184
7.489263 ;  ;  ; 46.66763 ; 11.92636
7.503325 ;  ;  ; 46.9229 ; 11.79503
7.517388 ;  ;  ; 46.72009 ; 11.53302
7.53145 ;  ;  ; 46.06335 ; 11.15001
7.559575 ;  ;  ; 43.62438 ; 10.11616
7.602641 ;  ;  ; 38.48714 ; 8.314228
7.624174 ;  ;  ; 35.964 ; 7.498588
7.645707 ;  ;  ; 33.71567 ; 6.793186
7.66724 ;  ;  ; 31.79878 ; 6.202066
7.688773 ;  ;  ; 30.20757 ; 5.714366
7.710306 ;  ;  ; 28.90546 ; 5.313525
7.731838 ;  ;  ; 27.84567 ; 4.98253
7.774904 ;  ;  ; 26.279 ; 4.473332
7.817969 ;  ;  ; 25.24142 ; 4.10405
7.861035 ;  ;  ; 24.5759 ; 3.828693
7.9041 ;  ;  ; 24.18435 ; 3.619638
7.9493 ;  ;  ; 24.00075 ; 3.452968
8.009638 ;  ;  ; 24.023 ; 3.290027
8.069975 ;  ;  ; 24.27769 ; 3.176683
8.130313 ;  ;  ; 24.73218 ; 3.104766
8.19065 ;  ;  ; 25.36083 ; 3.068776
8.247757 ;  ;  ; 26.10194 ; 3.06576
8.304863 ;  ;  ; 26.9808 ; 3.094072
8.361969 ;  ;  ; 28.0047 ; 3.158511
8.419075 ;  ;  ; 29.19445 ; 3.268129
8.476182 ;  ;  ; 30.62323 ; 3.448428
8.504735 ;  ;  ; 31.47419 ; 3.58133
8.533288 ;  ;  ; 32.45009 ; 3.756121
8.561841 ;  ;  ; 33.58177 ; 3.988374
8.590394 ;  ;  ; 34.8873 ; 4.296778
8.618947 ;  ;  ; 36.32827 ; 4.69407
8.6475 ;  ;  ; 37.74752 ; 5.16899
8.6748 ;  ;  ; 38.79818 ; 5.64442
8.7021 ;  ;  ; 39.19945 ; 6.050055
8.7195 ;  ;  ; 38.99489 ; 6.226332
8.7369 ;  ;  ; 38.41711 ; 6.31736
8.7543 ;  ;  ; 37.51885 ; 6.320285
8.7717 ;  ;  ; 36.4002 ; 6.247151
8.819738 ;  ;  ; 33.1477 ; 5.861847
8.843757 ;  ;  ; 31.86258 ; 5.699781
8.867775 ;  ;  ; 30.92715 ; 5.62152
8.895963 ;  ;  ; 30.25334 ; 5.661888
8.92415 ;  ;  ; 29.98235 ; 5.855484
8.952988 ;  ;  ; 30.09966 ; 6.221634
8.981825 ;  ;  ; 30.6717 ; 6.776721
9.010663 ;  ;  ; 31.85344 ; 7.551958
9.0395 ;  ;  ; 33.90822 ; 8.584237
9.068338 ;  ;  ; 37.18354 ; 9.895459
9.082757 ;  ;  ; 39.38633 ; 10.64873
9.097175 ;  ;  ; 42.00314 ; 11.45197
9.126013 ;  ;  ; 48.45154 ; 13.11691
9.15485 ;  ;  ; 56.11553 ; 14.63176
9.180125 ;  ;  ; 63.04733 ; 15.58088
9.2054 ;  ;  ; 69.22737 ; 15.98651
9.230675 ;  ;  ; 73.82897 ; 15.78277
