Incident energy ; MT=16 : (z,2n) ; MT=102 : (z,γ) ; MT=103 : (z,p) ; MT=107 : (z,α)
Incident energy ;  ;  ;  ; 
Incident energy ; σ(E) ; σ(E) ; σ(E) ; σ(E)
489.9404 ;  ; 0.003250703 ;  ; 2.677742E-5
490.9096 ;  ; 0.003534148 ;  ; 2.675205E-5
491.8788 ;  ; 0.003859749 ;  ; 2.672668E-5
492.848 ;  ; 0.004234726 ;  ; 2.67013E-5
493.8172 ;  ; 0.004657558 ;  ; 2.667593E-5
494.5901 ;  ; 0.005045991 ;  ; 2.665569E-5
495.3629 ;  ; 0.005490599 ;  ; 2.663546E-5
496.1358 ;  ; 0.005997941 ;  ; 2.661523E-5
496.9086 ;  ; 0.006580065 ;  ; 2.6595E-5
497.6815 ;  ; 0.007252647 ;  ; 2.657476E-5
498.4543 ;  ; 0.008035287 ;  ; 2.655453E-5
499.2272 ;  ; 0.008953742 ;  ; 2.653429E-5
500.0 ;  ; 0.01004201 ;  ; 2.651406E-5
500.76 ;  ; 0.01132021 ;  ; 2.649417E-5
501.5199 ;  ; 0.01286076 ;  ; 2.647427E-5
502.2799 ;  ; 0.01474213 ;  ; 2.645437E-5
503.0398 ;  ; 0.01705813 ;  ; 2.643448E-5
503.7998 ;  ; 0.01995802 ;  ; 2.641459E-5
504.1798 ;  ; 0.02171004 ;  ; 2.640464E-5
504.5597 ;  ; 0.02370792 ;  ; 2.63947E-5
504.9397 ;  ; 0.02599841 ;  ; 2.638475E-5
505.3196 ;  ; 0.0286399 ;  ; 2.63748E-5
505.6996 ;  ; 0.03171004 ;  ; 2.636485E-5
506.0795 ;  ; 0.0353054 ;  ; 2.63549E-5
506.4848 ;  ; 0.03986627 ;  ; 2.634429E-5
506.8901 ;  ; 0.0453808 ;  ; 2.633368E-5
507.2954 ;  ; 0.05213252 ;  ; 2.632307E-5
507.7007 ;  ; 0.06050714 ;  ; 2.631246E-5
508.106 ;  ; 0.07106812 ;  ; 2.630185E-5
508.3087 ;  ; 0.07743367 ;  ; 2.629654E-5
508.5113 ;  ; 0.0847137 ;  ; 2.629124E-5
508.714 ;  ; 0.09310454 ;  ; 2.628593E-5
508.9166 ;  ; 0.1028335 ;  ; 2.628063E-5
509.1193 ;  ; 0.114212 ;  ; 2.627532E-5
509.3219 ;  ; 0.1276234 ;  ; 2.627002E-5
509.5373 ;  ; 0.1447069 ;  ; 2.626438E-5
509.7526 ;  ; 0.1655379 ;  ; 2.625874E-5
509.9679 ;  ; 0.1913357 ;  ; 2.625311E-5
510.1832 ;  ; 0.2238737 ;  ; 2.624747E-5
510.2909 ;  ; 0.2434747 ;  ; 2.624465E-5
510.3986 ;  ; 0.265886 ;  ; 2.624183E-5
510.5063 ;  ; 0.2917116 ;  ; 2.623901E-5
510.6139 ;  ; 0.3217188 ;  ; 2.62362E-5
510.7216 ;  ; 0.3570338 ;  ; 2.623338E-5
510.8292 ;  ; 0.3991048 ;  ; 2.623056E-5
510.9369 ;  ; 0.4502798 ;  ; 2.622774E-5
511.0445 ;  ; 0.5140963 ;  ; 2.622492E-5
511.1015 ;  ; 0.5550069 ;  ; 2.622343E-5
511.1585 ;  ; 0.6025384 ;  ; 2.622194E-5
511.2155 ;  ; 0.6586119 ;  ; 2.622045E-5
511.2725 ;  ; 0.7258838 ;  ; 2.621896E-5
511.3295 ;  ; 0.8080269 ;  ; 2.621746E-5
511.3865 ;  ; 0.9100977 ;  ; 2.621597E-5
511.4435 ;  ; 1.039003 ;  ; 2.621448E-5
511.5005 ;  ; 1.204074 ;  ; 2.621299E-5
511.529 ;  ; 1.303913 ;  ; 2.621224E-5
511.5575 ;  ; 1.417735 ;  ; 2.621149E-5
511.586 ;  ; 1.547702 ;  ; 2.621075E-5
511.6145 ;  ; 1.696265 ;  ; 2.621E-5
511.643 ;  ; 1.86619 ;  ; 2.620926E-5
511.6715 ;  ; 2.060581 ;  ; 2.620851E-5
511.7 ;  ; 2.282901 ;  ; 2.620776E-5
511.7285 ;  ; 2.53699 ;  ; 2.620702E-5
511.757 ;  ; 2.827079 ;  ; 2.620627E-5
511.7855 ;  ; 3.157792 ;  ; 2.620552E-5
511.814 ;  ; 3.534157 ;  ; 2.620478E-5
511.8425 ;  ; 3.961585 ;  ; 2.620403E-5
511.871 ;  ; 4.44586 ;  ; 2.620329E-5
511.8995 ;  ; 4.993107 ;  ; 2.620254E-5
511.928 ;  ; 5.609743 ;  ; 2.620179E-5
511.9564 ;  ; 6.299854 ;  ; 2.620105E-5
511.9818 ;  ; 6.98655 ;  ; 2.620038E-5
512.0071 ;  ; 7.740801 ;  ; 2.619972E-5
512.0372 ;  ; 8.736153 ;  ; 2.619893E-5
512.0673 ;  ; 9.845513 ;  ; 2.619815E-5
512.0974 ;  ; 11.07648 ;  ; 2.619736E-5
512.1275 ;  ; 12.43613 ;  ; 2.619657E-5
512.1576 ;  ; 13.93075 ;  ; 2.619578E-5
512.1877 ;  ; 15.56564 ;  ; 2.619499E-5
512.2478 ;  ; 19.26435 ;  ; 2.619342E-5
512.308 ;  ; 23.55762 ;  ; 2.619185E-5
512.3681 ;  ; 28.41267 ;  ; 2.619027E-5
512.4283 ;  ; 33.78888 ;  ; 2.61887E-5
512.4884 ;  ; 39.56917 ;  ; 2.618712E-5
512.7163 ;  ; 62.26501 ;  ; 2.618116E-5
512.786 ;  ; 68.18705 ;  ; 2.617933E-5
512.8556 ;  ; 72.97315 ;  ; 2.617751E-5
512.9379 ;  ; 76.75051 ;  ; 2.617535E-5
513.0184 ;  ; 78.14692 ;  ; 2.617325E-5
513.0253 ;  ; 78.15482 ;  ; 2.617307E-5
513.0471 ;  ; 78.06271 ;  ; 2.61725E-5
513.0689 ;  ; 77.79342 ;  ; 2.617192E-5
513.1124 ;  ; 76.73532 ;  ; 2.617079E-5
513.2061 ;  ; 72.25235 ;  ; 2.616833E-5
513.2921 ;  ; 65.90574 ;  ; 2.616608E-5
513.378 ;  ; 58.07471 ;  ; 2.616383E-5
513.542 ;  ; 41.52664 ;  ; 2.615954E-5
513.624 ;  ; 33.58797 ;  ; 2.615739E-5
513.706 ;  ; 26.41891 ;  ; 2.615524E-5
513.7451 ;  ; 23.34306 ;  ; 2.615422E-5
513.7842 ;  ; 20.50885 ;  ; 2.61532E-5
513.8233 ;  ; 17.92243 ;  ; 2.615217E-5
513.8623 ;  ; 15.58958 ;  ; 2.615115E-5
513.9014 ;  ; 13.49334 ;  ; 2.615013E-5
513.9404 ;  ; 11.63524 ;  ; 2.614911E-5
513.9795 ;  ; 9.993219 ;  ; 2.614808E-5
514.0185 ;  ; 8.560757 ;  ; 2.614706E-5
514.0576 ;  ; 7.313951 ;  ; 2.614604E-5
514.0966 ;  ; 6.241808 ;  ; 2.614502E-5
514.1357 ;  ; 5.321161 ;  ; 2.614399E-5
514.1747 ;  ; 4.539393 ;  ; 2.614297E-5
514.2138 ;  ; 3.875802 ;  ; 2.614195E-5
514.2528 ;  ; 3.318145 ;  ; 2.614093E-5
514.2919 ;  ; 2.849083 ;  ; 2.61399E-5
514.3309 ;  ; 2.457915 ;  ; 2.613888E-5
514.3661 ;  ; 2.160876 ;  ; 2.613796E-5
514.4012 ;  ; 1.909713 ;  ; 2.613704E-5
514.4364 ;  ; 1.696262 ;  ; 2.613612E-5
514.4715 ;  ; 1.515866 ;  ; 2.61352E-5
514.5067 ;  ; 1.362382 ;  ; 2.613428E-5
514.5418 ;  ; 1.232295 ;  ; 2.613336E-5
514.577 ;  ; 1.121104 ;  ; 2.613244E-5
514.6121 ;  ; 1.026265 ;  ; 2.613152E-5
514.6473 ;  ; 0.9445498 ;  ; 2.61306E-5
514.6824 ;  ; 0.8741837 ;  ; 2.612968E-5
514.7527 ;  ; 0.7594764 ;  ; 2.612784E-5
514.823 ;  ; 0.670733 ;  ; 2.6126E-5
514.8933 ;  ; 0.6002166 ;  ; 2.612416E-5
514.9636 ;  ; 0.5427259 ;  ; 2.612232E-5
515.0339 ;  ; 0.4947686 ;  ; 2.612048E-5
515.1042 ;  ; 0.4539835 ;  ; 2.611864E-5
515.1745 ;  ; 0.4187501 ;  ; 2.61168E-5
515.3151 ;  ; 0.3607066 ;  ; 2.611312E-5
515.4557 ;  ; 0.3147446 ;  ; 2.610944E-5
515.5885 ;  ; 0.2793443 ;  ; 2.610596E-5
515.7213 ;  ; 0.2498363 ;  ; 2.610249E-5
515.8541 ;  ; 0.2249283 ;  ; 2.609901E-5
515.9868 ;  ; 0.203696 ;  ; 2.609554E-5
516.1196 ;  ; 0.1854023 ;  ; 2.609206E-5
516.2524 ;  ; 0.1695237 ;  ; 2.608858E-5
516.3852 ;  ; 0.1556393 ;  ; 2.608511E-5
516.5179 ;  ; 0.1434271 ;  ; 2.608163E-5
516.7835 ;  ; 0.1229768 ;  ; 2.607468E-5
517.049 ;  ; 0.1066444 ;  ; 2.606773E-5
517.3146 ;  ; 0.09338077 ;  ; 2.606078E-5
517.5801 ;  ; 0.08246865 ;  ; 2.605382E-5
517.8293 ;  ; 0.07389086 ;  ; 2.60473E-5
518.0784 ;  ; 0.06659743 ;  ; 2.604078E-5
518.3275 ;  ; 0.06034173 ;  ; 2.603426E-5
518.5766 ;  ; 0.05493814 ;  ; 2.602774E-5
518.8257 ;  ; 0.05024171 ;  ; 2.602121E-5
519.0748 ;  ; 0.04613392 ;  ; 2.601469E-5
519.573 ;  ; 0.03930187 ;  ; 2.600165E-5
520.0713 ;  ; 0.03386405 ;  ; 2.598861E-5
520.5695 ;  ; 0.02947589 ;  ; 2.597563E-5
521.0677 ;  ; 0.02588888 ;  ; 2.596291E-5
521.5659 ;  ; 0.02291993 ;  ; 2.595068E-5
522.0221 ;  ; 0.02062861 ;  ; 2.593973E-5
522.4783 ;  ; 0.01866511 ;  ; 2.592885E-5
522.9345 ;  ; 0.01696947 ;  ; 2.591797E-5
523.3906 ;  ; 0.01549531 ;  ; 2.59071E-5
523.8468 ;  ; 0.01420515 ;  ; 2.589622E-5
524.3029 ;  ; 0.01307098 ;  ; 2.588534E-5
525.2152 ;  ; 0.01119065 ;  ; 2.586358E-5
526.1276 ;  ; 0.009680186 ;  ; 2.584182E-5
527.0399 ;  ; 0.008450767 ;  ; 2.582007E-5
527.9522 ;  ; 0.00744161 ;  ; 2.579831E-5
528.8645 ;  ; 0.006603096 ;  ; 2.577655E-5
529.8377 ;  ; 0.005855828 ;  ; 2.575334E-5
530.8108 ;  ; 0.005228712 ;  ; 2.573014E-5
531.784 ;  ; 0.004697203 ;  ; 2.570692E-5
532.7571 ;  ; 0.004242901 ;  ; 2.568371E-5
533.7303 ;  ; 0.003851472 ;  ; 2.56605E-5
534.7034 ;  ; 0.003511899 ;  ; 2.56373E-5
535.6766 ;  ; 0.003215385 ;  ; 2.561409E-5
536.6497 ;  ; 0.002957209 ;  ; 2.559088E-5
538.1321 ;  ; 0.002621374 ;  ; 2.555554E-5
539.6144 ;  ; 0.002337013 ;  ; 2.552018E-5
541.0968 ;  ; 0.002094588 ;  ; 2.548483E-5
542.5791 ;  ; 0.001888146 ;  ; 2.544948E-5
544.0615 ;  ; 0.001712322 ;  ; 2.541413E-5
545.5438 ;  ; 0.001560221 ;  ; 2.537878E-5
547.0262 ;  ; 0.001426686 ;  ; 2.534343E-5
548.5085 ;  ; 0.001309427 ;  ; 2.530807E-5
551.4732 ;  ; 0.00111609 ;  ; 2.523739E-5
554.4379 ;  ; 9.630524E-4 ;  ; 2.517265E-5
557.4026 ;  ; 8.388584E-4 ;  ; 2.510994E-5
560.3673 ;  ; 7.37593E-4 ;  ; 2.504723E-5
563.083 ;  ; 6.603657E-4 ;  ; 2.498979E-5
565.7988 ;  ; 5.948067E-4 ;  ; 2.493234E-5
568.5145 ;  ; 5.386819E-4 ;  ; 2.487489E-5
571.2302 ;  ; 4.90262E-4 ;  ; 2.481745E-5
573.9459 ;  ; 4.483067E-4 ;  ; 2.476001E-5
578.6103 ;  ; 3.880038E-4 ;  ; 2.466135E-5
582.1229 ;  ; 3.508985E-4 ;  ; 2.458706E-5
585.6354 ;  ; 3.187119E-4 ;  ; 2.451276E-5
589.1479 ;  ; 2.904687E-4 ;  ; 2.443846E-5
592.6604 ;  ; 2.658307E-4 ;  ; 2.436417E-5
599.6855 ;  ; 2.261131E-4 ;  ; 2.421556E-5
606.7105 ;  ; 1.944142E-4 ;  ; 2.406698E-5
613.7356 ;  ; 1.696643E-4 ;  ; 2.39249E-5
620.7606 ;  ; 1.4925E-4 ;  ; 2.379483E-5
627.7856 ;  ; 1.323767E-4 ;  ; 2.366476E-5
634.8106 ;  ; 1.183249E-4 ;  ; 2.353469E-5
644.5797 ;  ; 1.025829E-4 ;  ; 2.335382E-5
654.3487 ;  ; 8.976647E-5 ;  ; 2.317294E-5
664.1177 ;  ; 7.952355E-5 ;  ; 2.299992E-5
673.8867 ;  ; 7.089802E-5 ;  ; 2.283623E-5
683.6557 ;  ; 6.367297E-5 ;  ; 2.267253E-5
693.4247 ;  ; 5.755617E-5 ;  ; 2.250882E-5
703.1937 ;  ; 5.232963E-5 ;  ; 2.235325E-5
712.9627 ;  ; 4.781461E-5 ;  ; 2.220623E-5
725.3095 ;  ; 4.30325E-5 ;  ; 2.202041E-5
737.6563 ;  ; 3.895532E-5 ;  ; 2.183459E-5
750.0031 ;  ; 3.544607E-5 ;  ; 2.164878E-5
762.3498 ;  ; 3.236757E-5 ;  ; 2.146552E-5
774.6966 ;  ; 2.976353E-5 ;  ; 2.130212E-5
787.0434 ;  ; 2.74758E-5 ;  ; 2.113872E-5
811.7369 ;  ; 2.358768E-5 ;  ; 2.08119E-5
836.4305 ;  ; 2.059789E-5 ;  ; 2.049743E-5
861.124 ;  ; 1.812065E-5 ;  ; 2.021178E-5
885.8176 ;  ; 1.609758E-5 ;  ; 1.992613E-5
910.5111 ;  ; 1.436048E-5 ;  ; 1.964083E-5
932.8831 ;  ; 1.305561E-5 ;  ; 1.941562E-5
955.2551 ;  ; 1.192683E-5 ;  ; 1.919076E-5
977.6271 ;  ; 1.094243E-5 ;  ; 1.896589E-5
988.8131 ;  ; 1.050905E-5 ;  ; 1.885346E-5
994.4061 ;  ; 1.0293E-5 ;  ; 1.879724E-5
995.8044 ;  ; 1.023898E-5 ;  ; 1.878319E-5
996.5035 ;  ; 1.021198E-5 ;  ; 1.877616E-5
996.8531 ;  ; 1.022798E-5 ;  ; 1.877265E-5
997.0279 ;  ; 1.032556E-5 ;  ; 1.877089E-5
997.1153 ;  ; 1.04649E-5 ;  ; 1.877001E-5
997.2026 ;  ; 1.074457E-5 ;  ; 1.876913E-5
997.29 ;  ; 1.12923E-5 ;  ; 1.876826E-5
997.3337 ;  ; 1.173297E-5 ;  ; 1.876782E-5
997.3774 ;  ; 1.233898E-5 ;  ; 1.876738E-5
997.4211 ;  ; 1.316778E-5 ;  ; 1.876694E-5
997.4648 ;  ; 1.429512E-5 ;  ; 1.87665E-5
997.5085 ;  ; 1.582036E-5 ;  ; 1.876606E-5
997.5522 ;  ; 1.787298E-5 ;  ; 1.876562E-5
997.5741 ;  ; 1.915087E-5 ;  ; 1.87654E-5
997.5959 ;  ; 2.062076E-5 ;  ; 1.876518E-5
997.6178 ;  ; 2.232483E-5 ;  ; 1.876496E-5
997.6396 ;  ; 2.427979E-5 ;  ; 1.876474E-5
997.6615 ;  ; 2.654026E-5 ;  ; 1.876452E-5
997.6833 ;  ; 2.912675E-5 ;  ; 1.87643E-5
997.7052 ;  ; 3.21096E-5 ;  ; 1.876408E-5
997.727 ;  ; 3.551373E-5 ;  ; 1.876386E-5
997.7489 ;  ; 3.942926E-5 ;  ; 1.876364E-5
997.7707 ;  ; 4.38861E-5 ;  ; 1.876342E-5
997.7926 ;  ; 4.899911E-5 ;  ; 1.87632E-5
997.8144 ;  ; 5.480379E-5 ;  ; 1.876298E-5
997.8363 ;  ; 6.144569E-5 ;  ; 1.876276E-5
997.8581 ;  ; 6.896643E-5 ;  ; 1.876255E-5
997.8799 ;  ; 7.750774E-5 ;  ; 1.876233E-5
997.9017 ;  ; 8.719554E-5 ;  ; 1.876211E-5
997.9236 ;  ; 9.822297E-5 ;  ; 1.876189E-5
997.9454 ;  ; 1.106446E-4 ;  ; 1.876167E-5
997.9673 ;  ; 1.24747E-4 ;  ; 1.876145E-5
997.9891 ;  ; 1.40591E-4 ;  ; 1.876123E-5
998.011 ;  ; 1.585321E-4 ;  ; 1.876101E-5
998.0328 ;  ; 1.786362E-4 ;  ; 1.876079E-5
998.0547 ;  ; 2.013421E-4 ;  ; 1.876057E-5
998.0765 ;  ; 2.267192E-4 ;  ; 1.876035E-5
998.0984 ;  ; 2.553058E-4 ;  ; 1.876013E-5
998.1202 ;  ; 2.871724E-4 ;  ; 1.875991E-5
998.1421 ;  ; 3.229756E-4 ;  ; 1.875969E-5
998.1639 ;  ; 3.62783E-4 ;  ; 1.875947E-5
998.1858 ;  ; 4.073916E-4 ;  ; 1.875925E-5
998.2076 ;  ; 4.568601E-4 ;  ; 1.875903E-5
998.2295 ;  ; 5.121508E-4 ;  ; 1.875881E-5
998.2513 ;  ; 5.733055E-4 ;  ; 1.875859E-5
998.2732 ;  ; 6.414799E-4 ;  ; 1.875837E-5
998.295 ;  ; 7.166886E-4 ;  ; 1.875815E-5
998.3169 ;  ; 8.003119E-4 ;  ; 1.875793E-5
998.3387 ;  ; 8.923237E-4 ;  ; 1.875772E-5
998.3606 ;  ; 9.943638E-4 ;  ; 1.87575E-5
998.3824 ;  ; 0.001106348 ;  ; 1.875728E-5
998.4043 ;  ; 0.001230214 ;  ; 1.875706E-5
998.4261 ;  ; 0.001365797 ;  ; 1.875684E-5
998.4698 ;  ; 0.001678678 ;  ; 1.87564E-5
998.5135 ;  ; 0.002054036 ;  ; 1.875596E-5
998.5572 ;  ; 0.002502007 ;  ; 1.875552E-5
998.6008 ;  ; 0.003032541 ;  ; 1.875508E-5
998.6445 ;  ; 0.003660474 ;  ; 1.875465E-5
998.6882 ;  ; 0.004398276 ;  ; 1.875421E-5
998.7319 ;  ; 0.005260669 ;  ; 1.875377E-5
998.7756 ;  ; 0.006263461 ;  ; 1.875333E-5
998.8193 ;  ; 0.007423455 ;  ; 1.875289E-5
998.863 ;  ; 0.008758328 ;  ; 1.875246E-5
998.9067 ;  ; 0.01028647 ;  ; 1.875202E-5
998.9504 ;  ; 0.01202679 ;  ; 1.875158E-5
998.9941 ;  ; 0.01399845 ;  ; 1.875115E-5
999.0378 ;  ; 0.01622063 ;  ; 1.875071E-5
999.0815 ;  ; 0.01871214 ;  ; 1.875028E-5
999.1252 ;  ; 0.02149114 ;  ; 1.874984E-5
999.1689 ;  ; 0.02457471 ;  ; 1.874941E-5
999.2126 ;  ; 0.0279785 ;  ; 1.874897E-5
999.2563 ;  ; 0.03171625 ;  ; 1.874854E-5
999.2999 ;  ; 0.0357897 ;  ; 1.874811E-5
999.3873 ;  ; 0.04502285 ;  ; 1.874725E-5
999.4747 ;  ; 0.05570124 ;  ; 1.87464E-5
999.5621 ;  ; 0.06779722 ;  ; 1.874555E-5
999.6495 ;  ; 0.08121734 ;  ; 1.87447E-5
999.8243 ;  ; 0.111322 ;  ; 1.874304E-5
999.999 ;  ; 0.1440049 ;  ; 1.87414E-5
1000.001 ;  ; 0.288249 ;  ; 1.874101E-5
2000.0 ;  ; 0.268912 ;  ; 1.022836E-5
5000.0 ;  ; 0.139458 ;  ; 5.491187E-6
7000.0 ;  ; 0.109377 ;  ; 4.360783E-6
10000.0 ;  ; 0.08400789 ;  ; 3.391195E-6
20000.0 ;  ; 0.0498998 ;  ; 2.054099E-6
50000.0 ;  ; 0.0267441 ;  ; 1.123674E-6
70000.0 ;  ; 0.0218414 ;  ; 9.336651E-7
100000.0 ;  ; 0.0177691 ;  ; 7.959114E-7
200000.0 ;  ; 0.012408 ;  ; 6.552987E-7
300000.0 ;  ; 0.0107727 ;  ; 6.670714E-7
400000.0 ;  ; 0.0103023 ;  ; 7.442075E-7
500000.0 ;  ; 0.0103876 ;  ; 8.673199E-7
631849.1 ;  ; 0.01070054 ;  ; 9.846792E-7
700000.0 ;  ; 0.0108623 ;  ; 1.045341E-6
850000.0 ;  ; 0.0119246 ;  ; 1.340515E-6
990000.1 ;  ; 0.0133162 ;  ; 1.784124E-6
1000000.0 ;  ; 0.0134156 ;  ; 1.81581E-6
1089817.0 ;  ; 0.01451984 ;  ; 2.253391E-6
1292640.0 ;  ; 0.01701341 ;  ; 3.241527E-6
1300000.0 ;  ; 0.0171039 ;  ; 3.277385E-6
1317700.0 ;  ; 0.01697445 ;  ; 3.327368E-6
1430967.0 ;  ; 0.01614607 ;  ; 3.647224E-6
1500000.0 ;  ; 0.0156412 ;  ; 3.842168E-6
1550136.0 ;  ; 0.01490301 ;  ; 4.032431E-6
1630757.0 ;  ; 0.01371598 ;  ; 4.338385E-6
1632500.0 ;  ; 0.01369031 ;  ; 4.344999E-6
1692986.0 ;  ; 0.01279974 ;  ; 4.574541E-6
1711016.0 ;  ; 0.01253427 ;  ; 4.642964E-6
1760946.0 ;  ; 0.01179912 ;  ; 4.832446E-6
1800000.0 ;  ; 0.0112241 ;  ; 4.980654E-6
1830960.0 ;  ; 0.01104698 ;  ; 5.076743E-6
1842081.0 ;  ; 0.01098335 ;  ; 5.111257E-6
1864462.0 ;  ; 0.01085531 ;  ; 5.180719E-6
1891003.0 ;  ; 0.01070347 ;  ; 5.263092E-6
1901237.0 ;  ; 0.01064492 ;  ; 5.294855E-6
1909164.0 ;  ; 0.01059957 ;  ; 5.319457E-6
1947521.0 ;  ; 0.01038013 ;  ; 5.438502E-6
1960152.0 ;  ; 0.01030787 ;  ; 5.477704E-6
1963264.0 ;  ; 0.01029007 ;  ; 5.487363E-6
1965712.0 ;  ; 0.01027606 ;  ; 5.49496E-6
1991558.0 ;  ; 0.0101282 ;  ; 5.575176E-6
2000000.0 ;  ; 0.0100799 ;  ; 5.601377E-6
2012761.0 ;  ; 0.01002988 ;  ; 5.638664E-6
2035555.0 ;  ; 0.009940523 ;  ; 5.705268E-6
2052759.0 ;  ; 0.009873083 ;  ; 5.755538E-6
2094158.0 ;  ; 0.009710797 ;  ; 5.876505E-6
2105056.0 ;  ; 0.009668076 ;  ; 5.908349E-6
2106890.0 ;  ; 0.009660887 ;  ; 5.913708E-6
2115320.0 ;  ; 0.009627841 ;  ; 5.93834E-6
2126179.0 ;  ; 0.009585273 ;  ; 5.97007E-6
2144611.0 ;  ; 0.009513019 ;  ; 6.023928E-6
2172654.0 ;  ; 0.009403089 ;  ; 6.10587E-6
2174447.0 ;  ; 0.009396061 ;  ; 6.111108E-6
2182454.0 ;  ; 0.009364673 ;  ; 6.134505E-6
2189727.0 ;  ; 0.009336163 ;  ; 6.155756E-6
2201371.0 ;  ; 0.009290518 ;  ; 6.18978E-6
2235023.0 ;  ; 0.0091586 ;  ; 6.288111E-6
2245982.0 ;  ; 0.009115641 ;  ; 6.320133E-6
2250000.0 ;  ; 0.00909989 ;  ; 6.331873E-6
2266188.0 ;  ; 0.008863275 ;  ; 6.349668E-6
2500000.0 ;  ; 0.005445719 ;  ; 6.606685E-6
2750000.0 ;  ; 0.00333651 ;  ; 6.637383E-6
3000000.0 ;  ; 0.00229398 ;  ; 6.952872E-6
3200000.0 ;  ; 0.00186219 ;  ; 7.604329E-6
3400000.0 ;  ; 0.00156038 ;  ; 8.503736E-6
3454505.0 ;  ; 0.001499054 ; 0.0 ; 8.809274E-6
3600000.0 ;  ; 0.00133535 ; 2.82875E-12 ; 9.62487E-6
3674736.0 ;  ; 0.001275374 ; 4.28178E-12 ; 1.018225E-5
3746369.0 ;  ; 0.001217889 ; 5.83906E-12 ; 1.07165E-5
3800000.0 ;  ; 0.00117485 ; 7.03939E-12 ; 1.111648E-5
3850842.0 ;  ; 0.001141447 ; 8.1773E-12 ; 1.157395E-5
3851154.0 ;  ; 0.001141242 ; 8.18437E-12 ; 1.157676E-5
3973466.0 ;  ; 0.001060883 ; 1.09948E-11 ; 1.267731E-5
4000000.0 ;  ; 0.00104345 ; 1.17536E-11 ; 1.291606E-5
4054258.0 ;  ; 0.00101374 ; 1.33053E-11 ; 1.349317E-5
4060372.0 ;  ; 0.001010393 ; 1.34901E-11 ; 1.35582E-5
4105719.0 ;  ; 9.855625E-4 ; 1.49805E-11 ; 1.404053E-5
4169952.0 ;  ; 9.503911E-4 ; 1.72468E-11 ; 1.472373E-5
4192203.0 ;  ; 9.382073E-4 ; 1.80612E-11 ; 1.496039E-5
4200000.0 ;  ; 9.33938E-4 ; 1.8355E-11 ; 1.504333E-5
4352559.0 ;  ; 8.64783E-4 ; 2.41038E-11 ; 1.706167E-5
4400000.0 ;  ; 8.43278E-4 ; 2.5897E-11 ; 1.768931E-5
4403889.0 ;  ; 8.417463E-4 ; 2.6044E-11 ; 1.774997E-5
4468545.0 ;  ; 8.162812E-4 ; 2.84902E-11 ; 1.875853E-5
4482213.0 ;  ; 8.10898E-4 ; 2.94809E-11 ; 1.897173E-5
4499306.0 ;  ; 8.041658E-4 ; 3.21632E-11 ; 1.923836E-5
4533181.0 ;  ; 7.90824E-4 ; 3.98158E-11 ; 1.976677E-5
4600000.0 ;  ; 7.64507E-4 ; 5.8963E-11 ; 2.080907E-5
4601886.0 ;  ; 7.638439E-4 ; 5.95034E-11 ; 2.084403E-5
4608625.0 ;  ; 7.614743E-4 ; 6.16301E-11 ; 2.096894E-5
4678347.0 ;  ; 7.36959E-4 ; 8.55776E-11 ; 2.226134E-5
4678750.0 ;  ; 7.368173E-4 ; 8.5724E-11 ; 2.226881E-5
4757296.0 ; 0.0 ; 7.091994E-4 ; 1.23645E-10 ; 2.372478E-5
4800000.0 ; 0.002687704 ; 6.94184E-4 ; 1.44262E-10 ; 2.451636E-5
5000000.0 ; 0.0152753 ; 6.33623E-4 ; 2.40819E-10 ; 2.908682E-5
5500000.0 ; 0.109117 ; 5.22937E-4 ; 4.82213E-10 ; 4.475263E-5
6000000.0 ; 0.2389495 ; 4.69335E-4 ; 1.86631E-9 ; 6.998919E-5
7000000.0 ; 0.54059 ; 3.80727E-4 ; 7.672846E-8 ; 1.777938E-4
8000000.0 ; 0.94858 ; 3.62245E-4 ; 8.993202E-7 ; 4.556942E-4
9000000.0 ; 1.329515 ; 3.76351E-4 ; 4.847126E-6 ; 0.001119486
1.0E7 ; 1.582595 ; 4.20455E-4 ; 1.874083E-5 ; 0.002454311
1.1E7 ; 1.74052 ; 4.74006E-4 ; 6.174165E-5 ; 0.004615306
1.2E7 ; 1.835655 ; 5.35406E-4 ; 1.79293E-4 ; 0.007739744
1.3E7 ; 1.889135 ; 5.38854E-4 ; 4.790564E-4 ; 0.01141743
1.4E7 ; 1.92547 ; 4.67308E-4 ; 0.001056408 ; 0.01515231
1.5E7 ; 1.936595 ; 3.45113E-4 ; 0.001950223 ; 0.01776794
1.6E7 ; 1.89305 ; 2.36357E-4 ; 0.003277272 ; 0.01812079
1.7E7 ; 1.78247 ; 1.64336E-4 ; 0.004483902 ; 0.01741597
1.8E7 ; 1.59153 ; 1.33865E-4 ; 0.005658747 ; 0.01555838
1.9E7 ; 1.380585 ; 9.89902E-5 ; 0.006272587 ; 0.01358998
2.0E7 ; 1.148275 ; 7.50505E-5 ; 0.00650549 ; 0.01162637
