Incident energy ; MT=16 : (z,2n) ; MT=17 : (z,3n) ; MT=22 : (z,n+α) ; MT=28 : (z,n+p) ; MT=102 : (z,γ) ; MT=103 : (z,p) ; MT=107 : (z,α)
0.011875 ;  ;  ;  ;  ; 116.8702 ;  ; 
0.0125 ;  ;  ;  ;  ; 113.9099 ;  ; 
0.01375 ;  ;  ;  ;  ; 108.606 ;  ; 
0.015 ;  ;  ;  ;  ; 103.9771 ;  ; 
0.01625 ;  ;  ;  ;  ; 99.89054 ;  ; 
0.0175 ;  ;  ;  ;  ; 96.24875 ;  ; 
0.01875 ;  ;  ;  ;  ; 92.97749 ;  ; 
0.02 ;  ;  ;  ;  ; 90.0187 ;  ; 
0.021325 ;  ;  ;  ;  ; 87.17228 ;  ; 
0.02265 ;  ;  ;  ;  ; 84.581 ;  ; 
0.023975 ;  ;  ;  ;  ; 82.20896 ;  ; 
0.0253 ;  ;  ;  ;  ; 80.02647 ;  ; 
0.02765 ;  ;  ;  ;  ; 76.54797 ;  ; 
0.03 ;  ;  ;  ;  ; 73.48379 ;  ; 
0.0325 ;  ;  ;  ;  ; 70.59373 ;  ; 
0.035 ;  ;  ;  ;  ; 68.01828 ;  ; 
0.0375 ;  ;  ;  ;  ; 65.70493 ;  ; 
0.04 ;  ;  ;  ;  ; 63.61249 ;  ; 
0.0425 ;  ;  ;  ;  ; 61.70845 ;  ; 
0.045 ;  ;  ;  ;  ; 59.96709 ;  ; 
0.0475 ;  ;  ;  ;  ; 58.36727 ;  ; 
0.05 ;  ;  ;  ;  ; 56.89039 ;  ; 
0.055 ;  ;  ;  ;  ; 54.242 ;  ; 
0.06 ;  ;  ;  ;  ; 51.92611 ;  ; 
0.065 ;  ;  ;  ;  ; 49.88346 ;  ; 
0.07 ;  ;  ;  ;  ; 48.0678 ;  ; 
0.0775 ;  ;  ;  ;  ; 45.6792 ;  ; 
0.085 ;  ;  ;  ;  ; 43.60848 ;  ; 
0.0925 ;  ;  ;  ;  ; 41.79452 ;  ; 
0.1 ;  ;  ;  ;  ; 40.1879 ;  ; 
0.10625 ;  ;  ;  ;  ; 38.98133 ;  ; 
0.1125 ;  ;  ;  ;  ; 37.87819 ;  ; 
0.11875 ;  ;  ;  ;  ; 36.86579 ;  ; 
0.125 ;  ;  ;  ;  ; 35.93365 ;  ; 
0.1375 ;  ;  ;  ;  ; 34.26022 ;  ; 
0.15 ;  ;  ;  ;  ; 32.79419 ;  ; 
0.1625 ;  ;  ;  ;  ; 31.50069 ;  ; 
0.175 ;  ;  ;  ;  ; 30.34878 ;  ; 
0.1875 ;  ;  ;  ;  ; 29.31442 ;  ; 
0.2 ;  ;  ;  ;  ; 28.37871 ;  ; 
0.2125 ;  ;  ;  ;  ; 27.52664 ;  ; 
0.225 ;  ;  ;  ;  ; 26.74665 ;  ; 
0.2375 ;  ;  ;  ;  ; 26.02995 ;  ; 
0.25 ;  ;  ;  ;  ; 25.37168 ;  ; 
0.275 ;  ;  ;  ;  ; 24.18863 ;  ; 
0.3 ;  ;  ;  ;  ; 23.15177 ;  ; 
0.325 ;  ;  ;  ;  ; 22.23673 ;  ; 
0.35 ;  ;  ;  ;  ; 21.4218 ;  ; 
0.375 ;  ;  ;  ;  ; 20.69037 ;  ; 
0.4 ;  ;  ;  ;  ; 20.04254 ;  ; 
0.5 ;  ;  ;  ;  ; 17.92215 ;  ; 
0.6 ;  ;  ;  ;  ; 16.34317 ;  ; 
0.7 ;  ;  ;  ;  ; 15.12114 ;  ; 
0.85 ;  ;  ;  ;  ; 13.70972 ;  ; 
1.0 ;  ;  ;  ;  ; 12.63022 ;  ; 
1.25 ;  ;  ;  ;  ; 11.2826 ;  ; 
1.5 ;  ;  ;  ;  ; 10.28636 ;  ; 
1.75 ;  ;  ;  ;  ; 9.512147 ;  ; 
2.0 ;  ;  ;  ;  ; 8.890685 ;  ; 
2.5 ;  ;  ;  ;  ; 7.938509 ;  ; 
3.0 ;  ;  ;  ;  ; 7.235001 ;  ; 
3.5 ;  ;  ;  ;  ; 6.687244 ;  ; 
4.0 ;  ;  ;  ;  ; 6.247351 ;  ; 
5.0 ;  ;  ;  ;  ; 5.57546 ;  ; 
6.0 ;  ;  ;  ;  ; 5.077512 ;  ; 
7.0 ;  ;  ;  ;  ; 4.69171 ;  ; 
8.5 ;  ;  ;  ;  ; 4.245362 ;  ; 
10.0 ;  ;  ;  ;  ; 3.904533 ;  ; 
12.5 ;  ;  ;  ;  ; 3.478222 ;  ; 
15.0 ;  ;  ;  ;  ; 3.164396 ;  ; 
17.5 ;  ;  ;  ;  ; 2.919737 ;  ; 
20.0 ;  ;  ;  ;  ; 2.723135 ;  ; 
22.5 ;  ;  ;  ;  ; 2.559509 ;  ; 
25.0 ;  ;  ;  ;  ; 2.421601 ;  ; 
30.0 ;  ;  ;  ;  ; 2.200195 ;  ; 
35.0 ;  ;  ;  ;  ; 2.026527 ;  ; 
40.0 ;  ;  ;  ;  ; 1.887204 ;  ; 
45.0 ;  ;  ;  ;  ; 1.772292 ;  ; 
50.0 ;  ;  ;  ;  ; 1.675493 ;  ; 
60.0 ;  ;  ;  ;  ; 1.518044 ;  ; 
70.0 ;  ;  ;  ;  ; 1.396474 ;  ; 
85.0 ;  ;  ;  ;  ; 1.254993 ;  ; 
100.0 ;  ;  ;  ;  ; 1.147597 ;  ; 
112.5 ;  ;  ;  ;  ; 1.074108 ;  ; 
125.0 ;  ;  ;  ;  ; 1.012393 ;  ; 
150.0 ;  ;  ;  ;  ; 0.9138389 ;  ; 
175.0 ;  ;  ;  ;  ; 0.8363177 ;  ; 
200.0 ;  ;  ;  ;  ; 0.7744918 ;  ; 
225.0 ;  ;  ;  ;  ; 0.7223651 ;  ; 
250.0 ;  ;  ;  ;  ; 0.6787231 ;  ; 
300.0 ;  ;  ;  ;  ; 0.6093268 ;  ; 
350.0 ;  ;  ;  ;  ; 0.5537752 ;  ; 
400.0 ;  ;  ;  ;  ; 0.5097595 ;  ; 
450.0 ;  ;  ;  ;  ; 0.4738489 ;  ; 
500.0 ;  ;  ;  ;  ; 0.4438771 ;  ; 
600.0 ;  ;  ;  ;  ; 0.3938972 ;  ; 
700.0 ;  ;  ;  ;  ; 0.3560411 ;  ; 
775.0 ;  ;  ;  ;  ; 0.3317689 ;  ; 
850.0 ;  ;  ;  ;  ; 0.311178 ;  ; 
1000.0 ;  ;  ;  ;  ; 0.2779981 ;  ; 
1125.0 ;  ;  ;  ;  ; 0.254496 ;  ; 
1250.0 ;  ;  ;  ;  ; 0.2351592 ;  ; 
1375.0 ;  ;  ;  ;  ; 0.2189359 ;  ; 
1500.0 ;  ;  ;  ;  ; 0.205104 ;  ; 
1750.0 ;  ;  ;  ;  ; 0.1808011 ;  ; 
2000.0 ;  ;  ;  ;  ; 0.162083 ;  ; 
2250.0 ;  ;  ;  ;  ; 0.1455586 ;  ; 
2500.0 ;  ;  ;  ;  ; 0.1322075 ;  ; 
2750.0 ;  ;  ;  ;  ; 0.1211882 ;  ; 
3000.0 ;  ;  ;  ;  ; 0.1119297 ;  ; 
3250.0 ;  ;  ;  ;  ; 0.1024863 ;  ; 
3500.0 ;  ;  ;  ;  ; 0.09445233 ;  ; 
3750.0 ;  ;  ;  ;  ; 0.08754002 ;  ; 
4000.0 ;  ;  ;  ;  ; 0.08153327 ;  ; 
4500.0 ;  ;  ;  ;  ; 0.07161292 ;  ; 
5000.0 ;  ;  ;  ;  ; 0.06376401 ;  ; 
5500.0 ;  ;  ;  ;  ; 0.05593036 ;  ; 
6000.0 ;  ;  ;  ;  ; 0.04962065 ;  ; 
6500.0 ;  ;  ;  ;  ; 0.04444684 ;  ; 
7000.0 ;  ;  ;  ;  ; 0.0401376 ;  ; 
7375.0 ;  ;  ;  ;  ; 0.03668032 ;  ; 
7750.0 ;  ;  ;  ;  ; 0.03366989 ;  ; 
8125.0 ;  ;  ;  ;  ; 0.03103187 ;  ; 
8500.0 ;  ;  ;  ;  ; 0.02870627 ;  ; 
9250.0 ;  ;  ;  ;  ; 0.02480693 ;  ; 
10000.0 ;  ;  ;  ;  ; 0.02168192 ;  ; 
10625.0 ;  ;  ;  ;  ; 0.01901283 ;  ; 
11250.0 ;  ;  ;  ;  ; 0.01679741 ;  ; 
11875.0 ;  ;  ;  ;  ; 0.01493992 ;  ; 
12500.0 ;  ;  ;  ;  ; 0.01336795 ;  ; 
13125.0 ;  ;  ;  ;  ; 0.01202647 ;  ; 
13750.0 ;  ;  ;  ;  ; 0.01087296 ;  ; 
14375.0 ;  ;  ;  ;  ; 0.009874275 ;  ; 
15000.0 ;  ;  ;  ;  ; 0.009004526 ;  ; 
16250.0 ;  ;  ;  ;  ; 0.007956239 ;  ; 
17500.0 ;  ;  ;  ;  ; 0.007095098 ;  ; 
20000.0 ;  ;  ;  ;  ; 0.005772159 ;  ; 
22500.0 ;  ;  ;  ;  ; 0.005493875 ;  ; 
25000.0 ;  ;  ;  ;  ; 0.00521605 ;  ; 
27500.0 ;  ;  ;  ;  ; 0.004938225 ;  ; 
30000.0 ;  ;  ;  ;  ; 0.0046604 ;  ; 
32500.0 ;  ;  ;  ;  ; 0.004382575 ;  ; 
35000.0 ;  ;  ;  ;  ; 0.00410475 ;  ; 
40000.0 ;  ;  ;  ;  ; 0.003549189 ;  ; 
45000.0 ;  ;  ;  ;  ; 0.0032798 ;  ; 
50000.0 ;  ;  ;  ;  ; 0.003010528 ;  ; 
55000.0 ;  ;  ;  ;  ; 0.0028232 ;  ; 
60000.0 ;  ;  ;  ;  ; 0.002635919 ;  ; 
65000.0 ;  ;  ;  ;  ; 0.00249925 ;  ; 
70000.0 ;  ;  ;  ;  ; 0.002362616 ;  ; 
77500.0 ;  ;  ;  ;  ; 0.0022156 ;  ; 
85000.0 ;  ;  ;  ;  ; 0.002068613 ;  ; 
92500.0 ;  ;  ;  ;  ; 0.0019639 ;  ; 
100000.0 ;  ;  ;  ;  ; 0.001859214 ;  ; 
125000.0 ;  ;  ;  ;  ; 0.0016531 ;  ; 
150000.0 ;  ;  ;  ;  ; 0.001447013 ;  ; 
175000.0 ;  ;  ;  ;  ; 0.0013449 ;  ; 
200000.0 ;  ;  ;  ;  ; 0.001242808 ;  ; 
225000.0 ;  ;  ;  ;  ; 0.001196775 ;  ; 
250000.0 ;  ;  ;  ;  ; 0.00115075 ;  ; 
275000.0 ;  ;  ;  ;  ; 0.001104725 ;  ; 
300000.0 ;  ;  ;  ;  ; 0.001058705 ;  ; 
325000.0 ;  ;  ;  ;  ; 0.001042503 ;  ; 
350000.0 ;  ;  ;  ;  ; 0.001026305 ;  ; 
400000.0 ;  ;  ;  ;  ; 9.939121E-4 ;  ; 
450000.0 ;  ;  ;  ;  ; 9.8246E-4 ;  ; 
500000.0 ;  ;  ;  ;  ; 9.710113E-4 ;  ; 
608010.0 ;  ;  ;  ;  ; 9.7275E-4 ;  ; 
608012.2 ;  ;  ;  ;  ; 9.727479E-4 ;  ; 
700000.0 ;  ;  ;  ;  ; 8.8578E-4 ;  ; 
788405.0 ;  ;  ;  ;  ; 9.00725E-4 ;  ; 
876810.0 ;  ;  ;  ;  ; 9.1567E-4 ;  ; 
900000.0 ;  ;  ;  ;  ; 8.8068E-4 ;  ; 
1000000.0 ;  ;  ;  ;  ; 7.3861E-4 ;  ; 
1100000.0 ;  ;  ;  ;  ; 6.754E-4 ;  ; 
1200000.0 ;  ;  ;  ;  ; 6.4009E-4 ;  ; 
1300000.0 ;  ;  ;  ;  ; 6.1787E-4 ;  ; 
1400000.0 ;  ;  ;  ;  ; 6.0294E-4 ;  ; 
1500000.0 ;  ;  ;  ;  ; 5.9267E-4 ;  ; 
1600000.0 ;  ;  ;  ;  ; 5.8655E-4 ;  ; 
1700000.0 ;  ;  ;  ;  ; 5.8287E-4 ;  ; 
1800000.0 ;  ;  ;  ;  ; 5.8107E-4 ;  ; 
1900000.0 ;  ;  ;  ;  ; 5.8085E-4 ;  ; 
2000000.0 ;  ;  ;  ;  ; 5.8206E-4 ;  ; 
2250000.0 ;  ;  ;  ;  ; 5.9151E-4 ;  ; 
2500000.0 ;  ;  ;  ;  ; 6.1182E-4 ;  ; 
2750000.0 ;  ;  ;  ;  ; 6.3553E-4 ;  ; 
3000000.0 ;  ;  ;  ;  ; 6.5925E-4 ;  ; 
3250000.0 ;  ;  ;  ;  ; 6.7165E-4 ;  ; 
3500000.0 ;  ;  ;  ;  ; 6.7826E-4 ;  ; 
3750000.0 ;  ;  ;  ;  ; 6.711E-4 ;  ; 
4000000.0 ;  ;  ;  ;  ; 6.4338E-4 ;  ; 
4257900.0 ;  ;  ;  ;  ; 6.1426E-4 ;  ; 
4500000.0 ;  ;  ;  ;  ; 5.8632E-4 ;  ; 
4750000.0 ;  ;  ;  ;  ; 5.5937E-4 ;  ; 
5000000.0 ;  ;  ;  ;  ; 5.3279E-4 ;  ; 
5207500.0 ;  ;  ;  ;  ; 5.1165E-4 ;  ; 
5500000.0 ;  ;  ;  ;  ; 4.8342E-4 ;  ; 
5750000.0 ;  ;  ;  ;  ; 4.7572E-4 ;  ; 
6000000.0 ;  ;  ;  ;  ; 4.666E-4 ;  ; 
6250000.0 ;  ;  ;  ;  ; 4.5652E-4 ;  ; 
6503300.0 ;  ;  ;  ;  ; 4.4662E-4 ;  ; 
6750000.0 ;  ;  ;  ;  ; 4.3689E-4 ;  ; 0.0
7000000.0 ;  ;  ;  ;  ; 4.2752E-4 ;  ; 2.2333E-7
7250000.0 ;  ;  ;  ;  ; 4.1915E-4 ;  ; 4.1348E-7
7500000.0 ;  ;  ;  ;  ; 4.122E-4 ;  ; 7.2627E-7
7787500.0 ;  ;  ;  ;  ; 4.0574E-4 ;  ; 1.3475E-6
7961700.0 ; 0.0 ;  ;  ;  ; 4.0286E-4 ;  ; 1.9186E-6
8250000.0 ; 0.032972 ;  ;  ;  ; 4.0054E-4 ; 0.0 ; 3.2968E-6
8500000.0 ; 0.098003 ;  ;  ;  ; 3.9974E-4 ; 2.3079E-7 ; 5.21E-6
8744400.0 ; 0.1899 ;  ;  ;  ; 4.0096E-4 ; 4.9372E-7 ; 7.9359E-6
9000000.0 ; 0.29907 ;  ;  ;  ; 4.0456E-4 ; 9.8165E-7 ; 1.2117E-5
9250000.0 ; 0.41817 ;  ;  ;  ; 4.1078E-4 ; 1.769E-6 ; 1.809E-5
9500000.0 ; 0.53744 ;  ;  ;  ; 4.1917E-4 ; 2.975E-6 ; 2.6402E-5
9750000.0 ; 0.6549 ;  ;  ;  ; 4.3059E-4 ; 4.8458E-6 ; 3.7837E-5
1.0E7 ; 0.76721 ;  ;  ;  ; 4.4492E-4 ; 7.494E-6 ; 5.3678E-5
1.025E7 ; 0.87354 ;  ;  ;  ; 4.6233E-4 ; 1.1201E-5 ; 7.511E-5
1.05E7 ; 0.96974 ;  ;  ;  ; 4.8256E-4 ; 1.6044E-5 ; 1.0359E-4
1.075E7 ; 1.0589 ;  ;  ;  ; 5.0564E-4 ; 2.2472E-5 ; 1.4108E-4
1.1E7 ; 1.1412 ;  ;  ;  ; 5.3105E-4 ; 3.0698E-5 ; 1.8973E-4
1.125E7 ; 1.2169 ;  ;  ;  ; 5.5832E-4 ; 4.1046E-5 ; 2.5186E-4
1.15E7 ; 1.2883 ;  ;  ;  ; 5.8645E-4 ; 5.4586E-5 ; 3.297E-4
1.1748E7 ; 1.3512 ;  ;  ; 0.0 ; 6.1468E-4 ; 7.1577E-5 ; 4.2444E-4
1.2E7 ; 1.409 ;  ;  ; 1.6325E-7 ; 6.4238E-4 ; 9.3694E-5 ; 5.4116E-4
1.225E7 ; 1.4617 ;  ; 0.0 ; 4.5334E-7 ; 6.6845E-4 ; 1.2122E-4 ; 6.7921E-4
1.25E7 ; 1.506 ;  ; 2.0046E-7 ; 1.1151E-6 ; 6.9155E-4 ; 1.577E-4 ; 8.4616E-4
1.275E7 ; 1.5466 ;  ; 4.9279E-7 ; 2.4797E-6 ; 7.1188E-4 ; 2.0363E-4 ; 0.0010412
1.3E7 ; 1.583 ;  ; 1.0652E-6 ; 5.083E-6 ; 7.2886E-4 ; 2.6179E-4 ; 0.0012656
1.325E7 ; 1.6142 ;  ; 2.1055E-6 ; 9.7436E-6 ; 7.4217E-4 ; 3.3464E-4 ; 0.0015194
1.35E7 ; 1.641 ;  ; 3.8673E-6 ; 1.7979E-5 ; 7.5196E-4 ; 4.241E-4 ; 0.0018049
1.375E7 ; 1.6641 ;  ; 6.9783E-6 ; 3.1216E-5 ; 7.5814E-4 ; 5.3398E-4 ; 0.002127
1.4E7 ; 1.6844 ;  ; 1.2037E-5 ; 5.2135E-5 ; 7.6063E-4 ; 6.6424E-4 ; 0.002488
1.4181E7 ; 1.6974 ; 0.0 ; 1.7571E-5 ; 7.3097E-5 ; 7.6021E-4 ; 7.7311E-4 ; 0.0027696
1.45E7 ; 1.7173 ; 8.5785E-5 ; 3.2746E-5 ; 1.2619E-4 ; 7.5558E-4 ; 9.973201E-4 ; 0.003326
1.475E7 ; 1.7299 ; 8.5265E-4 ; 5.2459E-5 ; 1.9417E-4 ; 7.4884E-4 ; 0.0011957 ; 0.0038028
1.5E7 ; 1.7392 ; 0.0031881 ; 8.1726E-5 ; 2.9009E-4 ; 7.4023E-4 ; 0.0014125 ; 0.0043177
1.525E7 ; 1.7446 ; 0.0080373 ; 1.2525E-4 ; 4.0712E-4 ; 7.3063E-4 ; 0.0016592 ; 0.0048728
1.55E7 ; 1.7449 ; 0.016709 ; 1.888E-4 ; 5.5995E-4 ; 7.2099E-4 ; 0.0019266 ; 0.0054648
1.575E7 ; 1.7397 ; 0.029793 ; 2.7865E-4 ; 7.5525E-4 ; 7.1212E-4 ; 0.002211 ; 0.0060914
1.6E7 ; 1.7287 ; 0.047436 ; 4.0376E-4 ; 9.9679E-4 ; 7.0456E-4 ; 0.002515 ; 0.006744
1.625E7 ; 1.7112 ; 0.070535 ; 5.7556E-4 ; 0.0012939 ; 6.9864E-4 ; 0.0028331 ; 0.0074113
1.643E7 ; 1.6939 ; 0.091315 ; 7.3759E-4 ; 0.0015519 ; 6.9538E-4 ; 0.0030626 ; 0.0078866
1.675E7 ; 1.6558 ; 0.13458 ; 0.0011181 ; 0.002194 ; 6.9134E-4 ; 0.0033888 ; 0.0087562
1.7E7 ; 1.6193 ; 0.17427 ; 0.0015203 ; 0.0028554 ; 6.8925E-4 ; 0.003576 ; 0.0094063
1.725E7 ; 1.5773 ; 0.21862 ; 0.0020343 ; 0.0035447 ; 6.8755E-4 ; 0.0038243 ; 0.010022
1.75E7 ; 1.5296 ; 0.26793 ; 0.0026779 ; 0.0042876 ; 6.8574E-4 ; 0.0041146 ; 0.010587
1.775E7 ; 1.4785 ; 0.31983 ; 0.0034817 ; 0.0051188 ; 6.8341E-4 ; 0.0044056 ; 0.011079
1.8E7 ; 1.425 ; 0.37347 ; 0.0044622 ; 0.0060707 ; 6.8034E-4 ; 0.0046963 ; 0.011493
1.825E7 ; 1.3636 ; 0.43392 ; 0.0056087 ; 0.0071267 ; 6.7643E-4 ; 0.0049842 ; 0.011812
1.85E7 ; 1.3042 ; 0.49166 ; 0.0069487 ; 0.0082887 ; 6.718E-4 ; 0.0052593 ; 0.01204
1.875E7 ; 1.2437 ; 0.54986 ; 0.0084648 ; 0.009625 ; 6.6668E-4 ; 0.0055241 ; 0.012174
1.9E7 ; 1.1822 ; 0.60828 ; 0.010175 ; 0.011074 ; 6.6137E-4 ; 0.0057827 ; 0.012223
1.925E7 ; 1.121 ; 0.6658 ; 0.012107 ; 0.012665 ; 6.5622E-4 ; 0.0060268 ; 0.012181
1.95E7 ; 1.058 ; 0.7244 ; 0.014233 ; 0.01445 ; 6.5155E-4 ; 0.0062448 ; 0.012047
1.975E7 ; 0.99841 ; 0.77903 ; 0.016477 ; 0.016367 ; 6.4766E-4 ; 0.0064593 ; 0.011858
2.0E7 ; 0.94181 ; 0.83 ; 0.018873 ; 0.01846 ; 6.4478E-4 ; 0.00668 ; 0.011624
